idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
18,refs/heads/develop,8410fbccf3b2a680cca2e96ad6b681f570fa5729,03345fd923c79ba2ca749076ce9a8dc38a496594,ee79d1b0606a1e57641c188e335af8729bee84de,,False,65bddcfec1a28746d7f2050806b97a10a6f80204d2bcadb526cb4ab5c65bce35,b3eedcfa6aea29049587e64e3fb4152a92144c470c59343c9bc02c3acd5d5f1c,5117,True,Tests_failed,0.0,Tests_failed,0.0,False,False
25,refs/heads/develop,1a1ef02754bf75459c56acbee6bf0c0e8fba8436,83e3e50b71a8c415be61efeb7d39adbc935e7e97,a1b705406adacaca221c7506c2a93b3787053c87,,False,,,50,False,,,,,,False
40,refs/heads/develop,5a781dee4b49a0ef63e79d136380f8234d77a0dc,f59ca65f98afdee606e0695f0bde3d746710f017,4a7d875ecaa65100001abdc2bf8b2a6fff2df7bc,,False,1f36c1e5ffdc8f032778587b848a8f9bdb5de187f73efdcd24b470d04ab57341,0de8cfbef1995218420120fb91e093d92cfad16291242857575aef24f3d6cfbf,229,True,Tests_failed,0.0,Tests_failed,0.0,False,False
48,refs/heads/develop,c69339fd0d104ec8fcdf7bf78db416e154ecc0dd,3f31ac08aab247ce15730d8ab83c4463816f5086,56e7f06e2860004ebf3901e646e19b4fadffca34,,False,d211c054ee9d805d80316be6b32aa0ac3cbfc5f5336194036aa1a0111d8809c0,fd1b2c640313db0f47657544d3af055238b6a9eca109e18aa24d4a6ed96f8e66,2137,True,Tests_failed,0.0,Tests_failed,0.0,False,False
51,refs/heads/develop,21c48dd0cf7948ca4f33f3c3211108ecd811b405,81d1dc7d6e33861c43f88eff0bfd18d04de6d931,92964a66dbcba4be4087a92169b15d2cbcae2e64,,False,771326bb8a769d96184ae59cbebd5b6635c7653bba6134897d94c54e103d42c1,723b36f55cdd85496bff2c3bfa5fc7723ee3a612a04cb1b904e559c07da8374b,2,True,Tests_failed,0.0,Tests_failed,0.0,False,False
52,refs/heads/develop,81d1dc7d6e33861c43f88eff0bfd18d04de6d931,c34fc09b2aaf1a3400fbb9ef4baf7843144c90bc,9c805fd4f32d7f17375095c0f692213f0401376d,,False,53fc14fa9e68b944d968dd46fbb9e8f631174c4d4cf67d6aa11f933ea0c8d5c5,b8fffeb83c4e1aede49b988dd87edca2f3eb8cc0cd4a02f7450a893988ea3c9e,2,True,Tests_failed,0.0,Tests_failed,0.0,False,False
53,refs/heads/develop,c34fc09b2aaf1a3400fbb9ef4baf7843144c90bc,bcd9603b06e669b59a196dc63e1c54f8bfb06096,3e1f00362cbb6f3007860fc970947ccd0ae8606a,,False,e2ab4684831e60092eb41a7f0b18e8f22f71fbc1a561ff8bec3da74a3d1c0936,143fd585596ee0a2ed003f67f1cf003b28d877e0ac78666cbe2ee3537dd8183f,2,True,Tests_failed,0.0,Tests_failed,0.0,False,False
75,refs/heads/develop,701f3fd93da5d17be797f57fb2c8f567672141a6,d6429230e1db35b1ea1408532fd6777e24ead1e8,37cb76433afae2c4080db404d6dc47fb81bc047b,,False,cd42d708452440e19afde83bea73e36114ccfa71469b83b3cca21129f516a854,450b0f59ab454f7806b0ac3a595df707ebb6feaf7fae2c411a7c1d1cfc4d60de,50,True,Tests_failed,0.0,Tests_failed,0.0,False,False
76,refs/heads/develop,d6429230e1db35b1ea1408532fd6777e24ead1e8,a2c807e5ce441d37eae905ec902bf6ed4cdc1be8,29a766cae4b78ad7954a469c37a6bf7b0427e345,,False,92e063138f101db43371e27c508aef1c21026f0b161daec30bda385eb646e52d,e82695d0b398bdb52f7787141257fc7041453a6c4c637479dbe454a4121aabf1,23,True,Tests_failed,0.0,Tests_failed,0.0,False,False
85,refs/heads/develop,4c27c0305257dfcaa0ad4f3e5f9593d6a939689c,6c2704dd3d785943568b8ba778c88bb4d5bc5014,3059cf868366e46d32ed21e06c07f98607190834,,False,,,53,False,,,,,,False
