idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge,sampled for testing
4,refs/heads/master,18051323061c9d96d348a71113bde562441a0ca8,0c4b7af763f494c67776043639a8ad82f66023fc,1e90fa968ccecae16c8b475f3409383ba6365fae,,False,6,0.0,Tests_passed,b639047b92dcfbf64f0e4888219659007f1ff035c86ff382d69fc6a0bf0b0964,True,0.0,Tests_passed,e09484f1d5f610a78c093bde3e69eb592ab5f582f000dbce8ece92a75fa3cb09,False,False
5,refs/heads/master,7925e7cd626dce483da478a315faeadb7fea0611,f9e7ba53d06f6d4df233058d6c26d3d3bf1e22de,e90a926524ea36dabaafc5653b4015aa6eb71fdb,,False,35,,,,,,,,False,False
6,refs/heads/master,f9e7ba53d06f6d4df233058d6c26d3d3bf1e22de,4c768734da65b3ce4d229b590c3733b47c9b2ceb,c97a9ec6857b0fcaa4165f773797f9e7828bce85,,False,338237,,,,,,,,False,False
7,refs/heads/master,f6bf5fe204b6089c54dd1f3aa0a31777a978327b,2c46a6071f4d1369a5c101a7fc7e6cdf58b6c3ab,4c768734da65b3ce4d229b590c3733b47c9b2ceb,,False,21,0.0,Tests_failed,3631ce043a2309add21412c9c7cd51644a12035ea98da882b6eb7533038557a9,False,0.0,Tests_passed,d44459ac164d67822097abc7795bea1d5a014b329c0c8131321492fc2a1cf2f5,False,False
8,refs/heads/master,574a3e414b9e058718f58af83e95b5682db4ca4e,e54ba9132ad84a8be04fcaf37495363b6384cddb,96a19d0be8f6270181c17e7c6a7f250e362bac2d,,False,23,0.0,Tests_failed,a5fc10c25f11aae4a2671b3a2888a14844a9a4acf51b2325dfd99a91f2fd60eb,False,0.0,Tests_passed,45e88d753a90461ff953c192ecad8de4762361157f8a0ddc39bd635ff6e33b01,False,False
9,refs/heads/master,e54ba9132ad84a8be04fcaf37495363b6384cddb,c0a67fcaeba07ac154aab47a6c5320ab24e985bb,02704f9ee086263eb55624329ddb1b66b3b2ebee,,False,24,0.0,Tests_failed,080d31defe4eb2e532677e86e60fa5da087ef85a2df5439524934c8556bc3991,False,0.0,Tests_passed,e6d80b31910e9e4476853a93cb1fdd1b04648c3e3153c6c355e0dd6e85e5b342,False,False
10,refs/heads/master,783fdf9983031db650a3fb8e2a6af2417c8b2f6d,c2e0b0139d83721319cda92535582ef356cf34ad,275c80ddb17814c5a5f426bddcd7c3a8236764b2,,False,25,0.0,Tests_passed,e69e73151fcbb7b5858ff818b528723a0bcf06b8cf6d7926d4757e68978c797e,True,0.0,Tests_passed,0a6db1601ed5e89da71f33280822ba101d6d3202cb8b5d0284dd22543a9aee97,False,False
11,refs/heads/master,01162bedc77b9ce094593fae61ece6d87bb5d9dd,679555ba697ae014cc19354d594c3cd6f366d7a4,7c2ede71b0c31b03ca8ea44397b2af0ffcb4a600,,False,18,0.0,Tests_passed,503eade4bae0877a6ae1621429659adf6812783053e081ae3be095d52d5fec1f,True,0.0,Tests_passed,64d40bc2b035cbbbd0fd1e424fa06d35c5f630b196f262977ce63f80ba7af899,False,False
12,refs/heads/master,cfb11c0c949b4c951cd6ada2cc4b946577cb470b,34800c99ce3db07cfc1a50ccdcaa0e0a84192afd,4e5c14ffb2cfcd27a3dffd57368bb2aec3d4f420,,False,15,0.0,Tests_passed,534a666eaa0bbe1c6d16c1bcb149460131e2398cfe437e05138dab806a23fefc,True,0.0,Tests_passed,91d79f3abc9e2a52e4397203fd507294ba655cc383266d602f9fd3f5a607d868,False,False
13,refs/heads/master,8b01998b486503a4cd953313ce1d64c9d516b02c,97f9b12cb63b6dcd6dda7babf6bbf4f0a56c974f,cb3708b1501db7b28f50adc9ac3fb0a4d60d9c39,,False,86,0.0,Tests_passed,2591e3549edbdad7025efbb001f73a7f732935788f3ae03c339de4000ada87f5,True,0.0,Tests_passed,e986bd79a768da04b4a4bf7890ab0a966d67be8daca16a5078a3e855a45f9064,False,False
14,refs/heads/master,993a789a260fc11f953021ec3b374556dd09ca39,b4a4dd045723ac5549811a578e090a753a4356f9,afd06e890009e8c074c2d3d5e77c432cfcbb164f,,True,15,0.0,Tests_passed,3e265b47acd3c421e07c64aa90f9566bff3eb6f7e40d9a84b2c22634f1e6948f,True,0.0,Tests_passed,c99b278a279535ce0e3ea0a815f1f53ee5430363617a67c7205a4654e4b1c78f,True,True
15,refs/heads/master,302ff585ebc2c4f2c79f210acb8a39b118f19a6c,6ce4a4a27ae72dfcf490a70efe4ddef3d556e98c,a95306585904f9410acbec997aebbd3f99a3e07d,,False,16,0.0,Tests_failed,994e9278de8da896d5e6ca4f503f10581fb8b9076afab670f350ded0ea6501ea,False,0.0,Tests_passed,23f2e96ae9c552f7fb4f531d7d9ba8528c91c3664303ef77ed94ae0080f20d80,False,False
16,refs/heads/master,911a0500290caed0c75e806d48a6b79d8bb659a2,c1b3467dabf5662478793720feb1cfa633119dba,a11e93307fd61cbc9aecd17932791510b62abd2f,,False,31,0.0,Tests_passed,1d12f4fb86385887e52c5fcf5b6a1fca3f5481924c3024cbe374b4859ff1096d,True,0.0,Tests_passed,8417e03c0654c9198c4062657580184daa820f723af96ffec4f41db46fa9ffcc,False,False
17,refs/heads/master,b4820026a66588835b60d3813fcf962bed616663,3cbc3c365dfa2fc4ea196d330800e273f1071acf,0b37d613da5ed969a9d3d877ee047c3abe6571ba,,False,63,0.0,Tests_passed,ae16715205b224e9ad21c2f71b3dd23513685e82cd488f0726e882434f7b542f,True,0.0,Tests_passed,93263758f3aa777f547aa87f68306036f947da52458df069add6339976d4b59c,False,False
18,refs/heads/master,c702635498971395208c737054f65a02d38d5877,b208b04c02d74bdddd8fd3b271a93bd0730ed0f1,913f1b8e2c8af084add2c459a06ceaeabda5f81f,,False,15,,,,,,,,False,False
19,refs/heads/master,0f72617566202c15197d0e4f30a05dc057369b31,62781c4d4bce4c2d725bca136260ce50254ce4f5,6e5fcc7b5a7a9f3ac2eda9b93c420eb6d9444056,,False,40,0.0,Tests_passed,be95df5197b7d932822524024afaf3d43d5e5c1131625faaf9ac13031209697c,True,0.0,Tests_passed,d1511b183217961eecb9dc17132bf44d42d81eee12abdd0d142171441c334607,False,False
20,refs/heads/master,6e5fcc7b5a7a9f3ac2eda9b93c420eb6d9444056,0be03971003020d445a89b02632dcd466aaeeb5c,41f04951105395c43c5584e1e4a00032f276b663,,False,12,0.0,Tests_passed,343c83dfcb43c9aeb76aeb986403e257b439e09cd8e79ee09a9c99cd2366ee38,True,0.0,Tests_passed,4f16bbb12e597347a13fb5745d15b9b47ddd7b56b3ff5645947512e38e104725,False,False
21,refs/heads/master,069243ae53d23d16b490c8f5e4559096844076ee,202822196acdb5fb93e54aa77ff04de75e5aaeb9,1bb4bf1f0ec50853fac66ef9c4c16516324ca765,,False,26,0.0,Tests_passed,75881a5e4d2e279f25fceb4b79899ac5822f94767e236ab645d8b5534a378f69,True,0.0,Tests_passed,1bc347606617a4569f5654165105770d86e441a7a7250e1ad8d61f3a6ae74a41,False,False
22,refs/heads/master,202822196acdb5fb93e54aa77ff04de75e5aaeb9,47a288e57d4c48715bcdcb3504f6f967b9258baf,b715cb7ff8ad55256fbbcc1eb4f6ac391a205610,,False,26,0.0,Tests_passed,74268407148082794fe359690df34080d30f5496a8423ce8461d7b3ed2622e9a,True,0.0,Tests_passed,824791f0df089db30769b807493541dbbbcc581d7483ccd76101a14d68696eea,False,False
23,refs/heads/master,fadc0489fcac77d043509f94d41f344767d00dbf,b358842b5a20a929e8f4d0255bc71050732881a9,7225a6e2a1b6adcbe189fa7002c424c6281bda97,,False,21,0.0,Tests_passed,e41e5dbff1c6d6ec4b95865f3c2a5f7e9006e0924be853c3634eee94bc65f0c6,True,0.0,Tests_passed,39c3b755207064a1240ef5009fa0657423fb0af6c4a8a8d6aefdeb8532ec29fd,False,False
24,refs/heads/master,176308c573910bfd68d5c5b4af65ad86d863c353,678ff2e5e50eecd9007dd6de957853e7013dca35,a8e328e28112a4220cf3f61d7c96ebee04a9887e,,True,134,0.0,Tests_passed,3436ecdce1927f96f6ae99d32b00b2dafeebce845c552844f9bc85c68ac38b74,True,0.0,Tests_passed,813d447ba50f16095ef78f2b2858b6204e61a16729cfc93ec4223117615df377,True,True
25,refs/heads/master,c179eed6286fa4744e82b4a03fcdec98a6eea80c,fffe6e1e08824ffba8493044049759873e01d0a7,ea5b2bcf37b12c9b8d72e13e3021eb8e306195e5,,False,20,,,,,,,,False,False
26,refs/heads/master,fffe6e1e08824ffba8493044049759873e01d0a7,5ee3fba7f9aa5a2aef8dbf084239338927de3661,58cbb2e55fd37bffdbce816898c26cf39c29c33b,,False,237,0.0,Tests_passed,49f3a19931e32dd2fdac5903531d490c5a214a069b98d5f7cb59b62ac7116e56,True,0.0,Tests_passed,fcf4aa202b670953bacfa561d469626f5080f4d270ac6308e4adde90048b15cd,False,False
27,refs/heads/master,ea5b2bcf37b12c9b8d72e13e3021eb8e306195e5,fab1c2376ee1b47a828a4ff57750e52d1021dd5d,9a1f98b9174ab2d41febc9a1a67313803d62e895,,False,239,,,,,,,,False,False
28,refs/heads/master,8360c2ba49d4712b771bfbad44ecf2bf0daad195,3c629faf7274e1d9134797e49ebd6f6944369ef6,32754959be0dafd16dd9ab13b624563866624771,,False,6,0.0,Tests_failed,1d44e1d8645ed85c310cc63b4f81fe11b5584395d96c3161774d2da966f3481c,False,0.0,Tests_failed,b61012e29038c34b1c27733f3148ba31e3b94df58ef86396c4b92eb57e1b8cd4,False,False
30,refs/heads/master,c5283218450c7571b6fab7d6db65f4079898c6cb,99be15908b03391e3c84ec90c73022ab1db4cbcf,8fd271aa58a73f6926b726acc97c7ed713008d57,,False,16,0.0,Tests_failed,8498cfc0015fb88553272b9ed8dfb98fc79079a41b44ce0ffe7754b398d99eff,False,0.0,Tests_failed,5a95af07223cd1f77fe1a2b81b5acedd7522439329153d2cd9f355adb934bad2,False,False
31,refs/heads/master,99be15908b03391e3c84ec90c73022ab1db4cbcf,5f0e19176f604dca4a01a12c18ca94fd87ca53dc,f88f7054397f343f8d768d65b4dbcd7ab953bffe,,False,15,0.0,Tests_failed,38873473301fb205cc351a49cb53407c46f06bdead8f89d9fbc83a65e1763787,False,0.0,Tests_failed,d7eb9df6fa0dd7943afce5ce2c63ce6f63f16f151b546f5d4594ab047b2caa2d,False,False
32,refs/heads/master,f7fe9a0c29e38b8ff04b47338b61d2de27f68e19,74727f8de6a78deb7ad71007c4ab4900d873d149,a78808ecfa458b75e309858f9ce37f1275266070,,False,15,0.0,Tests_failed,bdd3c8db23384522cb10baa11a5ddaec67c7131c98465e1224e6999cdbf46d19,False,0.0,Tests_failed,6c6ed54a4e932904582da44b27f0878caa3b964d6c1b9d458ce2d807af92f1eb,False,False
33,refs/heads/master,74727f8de6a78deb7ad71007c4ab4900d873d149,57189bb8fdcd009cb6c2b2699d49a26163202c51,ac6c5291a0f818d757fadc4dd1c5ebafaea8e6f5,,False,14,0.0,Tests_failed,8b07327f775b496f516be020f80935cd7197ff43cab47900ea171a09fff4db78,False,0.0,Tests_failed,69d0245e0d7ea28e7d4253b9ac0b97bb54ad964efd139959f383b5fbbee0d975,False,False
34,refs/heads/master,57189bb8fdcd009cb6c2b2699d49a26163202c51,1bd7b1f085c7398fa077ce16f101d18f3a7e2f5f,66ef47e579b40e2b145fa0634d9f7ab61835d469,,False,18,,,,,,,,False,False
35,refs/heads/master,1bd7b1f085c7398fa077ce16f101d18f3a7e2f5f,25e6ba0d296fdba072884e4b48badce566d63fc6,d716fc467e03f3c9c769ae1923c01270ee3e9ce0,,False,16,0.0,Tests_failed,0fbf3209d407903c9e2bd172de7d278eca527a0fbc515607121130b96885dfbd,False,0.0,Tests_failed,18eb9047e724388f77e2c54b42171a44884ff24e617d475c90048093535dd4e6,False,False
36,refs/heads/master,25e6ba0d296fdba072884e4b48badce566d63fc6,63df262745934988ed2695318973d01ecd725701,908b977379e073ef6d4997867be4aa63c016db3c,,False,15,0.0,Tests_failed,56a9dbbde6bebae1420f1c372343a0ba8012e5bc74319feafd616c1cb21ae542,False,0.0,Tests_failed,e5efcea05cd900c1d27401c3329de4dc89a096e986cc2048f1b9cd27d5e3ed26,False,False
37,refs/heads/master,63df262745934988ed2695318973d01ecd725701,f94de24589a3424a06a55b78f86ee04a11c73bb2,6f5957dd8691a8108ad9c437e26130c789928f99,,False,16,,,,,,,,False,False
