idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_myers_ignorespace,gitmerge_recursive_myers_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,adjacent,adjacent_merge_fingerprint,imports,imports_merge_fingerprint,version_numbers,version_numbers_merge_fingerprint,ivn,ivn_merge_fingerprint,ivn_ignorespace,ivn_ignorespace_merge_fingerprint,gitmerge_ort_plus,gitmerge_ort_plus_merge_fingerprint,gitmerge_ort_ignorespace_plus,gitmerge_ort_ignorespace_plus_merge_fingerprint,gitmerge_recursive_histogram_plus,gitmerge_recursive_histogram_plus_merge_fingerprint,gitmerge_recursive_myers_ignorespace_plus,gitmerge_recursive_myers_ignorespace_plus_merge_fingerprint,gitmerge_recursive_minimal_plus,gitmerge_recursive_minimal_plus_merge_fingerprint,gitmerge_recursive_myers_plus,gitmerge_recursive_myers_plus_merge_fingerprint,gitmerge_recursive_patience_plus,gitmerge_recursive_patience_plus_merge_fingerprint,gitmerge_resolve_plus,gitmerge_resolve_plus_merge_fingerprint,git_hires_merge_plus,git_hires_merge_plus_merge_fingerprint,spork_plus,spork_plus_merge_fingerprint,intellimerge_plus,intellimerge_plus_merge_fingerprint,adjacent_plus,adjacent_plus_merge_fingerprint,imports_plus,imports_plus_merge_fingerprint,version_numbers_plus,version_numbers_plus_merge_fingerprint,ivn_plus,ivn_plus_merge_fingerprint,ivn_ignorespace_plus,ivn_ignorespace_plus_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_myers_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,adjacent_run_time,imports_run_time,version_numbers_run_time,ivn_run_time,ivn_ignorespace_run_time
15,refs/remotes/origin/pull/62,a0c2e3e6a0995582ef1199db7c250f9883b075ea,6cb40a4752c7391c5a4d308d5737639e26dc1815,b6a544d640196f96fc91e21c8227735781a1a0f2,,True,True,True,9,23,212,2,True,9,Tests_passed,7a9c35ea159f49c724359e863eb1ab029d2a0dd2d4db7f4712bd8f1e51c503d9,True,Tests_passed,f0233b79d474b97e985835d8a8942615107ba2fb96eae333d6021525f364c73e,True,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,328f7ff681f29f55824e86fbeb1c3ab468da0dcff7829b65eafd4165b56a8d54,Merge_failed,24b138810fdc72a379d6a29e0fbf46ad1e5ea8a1ba808647101f68d55d7cd260,Tests_passed,d53e0eef0ab386fecdf12b2ae6761b7117cb761b6d9abe5499f2f9ccf103506a,Merge_timedout,,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,da4c3cdaef8a2ca1f068742be6d312e5e5311db51083ee29056d386d4caae53c,Merge_failed,24b138810fdc72a379d6a29e0fbf46ad1e5ea8a1ba808647101f68d55d7cd260,Tests_passed,c5db88943d2ae3373ccfd5dcc21ac92ca6ab42a1499ab2020645ae31550a2c57,Merge_timedout,,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,Merge_failed,c15577db2d0e6da5581aa8a469d01b3138fb04a20986e6750744438775519432,0.0465540885925293,0.04394102096557617,0.04411005973815918,0.014740705490112305,0.0460050106048584,0.04077935218811035,0.0419464111328125,0.17460870742797852,0.12178659439086914,1.8704066276550293,-1.0,0.04232597351074219,0.043537139892578125,0.042600154876708984,0.0441739559173584,0.043493032455444336
