idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
148,refs/heads/master,4f13b0ee05ad91113b940d4fef4c1e5c9849cfa3,6df592a802bcc2d429bc5e681968f72e4b54b181,9a21453add433c9797f6a8ae4e3d3ebdfcc0784c,,False,,True,1825,,False,False
200,refs/heads/master,d85a13bb72216b8b7fe36d2276433e4087530c8a,24d6324ba694a9336d1fee7e3bdb4920b03cbb2e,e3e844cb6c2ac394194ccebe689f14ebee846af8,,False,False,True,10,2.0,False,False
263,refs/heads/master,93c2f82f5235556346166692a07250b3e5237233,f013db6a928979634a31c25e73e550c16b4eea0b,2464d7563958252cc300e9bef3d575ab3ae5e08a,,False,False,True,4,0.0,False,False
293,refs/heads/master,12ed52e57956fb05b2bcfd590248bcfe9c74dccb,ed54d1ad49ce205d0f9b2541949b95c7c509c002,f6095c44aee3773e28d010d0f59448af4d9137bd,,False,False,True,276,2899.0,False,False
315,refs/heads/master,414a7714e5de5f514edd05b5a6ab4d144920fa25,eff45085d97d8bc977b99724563ebc6a4d148a91,f2004bd274e08330b3383525535e8074c4cc2ec4,,False,True,True,391,404.0,False,False
509,refs/heads/master,23dcf841b29f97b7be22fd9f775334e61e084f06,a24a0b72cf2443a191100b99cefcc8a3243833fe,894727599a0fe12033615ff5efd6e90d9c324217,,False,False,True,104,98.0,False,False
660,refs/heads/master,dff4e2b6481148913cd58334691ba84324adcea4,0fc81a4a2082f920294f0a7269e284bd74869510,8fab0cc7ceda887df949beead8f7f004a21fef66,,False,True,True,199,363.0,False,False
673,refs/heads/master,65c8842e071a6383270ebda7e4004f4970a6a749,6d24cf5fa146c93e0a35cd7e8250b7c31c33504e,c063c8aac769f4e4f2c04c479f6a4f61b31a3bcb,,False,False,True,328,876.0,False,False
709,refs/heads/master,67f29ddff4435c0a6256d93831819a23c3c35050,aac154aa875440dcc1f7bb73fbc4d543ed8cf846,d530301b06449882bfdd8db6573fa4f39f502653,,False,False,True,10,57.0,False,False
726,refs/heads/master,a7821ee40059703b57117695aab6e0f3dc82ddcf,217127aaf0572bcee87e14a0af0f8014d20da554,735cf39acd7678852d93e3319bd3405ea0027bfd,,False,False,True,26,28.0,False,False
822,refs/heads/master,980a46aa03d6f37d97e93da6d0238a39ac0393f1,7d86a1f76ca14974bb0046687591589bbae0ad96,715383748476915d288dfbc084649ffedb71baf4,,False,True,True,247,307.0,False,False
1004,refs/heads/master,c91b246cd97da9718292222c303d7548c996e012,6983a370c8f61d72f87118065c69802eaf14a499,31aceca6bd80f434e5beb3a4e5975ab41be563f6,,False,False,True,251,746.0,False,False
1119,refs/heads/master,49371295452e404d53c785670c69d99ccfa7f19f,82ebc0cfd6ee698a95cd273986e389cccbccec2c,c70546d58620994daed88610550a28a109677466,,False,False,True,45,4.0,False,False
1123,refs/heads/master,18f3b47dc1986c50832d032b8780594c5d86689a,366b7e5699b905473bf696eee26189b08902de07,346966f8c3f9a4ce9b8e62651f60f6de488c2498,,False,False,True,977,564.0,False,False
1415,refs/heads/master,2aa7239e5cd0325f1e8154d06921574e3c2c3a1f,d4e9ecf1e30ef889bbd2c51595a439d65ce39797,50184811b2e4ca1b3bebbaa9276a47229cbfd738,,False,True,True,508,432.0,False,False
1445,refs/heads/master,07f390a1dac8a58d2e2a8efc5d9ddb5c7106c810,69d61b8258ee801b9d01bb1f0d3f3534698ed757,f69f8fa2927778d8bcbb26ea5beb24a7b253f118,,False,False,True,5,27.0,False,False
1537,refs/heads/master,32aebe5dea6854e660c66dfb500c9f4b6efd299e,ce0cfb0b83647f5910e1bc07dfcf7987a6a883e1,0bfb3523d37c28141c1f84bb0a93d1828dda7973,,False,True,True,920,874.0,False,False
1600,refs/heads/master,d871853726435d6da78a0f6e1be01ceb7e420bde,d8b3c85b4d0945dbe1a7c47064d8e525729ebc86,5ec032838972f1a70a15de6280851abca715facb,,False,False,True,75,6.0,False,False
1742,refs/heads/master,e1ae1d6025d2a815dde7bc38496f358d0987a0cd,74f9da0c027537c3d5c64250f9956d4d01886e3c,59d6f6c35cc1265fbbac60ed4874114c3988c8f1,,False,True,True,276,5064.0,False,False
1901,refs/heads/master,b92cb3f37b9ee5158f2fb3fd04754567c3527bf5,6a817508b3950a3b4db6e09baa418ee02489b42b,66793879bd0fd4a8fcddf262994e2873cac87348,,False,False,True,18,12.0,False,False
1902,refs/heads/master,95a5f8a24fa63d396654dc912677bd5bd1cd2d20,5525487edf7f6e3a97473ed78f119647fb81d058,60468b5a8e289d6b9539689e61dcbdcd5a779384,,False,True,True,22,0.0,False,False
2183,refs/remotes/origin/aborjinik-patch-1,419484b1e6353e05c5e72a95558d4b5c77df36b0,132c864c8fb7b6e61b9092c8cb271a76ae3e44b4,87f21a9854c0e7215c8d341c97c1334760f19a2b,,False,False,True,31,8.0,False,False
2433,refs/remotes/origin/aborjinik-patch-1,44858147b300a72ee7ed119db30b81ba350a50de,f0de5d8685763558cfa23efa1392477beeb7cf3f,8a2f29d3246c561c3c58391ce0a492c275df72f9,,False,False,True,20,0.0,False,False
2523,refs/remotes/origin/aborjinik-patch-1,6194e78dc1a149a9693d79df58ddad5fec4d64a4,cb2d6474394529681c934dd86a9d7ea7b92578c4,1b3c733dde5304417dc5093a5be3ce72a870e85f,,False,False,True,32,2.0,False,False
2529,refs/remotes/origin/aborjinik-patch-1,eff3ef6d0222db26ad4257e873ba4347b358c966,c149c041797fd47c5fc311e6344a4ec23e4f7254,fe11a28cc1a634718ad9308be06c4687d931659a,,False,False,True,4,3.0,False,False
2594,refs/remotes/origin/aborjinik-patch-1,97bd47494b889cc627dfc1f33c8df6d80d18abb4,f6517a8f6e531b5261e658b99431907a1474fae5,6a16c31445aa61a4c2129b1ae40030c7cfd50c91,,False,False,True,446,30.0,False,False
2711,refs/remotes/origin/aborjinik-patch-1,fb9d5279d14474fcc0f0544b624c88107eb5c109,fd2b491967dfd90591ba8c9a79e6f8e87444b7fe,5058ee96354df5692526ae1bab50d68da1ff4b70,,False,False,True,32,22.0,False,False
2758,refs/remotes/origin/aborjinik-patch-1,ce28f78a4fca8ab1919061e6fbc1d3cc5bbde988,0e84be24efed016d781c1929898ceb753d574a6e,7493a3f0063a7254375cb4f8f9edb5ba7e511f23,,False,False,True,24,0.0,False,False
2792,refs/remotes/origin/aborjinik-patch-1,8163473003a53b64f2a68d38c7c9f91e74594b72,4ad6ab735d2c526b2d5bf5310fe25bc692cfa8ea,6b75a67814bcaca2675ef411e835b0072fdb6614,,False,True,True,135,259.0,False,False
2864,refs/remotes/origin/aborjinik-patch-1,549fd57f2b2d765bca24560f2bb26a9bd026a4c7,db815f61f495a008e55f080d632ebeff23d99b4f,a3b33e6f93416fe76bc4655686b49a1793edd010,,False,,True,4601,,False,False
2955,refs/remotes/origin/aborjinik-patch-1,666dfb360a9a9dc045681b3edce92ef56d36a0cb,656df23fe3e326d3e29a165cbb4a0cb2afad352c,06639d26b0bf649144c9de5193d45a46e63b5ee0,,False,True,True,913,2363.0,False,False
3002,refs/remotes/origin/aborjinik-patch-1,8efaceb8bbaa782c069b586804dcca62b322aea0,50cca5bcb5037f38f00b5854a2d124d405ff72aa,9ccea743e3136323a9eca8d81cb14ccab90decef,,False,True,True,28,21.0,False,False
3038,refs/remotes/origin/aborjinik-patch-1,ca8d92e2b2b058c06b6e455685750ec56f477e47,7a0df4dfc92e950422613c95cdfce24bf95771a9,4fc9ea105c898e296a31ca18663b869f27f957dc,,False,True,True,75,26.0,False,False
3291,refs/remotes/origin/aborjinik-patch-1,5f11826a26c69faa0a37fd92a75f16f610d9340a,1b22a618e25cbf0c7a1ac7efb43a55e1b35a3a5e,558d06c2c2d95ecb92334a6ddd85f5dfa54ed72c,,False,False,True,14,2.0,False,False
3367,refs/remotes/origin/aborjinik-patch-1,83bba5e994abe99a628b356563b31eee46277e86,b3748871fe814db141f92672b7eff4eebd9f1bc1,4286a12881582be60d12e9ae1c719ff63c02ade8,,False,False,True,237,386.0,False,False
3427,refs/remotes/origin/aborjinik-patch-1,981b1b22d3cbffc398f662af130b940f24535d69,88d1192d2f7ccd0ee0a2af195f24625c01da6110,baa894c55227ce17e27058f24a52ef0a76a396c6,,False,,True,108,,False,False
3594,refs/remotes/origin/aborjinik-patch-1,ce0ae531ce1832c41df25732ff41fff554aa0d8d,62d5830af0f01ef5071b5827b248d1e7da883af0,7ba744eeecc490c5c3ed1ff07883b5e196b0c9fb,,False,False,True,95,751.0,False,False
