idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
1,refs/heads/master,b3576aec5925cb7a7828ee722649c2e97970c0c7,d4bcfa048d8ff95ce815a22060837e8ec942ef82,3236089b61b2a4abea674147c309a88fd508d3fc,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/d4bcfa048d8ff95ce815a22060837e8ec942ef82_3236089b61b2a4abea674147c309a88fd508d3fc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/d4bcfa048d8ff95ce815a22060837e8ec942ef82_3236089b61b2a4abea674147c309a88fd508d3fc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/d4bcfa048d8ff95ce815a22060837e8ec942ef82_3236089b61b2a4abea674147c309a88fd508d3fc_left_right.log'}",False,True,2,2.0,False,False
6,refs/heads/master,91551bbad2a4935ef097a42b44197cc2906b0738,e307ecbeab27e8efe8c8420650490f4fd32901a4,d7fd54dc4af3899aa204a1447111de89943235b5,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/e307ecbeab27e8efe8c8420650490f4fd32901a4_d7fd54dc4af3899aa204a1447111de89943235b5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/e307ecbeab27e8efe8c8420650490f4fd32901a4_d7fd54dc4af3899aa204a1447111de89943235b5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/e307ecbeab27e8efe8c8420650490f4fd32901a4_d7fd54dc4af3899aa204a1447111de89943235b5_left_right.log'}",False,True,6,0.0,False,False
7,refs/heads/master,e307ecbeab27e8efe8c8420650490f4fd32901a4,337b2b0dd389d827e22c6283f55626376365e5dc,246935ad6b2256740a4cb1f27a18bb5650b6a8c8,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/337b2b0dd389d827e22c6283f55626376365e5dc_246935ad6b2256740a4cb1f27a18bb5650b6a8c8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/337b2b0dd389d827e22c6283f55626376365e5dc_246935ad6b2256740a4cb1f27a18bb5650b6a8c8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/337b2b0dd389d827e22c6283f55626376365e5dc_246935ad6b2256740a4cb1f27a18bb5650b6a8c8_left_right.log'}",False,True,6,8.0,False,False
8,refs/heads/master,337b2b0dd389d827e22c6283f55626376365e5dc,1eacdf9d8a70d98f082585e06bebc66dc394e27b,b0f6b0c90ec3bcada9d6f2c4df44cc98c28094c1,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/1eacdf9d8a70d98f082585e06bebc66dc394e27b_b0f6b0c90ec3bcada9d6f2c4df44cc98c28094c1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/1eacdf9d8a70d98f082585e06bebc66dc394e27b_b0f6b0c90ec3bcada9d6f2c4df44cc98c28094c1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/1eacdf9d8a70d98f082585e06bebc66dc394e27b_b0f6b0c90ec3bcada9d6f2c4df44cc98c28094c1_left_right.log'}",False,True,5,8.0,False,False
9,refs/heads/master,2ed920b6df06e384e7205edfcc82f9d7f5fd77a7,72b851b86a478341bc331d3ed91139344e0add6c,2ca54235aa49ef7c70ef0020618b88412d047b58,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/72b851b86a478341bc331d3ed91139344e0add6c_2ca54235aa49ef7c70ef0020618b88412d047b58_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/72b851b86a478341bc331d3ed91139344e0add6c_2ca54235aa49ef7c70ef0020618b88412d047b58_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/72b851b86a478341bc331d3ed91139344e0add6c_2ca54235aa49ef7c70ef0020618b88412d047b58_left_right.log'}",False,True,7,927.0,False,False
10,refs/heads/master,72b851b86a478341bc331d3ed91139344e0add6c,c07418c86ac1635a2819a756fced687d96c43e65,c2a8310d2f28f4b2b409928b514c2b577fa299a1,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/c07418c86ac1635a2819a756fced687d96c43e65_c2a8310d2f28f4b2b409928b514c2b577fa299a1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/c07418c86ac1635a2819a756fced687d96c43e65_c2a8310d2f28f4b2b409928b514c2b577fa299a1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/c07418c86ac1635a2819a756fced687d96c43e65_c2a8310d2f28f4b2b409928b514c2b577fa299a1_left_right.log'}",,True,15,,False,False
11,refs/heads/master,01597ff728c90f514af047db8c95d3631986153b,53c5e4587adb6cb4fe2255aa9e8d09f48b1c74b1,8100afb44c8aa3fac15e00e9deba2a1217222c7e,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/53c5e4587adb6cb4fe2255aa9e8d09f48b1c74b1_8100afb44c8aa3fac15e00e9deba2a1217222c7e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/53c5e4587adb6cb4fe2255aa9e8d09f48b1c74b1_8100afb44c8aa3fac15e00e9deba2a1217222c7e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/53c5e4587adb6cb4fe2255aa9e8d09f48b1c74b1_8100afb44c8aa3fac15e00e9deba2a1217222c7e_left_right.log'}",False,True,2,22.0,False,False
12,refs/heads/master,c05e91765292bd9cd01b6db777f649603386e8ab,df76f7ce02c68aedbe7073deedec4e39ccdbca4f,3a598716f313cd49a876d702c098e3d9b0959112,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/df76f7ce02c68aedbe7073deedec4e39ccdbca4f_3a598716f313cd49a876d702c098e3d9b0959112_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/df76f7ce02c68aedbe7073deedec4e39ccdbca4f_3a598716f313cd49a876d702c098e3d9b0959112_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/df76f7ce02c68aedbe7073deedec4e39ccdbca4f_3a598716f313cd49a876d702c098e3d9b0959112_left_right.log'}",False,True,3,17.0,False,False
13,refs/heads/master,3a598716f313cd49a876d702c098e3d9b0959112,428872e46155bf0c16e123c20a5627402fb3084e,cebdc7574390d29192c95c6834cc2e89b4431463,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/428872e46155bf0c16e123c20a5627402fb3084e_cebdc7574390d29192c95c6834cc2e89b4431463_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/428872e46155bf0c16e123c20a5627402fb3084e_cebdc7574390d29192c95c6834cc2e89b4431463_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/428872e46155bf0c16e123c20a5627402fb3084e_cebdc7574390d29192c95c6834cc2e89b4431463_left_right.log'}",,True,15,,False,False
14,refs/heads/master,428872e46155bf0c16e123c20a5627402fb3084e,84917cbce1ff31819b3f2e22a3dcefaf34bf7178,b3ba8e0f77377669c4ad8eb5ce071265d70ea5e0,,False,"{'base_left': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/84917cbce1ff31819b3f2e22a3dcefaf34bf7178_b3ba8e0f77377669c4ad8eb5ce071265d70ea5e0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/84917cbce1ff31819b3f2e22a3dcefaf34bf7178_b3ba8e0f77377669c4ad8eb5ce071265d70ea5e0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/oasp/oasp4j-ide/84917cbce1ff31819b3f2e22a3dcefaf34bf7178_b3ba8e0f77377669c4ad8eb5ce071265d70ea5e0_left_right.log'}",False,True,3,459.0,False,False
