idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
2,refs/heads/master,d0d5e693425549edf46b96ebc310165cffd9ee05,ce9b48b63cb64583bdf019a66a5ffb9c09c0b176,7713837ce2318d7c890555551facdc6ac3b9568d,,False,False,True,2,2,4,2,False,2,False
5,refs/heads/master,063471f4bc35b01bb809e663855d0f159e33a4e5,9e43adeab802e0de0f4201bd430b7a6ea2e46bba,c2309ede3cafe8bbcfc95a034bc6fe6a2ff27011,,False,False,True,2,3,6,2,False,2,False
6,refs/heads/master,9e43adeab802e0de0f4201bd430b7a6ea2e46bba,5c7fd66d90b59039c14d652e8edc769eb0a10b62,8f7a56d03c4667cfe03e2afb1f46b03351dce225,,False,False,True,2,3,6,2,False,2,False
7,refs/heads/master,5c7fd66d90b59039c14d652e8edc769eb0a10b62,d6711ab1c5bdf83e6d4ace93a46cc5a105a8d931,85514e4eafb6dc3b7490aae7cf87ac5336ef0e06,,False,False,True,2,2,4,2,False,2,False
8,refs/heads/master,d6711ab1c5bdf83e6d4ace93a46cc5a105a8d931,caa92c3b6133750f0b7266d47908246e2cc358c1,e030f590cf57b74d2a53ac175b46179ec376c453,,False,False,True,2,3,12,2,False,2,False
9,refs/heads/master,caa92c3b6133750f0b7266d47908246e2cc358c1,74db19031857385f3c8fca2fd28365ca7825d0d6,36cabdb482e57d70243ae8ba04b95de560ff45dc,,False,False,True,2,2,4,2,False,2,False
11,refs/heads/master,d0cf99b277032aa91f5aaa2eddb7a8ba0ec8c0a4,7768142150b10927a332afde0ad57a189f455d41,823195329edceff0e0c7fa70ec6386e075407ac8,,False,False,True,2,3,6,2,False,2,False
12,refs/heads/master,7768142150b10927a332afde0ad57a189f455d41,8a5b50247fd9525f92898a73f1014f0a9ebb56bd,ab488c843343813d5371c692e10218363e771572,,False,False,True,2,2,4,2,False,2,False
14,refs/heads/master,f416eb0ac82c5b6def8dd3670b04c56cc899526b,af107fa91b7c5e5f5ee71d243a557e8df15bf65f,7738ad2621624fa099c794308c632b93ae4b582c,,False,False,True,4,4,7,2,False,4,False
15,refs/heads/master,af107fa91b7c5e5f5ee71d243a557e8df15bf65f,6eb238f46d1618b9106310b8990ac4e0f3996b5a,e1c37e4f3e40128daa63838ec84494a34ed2323e,,False,False,True,4,3,5,1,False,4,False
17,refs/heads/master,5b88118a23d2a99c464d443852ce5d246fd65a27,ebf41172012dcd28c7d1a2eabbd874191bab3f03,53a4af45608f5b4996f3729e33c082c266361297,,False,False,True,4,3,65,1,False,4,False
21,refs/heads/master,f394fff0a080e0bdd0e99e92b2c480a1288e1f69,29e712b76a12561ec91bd1f2f88cd7437fcf9d2e,94a6c5ab829fa500bde5d6b18e2e768ee51e5455,,False,False,True,4,4,20,1,False,4,False
22,refs/heads/master,29e712b76a12561ec91bd1f2f88cd7437fcf9d2e,355d8b3bc1058ba1d67313d0f0120e47e462eeb2,0cda2d83300f50e2072eabd63b85d900905d2d44,,False,False,True,3,3,19,1,False,3,False
32,refs/heads/master,c8e34540444f3db36dc2d5c3a38da088724af059,f6affc11243887229f3aa5dce241406ee2698013,6a7a69f3976f7ddae20ef068962deee4493157dd,,False,True,True,45,48,3625,4,False,46,False
34,refs/heads/master,677c72a00776d4a0225122abd87d790a3c55497b,e72ed2b54494d9daf97c8c0f11edddb69cd24999,b466afca6aee0bb34b75fd1800250b7f2153ec64,two initial commits,False,True,True,9,9,507,Error while retrieving base sha,False,Error while retrieving base sha,False
35,refs/remotes/origin/pull/15,8db43de532351dfb894a13c097508d0ae611e3e9,2fef684487573c61e5a56c800dcc506a664286e1,7e5e5263e6639fd510503a020aff66b8c7761ccf,,False,False,True,4,5,22,2,False,4,False
