idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
7,refs/heads/master,fb1e4cdb5ca41463437f6c620650274b3d2bd054,5b029f572909ac725f7f8ff20e1962422c684ad7,d7d1752c73fb54328276991f560f9e3006171c04,,False,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/5b029f572909ac725f7f8ff20e1962422c684ad7_d7d1752c73fb54328276991f560f9e3006171c04_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/5b029f572909ac725f7f8ff20e1962422c684ad7_d7d1752c73fb54328276991f560f9e3006171c04_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/5b029f572909ac725f7f8ff20e1962422c684ad7_d7d1752c73fb54328276991f560f9e3006171c04_left_right.log'}",False,True,2,1,False,,,,,,False
9,refs/heads/master,07a6a10e348d15deee6dac32db216bea1d24ecfb,6a91c42dba68505597ccedc18018a9db2f2d457a,fcd1578f8ff31e4e09b62cd1dd875b32a5ea4674,,False,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/6a91c42dba68505597ccedc18018a9db2f2d457a_fcd1578f8ff31e4e09b62cd1dd875b32a5ea4674_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/6a91c42dba68505597ccedc18018a9db2f2d457a_fcd1578f8ff31e4e09b62cd1dd875b32a5ea4674_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/6a91c42dba68505597ccedc18018a9db2f2d457a_fcd1578f8ff31e4e09b62cd1dd875b32a5ea4674_left_right.log'}",False,True,2,0,False,,,,,,False
10,refs/heads/master,6d7ce9250ec52e0b018e2bb5be2dd826ca6f7761,494db19e9e5aa91f7b86c44261a9f064b58bcef1,2e333f8cf9e4e282f6ca031191a0c16b5b4e014c,,False,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/494db19e9e5aa91f7b86c44261a9f064b58bcef1_2e333f8cf9e4e282f6ca031191a0c16b5b4e014c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/494db19e9e5aa91f7b86c44261a9f064b58bcef1_2e333f8cf9e4e282f6ca031191a0c16b5b4e014c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/494db19e9e5aa91f7b86c44261a9f064b58bcef1_2e333f8cf9e4e282f6ca031191a0c16b5b4e014c_left_right.log'}",True,True,9,44,False,,,,,,False
11,refs/heads/master,62dfe8075648838eb1e0e69ad8872d11676c8678,b0c55ab25d9cdbbe7c00f7392e84336c1f0eadd6,5bcb40ff99241c5ac7b80442206a3987b01a4779,,False,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/b0c55ab25d9cdbbe7c00f7392e84336c1f0eadd6_5bcb40ff99241c5ac7b80442206a3987b01a4779_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/b0c55ab25d9cdbbe7c00f7392e84336c1f0eadd6_5bcb40ff99241c5ac7b80442206a3987b01a4779_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/b0c55ab25d9cdbbe7c00f7392e84336c1f0eadd6_5bcb40ff99241c5ac7b80442206a3987b01a4779_left_right.log'}",False,True,3,4,False,,,,,,False
12,refs/heads/master,494db19e9e5aa91f7b86c44261a9f064b58bcef1,49073530d62d626447f47f7f59a8b95641a793ae,5bcb40ff99241c5ac7b80442206a3987b01a4779,,False,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/49073530d62d626447f47f7f59a8b95641a793ae_5bcb40ff99241c5ac7b80442206a3987b01a4779_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/49073530d62d626447f47f7f59a8b95641a793ae_5bcb40ff99241c5ac7b80442206a3987b01a4779_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/49073530d62d626447f47f7f59a8b95641a793ae_5bcb40ff99241c5ac7b80442206a3987b01a4779_left_right.log'}",True,True,14,10,False,,,,,,False
13,refs/heads/master,1a126fff0a83772c5ece731d0fd746a1bb163b87,4cdd823a568c6e5a5bef0d4150bc83aa1b90a31b,bafb5c849406ed4163bde0647ba8a3c7b45faba6,,True,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/4cdd823a568c6e5a5bef0d4150bc83aa1b90a31b_bafb5c849406ed4163bde0647ba8a3c7b45faba6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/4cdd823a568c6e5a5bef0d4150bc83aa1b90a31b_bafb5c849406ed4163bde0647ba8a3c7b45faba6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/4cdd823a568c6e5a5bef0d4150bc83aa1b90a31b_bafb5c849406ed4163bde0647ba8a3c7b45faba6_left_right.log'}",True,True,64,563,False,6d48a482254ed6435c391d271f6c9427aa9e7bd69ce5e71e69d7b0928decb680,Tests_failed,a5c60ea88e563820eee1797752ff527eb8856f785cc8801e5e15d410897b8c86,Tests_passed,False,False
15,refs/heads/master,53e4fcf30d16199880ccfaabfeb3b9d86fe24858,69aee8c18f958e5cca935d69c6d81d6e4d765bc9,03e86102d2027e22ba2cc5531b56feae23d859f4,,False,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/69aee8c18f958e5cca935d69c6d81d6e4d765bc9_03e86102d2027e22ba2cc5531b56feae23d859f4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/69aee8c18f958e5cca935d69c6d81d6e4d765bc9_03e86102d2027e22ba2cc5531b56feae23d859f4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/69aee8c18f958e5cca935d69c6d81d6e4d765bc9_03e86102d2027e22ba2cc5531b56feae23d859f4_left_right.log'}",True,True,5,3,False,,,,,,False
16,refs/heads/master,f7eb3ceab6b9cd99d4996951630c6f090540e6dc,155b0761ff08b8835af62f3b98eb3efc2078a567,7af028f49f0065ea784e2b9aab7121136e690212,,False,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/155b0761ff08b8835af62f3b98eb3efc2078a567_7af028f49f0065ea784e2b9aab7121136e690212_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/155b0761ff08b8835af62f3b98eb3efc2078a567_7af028f49f0065ea784e2b9aab7121136e690212_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/155b0761ff08b8835af62f3b98eb3efc2078a567_7af028f49f0065ea784e2b9aab7121136e690212_left_right.log'}",True,True,2,0,False,,,,,,False
17,refs/heads/master,13b0aa8f01f0372af2ad545514b88f6e8d1378df,f5137780d3ce9e33d4178b33374865b974648655,2139ce41ddf91269af85535a1114dabaf8412d21,,False,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/f5137780d3ce9e33d4178b33374865b974648655_2139ce41ddf91269af85535a1114dabaf8412d21_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/f5137780d3ce9e33d4178b33374865b974648655_2139ce41ddf91269af85535a1114dabaf8412d21_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/f5137780d3ce9e33d4178b33374865b974648655_2139ce41ddf91269af85535a1114dabaf8412d21_left_right.log'}",False,True,3,2,False,,,,,,False
19,refs/heads/master,1405c9a7f6379c02fa64f172b4e8a8fbc794ba03,ba9f147bb15ff76b9a6a026edf493ae3cefeeb69,2e2b6d2413450c49693c855e3e1a437d5b23daf9,,False,"{'base_left': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/ba9f147bb15ff76b9a6a026edf493ae3cefeeb69_2e2b6d2413450c49693c855e3e1a437d5b23daf9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/ba9f147bb15ff76b9a6a026edf493ae3cefeeb69_2e2b6d2413450c49693c855e3e1a437d5b23daf9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/in-the-keyhole/khs-sherpa/ba9f147bb15ff76b9a6a026edf493ae3cefeeb69_2e2b6d2413450c49693c855e3e1a437d5b23daf9_left_right.log'}",False,True,2,0,False,,,,,,False
