idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing
5,refs/heads/master,c48dafe203d3f7f7fc645176c8526dc66248a19e,73f98b3bca81e351d29920ee596f928db4783c13,38e6e65eda767cdfd10f5b772a641e574cec5bcb,,False,False,,,,,,,,False
12,refs/heads/master,d75c9bfd97544ec5aa4628fb7421accfc8f72573,58474358b79fa11de493cb03e62eabf697675b58,0ef47acaa4e69052f72257073ede07526891243c,,True,True,a8444e5d9be04186c94a27ec73014ae44b6d730ff9667bc2a63a65f42ebe6cf0,Tests_passed,0.8429128738621586,a14d082da664dca75cd198431ba7618de0bae4e64cc9b7b95b4f0ba421f4694a,Tests_passed,0.842503259452412,True,True
13,refs/heads/master,3c24d306b9819fc8954a044bdb695ae269279a48,2b142fb9be951c648369e96dceebbb02897aa857,599130c625403abe77eab205065f2f7b4e092995,,False,False,,,,,,,,False
15,refs/heads/master,d292eb2019639cb53198df4afe42f983d80b3382,3c7d249969d2132904ebd9e8dc87ebb77c2d1cb6,854a13568436a15ac19e6253a79917fab07bdced,,False,False,,,,,,,,False
16,refs/heads/master,22bb29794748ba5905a37c4816ff2b73a6c33c9b,1f340094b3e46cbea1eb4965227f8f70604bd574,4ad32e334347f38d633a6422025dd6d343a934fd,,False,False,,,,,,,,False
17,refs/heads/master,6f3d1b3792e2d47bcaf12c9ec8c97d64a9b717f4,94ef1ceacabf68fff49ffc73c08e88012763e602,f7cdea3a9761b0ff95c10bf5c97db99791c1d4fd,,False,False,,,,,,,,False
32,refs/heads/master,908c53bfc0d914d9ef0a641a10407103881b1a88,68ea39557e3dc11a3c608ac3507d8df146bc52e3,2eafba959e4b9c4e7c37b8e5efc02f0117875f17,,False,False,,,,,,,,False
34,refs/heads/master,c353f1c8e04f295f74b7534bdd5d9e28ce4068a9,e96f3b19acd2b553100090846c4f85c606cb56fe,b4616862046e255a19262d03053f9b6115fe4304,,True,True,afcbb76bc5becbea5ab9b49df1c71583e310be60e3bd6598e85f1fd77a7705ff,Tests_passed,0.8611413043478261,64bcefd51739f708a605cdc6f0ce4099d8d71c9fff4ae3d71013eb221d30e5e9,Tests_passed,0.8611413043478261,True,True
38,refs/heads/master,355599f053e69619cd7065b07eb6c9d44557144b,c41e51f3907dfc29fbc015dc5ce25092005a14b0,78e442f8333956ae1e385913b3232326e82eb093,,True,True,65b0c8627f6d4e911d5172257a2e14cfa9e32455d91c5630f5790917eeb8673e,Tests_passed,0.8522668056279312,90c3c9146e9a4f659c050badbc472e0bb4c48bf27afecda6469d4373351eb0bb,Tests_passed,0.8586305649570425,True,True
39,refs/heads/master,c41e51f3907dfc29fbc015dc5ce25092005a14b0,e5f0a7febbe147d6ee5a81be1ed519c154b93dc7,2493c9d6a6ae373a82b3d107138c6b6d79acd701,,False,False,,,,,,,,False
