idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing
1,refs/heads/master,f3d852e00486f625d24fac71fe7e798f476e3cbe,1fa8f5fa67cc7a7b5e2a9cc436244d07729cfa6e,bdf139cd4028eab65a629dc0fcf6602512695514,,False,False,,,,,,,,False
6,refs/heads/master,edebcec470886a190d9c40d75b2b0ee10da781b9,72ab0fda7b068440ec3e7f6186207a227d12010d,823c236608e29f0963b99584bb52eccc9e5461d4,,True,True,75841d071e758860e8e7a67862842f66ae5c5b507425b75a69f608b71b58aa37,Tests_passed,0.45499575431644496,d81009eddb897fc81e0604bb9ee49703c8217ad6006f3771ea7b8bf369510671,Tests_passed,0.4544641596460677,True,True
7,refs/heads/master,823c236608e29f0963b99584bb52eccc9e5461d4,705b468abdca694e181525ec364664fe5083d79e,53b02ab9e52da413e30d919649da69ed0c5a4ff4,,True,True,1c5acba9bcb4d59be7faddf3e8c83f65270063423ffa71b98821b18da57ea460,Tests_passed,0.4544296631757713,f47de2d93d73aa7cdbbfa86abf0010253faacb52fea734bbf06314e677fabe64,Tests_passed,0.45469948698639806,True,True
8,refs/heads/master,53b02ab9e52da413e30d919649da69ed0c5a4ff4,4f0663d0815af7a5f1170524e5d571a3f860044c,c6f31bfb56b866f05c7def172af96753136a35cf,,False,True,a69b29613fd8ac70b72814ecd40ec1d0158a8a6fba4e1440db85e80fecfb2bf1,Tests_timedout,0.0,942c58c66e20da67edb11d2de9b6ee89ffaa55015515e07d62ca7aa7ab70b036,Tests_passed,0.45488828132365416,False,False
9,refs/heads/master,4f0663d0815af7a5f1170524e5d571a3f860044c,cce4af24d7af5e66acca78949dc1f87156bb5bd2,0abe955c9be9d751c345e8f64b3c5c6200cec74e,,False,False,,,,,,,,False
12,refs/heads/master,705b468abdca694e181525ec364664fe5083d79e,3ae03ee064c62110cdefc1d2d209ab325fedc6de,09101155c9a36b0881c510e15cad9f1eb46e2317,,True,True,2bd3bd6d1a918766de6a74583f29343c4f54f9bfedad8bf6af59edd86008b97d,Tests_passed,0.45560064169104464,b0ecd076ee36f2a032d99313070b51fe03cc38ceecac24f9171e6c8eb18f071d,Tests_passed,0.455231625625059,True,True
14,refs/heads/master,3ed103199aa128880e0897bdbc24b6ad505f51f2,6bb721912f45d304b1d0a0d9c5b6ac19a76a0ee3,90ebb01f6446a1ea4d7d29c287ac3cb5d400b8aa,,False,False,,,,,,,,False
15,refs/heads/master,6bb721912f45d304b1d0a0d9c5b6ac19a76a0ee3,2ab3ad1677f5d6d5232b0a4bebe064102caf7e7b,8d66530a84e655e43ccf1333fb07b2f87f6b895f,,True,True,8092b1b53f7679e404d608fa79dc9474977f2b32dbdd1569a4f4257d7586ac54,Tests_passed,0.4546655344843853,7af5b701788f549b9c90bdb9d89d1c4ed936ce9c3310b166b9dc8b151bcaa34b,Tests_passed,0.45451542889497026,True,True
16,refs/heads/master,2ab3ad1677f5d6d5232b0a4bebe064102caf7e7b,9ea16c34bc7bf2781062ccfc4510144dec0712d8,bb37216ea02f639f46e7456005bc915ffe55b7fc,,True,True,bdda8e1384021e5002d682df737e62adf6ba1044b9618db70c497c7fe7028464,Tests_passed,0.4546655344843853,8613fad90187f1fd2220498b7a4d9ed14a1dc37ea2a513a2ebb4944459ccdc85,Tests_passed,0.45479852788525055,True,True
19,refs/heads/master,e4062f04dd7630fbce87c5b2421c8437ebfb2d05,8c66f5ff7b6c7c339109da935f3f8d4da189b259,93a21b607b45e5dc08ecf02793b818fd88bb46ec,,False,False,,,,,,,,False
20,refs/heads/master,9fef0c3810b1b3507a39fbb6611ae8918156eb29,675278ca5b627a679088736bb51e55e9e5d38926,c0c8822c02f75b34b93692b3443a74b417a8ed9f,,False,False,,,,,,,,False
21,refs/heads/master,675278ca5b627a679088736bb51e55e9e5d38926,430e589884d3525c52e89fb0158869abc86fb0b3,23d9f34e9a57bea0f6413460328dbce5846447ea,,False,False,,,,,,,,False
23,refs/heads/master,a44d6911ec1ddf59b85a6a0e1a4d5c10d99a51a6,8635135f59aa364eb394eb58dccb6a5e48891c27,c1e7e42e59c34fce7b573f4dcaea19c9583d61ad,,True,True,6b49a575e22e55da9f488d6ef9bf4cb2a259fc2b34d4c5461f032a15786575b1,Tests_passed,0.4540096021295812,5c0fbbd1d8d05d9f6f183a07b84e15ed93c330f0a37168845465e2cb8ca6e7a7,Tests_passed,0.45368080654365606,True,True
24,refs/heads/master,8635135f59aa364eb394eb58dccb6a5e48891c27,948fc878f7cc85de7496170e184c63adb97f1822,ffcda881472b1fcd1874ee3e22fcce0a1c59c3f3,,False,False,,,,,,,,False
25,refs/heads/master,948fc878f7cc85de7496170e184c63adb97f1822,4b931d26ebb494529d2722f259cc38093aac4476,1a553df558910cafcb9b37103b52ba8e8d98b63e,,False,True,aafb6de40b52949b6e0e59b8a83efb1e243495ba214f669eba2292643f48574a,Tests_timedout,0.0,756e3cfa53346834f6b52ee6a58d09a5750c569da433843ab028448fcb28faa1,Tests_timedout,0.0,False,False
26,refs/heads/master,4b931d26ebb494529d2722f259cc38093aac4476,c50beb8ee547adeeafc386b694fec1e0e810822a,db4da2003cae045b81ffe2a216125398544d786a,,True,True,9e1b02bc24da2175148b25e2c3d3a72b4860c8ddebb6175f38b334612d3cf72a,Tests_passed,0.45391858474415064,ec4c203a3da95708ef7516e4d05d7b4868c419fa1caeb0e0dbe01a29820f3272,Tests_passed,0.45391858474415064,True,True
27,refs/heads/master,c50beb8ee547adeeafc386b694fec1e0e810822a,6d95c8ffbceb623f52e902463696ade2527ae3ec,80f27faa1cbf098707971c5b54dc7333cf3ced15,,True,True,58dd8033d9089947393abf6e5bcf94c59ab935baacdedc6b2ec6a17fa046162c,Tests_passed,0.45391858474415064,371ca80c2f55017ab78758c6186cd7c1b814d4e9fbd8b826b0bd36fb659295be,Tests_passed,0.45391858474415064,True,True
30,refs/heads/master,7925a575b9bec8f67057b60690ccc2dda028b739,bdc1b7c651e9e1865c705f77226ee1b7a274fa7a,73f652441efb68d612d2bf9490faa4196f70cf8f,,True,True,a715e8d69b87aa1249b3f7ace46f944e60be071ad81b0bc943d5148368303543,Tests_passed,0.4364440164580233,1890f83f47ab9d5c675648dd6a4bd9001f3346c4afeb3bcff46e1504dea8c32b,Tests_passed,0.4552071934916028,True,True
31,refs/heads/master,0064fec5aeaaf86dd3e138802ba6cd0ec9958788,9c8f3b2d678af971472bbd7deb0b8ba6c774331a,db6c26b1c1576dcf709fef032ebbfb9fc0a0af2d,,True,True,90acaa53adc90d88d8ef14719531ad5505ab13b4adf6c1ddee68ffe1233a42a2,Tests_passed,0.4353461487936244,f59b5c4d75934b0785f2780ac313c6974609a89cbbf0ebb15305d86fb6aa4ef3,Tests_passed,0.4364440164580233,True,True
32,refs/heads/master,9c8f3b2d678af971472bbd7deb0b8ba6c774331a,d2fd1ccff37056d11e3e4ae14335225ecf8a37ca,39836ef8b52bce73db3a23c5a010741191a4c0dd,,True,True,5fcbd7398d686aab4fe84ee520005e24cbfcfbf1dd07e9327aa1e5fd37e48bfa,Tests_passed,0.43661601786574417,b2098a3e076d5355ead6cf2b004edeca585bada389ffa48349930ef095aa2fc3,Tests_passed,0.4353899373823182,True,True
34,refs/heads/master,7c7583d924bc41ff2eecab8bedd5e11bf3764484,8ffb7fdf8a72b16d3a9d0676ee23c2880d665fd6,5f88eb5dd4eac5d5f4c36b73b104c4a86afbb891,,True,True,040895f120e4936984663623b6a7ecadd3428e68b0e07ba3b1296233912bd99b,Tests_passed,0.4367204535542957,9ba3d3f15aae81b40b199e51451ae32a22bc4ec1a150eefde12acff27920d97a,Tests_passed,0.4353899373823182,True,True
35,refs/heads/master,8ffb7fdf8a72b16d3a9d0676ee23c2880d665fd6,8aff4fc226e0f536ef22096bb5ccbd1d6ae899c9,64aaac23c3654b783e9c8c8ca8db88f567106e8a,,False,False,,,,,,,,False
42,refs/heads/master,9ec288cba56997fbfbd8a12f6f01054f4f20dcab,d15433374dc5437e7b168e79fe708e5c19ef3480,6c2f7fb11140bc932723c314fa021bca456c3727,,False,False,,,,,,,,False
43,refs/heads/master,df1b87c0fa89dc4e4bb67dc2223037b2c3d74fbd,33e4f993ff950138fb7515230fcaadd74c7c3eec,9acb5b74d19834c4d4a31b0ef6354e8c6984f016,,False,True,537b5d4ac9030f61285650cb0c61f3bf933c11f543d4bf6ba65bad39fa3039a7,Tests_timedout,0.0,8007a4826bc1937c43e62903b83d2622f2f23b5620a819c0559a29cc8215b27c,Tests_timedout,0.0,False,False
44,refs/heads/master,33e4f993ff950138fb7515230fcaadd74c7c3eec,1a236e40e8483441410bd8e5a619cb6247936450,1efef11226daa5d8d8b7e59d65dcab435da830f5,,False,True,176dbe7e6a8a0163c195dc0ec68e02ec67a89d60e1ef606b1033954a0b6b0d11,Tests_timedout,0.0,e88d6f325b5e22dae645be574da8d542676a7604e466561527ab18cbe75d6a9c,Tests_timedout,0.0,False,False
45,refs/heads/master,1a236e40e8483441410bd8e5a619cb6247936450,0e129ded14d83318b955cf58c022af6910fa3e86,772f8dace9443387f072142794c4aa459b9314ea,,False,True,c06138fe4cf3ab89120fe5cc97f81ecac493602ff3746e058058ac83c54c5849,Tests_timedout,0.0,cc6d241af3a1b23c5130b4c054495e81335fe24f5dfca51d1faa8b165b1ee738,Tests_timedout,0.0,False,False
47,refs/heads/master,1efef11226daa5d8d8b7e59d65dcab435da830f5,e172d7f3dc08c4ae6dc8d470374a9da02e1b17e2,6c643b75656a890c1f1f17980dd5c74684cdaa00,,False,True,9c5282bd413b510b7864bac95812afb077b2f9159821530f07fe7235501063e3,Tests_timedout,0.0,47d7ce40c563ab5b600d5abe3c267d841c8ba06ceb72e5e610acaca7a6711c91,Tests_timedout,0.0,False,False
49,refs/heads/master,90aca58e9c960e9b325d4e6d17532acfdfaa0f53,f777d45d82710520afdfeee18c9d37889876a6a0,8b9c564ddcef0a54ea3c33fae49e9ebd2af42880,,False,False,,,,,,,,False
50,refs/heads/master,f777d45d82710520afdfeee18c9d37889876a6a0,8c746e8fbc4b8831969e51c30dae1a026feca87b,f51ce8276b1c069aae5ac243ee31db71cbac8220,,False,True,cd4550456c07e176498d676cb861b2043ef37b29f88861d31d6e7406e8a8ae69,Tests_timedout,0.0,58073b58959c15c0c915bd010090ca930f0d84ae6fd27ba7ea9859708cb5c072,Tests_timedout,0.0,False,False
53,refs/heads/master,54b4190727693530841ba7bf2fa77e1686f3e7c9,7b676bb19a06e8a739c9d8e6f25c9352deb53fe3,eabfb08f149aad3e00786bb753f8dc86b17975b1,,False,True,7f416c00cb2eab22c211843de47eb8c96001a40d81c53db1cedb6e2a08f86701,Tests_timedout,0.0,1fb4316b623bf6ec6560e4f3c85fed028fa1e601db003863816e34334aaa5033,Tests_timedout,0.0,False,False
54,refs/heads/master,7b676bb19a06e8a739c9d8e6f25c9352deb53fe3,76ac2a07466cdd6e17a9bc173373486ad0310f3b,7a71ee6d4ae197758804d381127bc0145f403766,,False,True,41031b2862c30983f1887395bb093d509dd21ce815d39643a2050baf59a5ab6e,Tests_timedout,0.0,e37acfc4afdd365a9b767e92d149708288c32e5c396e837a3b8e582ce454a67b,Tests_timedout,0.0,False,False
55,refs/heads/master,76ac2a07466cdd6e17a9bc173373486ad0310f3b,5ada7765ff507ab8d3c087e059f83ec3abd10b12,1d24f694011812292d138f7fd133686364499a01,,False,True,9f971c102d853b0a1740530bed437ca7ff06aa847592917dc5239b85e6bc392a,Tests_timedout,0.0,7156406c6e967715bc55676e8ce42dd6fad1684235214fcb16fd6ae260b9c437,Tests_timedout,0.0,False,False
56,refs/heads/master,5ada7765ff507ab8d3c087e059f83ec3abd10b12,d6c1b244217bb851faf0605ff51b9c6847413b9b,13d27ace295eb54458790f13618bb161abecbfb4,,False,False,,,,,,,,False
57,refs/heads/master,d6c1b244217bb851faf0605ff51b9c6847413b9b,681e46c3719fb8a1176cd71cd4f40cfdcd27bc51,e193d5fee745978e0a6f970579d8b17e3b1e3c74,,False,False,,,,,,,,False
58,refs/heads/master,681e46c3719fb8a1176cd71cd4f40cfdcd27bc51,7e32536198c113d4779cafe9dd48d381e0d73972,bf5b94477c903eaca7e3785a0574bd722877173e,,False,False,,,,,,,,False
59,refs/heads/master,7e32536198c113d4779cafe9dd48d381e0d73972,8d0a829d4c2b2e4765fa993419c9ccfce0d0af4e,b11ad2795e92157746bdbb447498340c83bfcc66,,False,False,,,,,,,,False
60,refs/heads/master,8d0a829d4c2b2e4765fa993419c9ccfce0d0af4e,823d898d19ab14f65b2693e9daa8d715df9f95d0,50062f9421d55c6472c745fc2bbebf2271270d9e,,False,False,,,,,,,,False
62,refs/heads/master,1e197e3275480b3f92ff46f7279defdd294b7544,c466e305e8e102986d404e6c344ca1dcdc64693c,f8e8803d8f529e8b8ee5a6bb5885e1d4a553e773,,False,True,0c3fe88e3daebcf150ae3e4434ce82c3aca454c357a4432ba3fc5cc495afaa94,Tests_timedout,0.0,fc72191c45f848152cd58ece8e4f76c136427e67b694ec8f0e12949f618919f6,Tests_timedout,0.0,False,False
63,refs/heads/master,c466e305e8e102986d404e6c344ca1dcdc64693c,38d946fab97b653424423b42ddb1e621201d3062,59a324ef28566bd96d299d424b01784c0e291226,,False,True,dfbda588a057e6494e3cc8cd700f61514da89f41fd80e8e78c2157a804c9a96a,Tests_timedout,0.0,f342ddefe4d0cd6936e5c0c1d9c0d644dc676410b6bedc3e556d758969e2b163,Tests_timedout,0.0,False,False
64,refs/heads/master,38d946fab97b653424423b42ddb1e621201d3062,0c999bbda07fa892e5a909dac204a93b62bbc351,e251b344c94cafe6b08609ac37530f6c6657e6e5,,False,True,303ea9c9f3a8be5c88e766d3b4f48dac05448d1708d59580a379867d3eff2a14,Tests_failed,0.0,ef8f26d6fceb3ccc8b13d5d68a85973ef9a45b2c63296fa48d43d05964f0c341,Tests_passed,0.44132596685082875,False,False
65,refs/heads/master,54fff41fd8087801067cc7104e0d8ce7765de146,174de9ba9aa07376515735ee3914b9ab8d047a35,0c999bbda07fa892e5a909dac204a93b62bbc351,,False,True,1f03c5e8adb9f8299ba83abe5631810904756f7a9c0fcfa499b3c094dfcc4dae,Tests_failed,0.0,303ea9c9f3a8be5c88e766d3b4f48dac05448d1708d59580a379867d3eff2a14,Tests_failed,0.0,False,False
67,refs/heads/master,aa37bd067485e4a3766a58d599b74f948ebce5a5,2f45c263a230250a2f6eb75a07b562bdc3089390,785228d8d43dfd875a9d5bd3982c7a740336a529,,False,True,45152946868fbab77d295b49ce7e0613d371b89e2aa92af4c8851a311a9f1d75,Tests_timedout,0.0,e5e8e4e6431c1f6b7d359c760a9e72f0368f695d3f7d51df74a5fb7b1f08d600,Tests_timedout,0.0,False,False
72,refs/heads/master,f1a002340a1d75a95e4e64500c02e69044a5c8d5,147fbdbe7b3d892b43688e60de03c0f4806b8926,f50561ac42570ee7960f5289066b8acc55fc567d,,False,True,e437ca7199b1fbe82febea5150a3d68f6988d7f182e00a8ee31a4fbdded8b261,Tests_timedout,0.0,47ec92d1d997ad404ebd7febdc8230b2419b1fb94d690ff17cb9fcfcf8d8bc31,Tests_failed,0.0,False,False
73,refs/heads/master,d6c4caeb7d8d19a2b0c29aee8d7fa7534f1f5eb6,bf458c896926f013476b5cb1d05b49d9121ad291,196203b9dba2b666521e3a7ada2ae13a21779fb1,,False,False,,,,,,,,False
77,refs/heads/master,b4a6e1e69513f716dc4bf7ac21085e5c30157ea2,1ff173d2d72599be8f8d57629a8b91fbe15850a5,e5cc72981b9a61011e9f2c54d8ab10143e72b890,,False,True,50152fc6c3b6873ed1212b5a34a857f3972dfb7fe589ff271760d823c609e808,Tests_timedout,0.0,9620e014fb350216aeb702eba34824252406e912f85b9cb1daa41dcb55aec290,Tests_passed,0.4419089900110988,False,False
79,refs/heads/master,39a048bbfcd68a5c648b2619b77b081b2ad3ffb9,c4fae93afc59647d88508f3f3d7862c1e3ee1e69,c1e86b64cba3c6c6421f8f1011e0083b2ef4653e,,False,True,4aef22d6cf54cf65e1ef9aa52011d06a5823d236c24d953f0085c4b817b819a4,Tests_timedout,0.0,befe352420b0abdaf907b85ba451df7910b2fc955abb0da12fed6b428b4aa3fc,Tests_timedout,0.0,False,False
80,refs/heads/master,c4fae93afc59647d88508f3f3d7862c1e3ee1e69,396f8153739d353066b705fe42d23d04c5c99642,7f50a05c2b63cd7a2d1eb9c5b6f9ea5ef179a7e2,,False,True,ff2cbae76f380672a1c75d09f85059c933e3428eb524d523841ffd314fb071b2,Tests_timedout,0.0,cde6316d05a585fe6d0b8e1f6eeb0bec35a6b74f7e1a1d0788068a2691c716cd,Tests_timedout,0.0,False,False
81,refs/heads/master,396f8153739d353066b705fe42d23d04c5c99642,4b36ed901a6cc413cd11ecf5315b3d8b11ef57bd,7c2d43fdb6fc35eec0638d18cf9d3d7236b9492d,,False,True,bff9576a2d5ca68215c2c754d2014c098cc514ed985d858eae39fd8ecea68a83,Tests_timedout,0.0,77902817db7ed7447f2f9d8711611ba49db6f07f47b5994ea0c77865fb7cfb8b,Tests_timedout,0.0,False,False
82,refs/heads/master,4b36ed901a6cc413cd11ecf5315b3d8b11ef57bd,a60c9904b066db3879af0ba7d5d1d0eb804026d6,0c5c6d9d7257a64df0507653a92013955c0eb9ee,,False,False,,,,,,,,False
83,refs/heads/master,a60c9904b066db3879af0ba7d5d1d0eb804026d6,98f313eee055f59a5c0dc171cec10667afe58c2f,f54e7c4fcdf0922211db0c1c13d00cbd0d7ce0a9,,False,False,,,,,,,,False
84,refs/heads/master,98f313eee055f59a5c0dc171cec10667afe58c2f,a24ecf83f5771e2f188f8341991fef1462aae9d2,49de40ca0a7c1bb137489dcc6064fcc00829ad8f,,False,False,,,,,,,,False
85,refs/heads/master,a24ecf83f5771e2f188f8341991fef1462aae9d2,475e512c966813914912676bc221403b4aa68109,7c410eb6bc02a361274198b19064c178e94655da,,False,False,,,,,,,,False
87,refs/heads/master,2b39c0b9179efff905a1b66455e5b4dab43c3bb1,aa06a456c074697bbdf1de4ad479d233113204a1,8577b640355294705d4bc6ea61310cdae3e13033,,False,True,364d022399086402cf4f9e56358ccc4bddcc4cec7a52e01a5fa677e2bff71069,Tests_timedout,0.0,aa2c15162aa0f3b7aca10f31172b32529114824fc7e2be6b2227f55cc14ba4c7,Tests_timedout,0.0,False,False
88,refs/heads/master,e07060802306de224b22093d49c4755f582ef79d,f54056115919e8cd03e8c8ff26fa89611c1cd84b,55ea6c35f1bc7142b1cd0bf3ddec817c134d0934,,False,True,57a9e986ebf9f535583b2a3927513a8137ab27ccb4f4aebdf9dcd100f2a7e9dd,Tests_timedout,0.0,e44c69ffdacdf78c59835432878a51324ec6b86bc7b8457ca130534d1b194ad6,Tests_timedout,0.0,False,False
