idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
3,refs/heads/master,522e7a4ff781e90633a1ec1f8af16710607d2059,b7adff62f4d7a79dde8a3e2f251555408c850ce1,0b656678d5c27a4c5c5f6a9624326c5c87df179f,,True,True,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Tests_passed,0.0098914818015941,1dff0ac56f1f4683e528a58ba54d3096f1d8818aa0226b3497b3150821dc5a9c,Tests_passed,0.0098017446471054,True,True,Merge_failed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Tests_passed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Merge_failed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Tests_passed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Tests_passed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Merge_failed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Merge_failed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Merge_failed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Merge_failed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Merge_failed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Merge_failed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Merge_failed,9a13b472a94468cd2aa8dd6dd0557308b0ec4ebc943f620b240411a738b86041,Merge_failed,11a35ea6e6ba3bd04a158342e15bbbd0b716fb29909fa25ca458bb727442121e,Merge_failed,11a35ea6e6ba3bd04a158342e15bbbd0b716fb29909fa25ca458bb727442121e
