idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,b7aa18a90fad8558674f6a37c54a53fd25d18612,88b537a19ffcf3e275baad0ba124bbd00df047e5,5d4643c96ab72b0304090a111ad3980584cc8601,,False,True,True,62,293,False,,,,,,False
4,refs/heads/master,862094e212bafe66df43770319c6c43f0c161b40,97ba4c9f57cdab24e3cecac6b6f284db64fc62b7,3a2dd17aae2de51d73fe47dcef314730111e86ba,,False,True,True,38,293,False,,,,,,False
5,refs/heads/master,97ba4c9f57cdab24e3cecac6b6f284db64fc62b7,84da2abd03b51b84985976ab4dc22ea7e2f3ec07,7f6530e469b5d0c8a1f4fca38e552efb256a4f70,,False,False,True,3,0,False,,,,,,False
6,refs/heads/master,92ae9da9c591d7a03bbcb3586342b6b783e085eb,865167a62e76a401bba95e1e15ec4fc3b98ee690,afd9ec558e8f919187a9dae232b5387f1096772a,,False,True,True,13,43,False,,,,,,False
7,refs/heads/master,43a39126b48dc0eea9175898c4a787fa678cbdc3,66482d1bc25856f1fa79eaf45637c65ddcf4b398,5c70ff7926ccf797932ac97ffd40fc4a35db8e8b,,False,True,True,23,621,False,,,,,,False
10,refs/heads/master,29f99f63adb9dc202e846ddc80c837b4bb878151,f0afbe040ef186fb3ec230afd646305d74263aae,5fcd3555701745392581c29dee1f197dc70f207b,,False,True,True,20,394,False,,,,,,False
11,refs/heads/master,f0afbe040ef186fb3ec230afd646305d74263aae,d4a3f26f98a7536ec5aa0ad9ce97310757b7c07d,aa3ccced964f8f5ebbea14d37b507213846f415f,,False,True,True,19,389,False,,,,,,False
13,refs/heads/master,6c64be5e40ab82976662880232bec05adc9feda2,4b767b9818a28c1247dd35e225c0c722b0e241fc,778cb63ffbc3e43415582f490e1e2e1f99ee92bf,,False,True,True,29,509,False,,,,,,False
16,refs/heads/master,0cfaa58d9a5a11941e74fe65abd2d5774c1be727,4a02eed912eba42d03e7b3f06285d39b4dea4c1f,18e3a792101a0f2191b5e0200ee642e61d7d73a0,,False,True,True,8,177,False,,,,,,False
18,refs/heads/master,d8dfbabd52c02419df229afb118887dc0125f580,310bd24bbc9d5c5506742bfb9047408c812b9bef,4fa258ccf352682514604f4eb3fe46a0f274a228,,False,True,True,21,513,False,,,,,,False
19,refs/heads/master,84be862b89ea6cfc3683c7390db21ba1ed48b398,c6e8cc2a5a22e7d18c0ca4cef6ecf466faef59fe,db4b331da0f38968098a71c64bbcf52a95147473,,False,True,True,6,20,False,,,,,,False
21,refs/heads/master,f09dfcbb4e6d1ba335c59e554e2b1a177d7a5bba,b12edda0991afa1c7d726956e3ffc69e88e64b99,7986ccbe9394225a728846904147544dedee6004,,True,True,True,31,366,False,Tests_failed,3efa45eb5bd032618c7aa130a03d4dccc9c8125e13b18b431432d272290d4cdc,False,Tests_failed,0f9dca6ac6683c0d1005f3a15483a6b26042f251abc141150e58e09cdf960303,False
22,refs/heads/master,055dc29d14b2e943c62083ffe8b949c165fdb3ff,1e52c657a9e60750a61595092ad7e54b8fba6a9f,8eaf1b68286b2139c93c2ec7d2fcc82033e25c81,,False,True,True,9,40,False,,,,,,False
23,refs/heads/master,b2568ecee27fb8057ce7334c7b416a36822905a5,26fd2294bc9891e083ee5c0f15c1726db96d3ae1,d5d615cdcf12cad7b7a38557aeadbce4b018bec6,,False,True,True,40,1597,False,,,,,,False
24,refs/heads/master,fb8425f4ceda968931f0fd1fff35c544031a9e50,4fa95ac0253cb41db6fa64f44ceaa8c72169cf33,1ad4357ef4ab5bc84a707d218e2b91263f267dc7,,False,True,True,16,601,False,,,,,,False
25,refs/remotes/origin/pull/6,a9f68a6bba9d58f0e4c36f7f152c8d47e3a83160,e566fdd3db6815102d869fbc5e13d35eaf428df6,1c19864f32a5184294cf630a75196292246b1866,,False,True,True,358,13766,False,,,,,,False
26,refs/remotes/origin/pull/6,e566fdd3db6815102d869fbc5e13d35eaf428df6,ebef68320e23edee89f1c2d393947d02bf7c7d90,6839bc4e143c99ce7c80fc55c71b55c18055045a,,False,True,True,86,2478,False,,,,,,False
