idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
10,refs/heads/master,cedc900f07482ea16cce482ed9755fac7b881d2a,f3198c03d4bf6e3071c2b5f9dac6a97c90503c90,92bcb8113351fad8be2fa7dd3f3a15d388854521,,False,True,True,10,28,316,1,False,10,,,,,,False
11,refs/heads/master,001d3d6338ee323d52514e45f55902ca23b7d319,e9b1d2692f9627cae2724c35730fa4c311217ef7,c024fac6f3544c51744cd41f24116de356e143ac,,False,True,True,26,35,743,1,False,26,,,,,,False
16,refs/heads/master,53ecf3c1e2d724aeda33a295ffee10d2e377a88e,491ab3bb952384ee914c48b6d95cc69853f35acd,746803e86690ff439ce5093f74e53edd68184254,,False,True,True,19,34,172,1,False,19,,,,,,False
17,refs/heads/master,c8f319f0c64ac521b17721c3457eac0777ab6ced,f5aa540ddee44ba7eb0057b798283307aa30da13,8b65a5819e07e3095f05f0c78433494b0b5ab847,,False,False,True,13,17,52,1,False,13,,,,,,False
18,refs/heads/master,fbe26a15c8fb437f5ecd9611f042019cf7b88e5e,9b0923b58dd2f11744386f869ea12ccb1150b96e,3f617b71a8a749283ff2d5c78c8cfebb147e7d52,,True,True,True,15,20,131,30,False,42,Git_checkout_failed,,False,Git_checkout_failed,,False
22,refs/heads/master,9426fbefd3b6e57649e45d79bc7d4fdf674e9377,04cf38831b7fba1fa265e84c1deac9f0274046c8,8a463847eca82abb885b4203d1ac17e5f4384d90,,True,True,True,4,7,207,15,True,17,Tests_passed,99ccd0d5486c88366b0574d8469344ca1635c55c7953264ba97c1079d80a7f41,True,Tests_passed,060f8700b83b0afa92d6348c12c5fb1d0be6298dc82b019c2ceb1027cdc4bf72,True
26,refs/heads/master,ea664976cddac36deb84752d86cca1d07af0eec1,33b6b15e11f2cd25f5233f767745ac82eeee68d1,45b1c47f2f760e5036afe46afa1b01a7af627c70,,False,True,True,17,55,1162,1,False,17,,,,,,False
27,refs/heads/master,771ba721d9da416a5318353393497d9bdb1008ac,0beef50e1093930ee90ae97d15ee7ba49fe59381,b1d826293ed6d629e10629580e7df3966d444e69,,True,True,True,90,318,5993,13,True,93,Tests_passed,2fe99d0e5854dce39ed1ae175276edc21afec11cdbbf75807de61bc10a37efad,True,Tests_passed,16052c48cb00624d1f75766299fcbd5c1e51b3a92bcee8d095d8be95c9778541,True
28,refs/heads/master,4fe97f1e8b7a4487e66c4e653065dd39c79ad963,da594a5b017f58f2e56dfc79873ffda0254387ec,00994ff66979755cc1af7004019dbe7bcb56ae22,,True,True,True,51,194,2401,4,True,51,Tests_passed,17070f4f0dcd6015e5d5f93e3b1b18edd3fb0d22c7d9237285613693df6facdd,True,Tests_passed,e5ea7e3b1509f9e9d20b01998160108f0402ed43d1c9762774c163a0c890b8e1,True
29,refs/heads/master,4d075a03c743828a5c0e98e8547933f63de3167e,15c1e73cff0446a51368b097094e8d4b26cfaf13,421b51a62ea558b2b3504550b277174befbc6ff5,,True,True,True,54,207,2884,5,True,56,Tests_passed,e0477cc7c298eb421220fb533939d9fc803ab2b5a6f46621911b0ce1e22e3a41,True,Tests_passed,efb373c1bfb5510c4f38a9f3e191973ff29aac24c89a004ee76d0d7afe91eb1d,True
30,refs/heads/master,18dcff7a8ed411f78012e2f2cdd7f14123002af9,ceea364bad16ec55c6390dce5b726f398f5e973f,e3aee85dd81fc64017c544943023f1c27f65d479,,False,True,True,9,17,216,2,False,9,,,,,,False
31,refs/heads/master,14646fe319a2e57de719f185560d8fd45220e690,5b2f516aa871d94468ad76d9d9590a0af7a45fd9,adc247e64831a30903ae1ae3f41e58c36f2dae7a,,False,True,True,5,11,137,2,False,5,,,,,,False
33,refs/heads/master,9717e61f33bcb503904cfbcbdabe431a35d3f296,2e8c846509d241d6780addef7b9f67724b7d01b9,768c642b55ce828640d49aabcfcc75cb6991a4ee,,True,True,True,14,40,97,2,True,14,Tests_passed,12ba69e47c294c2f238740044d6b7735e04af49e72cf94316475b65b21e08810,True,Tests_passed,4e3117db52ac69e540d80242518f8a7a4a49b43fae95610a35dc648ee317f1ca,True
34,refs/heads/master,587a3d59da055afc533edb7df3874edc267c6db0,a512645910f786a1f8c04b9b40ee225a1964472a,1673f46bde0562d7b77151e65a09cd280d9a522d,,False,True,True,21,108,342,1,False,21,,,,,,False
35,refs/heads/master,a512645910f786a1f8c04b9b40ee225a1964472a,bf3925e94481b641f8a5f1c48585c2c72dd50f35,eed698b4c1dadf7d5e9d749bbd8b9c330cfcfb4e,,False,False,True,4,3,7,1,False,4,,,,,,False
36,refs/heads/master,bf3925e94481b641f8a5f1c48585c2c72dd50f35,1de1cc271b590de35cafcc6d4aba270646d0021a,e48a7bd9768b8df752e40eb870fc4712b7fed3d6,,False,True,True,7,8,62,2,False,7,,,,,,False
37,refs/heads/master,2f3946c891c068161b0b23a219c2f7ff1f5bf4f1,2d327fe80f8159a69e262301ace2d1003f5b1104,db414a0e84c519026c6b5a4d554f0cf5691dc32f,,False,False,True,7,62,142,3,False,7,,,,,,False
38,refs/heads/master,2d327fe80f8159a69e262301ace2d1003f5b1104,a22a7a119dc7ff953a2110438e6e1c33b640692b,22d53fe99fed4c135ffcc869a395a56b158d99e7,,False,False,True,4,14,71,1,False,4,,,,,,False
39,refs/heads/master,a22a7a119dc7ff953a2110438e6e1c33b640692b,68a4b561d7bc88c5c4920a4a5afdc296da889bfe,a89e042decb3672fd735041e3677aa39faf8be47,,False,True,True,26,108,295,3,False,26,,,,,,False
40,refs/heads/master,ee396e8197e04d16fb116147c8b8dc62527c6610,764653c8ea2c530f5763314cf31916b2a954d95d,1814a34627934ac23bc6a6be47b04e5a90382bda,,False,False,True,3,5,37,2,False,3,,,,,,False
41,refs/heads/master,764653c8ea2c530f5763314cf31916b2a954d95d,04cfb95aea9251928bad514de13886753e678fe0,af6133db90cad01f65c4bca4ad1c74ef90a37484,,False,False,True,4,12,56,2,False,4,,,,,,False
42,refs/heads/master,04cfb95aea9251928bad514de13886753e678fe0,4f990da110db3c7ad1bb755d866183fadea4a0a5,90ef8b31ab73d47fe821211816c98996c130e1e7,,True,True,True,14,24,378,4,True,15,Tests_passed,0b9f68369d615a14b5e09f6e5a7c5896d85c492c5da5494fdf826b29ceff426a,True,Tests_passed,ca2e4734c5c30c472ba0d82c281f0349a062b3d6f2d254a0920f09db3f4594c4,True
43,refs/heads/master,fdf3c3757e4a3586ca5c828887dd64d7b26b2f7a,06dbaa85b8189be964350ceec8d5b51b464f29cb,cefa19d807b222a862d40c52d3242669b99fea4a,,False,False,True,3,4,34,2,False,3,,,,,,False
