idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_resolve,plumelib_resolve_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,adjacent,adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
566,refs/remotes/origin/pull/2747,fa7593e209edb54b5a5c11eeb0b07103c0b02a94,4507173cbdcd0d2389767fe4aeb43936629af24a,0955feeaaab386ffc307e46d7c65bbbaa953ee8d,,True,True,True,4,40,209.0,2,True,4,Tests_passed,36a1c96b6544b5018bbb56254c2f658744a0aca87cfa1e7284e6fa1b78384261,True,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,True,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,ea80f00b676ff7183f62c18f1bc985e1dd6e26e5fb78fa7637cde02d347d99a1,Tests_passed,39c4338a9fecaefacf887140db1e315af14172a22d04d3c4ed5e02caa209af90,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,ea80f00b676ff7183f62c18f1bc985e1dd6e26e5fb78fa7637cde02d347d99a1,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8,Tests_passed,d00ad4abf296b8aebbb03216bed1fe1111c75ede2a216d9c0f401dbe5ef6c2c8
