idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
21,refs/heads/master,ce9663748e3e8e74fd0a3b2b3698a414dbced779,b06a7c1f704fde6749a33224b84e854c1568f428,bfd113c445ddd1296067889dc9104b2ebc6a1650,,False,True,True,8,48.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/b06a7c1f704fde6749a33224b84e854c1568f428_bfd113c445ddd1296067889dc9104b2ebc6a1650_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/b06a7c1f704fde6749a33224b84e854c1568f428_bfd113c445ddd1296067889dc9104b2ebc6a1650_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/b06a7c1f704fde6749a33224b84e854c1568f428_bfd113c445ddd1296067889dc9104b2ebc6a1650_left_right.log'}",,,,,,False
22,refs/heads/master,b06a7c1f704fde6749a33224b84e854c1568f428,df9c276bf7c5ec4cda54c7e1cbef5f16938f9e52,10732350fa0ed70f68e008b7f4c698707054495a,,False,False,True,3,18.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/df9c276bf7c5ec4cda54c7e1cbef5f16938f9e52_10732350fa0ed70f68e008b7f4c698707054495a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/df9c276bf7c5ec4cda54c7e1cbef5f16938f9e52_10732350fa0ed70f68e008b7f4c698707054495a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/df9c276bf7c5ec4cda54c7e1cbef5f16938f9e52_10732350fa0ed70f68e008b7f4c698707054495a_left_right.log'}",,,,,,False
23,refs/heads/master,df9c276bf7c5ec4cda54c7e1cbef5f16938f9e52,f1b3aba8e193d9b27c7a4302e453fd91d9a0fc08,6220022a00d9902974fa1453661fd22b5dd3a49c,,False,True,True,32,530.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/f1b3aba8e193d9b27c7a4302e453fd91d9a0fc08_6220022a00d9902974fa1453661fd22b5dd3a49c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/f1b3aba8e193d9b27c7a4302e453fd91d9a0fc08_6220022a00d9902974fa1453661fd22b5dd3a49c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/f1b3aba8e193d9b27c7a4302e453fd91d9a0fc08_6220022a00d9902974fa1453661fd22b5dd3a49c_left_right.log'}",,,,,,False
24,refs/heads/master,50b9750168e8979bb3266b1fad205dcdbe2a11ef,616c6e6a8dea7024f5454686dafc24fb95101cb9,f1b3aba8e193d9b27c7a4302e453fd91d9a0fc08,,False,False,True,6,13.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/616c6e6a8dea7024f5454686dafc24fb95101cb9_f1b3aba8e193d9b27c7a4302e453fd91d9a0fc08_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/616c6e6a8dea7024f5454686dafc24fb95101cb9_f1b3aba8e193d9b27c7a4302e453fd91d9a0fc08_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/616c6e6a8dea7024f5454686dafc24fb95101cb9_f1b3aba8e193d9b27c7a4302e453fd91d9a0fc08_left_right.log'}",,,,,,False
25,refs/heads/master,a715d886bbb07e8c8e6f501177bb2ec5fe14182c,a1dca4b739a0ab5c806223e215a8302514b4cb0a,5636f7bb69ca774250926b7e997544f98019e022,,False,True,True,11,98.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/a1dca4b739a0ab5c806223e215a8302514b4cb0a_5636f7bb69ca774250926b7e997544f98019e022_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/a1dca4b739a0ab5c806223e215a8302514b4cb0a_5636f7bb69ca774250926b7e997544f98019e022_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/a1dca4b739a0ab5c806223e215a8302514b4cb0a_5636f7bb69ca774250926b7e997544f98019e022_left_right.log'}",,,,,,False
27,refs/heads/master,a1dca4b739a0ab5c806223e215a8302514b4cb0a,2dbd6ab413bd08d976b366bb13061d84cb726766,b661a1ca30f091bb9c218a065cf602b8c9573b80,,False,True,True,9,90.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/2dbd6ab413bd08d976b366bb13061d84cb726766_b661a1ca30f091bb9c218a065cf602b8c9573b80_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/2dbd6ab413bd08d976b366bb13061d84cb726766_b661a1ca30f091bb9c218a065cf602b8c9573b80_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/2dbd6ab413bd08d976b366bb13061d84cb726766_b661a1ca30f091bb9c218a065cf602b8c9573b80_left_right.log'}",,,,,,False
29,refs/heads/master,38cd67253bdadd885639fc471227610c7da5f39b,912783370d0de2a46e17627d8608950796c53f38,f2c2a9b01768531fd8847cbeb5cb7f2803e98548,,False,True,True,35,606.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/912783370d0de2a46e17627d8608950796c53f38_f2c2a9b01768531fd8847cbeb5cb7f2803e98548_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/912783370d0de2a46e17627d8608950796c53f38_f2c2a9b01768531fd8847cbeb5cb7f2803e98548_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/912783370d0de2a46e17627d8608950796c53f38_f2c2a9b01768531fd8847cbeb5cb7f2803e98548_left_right.log'}",,,,,,False
30,refs/heads/master,85961e1f727e11ec92b717b92e0627d3e9d7bb58,15bb0889f56baa59f5a5e07f8566fadf2db34d11,cd17de974ea9dce51addd47cd4febd4eb294f810,,False,False,True,14,130.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/15bb0889f56baa59f5a5e07f8566fadf2db34d11_cd17de974ea9dce51addd47cd4febd4eb294f810_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/15bb0889f56baa59f5a5e07f8566fadf2db34d11_cd17de974ea9dce51addd47cd4febd4eb294f810_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/15bb0889f56baa59f5a5e07f8566fadf2db34d11_cd17de974ea9dce51addd47cd4febd4eb294f810_left_right.log'}",,,,,,False
32,refs/heads/master,02b73dca1e16c4be19456b8ef69b717eeaaff6be,36aae3b569af58cd94a49f8b574abd6a9cc9c205,bc4d917532a8abd286c6b8928117d6a97379ca4f,,False,True,True,23,392.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/36aae3b569af58cd94a49f8b574abd6a9cc9c205_bc4d917532a8abd286c6b8928117d6a97379ca4f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/36aae3b569af58cd94a49f8b574abd6a9cc9c205_bc4d917532a8abd286c6b8928117d6a97379ca4f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/36aae3b569af58cd94a49f8b574abd6a9cc9c205_bc4d917532a8abd286c6b8928117d6a97379ca4f_left_right.log'}",,,,,,False
33,refs/heads/master,014fb9c0d358c32460b48db77c1696f4a5d8c87e,32e38548aff4c9d049cd307f9f735db2b73f5238,0e937c99a893795645b1865e17aea0bc8d144f53,,False,True,True,26,379.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/32e38548aff4c9d049cd307f9f735db2b73f5238_0e937c99a893795645b1865e17aea0bc8d144f53_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/32e38548aff4c9d049cd307f9f735db2b73f5238_0e937c99a893795645b1865e17aea0bc8d144f53_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/32e38548aff4c9d049cd307f9f735db2b73f5238_0e937c99a893795645b1865e17aea0bc8d144f53_left_right.log'}",,,,,,False
35,refs/heads/master,96e22441a3e8b03afda310f2ed9885323000e30e,8bf51014b630c76321189d3d67cffcfcf53de229,884466f907d3293dd4d80725168c5cef03c45da6,,False,True,True,34,523.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/8bf51014b630c76321189d3d67cffcfcf53de229_884466f907d3293dd4d80725168c5cef03c45da6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/8bf51014b630c76321189d3d67cffcfcf53de229_884466f907d3293dd4d80725168c5cef03c45da6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/8bf51014b630c76321189d3d67cffcfcf53de229_884466f907d3293dd4d80725168c5cef03c45da6_left_right.log'}",,,,,,False
37,refs/heads/master,6b3a9e83bc19ab080a8a25bf0bf04ea909ed1d27,6436e5bcb4b35577167e4229adb8f617f8a9ba85,b43084a7714de97482008f9e5fc664681db87e82,,False,True,True,14,95.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/6436e5bcb4b35577167e4229adb8f617f8a9ba85_b43084a7714de97482008f9e5fc664681db87e82_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/6436e5bcb4b35577167e4229adb8f617f8a9ba85_b43084a7714de97482008f9e5fc664681db87e82_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/6436e5bcb4b35577167e4229adb8f617f8a9ba85_b43084a7714de97482008f9e5fc664681db87e82_left_right.log'}",,,,,,False
39,refs/heads/master,6436e5bcb4b35577167e4229adb8f617f8a9ba85,a9b2d3a0b98fc7c0838fc70b3a8a2d03437689b4,15bb0889f56baa59f5a5e07f8566fadf2db34d11,,False,True,True,28,283.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/a9b2d3a0b98fc7c0838fc70b3a8a2d03437689b4_15bb0889f56baa59f5a5e07f8566fadf2db34d11_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/a9b2d3a0b98fc7c0838fc70b3a8a2d03437689b4_15bb0889f56baa59f5a5e07f8566fadf2db34d11_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/a9b2d3a0b98fc7c0838fc70b3a8a2d03437689b4_15bb0889f56baa59f5a5e07f8566fadf2db34d11_left_right.log'}",,,,,,False
40,refs/heads/master,8631dc412f65eb0b032a4816f3aae3e95126958a,e3885ae634cfff6c147903cafa36a1e62f782f99,15bb0889f56baa59f5a5e07f8566fadf2db34d11,,False,True,True,38,492.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/e3885ae634cfff6c147903cafa36a1e62f782f99_15bb0889f56baa59f5a5e07f8566fadf2db34d11_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/e3885ae634cfff6c147903cafa36a1e62f782f99_15bb0889f56baa59f5a5e07f8566fadf2db34d11_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/e3885ae634cfff6c147903cafa36a1e62f782f99_15bb0889f56baa59f5a5e07f8566fadf2db34d11_left_right.log'}",,,,,,False
41,refs/heads/master,ecf1ee4453e31ccd6fb1f5b6ca40ab4e99f4d409,302871899b1cba9112f197bc2e1813588aad575c,8a03a039caad3ab090a95d45c228f0a91e399a7a,,False,True,True,4,6.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/302871899b1cba9112f197bc2e1813588aad575c_8a03a039caad3ab090a95d45c228f0a91e399a7a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/302871899b1cba9112f197bc2e1813588aad575c_8a03a039caad3ab090a95d45c228f0a91e399a7a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/302871899b1cba9112f197bc2e1813588aad575c_8a03a039caad3ab090a95d45c228f0a91e399a7a_left_right.log'}",,,,,,False
44,refs/heads/master,e083cf3952d7c10f99768037073b49d051fcfaa3,70c900cb6045e58d67b137b81b78fda22500f04f,607b004504e39ccf7cb78f1c2fd4d001a21ddf03,,False,True,True,22,153.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/70c900cb6045e58d67b137b81b78fda22500f04f_607b004504e39ccf7cb78f1c2fd4d001a21ddf03_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/70c900cb6045e58d67b137b81b78fda22500f04f_607b004504e39ccf7cb78f1c2fd4d001a21ddf03_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/70c900cb6045e58d67b137b81b78fda22500f04f_607b004504e39ccf7cb78f1c2fd4d001a21ddf03_left_right.log'}",,,,,,False
46,refs/heads/master,f53296c2e56f7533bfa30de77c8bc46b20d65b2e,998d419d7d9810128e6337b81d052272a1c6f385,081da780444badfe690ca9f42f654f7bd31faada,,False,True,True,19,167.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/998d419d7d9810128e6337b81d052272a1c6f385_081da780444badfe690ca9f42f654f7bd31faada_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/998d419d7d9810128e6337b81d052272a1c6f385_081da780444badfe690ca9f42f654f7bd31faada_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/998d419d7d9810128e6337b81d052272a1c6f385_081da780444badfe690ca9f42f654f7bd31faada_left_right.log'}",,,,,,False
48,refs/heads/master,e3885ae634cfff6c147903cafa36a1e62f782f99,57e26e88c92ba6901113828a102567a487d5c08c,82d39c1d55df6464b38da1e927c7f039c9e073c0,,False,True,True,18,157.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/57e26e88c92ba6901113828a102567a487d5c08c_82d39c1d55df6464b38da1e927c7f039c9e073c0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/57e26e88c92ba6901113828a102567a487d5c08c_82d39c1d55df6464b38da1e927c7f039c9e073c0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/57e26e88c92ba6901113828a102567a487d5c08c_82d39c1d55df6464b38da1e927c7f039c9e073c0_left_right.log'}",,,,,,False
49,refs/heads/master,b397226d7a75a91d9f250a2fb4763f4627ebb6eb,70bd358b088c39c795835899ebedca0a78cd2955,82d39c1d55df6464b38da1e927c7f039c9e073c0,,False,True,True,18,122.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/70bd358b088c39c795835899ebedca0a78cd2955_82d39c1d55df6464b38da1e927c7f039c9e073c0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/70bd358b088c39c795835899ebedca0a78cd2955_82d39c1d55df6464b38da1e927c7f039c9e073c0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/70bd358b088c39c795835899ebedca0a78cd2955_82d39c1d55df6464b38da1e927c7f039c9e073c0_left_right.log'}",,,,,,False
50,refs/heads/master,a17b40e9ef13f88aa07172383ff26d507b315c77,4fe10765068f53ab9940e7691baacb8125437b57,82d39c1d55df6464b38da1e927c7f039c9e073c0,,False,True,True,17,158.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/4fe10765068f53ab9940e7691baacb8125437b57_82d39c1d55df6464b38da1e927c7f039c9e073c0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/4fe10765068f53ab9940e7691baacb8125437b57_82d39c1d55df6464b38da1e927c7f039c9e073c0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/4fe10765068f53ab9940e7691baacb8125437b57_82d39c1d55df6464b38da1e927c7f039c9e073c0_left_right.log'}",,,,,,False
51,refs/heads/master,13998febcbbd6481fd387242d37406c8b93a5173,1ab7453f9b0034ec0fd26f86eb9b6325e1ff0360,885f9c3f6ed1b764bbeeadd37ff1548a35085cf6,,False,True,True,14,212.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/1ab7453f9b0034ec0fd26f86eb9b6325e1ff0360_885f9c3f6ed1b764bbeeadd37ff1548a35085cf6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/1ab7453f9b0034ec0fd26f86eb9b6325e1ff0360_885f9c3f6ed1b764bbeeadd37ff1548a35085cf6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/1ab7453f9b0034ec0fd26f86eb9b6325e1ff0360_885f9c3f6ed1b764bbeeadd37ff1548a35085cf6_left_right.log'}",,,,,,False
52,refs/heads/master,44090f398cb6de5b47ba7b7181e3a9fe41d88828,b8e219db74247076519f3eafa89a4ac80436b1ff,885f9c3f6ed1b764bbeeadd37ff1548a35085cf6,,False,True,True,15,306.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/b8e219db74247076519f3eafa89a4ac80436b1ff_885f9c3f6ed1b764bbeeadd37ff1548a35085cf6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/b8e219db74247076519f3eafa89a4ac80436b1ff_885f9c3f6ed1b764bbeeadd37ff1548a35085cf6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/b8e219db74247076519f3eafa89a4ac80436b1ff_885f9c3f6ed1b764bbeeadd37ff1548a35085cf6_left_right.log'}",,,,,,False
53,refs/heads/master,71c7672219658d8ddd87ee6a82923a3a3c3d6e80,5040ec7053f690e78496a3510bf2ede4575ee82f,bfefac5450f0fd5ea62609e5cb08737e670d04b1,,False,True,True,106,180.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/5040ec7053f690e78496a3510bf2ede4575ee82f_bfefac5450f0fd5ea62609e5cb08737e670d04b1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/5040ec7053f690e78496a3510bf2ede4575ee82f_bfefac5450f0fd5ea62609e5cb08737e670d04b1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/5040ec7053f690e78496a3510bf2ede4575ee82f_bfefac5450f0fd5ea62609e5cb08737e670d04b1_left_right.log'}",,,,,,False
54,refs/heads/master,2322c4261a3a2eb90271845f57a95d9b56f2c1a0,0f26941670843e25fa2c9aba1628a0a216a933a9,cd9cee8c9a11db11a3d3ce4683d3d763f28c80e4,,False,True,True,4,0.0,False,"{'base_left': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/0f26941670843e25fa2c9aba1628a0a216a933a9_cd9cee8c9a11db11a3d3ce4683d3d763f28c80e4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/0f26941670843e25fa2c9aba1628a0a216a933a9_cd9cee8c9a11db11a3d3ce4683d3d763f28c80e4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/intel-hadoop/HiBench/0f26941670843e25fa2c9aba1628a0a216a933a9_cd9cee8c9a11db11a3d3ce4683d3d763f28c80e4_left_right.log'}",,,,,,False
