idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,test merge,sampled for testing
1,refs/heads/master,8b42d824f742aa368163638ccd65e53eef6aef87,05c2c81758cc8f5a732e4a0933005abed91716b1,67faa6fddcc976d61825e44048ab81389586c07f,two initial commits,6,88,False,True,False,False,False
