idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_adjacent_ignorespace,plumelib_ort_adjacent_ignorespace_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_imports_ignorespace,plumelib_ort_imports_ignorespace_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,plumelib_ort_version_number_ignorespace,plumelib_ort_version_number_ignorespace_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,plumelib_ort_run_time,plumelib_ort_ignorespace_run_time,plumelib_ort_adjacent_run_time,plumelib_ort_adjacent_ignorespace_run_time,plumelib_ort_imports_run_time,plumelib_ort_imports_ignorespace_run_time,plumelib_ort_version_number_run_time,plumelib_ort_version_number_ignorespace_run_time
3,refs/heads/master,57463c6eb5148d0640081dab2ba0099937ba72ed,f708e7975329930f818ed9ba45ec415748b2d73b,b95e39f1416ceff938c759f0684bdce789a93e59,,True,True,011ec18143fe90baa19f61869023d2caaabc431a5473ed0b83a428e24551e0e8,Tests_passed,e8885593a15b29783e6b151351f0dfaa4c5235a1ca60b11cf91679b2c69aa5f2,Tests_passed,True,True,Merge_failed,97c6aceae25f885ace8fa08f06009bb71643f4525c0b9bc146aa1738516245ea,Merge_failed,67d0b1b7a8f9c4e6840b0fe651a23949c97f47304487029fe31ea37efe4fd65a,Merge_failed,97c6aceae25f885ace8fa08f06009bb71643f4525c0b9bc146aa1738516245ea,Merge_failed,1d131ff3e32794c1c1d840f8862c2682c7113973dd0b158e9ebadc2268202d76,Merge_failed,9da92657a8a93ca20e78105784da0d196dfd62be27ea99304b26b980b5d3ace4,Merge_failed,9da92657a8a93ca20e78105784da0d196dfd62be27ea99304b26b980b5d3ace4,Merge_failed,7f73409bfaea48b9b12a1fa58bd9e15113eeacda7949a5f8ca9a26400537b5eb,Merge_failed,9c8a55669205d9f3dbb68e5e9880ca9b4b588d77a0d8339ff8cd529986d202ea,Merge_failed,75789092c996755ad76221630747ba372647bd490122a6ddd93374dbccf2cd7b,Merge_failed,cae65444d25b1f99f58de07fe15e01bf8a8505a600e9e946459871f716d54457,Merge_failed,2720cd2481515561bdaba21ca01454a9be41f3916d111c9c46a8feaba93a297a,Merge_failed,3bd0cb8de288392edbb30a194c3080f3ad5b5cf6dd05a42688f83ab9f9a965fe,Merge_failed,67d0b1b7a8f9c4e6840b0fe651a23949c97f47304487029fe31ea37efe4fd65a,Merge_failed,8935a1f7450a63fc34dee6e0859cb58a098f8c9c4352e1a465e7327449f586d2,Merge_failed,67d0b1b7a8f9c4e6840b0fe651a23949c97f47304487029fe31ea37efe4fd65a,Merge_failed,3bd0cb8de288392edbb30a194c3080f3ad5b5cf6dd05a42688f83ab9f9a965fe,Merge_failed,67d0b1b7a8f9c4e6840b0fe651a23949c97f47304487029fe31ea37efe4fd65a,Merge_failed,3bd0cb8de288392edbb30a194c3080f3ad5b5cf6dd05a42688f83ab9f9a965fe,Merge_failed,67d0b1b7a8f9c4e6840b0fe651a23949c97f47304487029fe31ea37efe4fd65a,0.008309125900268555,0.00828862190246582,0.007877111434936523,0.0077893733978271484,0.007863521575927734,0.007895708084106445,0.007858037948608398,0.0561823844909668,0.17727375030517578,1.028254747390747,0.391049861907959,0.25400328636169434,0.23433709144592285,0.17933988571166992,0.18105125427246094,0.183211088180542,0.19661474227905273,0.20603609085083008,0.19107389450073242
