idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
4,refs/heads/develop,33d3648d118443a29fc121250439f4bf7b0c59b8,cb678da1c3c8bf5ef135b175c089fd5badf3baf3,e9b358c9fa10060ad1be55ec699f2799100fef24,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/cb678da1c3c8bf5ef135b175c089fd5badf3baf3_e9b358c9fa10060ad1be55ec699f2799100fef24_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/cb678da1c3c8bf5ef135b175c089fd5badf3baf3_e9b358c9fa10060ad1be55ec699f2799100fef24_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/cb678da1c3c8bf5ef135b175c089fd5badf3baf3_e9b358c9fa10060ad1be55ec699f2799100fef24_left_right.log'}",True,True,20,593,False,,,,,,False
6,refs/heads/develop,bc9e18ca60f73b0a6a14c3ab9c8cdec221062da1,bcad0c86581370e555bd0aa0e410aea4009e3c76,5740e80ac0f525d8e3626680ba4cd3c8b0d26dc1,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/bcad0c86581370e555bd0aa0e410aea4009e3c76_5740e80ac0f525d8e3626680ba4cd3c8b0d26dc1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/bcad0c86581370e555bd0aa0e410aea4009e3c76_5740e80ac0f525d8e3626680ba4cd3c8b0d26dc1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/bcad0c86581370e555bd0aa0e410aea4009e3c76_5740e80ac0f525d8e3626680ba4cd3c8b0d26dc1_left_right.log'}",True,True,29,2415,False,,,,,,False
7,refs/heads/develop,616e3ddea088ef53750703a14d26123d2afc104b,374b5cb4fe461319300a6bb3d20afdb3a60ca7a8,2da77e2b74d7693841984503de925881f533ee93,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/374b5cb4fe461319300a6bb3d20afdb3a60ca7a8_2da77e2b74d7693841984503de925881f533ee93_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/374b5cb4fe461319300a6bb3d20afdb3a60ca7a8_2da77e2b74d7693841984503de925881f533ee93_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/374b5cb4fe461319300a6bb3d20afdb3a60ca7a8_2da77e2b74d7693841984503de925881f533ee93_left_right.log'}",True,True,4,18,False,,,,,,False
8,refs/heads/develop,6d7a9d22a24dbc676dde0eb54d2c11d7dd074170,d9a254df6d0c0cf8acf72f382714adfd45fa4e4b,3e0ee3e53a87925e3d372de808d6d023c3809dd0,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/d9a254df6d0c0cf8acf72f382714adfd45fa4e4b_3e0ee3e53a87925e3d372de808d6d023c3809dd0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/d9a254df6d0c0cf8acf72f382714adfd45fa4e4b_3e0ee3e53a87925e3d372de808d6d023c3809dd0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/d9a254df6d0c0cf8acf72f382714adfd45fa4e4b_3e0ee3e53a87925e3d372de808d6d023c3809dd0_left_right.log'}",True,True,3,10,False,,,,,,False
11,refs/heads/develop,c1b575acabee401d87a88514ff4549b75a5d11d6,a13798bced142d79535ab97c2a0820720487d4b6,709ce84ee6fe3cd51853073c9330aeee5a668f25,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/a13798bced142d79535ab97c2a0820720487d4b6_709ce84ee6fe3cd51853073c9330aeee5a668f25_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/a13798bced142d79535ab97c2a0820720487d4b6_709ce84ee6fe3cd51853073c9330aeee5a668f25_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/a13798bced142d79535ab97c2a0820720487d4b6_709ce84ee6fe3cd51853073c9330aeee5a668f25_left_right.log'}",True,True,97,4809,False,,,,,,False
16,refs/heads/develop,b1a25b971ce30aeed4653ab2751702d62081e993,94f969d1f4d7c4dbef31ec0dc7278b50da33f506,1f133f57a27a2d5e7e40eeded3b9f289c43ff817,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/94f969d1f4d7c4dbef31ec0dc7278b50da33f506_1f133f57a27a2d5e7e40eeded3b9f289c43ff817_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/94f969d1f4d7c4dbef31ec0dc7278b50da33f506_1f133f57a27a2d5e7e40eeded3b9f289c43ff817_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/94f969d1f4d7c4dbef31ec0dc7278b50da33f506_1f133f57a27a2d5e7e40eeded3b9f289c43ff817_left_right.log'}",True,True,4,97,False,,,,,,False
18,refs/heads/develop,f6c5e636c3e0373aa06c677ba31231821dbfd88a,d89528b64fa76044f65b22096aedb5f31b3f2898,53a690ac80ce8a9288c4ac12612137858dec0e56,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/d89528b64fa76044f65b22096aedb5f31b3f2898_53a690ac80ce8a9288c4ac12612137858dec0e56_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/d89528b64fa76044f65b22096aedb5f31b3f2898_53a690ac80ce8a9288c4ac12612137858dec0e56_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/d89528b64fa76044f65b22096aedb5f31b3f2898_53a690ac80ce8a9288c4ac12612137858dec0e56_left_right.log'}",True,True,7,69,False,,,,,,False
20,refs/heads/develop,60a9a46de367550bb1a8b098eebfd01e1991a904,2d8efd4724dd7b69618a97bff55cccdcd4e8ec71,29e8f4aef6d6ee63ed80098297c5d22baf99081a,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/2d8efd4724dd7b69618a97bff55cccdcd4e8ec71_29e8f4aef6d6ee63ed80098297c5d22baf99081a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/2d8efd4724dd7b69618a97bff55cccdcd4e8ec71_29e8f4aef6d6ee63ed80098297c5d22baf99081a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/2d8efd4724dd7b69618a97bff55cccdcd4e8ec71_29e8f4aef6d6ee63ed80098297c5d22baf99081a_left_right.log'}",False,True,6,26,False,,,,,,False
21,refs/heads/develop,b3139b68604080a52e874bce3ca6bd72f338ec71,cf32d059e65697be8b81119d9255b9d36d9e23e1,ba2dfea819bf493a8329f76e738b5e830707d2b3,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/cf32d059e65697be8b81119d9255b9d36d9e23e1_ba2dfea819bf493a8329f76e738b5e830707d2b3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/cf32d059e65697be8b81119d9255b9d36d9e23e1_ba2dfea819bf493a8329f76e738b5e830707d2b3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/cf32d059e65697be8b81119d9255b9d36d9e23e1_ba2dfea819bf493a8329f76e738b5e830707d2b3_left_right.log'}",True,True,22,1998,False,,,,,,False
24,refs/heads/develop,34025b53d809d8ee209f59951aa8d2925e3873ef,917a1512e258af473dd0f468399ed3f265f7627d,187b59430ad115bf9a93b67fbec655576e6bd97a,,False,"{'base_left': 'cache/diff_analyzer/logs/basho/riak-java-client/917a1512e258af473dd0f468399ed3f265f7627d_187b59430ad115bf9a93b67fbec655576e6bd97a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/basho/riak-java-client/917a1512e258af473dd0f468399ed3f265f7627d_187b59430ad115bf9a93b67fbec655576e6bd97a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/basho/riak-java-client/917a1512e258af473dd0f468399ed3f265f7627d_187b59430ad115bf9a93b67fbec655576e6bd97a_left_right.log'}",True,True,79,2566,False,,,,,,False
