idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing
3,refs/heads/master,ab5a96ffcb0713d5e5369b9d6fe360dd8d0ba421,319ff8648efe387dad130e458518e8cfd6aad91a,9ece57547c6caed95ed6491bbda1f3d70f6fb3ca,,True,True,Tests_failed,ed9c4282a231333f4272d6d8195c9ebf6b05434c73bc60d3f99638b194054051,True,39,371,961,2,False,Tests_failed,6920ceffad0872847c8002078fc3a37739d70513a95ab769b63e04ae8fa23516,False,39,False
6,refs/heads/master,1558a910ab51c543a021a55b568c8562b97d219b,522a0ee804213ddf9e2e1c0345f2d5fd1ca3984d,4965f9d4e044c2107f8c9711927c8dfdbbc3adfa,,True,True,Tests_failed,2fb9910e1d17890ccb860976f546aebee9e55282caeba13f57e654489dbeee10,True,25,272,708,18,False,Tests_failed,841b54ce92b65fcfc7ecec2ed11d0fab05a90a0a9d840f0f822caf5fdc32c75b,False,37,False
8,refs/heads/master,522a0ee804213ddf9e2e1c0345f2d5fd1ca3984d,6b154190a2a43c7952a7d3474f01700bcc7addeb,797c53ef7cc9d1db272a2ea5ef0b447fe554edfe,,True,True,Tests_failed,9379004df7890a623bae9d6f3db8b15acef9a0daf137b86b1ce946248c3f42f1,True,19,121,420,3,False,Tests_failed,e40ceb17eb8da134b08539228e37edc2e15d4b31867b1c0b7129578f03d9cc7b,False,19,False
9,refs/heads/master,de59f132a437b317bbc086d6c5ca9639c91f4c64,a06d0d17b57bdbb81edbed62274a68deda8427be,0e4a2f31c8e71871281784a75dcecd6a4e2fb472,,False,False,,,True,4,46,309,1,,,,False,4,False
17,refs/heads/master,c8e07af7400aed0fbb48822b254d8b2070f49d86,064a51c712c896b6d917d586316c29d75edbb5a4,5b131d994fdf22dd74ce5a5dbdb55e491c410df0,,False,True,,,True,4,6,15,1,,,,False,4,False
18,refs/heads/master,e85aea790be333c16035562d2a9891f1600072b2,bb33d2256b1bfa52ad5a0c946d513328fd35b39a,942c49425104beaa85786c1eabbd56645c1800af,,False,False,,,False,0,Error,0,2,,,,False,2,False
19,refs/heads/master,a6966c5b6c73a65b0222fa2a70184ad2461537ab,e03b158987dd7125374b1a237416941adca0c9c2,26c9936cbd9a81fe048d53575ab3f73fc267da67,,True,True,Tests_failed,1c3299c3a099cb36d929ba7985822c80526ed1c7a53e8ed809e2fe0851898421,True,4,32,314,2,False,Tests_failed,0bc2e8c6996e168ebc507c62695694a5eccb996deebb0b640535a3305d4bf61c,False,4,False
20,refs/heads/master,c04fe0b0b8e92a8e31c7a2ab8c343d960cfe0901,9d858c2ad76d957709593d59ff3ea6a7c7147274,20be72b9a3924e077bc4c3390088bc380459a9f4,,False,False,,,True,6,29,129,1,,,,False,6,False
22,refs/heads/master,f3b6b93c33c61cda5f36dbbaafd5700097e71942,807198f29f0b9aca446dafcb13ea8b3c052e68a7,78fb32f2138010cadb2c4babc3aefc1d3f40102f,,False,False,,,True,3,9,35,1,,,,False,3,False
23,refs/heads/master,e912758eb1e4d2894a4607f6325c8541aa56b788,3dd0ac0595b247c3b4c83059b04afa6a6230889f,d85260f66605370bb12515ec833a2287451b063a,,False,True,,,True,6,23,76,1,,,,False,6,False
24,refs/heads/master,34a44509a5a7301e52f8c556d2d3aa8bf7ebb3eb,314bb43d78e22f7cf11139cdfc2796928416d1d1,9fe340b8093b38c9a11b18b3cd4329636e9602ca,,False,False,,,True,7,7,28,1,,,,False,7,False
25,refs/heads/master,9fe340b8093b38c9a11b18b3cd4329636e9602ca,1d37f42246cef6f8fdfe9bfb7354a08601a22c07,5253a0af8b036b27dadfc7603222d582485ffa28,,False,True,,,True,12,65,1149,1,,,,False,12,False
26,refs/heads/master,88b5b7d9eb3455742284f11edbf47578a09fba6d,26486caf106f785c998b9504e2dec41c91a12be5,0de3d69a969f89a7b19983ba59b863a86f3ddf57,,False,False,,,True,3,2,5,1,,,,False,3,False
27,refs/heads/master,bc563f0b64019c1a073e417d3bb555a82201a761,6dcfc7a23b01a9947f8b3365c139f17929c4d617,e2a1ef2fb37def571642d1dddd586ea602419cf7,,False,True,,,True,4,6,52,1,,,,False,4,False
28,refs/heads/master,b67808e0409148a5fc3821530aeadd0c97e9cc44,bb391551bd58a00894608affcecaded66d6b8893,f7cde2aa3ca6e4a02fa475b25f427ce1a63b3869,two initial commits,False,False,,,False,0,Error,0,Error while retrieving base sha,,,,False,Error while retrieving base sha,False
29,refs/remotes/origin/imagej-tiff-opener,8a3699b7809a78f9651008ee21ada15877c605e1,07b8c02289fbb34faa5a2031722cdbf9c22c55c8,a86bc4fb4d12b6a3142cf9c6105b5225ad6b9401,,True,True,Tests_failed,5fdad835c4171c492fad8d5fe0635fe4908d5d17b53e94041867f89314e1fe53,True,84,209,2409,3,False,Tests_failed,c9835c5ef77094d3cdb819f9c1ea098e433ae85909284c575cb73ac2247ffebf,False,84,False
