idx,num_files,num_intersecting_files,num_hunks,num_lines,num_intersecting_lines,imports,non_java_files
17810-13,14,2,49,233,0,True,True
17810-31,47,45,104,698,0,True,True
17810-34,35,3,47,694,0,True,True
17867-7,21,4,1295,20385,0,True,True
17867-16,81,2,293,1737,0,True,True
17867-17,88,2,134,2975,0,True,True
17867-25,49,2,425,1641,0,True,True
17867-26,15,2,39,196,0,True,True
17867-28,5,2,85,201,0,True,True
17885-2,6,3,9,331,0,True,True
17885-3,3,2,5,62,0,True,True
17885-4,6,2,7,312,0,True,True
17894-2,30,2,48,2981,0,True,True
17911-3,30,2,105,321,0,True,True
17911-7,20,4,79,265,0,True,True
17911-9,19,5,73,213,0,True,True
17911-10,16,4,57,175,0,True,True
17911-15,10,3,31,70,0,False,True
17939-16,56,14,157,1089,0,True,True
17939-59,59,2,154,167,0,True,True
17939-63,11,2,56,203,0,True,True
17939-73,26,3,132,593,0,True,True
17939-85,32,2,57,127,0,True,True
17939-94,14,8,32,867,0,True,True
17939-241,207,8,2102,21169,0,True,True
17939-246,187,2,194,494,0,True,True
17939-264,25,2,75,208,0,True,True
17939-265,169,2,1777,18053,0,True,True
17939-267,4,2,19,40,0,True,True
17939-269,44,2,188,1821,0,True,True
17939-270,48,2,215,1896,0,True,True
17939-280,157,5,1578,16284,0,True,True
17939-281,156,5,1581,16084,0,True,True
17939-289,155,3,1554,15744,0,True,True
17939-290,155,2,1554,15720,0,True,True
17939-291,155,4,1556,15752,0,True,True
17939-292,155,3,1554,15727,0,True,True
17939-293,155,5,1554,15742,0,True,True
17939-296,151,2,1504,15544,0,True,True
17939-297,151,3,1503,15547,0,True,True
17939-299,148,3,1311,14713,0,True,True
17939-300,148,4,1318,14712,0,True,True
17939-301,148,5,1311,14808,0,True,True
17939-304,140,5,1217,13441,0,True,True
17939-307,135,2,1165,12759,0,True,True
17939-310,135,3,1168,12795,0,True,True
17939-313,139,53,1206,13077,0,True,True
17939-316,132,3,1116,12706,0,True,True
17939-317,130,3,1103,12404,0,True,True
17939-318,130,22,1080,13976,0,True,True
17939-319,126,4,1075,12242,0,True,True
17939-320,125,3,1074,12149,0,True,True
17939-321,119,2,1067,10826,0,True,True
17939-322,119,3,1085,10974,0,True,True
17939-323,119,3,1068,10832,0,True,True
17939-324,119,2,1067,10828,0,True,True
17939-325,119,5,1070,10833,0,True,True
17939-327,119,6,1075,10839,0,True,True
17939-328,119,7,1086,10934,0,True,True
17939-329,119,5,1065,10838,0,True,True
17939-330,120,3,1049,10827,0,True,True
17939-332,119,5,1047,10814,0,True,True
17939-333,122,6,1106,11281,0,True,True
17939-334,119,2,1063,10805,0,True,True
17939-336,118,5,1033,10655,0,True,True
17939-338,117,4,1034,10654,0,True,True
17939-342,119,4,1049,10711,0,True,True
17939-343,117,2,1030,10628,0,True,True
17939-344,117,5,1031,10632,0,True,True
17939-345,118,10,1061,11406,0,True,True
17939-395,355,6,2394,39251,0,True,True
17939-463,208,13,1033,24843,0,True,True
17939-464,224,13,1133,26279,0,True,True
17939-468,204,4,1030,25099,0,True,True
17939-469,126,2,722,8226,0,True,True
17939-470,201,3,1008,24989,0,True,True
17939-475,194,13,1037,24470,0,True,True
17939-477,189,6,993,24183,0,True,True
17939-479,190,2,991,24246,0,True,True
17939-480,189,5,988,24301,0,True,True
17939-483,185,4,954,24079,0,True,True
17939-484,185,3,948,24074,0,True,True
17939-493,170,19,958,19406,0,True,True
17939-496,188,15,1038,21195,0,True,True
17939-497,160,6,904,18769,0,True,True
17939-500,152,9,933,18168,0,True,True
17939-509,125,11,581,14316,0,True,True
17939-512,118,3,555,13838,0,True,True
17939-516,247,50,878,6190,0,True,True
17939-520,239,50,709,12744,0,True,True
17939-521,113,5,532,12415,0,True,True
17939-522,110,3,527,12417,0,True,True
17939-523,110,4,531,12427,0,True,True
17939-524,109,4,524,12360,0,True,True
17939-526,109,4,521,12398,0,True,True
17939-528,107,10,510,12216,0,True,True
17939-534,103,2,489,11060,0,True,True
17939-536,103,2,488,10976,0,True,True
17939-538,100,2,477,10929,0,True,True
17939-539,105,3,504,11036,0,True,True
17939-545,89,8,438,9911,0,True,True
17939-546,93,2,460,10078,0,True,True
17939-547,94,4,461,10002,0,True,True
17939-549,94,11,485,10105,0,True,True
17939-550,55,2,111,2602,0,True,True
17939-551,51,18,47,2474,0,True,True
17939-552,60,8,137,3457,0,True,True
17939-848,77,12,320,5343,0,True,True
17939-849,73,11,240,4531,0,True,True
17939-883,72,11,293,5103,0,True,True
17939-884,77,48,235,1836,0,True,True
17939-965,61,13,149,4063,0,True,True
17939-966,107,18,401,6433,0,True,True
17939-970,41,5,75,2671,0,True,True
18028-11,1951,3,6948,4410953,0,True,True
18028-12,5,2,35,498,0,True,True
18028-14,1357,2,1535,4381894,0,True,True
18040-1,9,6,42,789,0,True,True
18134-6,5,2,8,43,0,True,True
18228-61,13,2,38,219,0,True,True
18228-77,44,28,115,886,0,True,True
18263-3,56,56,1,15,0,False,True
18265-1,10,3,23,114,0,True,True
18270-1,2,2,3,7,0,False,True
18270-2,2,2,4,15,0,False,True
18272-306,78,2,219,871,0,True,True
18289-5,3,2,3,5,0,False,True
18289-18,4,3,85,608,0,True,True
18289-42,3,2,2,920,0,True,True
18294-14,6,2,17,50,0,True,True
18294-93,81,3,246,1006,0,True,True
18294-143,3,3,14,60,0,False,True
18321-2,7,2,20,39,0,True,True
18330-1,23,6,128,417,0,True,True
18330-3,22,11,116,350,0,True,True
18330-4,20,4,88,267,0,True,True
18330-5,18,5,72,239,0,True,True
18330-6,16,4,48,190,0,True,True
18330-7,15,2,38,171,0,True,True
18330-8,11,2,27,153,0,True,True
18330-12,112,2,941,12123,0,True,True
18359-1,19,2,228,1143,0,True,True
18463-12,18,6,110,513,0,True,True
18463-13,15,7,110,444,0,True,True
18463-14,16,6,123,477,0,True,True
18488-1,19,2,71,1095,0,True,True
18576-6,13,3,1728,13256,0,True,True
18576-7,7,2,263,6254,0,True,True
18761-50,11,3,19,254,0,True,True
18912-3,16,4,58,693,0,True,True
19047-7,50,3,68,2151,0,True,True
19049-38,50,25,179,2745,0,True,True
19092-3,10,2,37,271,0,True,True
19174-8,4,3,7,72,0,False,True
19174-10,6,2,69,379,0,True,True
19181-1,64,4,200,748,0,True,True
19181-2,7,2,15,46,0,True,True
19208-18,31,2,139,978,0,True,True
19219-3,7,2,31,285,0,True,True
19245-6,11,11,91,930,0,True,True
19250-3,7,3,28,128,0,True,True
19336-2,6,2,15,39,0,False,True
19378-5,13,2,31,147,0,True,True
19378-6,13,3,43,154,0,True,True
19378-7,11,2,27,92,0,True,True
19380-4,16,2,58,699,0,True,True
19380-6,61,3,236,1808,0,True,True
19411-19,15,2,45,1706,0,True,True
19417-3,4,2,13,131,0,True,True
19473-1,26,17,129,468,0,True,True
19521-1,11,2,21,907,0,True,True
19540-6,263,2,2289,17369,0,True,True
19540-8,240,4,1907,12981,0,True,True
19540-20,20,2,34,117,0,True,True
19540-22,17,6,48,379,0,True,True
19540-30,16,2,32,129,0,True,True
19540-45,4,4,5,30,0,True,True
19540-57,26,2,56,2239,0,True,True
19540-67,58,2,208,1114,0,True,True
19540-74,5,3,25,154,0,True,True
19540-78,48,4,153,3363,0,True,True
19540-82,23,2,77,695,0,True,True
19540-94,22,5,52,289,0,True,True
19542-5,3,2,26,68,0,False,True
19542-6,3,2,19,54,0,False,True
19542-8,3,2,12,144,0,True,True
19612-6,3,2,2,3,0,True,True
19612-27,9,2,20,235,0,True,True
19612-29,8,8,1,13,0,False,True
19612-38,9,2,15,64,0,False,True
19612-86,13,2,51,480,0,True,True
19612-109,7,3,23,143,0,True,True
19612-209,27,5,182,698,0,True,True
19661-3,10,2,68,339,0,True,True
19663-8,28,5,65,1145,0,True,True
19697-31,166,2,450,17347,0,True,True
19697-32,223,86,573,18288,0,True,True
19697-36,56,2,112,7217,0,True,True
19697-37,80,13,232,8951,0,True,True
19697-38,44,4,73,4298,0,True,True
19731-5,20,3,34,891,0,True,True
19748-9,5,2,79,569,0,True,True
19748-10,6,2,68,825,0,True,True
19889-61,36,3,131,1270,0,True,True
19889-66,5,2,8,114,0,True,True
19894-8,4,2,15,97,0,False,True
19939-151,11,2,32,146,0,True,True
19939-218,48,3,136,480,0,True,True
19939-219,45,2,70,121,0,True,True
19940-10,41,8,80,1576,0,True,True
19940-14,51,5,124,3308,0,True,True
19986-6,9,2,19,152,0,True,True
20034-3,4,2,17,138,0,True,True
20034-13,10,3,57,689,0,True,True
20034-39,28,2,116,3122,0,True,True
20034-40,6,2,41,525,0,True,True
20034-42,14,3,70,998,0,True,True
20034-43,12,2,68,807,0,True,True
20086-4,5,2,31,208,0,True,True
20086-8,4,2,8,24,0,True,True
20125-5,104,6,66,8849,0,True,True
20221-141,13,3,47,175,0,True,True
20221-154,92,4,522,1611,0,True,True
20221-157,44,3,224,2065,0,True,True
20229-42,147,10,173,3527,0,True,True
20229-44,28,17,23,130,0,True,True
20301-3,230,206,65,696,0,True,True
20301-5,230,207,35,823,0,True,True
20301-7,224,189,147,2497,0,True,True
20309-8,54,11,239,3010,0,True,True
20331-7,10,2,41,365,0,True,True
20366-1,3,2,15,48,0,True,True
20366-2,3,2,12,37,0,True,True
20385-1,12,4,22,324,0,True,True
20400-6,5,3,13,32,0,True,True
20400-8,19,5,89,800,0,True,True
20424-2,50,5,45,9471,0,True,True
20452-2,11,3,33,183,0,True,True
20452-3,8,2,15,145,0,True,True
20462-175,281,12,1150,4999,0,True,True
20469-4,32,32,186,3936,0,True,True
20469-7,82,7,198,5388,0,True,True
20469-8,11,5,39,288,0,True,True
20621-2,2,2,2,52,0,True,True
20647-6,148,2,173,533732,0,True,True
20658-1,105,4,552,2939,0,True,True
20658-5,18,18,6,12,0,True,True
20696-14,8,2,14,68,0,True,True
20732-4,7,7,2,2,0,True,True
20732-15,4,4,3,10,0,True,True
20766-6,26,26,5,13,0,False,True
20766-8,14,3,91,795,0,True,True
20817-2,2,2,11,61,0,True,True
20818-5,23,2,77,1085,0,True,True
20818-25,16,3,47,1947,0,True,True
20818-35,11,2,22,311,0,True,True
20818-38,13,2,33,404,0,True,True
20818-41,8,3,20,344,0,True,True
20860-3,23,3,120,990,0,True,True
20860-12,5,3,19,77,0,True,True
20860-17,15,3,53,2537,0,True,True
20860-18,10,2,22,96,0,True,True
20860-19,10,2,24,291,0,True,True
20870-1,39,3,102,801,0,True,True
20870-18,224,3,872,13121,0,True,True
20870-23,24,2,86,369,0,True,True
20870-24,20,2,59,296,0,True,True
20870-26,18,2,51,283,0,True,True
20870-47,3,2,8,72,0,True,True
20890-3,31,3,244,576,0,True,True
20898-1,18,3,43,1077,0,True,True
20959-2,30,25,29,2638,0,True,True
20966-5,10,2,17,89,0,True,True
20971-6,7,2,17,97,0,True,True
20971-8,11,2,22,136,0,True,True
20977-8,37,2,108,791,0,True,True
20977-102,433,3,2431,21115,0,True,True
20977-104,268,2,1440,4106,0,True,True
20977-124,219,4,875,8068,0,True,True
20977-126,29,3,166,1192,0,True,True
20977-128,201,19,2636,10960,0,True,True
20977-130,352,12,2477,10312,0,True,True
20977-133,216,2,464,1387,0,True,True
20977-137,571,4,5727,32574,0,True,True
20977-138,567,3,5719,31953,0,True,True
20977-145,457,4,3748,24686,0,True,True
20977-146,381,3,1488,15508,0,True,True
20977-147,242,2,2590,9612,0,True,True
20977-151,43,23,100,495,0,True,True
20977-163,20,2,95,1030,0,True,True
20977-164,3,3,1,2,0,False,True
20977-165,194,4,717,2010,0,True,True
20977-166,6,2,6,45,0,False,True
20977-172,52,6,251,1104,0,True,True
20977-174,68,2,184,1951,0,True,True
21020-6,378,2,624,3911,0,True,True
21020-10,2,2,3,31,0,True,True
21020-13,8,2,42,277,0,True,True
21020-45,44,2,65,1533,0,True,True
21020-46,371,5,380,2280,0,True,True
21020-59,154,3,488,6664,0,True,True
21020-85,34,2,41,1364,0,True,True
21020-110,35,32,21,112,0,True,True
21020-124,9,2,45,283,0,True,True
21020-134,32,2,39,1320,0,True,True
21020-150,32,2,40,1069,0,True,True
21060-8,19,2,111,1352,0,True,True
21060-34,54,5,404,5892,0,True,True
21062-1,51,3,228,1473,0,True,True
21062-2,48,5,227,1272,0,True,True
21062-4,56,6,237,1884,0,True,True
21170-11,3,2,5,123,0,True,True
21205-11,25,3,122,807,0,True,True
21247-3,12,5,62,1207,0,True,True
21247-4,27,16,52,863,0,True,True
21293-21,9,2,27,59,0,True,True
21293-23,21,3,29,190,0,True,True
21322-32,32,4,124,574,0,True,True
21365-3,13,4,30,252,0,True,True
21365-6,5,2,10,97,0,True,True
21428-99,7,3,49,330,0,True,True
21428-102,4,2,13,70,0,True,True
21428-104,6,2,37,226,0,True,True
21428-105,3,2,5,16,0,True,True
21428-111,2,2,12,35,0,False,True
21428-113,8,2,10,173,0,False,True
21428-117,4,2,46,195,0,True,True
21428-118,4,2,42,189,0,True,True
21428-132,4,3,39,498,0,True,True
21428-133,12,3,118,971,0,True,True
21428-134,10,2,61,417,0,True,True
21428-135,3,2,7,35,0,True,True
21447-2,3,3,1,2,0,True,True
21479-11,7,3,20,78,0,True,True
21500-2,14,7,12,39,0,True,True
21500-3,4,2,9,32,0,False,True
21510-2,22,2,117,1267,0,True,True
21512-6,5,2,13,69,0,True,True
21518-2,18,2,59,280,0,True,True
21518-14,41,2,131,1448,0,True,True
21518-27,63,3,218,2683,0,True,True
21536-302,11,4,45,215,0,True,True
21537-3,12,3,40,942,0,True,True
21540-14,11,2,33,73,0,True,True
21540-34,13,5,34,93,0,True,True
21540-35,7,2,16,48,0,True,True
21545-8,32,5,149,1141,0,True,True
21545-10,23,2,78,606,0,True,True
21559-87,65,3,212,3842,0,True,True
21559-106,15,3,43,292,0,True,True
21559-253,18,6,46,133,0,True,True
21559-288,22,3,62,276,0,True,True
21559-404,30,2,52,386,0,True,True
21559-412,105,5,547,3277,0,True,True
21559-415,111,44,404,2394,0,True,True
21559-416,110,22,527,5458,0,True,True
21559-417,60,5,201,3375,0,True,True
21559-418,47,5,108,1550,0,True,True
21559-419,39,3,83,550,0,True,True
21559-421,65,13,190,1488,0,True,True
21559-426,41,4,119,788,0,True,True
21559-430,38,4,107,822,0,True,True
21559-435,35,3,237,1290,0,True,True
21559-437,57,3,183,883,0,True,True
21559-443,32,22,26,287,0,True,True
21559-444,22,11,76,266,0,True,True
21559-445,111,19,333,4475,0,True,True
21559-449,30,20,54,343,0,True,True
21559-450,5,4,6,115,0,True,True
21595-3,18,4,53,441,0,True,True
21596-54,6,2,41,120,0,False,True
21596-61,7,3,73,963,0,True,True
21596-64,16,5,104,993,0,True,True
21596-65,8,5,67,629,0,True,True
21607-7,8,6,18,69,0,True,True
21629-18,14,3,93,718,0,True,True
21647-5,23,12,61,536,0,True,True
21692-4,11,2,13,56,0,False,True
21692-52,2,2,6,15,0,True,True
21692-67,2,2,6,16,0,False,True
21692-68,208,3,1108,3862,0,True,True
21692-72,145,3,427,1870,0,True,True
21692-77,27,2,129,1057,0,True,True
21692-82,17,2,56,669,0,True,True
21692-87,7,2,36,215,0,True,True
21692-91,35,2,135,673,0,True,True
21692-92,76,2,468,2772,0,True,True
21692-94,264,3,2219,18037,0,True,True
21692-108,20,5,97,604,0,True,True
21698-25,40,7,189,705,0,True,True
21698-29,24,4,97,667,0,True,True
21698-46,5,2,9,52,0,True,True
21724-5,34,3,86,3348,0,True,True
21724-15,15,2,33,197,0,True,True
21770-24,13,2,35,534,0,True,True
21770-36,31,2,133,1233,0,True,True
21770-52,6,2,12,106,0,False,True
21770-57,10,2,37,170,0,True,True
21770-66,11,2,136,725,0,True,True
21770-67,11,4,36,486,0,True,True
21770-68,5,3,13,58,0,False,True
21770-69,7,2,17,163,0,True,True
21770-73,2,2,102,210,0,True,True
21770-74,4,2,6,192,0,True,True
21770-75,4,2,104,391,0,True,True
21770-86,14,4,49,684,0,True,True
21770-87,6,2,16,68,0,False,True
21770-98,10,3,24,576,0,True,True
21770-106,5,2,24,103,0,True,True
21770-107,4,2,20,62,0,True,True
21770-116,18,3,63,449,0,True,True
21770-117,11,4,46,213,0,True,True
21770-118,4,3,11,97,0,True,True
21770-157,5,2,14,57,0,True,True
21770-164,13,2,62,441,0,True,True
21770-165,7,2,11,180,0,True,True
21770-179,36,2,94,700,0,True,True
21770-184,16,2,58,606,0,True,True
21770-198,6,2,13,188,0,True,True
21770-214,5,3,17,103,0,False,True
21770-219,10,2,31,536,0,True,True
21770-222,74,2,422,3915,0,True,True
21770-223,32,2,95,1325,0,True,True
21770-224,20,4,71,1290,0,True,True
21770-227,42,2,96,1362,0,True,True
21770-230,34,3,95,587,0,True,True
21770-231,33,2,78,434,0,True,True
21770-251,106,3,304,1791,0,True,True
21770-252,96,5,286,1205,0,True,True
21770-260,5,3,10,42,0,False,True
21770-263,19,3,76,1133,0,True,True
21770-264,17,2,59,981,0,True,True
21770-266,3,3,10,26,0,False,True
21770-283,62,37,74,1768,0,True,True
21770-289,12,4,40,602,0,True,True
21770-298,47,6,233,1964,0,True,True
21770-299,106,6,352,2301,0,True,True
21770-300,21,5,80,1054,0,True,True
21770-302,45,5,324,2645,0,True,True
21770-304,139,4,718,7717,0,True,True
21770-326,26,25,15,101,0,True,True
21770-327,42,6,157,2049,0,True,True
21778-124,6,2,19,128,0,True,True
21779-15,9,2,23,212,0,True,True
21796-12,9,2,20,179,0,True,True
21796-71,14,2,33,240,0,True,True
21797-15,23,2,77,819,0,True,True
21837-2,54,4,271,1166,0,True,True
21837-19,72,2,169,1913,0,True,True
21837-64,33,14,38,978,0,True,True
21837-67,73,4,151,770,0,True,True
21839-1,6,2,36,194,0,True,True
21847-2,4,2,26,95,0,True,True
21907-53,17,5,50,269,0,True,True
21907-59,18,3,20,70,0,True,True
21907-66,44,2,241,1344,0,True,True
21907-125,71,2,381,1400,0,True,True
21937-1,10,10,1,2,0,False,True
21947-25,20,4,111,2216,0,True,True
21947-26,18,6,51,2210,0,True,True
21947-31,9,4,84,440,0,True,True
21959-9,59,3,152,3352,0,True,True
21971-11,4,2,9,40,0,True,True
21995-3,8,3,7,17,0,True,True
21995-5,12,12,20,133,0,True,True
22020-1,60,32,79,1000,0,True,True
22037-4,6,3,10,59,0,True,True
22043-290,4,2,30,152,0,False,True
22043-306,28,2,128,1138,0,True,True
22043-309,26,5,99,988,0,True,True
22043-330,4,3,10,118,0,True,True
22043-338,25,2,100,766,0,True,True
22043-372,21,8,138,717,0,True,True
22043-373,20,5,151,708,0,True,True
22043-375,18,9,62,612,0,True,True
22043-376,13,7,27,110,0,True,True
22043-377,19,12,54,272,0,True,True
22054-4,8,6,16,2099,0,True,True
22054-5,116,37,460,1619,0,True,True
22054-11,251,3,701,14543,0,True,True
22054-16,156,2,740,15118,0,True,True
22054-23,9,3,25,105,0,True,True
22054-25,6,2,32,199,0,True,True
22054-31,20,3,93,1157,0,True,True
22054-40,56,8,255,2188,0,True,True
22054-41,188,9,381,7901,0,True,True
22054-45,62,2,351,2992,0,True,True
22069-3,17,4,40,415,0,True,True
22087-7,190,7,232,3683,0,True,True
22087-21,21,4,58,530,0,True,True
22087-27,59,2,106,3790,0,True,True
22087-31,10,2,21,279,0,True,True
22089-6,17,7,26,457,0,True,True
22089-7,10,5,10,233,0,True,True
22090-6,26,4,68,563,0,True,True
22090-8,53,4,87,1125,0,True,True
22097-7,20,2,36,1168,0,True,True
22098-24,18,6,29,315,0,True,True
22098-74,15,3,26,387,0,True,True
22101-6,4,2,8,12,0,True,True
22101-8,7,4,17,239,0,False,True
22262-9,2,2,2,4,0,False,True
22266-9,21,2,63,419,0,True,True
22266-41,3,3,1,7,0,False,True
22266-43,16,12,17,571,0,True,True
22281-27,24,5,33,445,0,True,True
22299-7,9,2,15,103,0,True,True
22299-15,8,2,21,143,0,True,True
22299-17,17,4,51,182,0,True,True
22315-39,8,7,2,3,0,False,True
22329-3,24,2,73,1496,0,True,True
22385-2,5,3,16,90,0,True,True
22399-29,3,2,7,57,0,True,True
22401-6,69,5,496,3765,0,True,True
22401-7,8,2,22,273,0,True,True
22422-4,14,5,24,375,0,True,True
22422-9,11,4,18,894,0,True,True
22422-11,42,5,68,1228,0,True,True
22422-22,45,2,96,960,0,True,True
22422-25,185,2,459,6812,0,True,True
22422-27,25,4,45,611,0,True,True
22422-29,12,4,14,326,0,True,True
22422-32,18,5,24,393,0,True,True
22422-34,14,5,18,349,0,True,True
22422-36,10,4,12,244,0,True,True
22422-44,310,6,623,54875,0,True,True
22422-55,9,3,12,85,0,True,True
22422-63,22,4,31,230,0,True,True
22422-64,22,5,35,303,0,True,True
22422-65,19,2,31,218,0,True,True
22422-68,121,2,284,4540,0,True,True
22422-75,14,3,21,227,0,True,True
22422-79,77,6,198,2600,0,True,True
22422-80,94,2,245,3147,0,True,True
22422-83,22,4,41,282,0,True,True
22422-88,10,3,12,91,0,True,True
22422-113,21,4,47,555,0,True,True
22422-116,17,4,31,330,0,True,True
22422-118,13,3,20,113,0,True,True
22422-120,20,2,39,424,0,True,True
22422-122,18,2,35,332,0,True,True
22422-124,16,2,28,252,0,True,True
22422-141,18,9,15,331,0,True,True
22422-142,16,2,19,417,0,True,True
22422-145,11,3,21,144,0,True,True
22422-148,6,2,9,147,0,True,True
22422-152,30,3,73,3225,0,True,True
22422-153,8,3,16,1902,0,False,True
22422-159,6,2,9,68,0,True,True
22422-166,18,4,53,483,0,True,True
22422-167,8,4,10,102,0,True,True
22422-168,8,4,10,90,0,True,True
22422-171,312,2,617,54950,0,True,True
22422-173,37,4,69,838,0,True,True
22422-180,267,12,469,10000,0,True,True
22422-185,110,4,297,3975,0,True,True
22422-187,112,5,339,44911,0,True,True
22422-188,101,4,277,3430,0,True,True
22422-191,80,2,196,2810,0,True,True
22422-193,78,6,155,13638,0,True,True
22422-197,15,5,23,188,0,True,True
22422-199,8,4,13,113,0,True,True
22422-200,43,5,72,1093,0,True,True
22422-201,156,25,344,3402,0,True,True
22422-204,9,2,37,153,0,True,True
22441-6,9,4,23,102,0,True,True
22485-29,615,4,705,1618,0,True,True
22485-437,53,49,59,251,0,True,True
22493-6,210,3,478,8813,0,True,True
22493-7,118,2,215,4751,0,True,True
22493-9,47,6,165,1200,0,True,True
22493-12,12,2,36,714,0,True,True
22493-14,64,2,284,3656,0,True,True
22506-3,2,2,13,69,0,False,True
22506-4,3,2,20,55,0,False,True
22522-5,5,2,5,39,0,False,True
22529-66,1011,2,7273,128524,0,True,True
22529-117,1022,19,7525,132404,0,True,True
22529-172,230,8,756,27140,0,True,True
22529-384,1030,19,7293,133004,0,True,True
22529-897,1010,2,7234,128257,0,True,True
22529-1241,1024,3,7402,132106,0,True,True
22529-1285,970,3,6841,123927,0,True,True
22535-29,96,4,976,7373,0,True,True
22535-31,18,2,114,635,0,True,True
22535-35,14,4,46,358,0,True,True
22535-38,4,2,11,47,0,True,True
22535-52,74,3,175,1450,0,True,True
22560-2,50,40,43,191,0,True,True
22560-6,19,2,34,137,0,True,True
22560-8,17,3,64,238,0,True,True
22560-16,55,2,204,469,0,True,True
22560-24,36,2,122,406,0,True,True
22560-35,76,6,383,4158,0,True,True
22560-38,13,3,44,241,0,True,True
22560-39,11,2,38,168,0,True,True
22560-40,12,2,32,118,0,True,True
22560-43,21,3,86,464,0,True,True
22560-49,10,2,35,116,0,True,True
22560-58,334,39,670,2332,0,True,True
22560-59,137,23,1895,6118,0,True,True
22560-72,101,19,464,6422,0,True,True
22560-74,70,2,294,3928,0,True,True
22560-75,45,4,237,1378,0,True,True
22560-79,22,2,28,1750,0,True,True
22560-85,352,2,5748,28626,0,True,True
22574-39,38,3,82,232,0,True,True
22574-40,9,2,19,123,0,True,True
22579-18,23,2,57,433,0,True,True
22579-35,113,2,119,264,0,False,True
22586-22,61,2,286,2241,0,True,True
22586-23,68,26,285,2122,0,True,True
22597-4,24,2,78,614,0,True,True
22597-23,172,16,723,10984,0,True,True
22597-31,16,2,20,487,0,True,True
22597-206,21,2,48,282,0,True,True
22624-2,16,5,163,1738,0,True,True
22624-9,101,3,203,5642,0,True,True
22629-2,10,2,31,560,0,True,True
22632-6,15,4,56,446,0,True,True
22632-7,10,5,36,357,0,True,True
22632-8,8,2,20,173,0,True,True
22632-10,4,2,10,89,0,True,True
22632-16,7,3,35,265,0,True,True
22632-17,7,2,30,203,0,True,True
22632-20,28,3,253,1887,0,True,True
22644-45,19,2,107,3480,0,True,True
22644-51,21,4,145,1700,0,True,True
22644-52,3,2,6,41,0,True,True
22644-80,17,3,144,476,0,True,True
22644-224,3,2,8,62,0,True,True
22644-230,15,5,91,868,0,True,True
22644-231,21,3,111,925,0,True,True
22644-237,3,3,5,291,0,True,True
22657-2,7,3,107,592,0,True,True
22657-12,17,2,77,537,0,True,True
22657-16,7,2,51,405,0,True,True
22657-20,7,3,33,240,0,True,True
22678-1,8,4,50,1239,0,True,True
22713-1,63,8,114,7232,0,True,True
22730-7,8,6,7,1331,0,True,True
22739-4,15,2,21,61,0,True,True
22739-5,41,2,70,245,0,True,True
22739-99,3,2,18,83,0,False,True
22739-103,3,2,15,52,0,False,True
22739-104,8,7,7,42,0,False,True
22739-105,5,2,10,59,0,False,True
22742-6,32,3,106,695,0,True,True
22744-95,28,3,31,751,0,True,True
22788-73,397,2,400,1082,0,True,True
22788-85,191,6,489,13245,0,True,True
22791-1,177,4,522,3657,0,True,True
22826-7,9,7,25,181,0,True,True
22826-9,12,4,32,104,0,True,True
22826-17,12,3,38,166,0,True,True
22826-18,14,5,59,380,0,True,True
22848-3,5,2,6,140,0,True,True
22848-16,17,2,26,1083,0,True,True
22848-18,65,2,162,867,0,True,True
22848-20,19,2,28,1080,0,True,True
22848-23,14,2,36,1188,0,True,True
22848-29,15,2,45,306,0,True,True
22848-31,36,2,118,633,0,True,True
22848-36,8,2,33,246,0,True,True
22856-3,3,3,12,56,0,True,True
22856-5,4,2,21,144,0,True,True
22862-3,1438,2,1573,531315,0,True,True
22862-10,58,3,697,15326,0,True,True
22865-3,21,7,131,558,0,True,True
22931-4,7,3,17,125,0,True,True
22931-23,34,15,103,571,0,True,True
22935-6,15,3,84,493,0,True,True
22936-9,72,2,482,1751,0,True,True
22936-10,19,2,83,452,0,True,True
22947-15,9,2,22,40,0,False,True
22947-64,119,2,735,5163,0,True,True
22947-78,54,3,264,703,0,True,True
22947-80,2,2,1,4,0,False,True
22947-99,3,2,40,1030,0,True,True
22947-189,91,2,444,2802,0,True,True
22947-190,91,2,455,2932,0,True,True
22947-194,85,2,402,2589,0,True,True
22947-217,6,5,76,558,0,True,True
22947-227,22,5,1726,15057,0,True,True
22947-242,53,3,2036,16386,0,True,True
22947-252,17,2,1646,14484,0,True,True
22947-259,12,2,18,488,0,True,True
22947-260,89,4,267,7440,0,True,True
22947-265,47,3,151,527,0,True,True
22947-268,46,5,951,12933,0,True,True
22947-272,51,2,971,13047,0,True,True
22947-277,111,3,584,2400,0,True,True
22947-283,159,3,1336,10428,0,True,True
22947-284,15,3,76,662,0,True,True
22947-293,284,2,2714,9016,0,True,True
22947-297,5,2,9,186,0,False,True
22987-21,12,3,49,164,0,True,True
23024-19,17,2,140,1466,0,True,True
23024-24,3,3,31,94,0,True,True
23024-36,6,4,50,463,0,True,True
23063-6,11,3,27,127,0,False,True
23063-17,24,2,73,988,0,True,True
23063-35,45,3,598,2490,0,True,True
23063-37,109,21,1854,8034,0,True,True
23063-40,88,2,1603,6773,0,True,True
23063-42,237,83,1412,53049,0,True,True
23063-49,25,2,123,715,0,True,True
23063-57,21,3,156,1059,0,True,True
23063-59,31,3,128,1318,0,True,True
23063-62,37,3,142,1300,0,True,True
23063-73,85,6,496,2334,0,True,True
23063-78,81,2,635,3741,0,True,True
23063-85,39,3,84,3113,0,True,True
