idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/devel/3.0,e5c332e00f4ffd8e27e9489aaf6be77354c835ea,8ccf2542a9789a3db8f8ea12a7d6e3b99a73475a,a3a0f014583e3ed3802608f899a43d12be7511e6,,False,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/8ccf2542a9789a3db8f8ea12a7d6e3b99a73475a_a3a0f014583e3ed3802608f899a43d12be7511e6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/8ccf2542a9789a3db8f8ea12a7d6e3b99a73475a_a3a0f014583e3ed3802608f899a43d12be7511e6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/8ccf2542a9789a3db8f8ea12a7d6e3b99a73475a_a3a0f014583e3ed3802608f899a43d12be7511e6_left_right.log'}",True,True,79,3271,False,,,,,,False
4,refs/heads/devel/3.0,5fa4f02f92045a1a3ab18f52d51283daffb619d0,955530068ab7965b7c6f2e0f79c1f3b04239fb78,0009ecde859bfa107fa8f17b9f5174a3273f981d,,False,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/955530068ab7965b7c6f2e0f79c1f3b04239fb78_0009ecde859bfa107fa8f17b9f5174a3273f981d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/955530068ab7965b7c6f2e0f79c1f3b04239fb78_0009ecde859bfa107fa8f17b9f5174a3273f981d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/955530068ab7965b7c6f2e0f79c1f3b04239fb78_0009ecde859bfa107fa8f17b9f5174a3273f981d_left_right.log'}",True,True,10,351,False,,,,,,False
5,refs/heads/devel/3.0,8097fe36f63b6fcafd454a1841735a73dda54a7a,4b2b83bd023f5a2d0dc80ce25aa2d29b189561a1,0cc2217bc28303adf08147a479aed09dc9957364,,False,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/4b2b83bd023f5a2d0dc80ce25aa2d29b189561a1_0cc2217bc28303adf08147a479aed09dc9957364_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/4b2b83bd023f5a2d0dc80ce25aa2d29b189561a1_0cc2217bc28303adf08147a479aed09dc9957364_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/4b2b83bd023f5a2d0dc80ce25aa2d29b189561a1_0cc2217bc28303adf08147a479aed09dc9957364_left_right.log'}",True,True,4,136,False,,,,,,False
7,refs/heads/devel/3.0,cc540b55fa92ee505f06eab583a2c26d14c140f4,3469f9b249889bc29dc3654fb7cf21480fafbc83,2beaaf48b6a87cf2ed7673a30bdc803647764a5d,,True,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/3469f9b249889bc29dc3654fb7cf21480fafbc83_2beaaf48b6a87cf2ed7673a30bdc803647764a5d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/3469f9b249889bc29dc3654fb7cf21480fafbc83_2beaaf48b6a87cf2ed7673a30bdc803647764a5d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/3469f9b249889bc29dc3654fb7cf21480fafbc83_2beaaf48b6a87cf2ed7673a30bdc803647764a5d_left_right.log'}",True,True,5,102,False,Tests_failed,c460bdb84b8e9616ec2be0726b3fd9ad547da637e42cafcf0ea8ebd79909d259,False,Tests_failed,2b4753aae98c5d185d5383d0afbcb05c121274f8ae3f07b25d6dd8604842de10,False
8,refs/heads/devel/3.0,2beaaf48b6a87cf2ed7673a30bdc803647764a5d,a2e99680a60ff14bb13b9537f59a8c5cbcfa26ce,c42112a304af9defb025db6d24bba2cdefe88a4e,,True,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/a2e99680a60ff14bb13b9537f59a8c5cbcfa26ce_c42112a304af9defb025db6d24bba2cdefe88a4e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/a2e99680a60ff14bb13b9537f59a8c5cbcfa26ce_c42112a304af9defb025db6d24bba2cdefe88a4e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/a2e99680a60ff14bb13b9537f59a8c5cbcfa26ce_c42112a304af9defb025db6d24bba2cdefe88a4e_left_right.log'}",True,True,5,70,False,Tests_failed,929503834ddd70798b927cc73e226b6938caef2446e24b8d45b4b494789470ed,False,Tests_failed,523aff1285eb2af8fe80d68da3f4f084eb9f3f37c1f2729cc0cacc85b3518acc,False
9,refs/heads/devel/3.0,955530068ab7965b7c6f2e0f79c1f3b04239fb78,7558838de524ea9470a88f2af37b16968a6674db,c42112a304af9defb025db6d24bba2cdefe88a4e,,False,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/7558838de524ea9470a88f2af37b16968a6674db_c42112a304af9defb025db6d24bba2cdefe88a4e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/7558838de524ea9470a88f2af37b16968a6674db_c42112a304af9defb025db6d24bba2cdefe88a4e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/7558838de524ea9470a88f2af37b16968a6674db_c42112a304af9defb025db6d24bba2cdefe88a4e_left_right.log'}",True,True,5,172,False,,,,,,False
10,refs/heads/devel/3.0,9b60010cf5571baa48eb0303287a38f60a23b062,d2d8006de756ef6efa354160d92f33d6401bc0bc,c42112a304af9defb025db6d24bba2cdefe88a4e,,True,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/d2d8006de756ef6efa354160d92f33d6401bc0bc_c42112a304af9defb025db6d24bba2cdefe88a4e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/d2d8006de756ef6efa354160d92f33d6401bc0bc_c42112a304af9defb025db6d24bba2cdefe88a4e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/d2d8006de756ef6efa354160d92f33d6401bc0bc_c42112a304af9defb025db6d24bba2cdefe88a4e_left_right.log'}",False,True,2,22,False,Tests_failed,ccdaff01bbfe68e96291c7b0450eb7d115c54669c9c050cc3e42604a4eb65cb6,False,Tests_failed,523aff1285eb2af8fe80d68da3f4f084eb9f3f37c1f2729cc0cacc85b3518acc,False
11,refs/heads/devel/3.0,c42112a304af9defb025db6d24bba2cdefe88a4e,3f4459428f1d7c052f4004cbcb2a48f48cea3648,3e6f03bb60cfdb9f273d356966a680d76ef134dc,,True,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/3f4459428f1d7c052f4004cbcb2a48f48cea3648_3e6f03bb60cfdb9f273d356966a680d76ef134dc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/3f4459428f1d7c052f4004cbcb2a48f48cea3648_3e6f03bb60cfdb9f273d356966a680d76ef134dc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/3f4459428f1d7c052f4004cbcb2a48f48cea3648_3e6f03bb60cfdb9f273d356966a680d76ef134dc_left_right.log'}",False,True,2,15,False,Tests_failed,9aa34207cc4011abccd2e6a5d84b43c6a4de366d0497dd8b4cb5a77e308e54da,False,Tests_failed,55e7e7d9738efd27b02c52202d253530c6f39f4b7d78311a9bc41a07a4ca5675,False
12,refs/heads/devel/3.0,7558838de524ea9470a88f2af37b16968a6674db,6636be680341c449833441042192bb7b2434bff2,76b32083a02e6460f1e74789bee786fde32b8471,,False,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/6636be680341c449833441042192bb7b2434bff2_76b32083a02e6460f1e74789bee786fde32b8471_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/6636be680341c449833441042192bb7b2434bff2_76b32083a02e6460f1e74789bee786fde32b8471_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/6636be680341c449833441042192bb7b2434bff2_76b32083a02e6460f1e74789bee786fde32b8471_left_right.log'}",True,True,5,155,False,,,,,,False
13,refs/heads/devel/3.0,71e2dc887c9190a180ca9a52bc0200d13e033f52,1b9bc8f6646a448d8fc0dd94d8974f509cef639b,e4bdbfe6c352cf413d726c4c290e85b11490f981,,False,"{'base_left': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/1b9bc8f6646a448d8fc0dd94d8974f509cef639b_e4bdbfe6c352cf413d726c4c290e85b11490f981_base_left.log', 'base_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/1b9bc8f6646a448d8fc0dd94d8974f509cef639b_e4bdbfe6c352cf413d726c4c290e85b11490f981_base_right.log', 'left_right': 'cache/diff_analyzer/logs/ZeXtras/OpenZAL/1b9bc8f6646a448d8fc0dd94d8974f509cef639b_e4bdbfe6c352cf413d726c4c290e85b11490f981_left_right.log'}",True,True,3,15,False,,,,,,False
