idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
6,refs/heads/main,c2cf9c7f97ce4c3bd137512e1594b102fbaf2b90,720741702f6acb72415bc051a971faf9cddb99f1,3c1d494b235b246f8d7445f0ff4ac708884f6938,,False,True,,,True,121,6834.0,,,,False,False
7,refs/heads/main,720741702f6acb72415bc051a971faf9cddb99f1,c106eda0733e207d0a18588f2e370458ba731f32,30812896f718de25e2186bd3de57ea4a532854cc,,False,True,,,True,8,56.0,,,,False,False
10,refs/heads/main,3d959cc0b8024b33455fbd1e661810163e7d00bc,3ba37f3c307e8f616f6d04e8070520e650de13d3,b4406560779bc0c0416677f2b50b570c77a24847,,False,True,,,True,121,6868.0,,,,False,False
11,refs/heads/main,3ba37f3c307e8f616f6d04e8070520e650de13d3,494918833639288dee8ee9bc2a6cb5a294a785c8,a7dd1cd3f5714e6066ff4934a3284948e0ce7827,,False,False,,,True,10,20.0,,,,False,False
12,refs/heads/main,494918833639288dee8ee9bc2a6cb5a294a785c8,7872babca350db42ea755f004f04694ef3178411,26231a04074c5945efe57e03926b70b6f9497669,,False,False,,,True,5,14.0,,,,False,False
14,refs/heads/main,1fed8ad60c4a0d6f7851157679b5bd4b7ac6426a,345d6fde977d4a38dd01e556f96995447b0cf06d,7df1050f773fdd544e427e3abf316e15c8afeaa5,,False,False,,,True,7,12.0,,,,False,False
19,refs/heads/main,5f79771403245dd9daeae868450f04c5b7bc9f1b,5abbc0dc6f8c34613325e50d48948524982e7910,12c2c516fd7456d3cbde32e42c688385320b51ac,,False,True,,,True,60,2358.0,,,,False,False
22,refs/heads/main,cb8488022e0998a04fec096f202651b7bd30b6ee,d827f86f18ab4f6a3fd52bcba382f04499b26233,04bef8bb05038ff6725d3b2949b2ebe2bc58eeec,,False,True,,,True,62,1785.0,,,,False,False
39,refs/heads/main,c164879e5223464ed99bcd6fc7d475faa7f6f3ba,a58b4f4212cc313ba9752756726f75201916022d,faa7e412f5a53d380c5092f6e6e81d9b3b1aa1aa,,False,False,,,True,7,175.0,,,,False,False
42,refs/heads/main,016b77f4f7b73a365da178742e87ef65088d8be4,11f97bcb9945e3f688211d024f3acec7bf531e32,22206d3c2408a5f77130fbb2ea10a68978364c32,,False,True,,,True,22,368.0,,,,False,False
48,refs/heads/main,94feb80b998ffbdc77b4edf35146e879a3f051ba,a3e61f7fe5d9e7b44976972c647047fa0e98d477,f3ee5f8f8e04e718c567315b909896bd6abeef57,,False,True,,,True,20,225.0,,,,False,False
49,refs/heads/main,a3e61f7fe5d9e7b44976972c647047fa0e98d477,5b7961b5d0eeca8b0dbf645149b37e129ead63c7,a539130507c1073e342089559bc3924a8f4117d7,,False,True,,,True,28,813.0,,,,False,False
50,refs/heads/main,5b7961b5d0eeca8b0dbf645149b37e129ead63c7,37fa48cea29a8444ba2da9992b8d7e74777101ef,dae8b953525f322545e8827875e36312a8315235,,False,True,,,True,11,44.0,,,,False,False
54,refs/heads/main,13f674db335a814d2438878371da27ba4230ce3b,4ffc122d35776e08116b17c1df427c98e856708d,09df3e468a02eced778ca5f8c6524706f96644dc,,False,True,,,True,13,699.0,,,,False,False
61,refs/heads/main,fd84a83a10e8b12fc55204b6f40048c27f7497ec,d401f6b3f8079ea8d620ad7ba48c3a750d0b43d3,ba301759353891e832d0a00b9af92975e1587e41,,False,True,,,True,14,177.0,,,,False,False
67,refs/heads/main,9a9673c6c4970c9bfeb73611a371af40e41fed39,c5263f945ffd9bef76999ef2449c9d91e412633e,8350566fc6903fc90942378a8e4068f310e55d14,,True,False,Tests_passed,440e976e8c1d90f72b2a2f0ae9c394c5081ad26ef3bbb231cfba6b23fd0b8322,True,5,50.0,True,Tests_passed,2859cf8dea3d94633c15890a36c863a36451ada8af25cb542978db76471c59c5,True,True
70,refs/heads/main,80479232b661239d8ea2998aeb426cbeb8e1a750,b650043648ab4d2b4c141757f884ec05fd1cae28,018e460b81b08c6fd35b26992cde71ab637d9d22,,False,True,,,True,26,404.0,,,,False,False
74,refs/heads/main,29612687a097b80e737aa82232dfa4f7dcda01ca,e5e886710cf4cf721600a070278d043ffb7fbde1,d232d85ccaaad93538722b2ba353b6b1d560fbe1,,False,False,,,True,13,264.0,,,,False,False
76,refs/heads/main,8ff079ba606173e16782f418444ab4d65a497160,1511d2c0b200329dafadcee7522cadeea0143cc3,681a4ae0164dc29814918b98d5743df72da1cbff,,False,True,,,True,63,1147.0,,,,False,False
80,refs/heads/main,4b5dc59cfe12549b797941e4dd561c0b6665b5cf,652d9f280761401d9f774df9769214bcf6091696,7d947fc0539bdb535cf3f63e51ee25f056a79dfc,,True,False,Tests_passed,db129a66d3a14cf0aa68dc89350f975f0f81a43a9fd301bf781dc447e4ef5745,True,8,213.0,True,Tests_passed,83e5c85de437b95fdabd72c20fd98096ff1958a8ebc0b76b5cda9957f71a3f9e,True,True
82,refs/heads/main,652d9f280761401d9f774df9769214bcf6091696,bb8f645ec13c9f9b864e9bd5b2a498d6360bd796,60ce1993c7e5819d2874647eff39bcce15b66bbf,,False,False,,,True,7,177.0,,,,False,False
83,refs/heads/main,bb8f645ec13c9f9b864e9bd5b2a498d6360bd796,4552fb8c5749420a4f0b73c386453f151dfc7842,aeb4e757e788001ddbe8aca0124cf9c1b3511f88,,False,False,,,True,4,163.0,,,,False,False
85,refs/heads/main,aeb4e757e788001ddbe8aca0124cf9c1b3511f88,3f6e5a142f33c1f85a7ae0d51126809645e80607,1fc689f80905b72ed0bbdd38249b6f95437a3a2b,,False,True,,,True,36,790.0,,,,False,False
86,refs/heads/main,7865d5d0650bb8c11f92fc58abde19656822b146,9acdc8c919a2cb7702aaf1247953a9fbb904c466,1fc689f80905b72ed0bbdd38249b6f95437a3a2b,,False,True,,,True,51,852.0,,,,False,False
88,refs/heads/main,968cc413bb0ccda9ab8fd5f9b4ccbf326ddfc606,40bff4fe50d3ec7c18c44fcd2983d3e7898d7ebd,8af62e6220be32e7db5591a4b802fe169477f10d,,True,True,Tests_passed,b09f1fb40101b1e47d1440b314cf6f7b79162f874c9693cf03242699d4145508,True,24,119.0,True,Tests_passed,90dc7d9681fd68a246e217252b866c0bff4424cd1c68a5f3d498ad43c2529415,True,True
91,refs/heads/main,12311b33723ec219a7a68f750d57d3a0551c58b3,1b496b686d0b4b27846693337e2b6fcef32d75fc,a4148d8d25daa3bca1d3aa6165e13f29ed28fde0,,False,True,,,True,48,429.0,,,,False,False
92,refs/heads/main,1b496b686d0b4b27846693337e2b6fcef32d75fc,ed42f0f7b4987d61c9e2cdcd09c6df60ee469dc5,e8ad32546343e57dc5029239b639a55e7e050ed7,,False,True,,,True,21,49.0,,,,False,False
94,refs/heads/main,1170c70db922e5bbe169db9f027c81d2e8646854,c271334d85586581fecab200825f7b61b03b4873,bdcebee25b25d7b7929f30576bbde9c1edc10317,,True,True,Tests_passed,c69d08da577f19ecdd48a5a182f498e62e7cbb653b8a9e1ffa27765c1464a436,True,32,363.0,True,Tests_passed,3657e92a7ffdd31ae463a7fc45939a967af3aa5e24a2223ecbb2a149be69bec5,True,True
95,refs/heads/main,bdcebee25b25d7b7929f30576bbde9c1edc10317,f5c1a5b92f1129da36e4e2742e7751d7dad45d02,5db449725ea722c2e2a44f67e3e91def8fe6e882,,True,False,Tests_passed,9f3d3494d5510a2828b40de938cd98db24aea85b0b92fe458cd18f4f8b199d87,True,2,44.0,True,Tests_passed,0094fb38ae2dbcabe386255214a5697ff8a0e8b20b32736deba65a62e584cf62,True,True
96,refs/heads/main,8af62e6220be32e7db5591a4b802fe169477f10d,257b826f6f50957d99b5eadd3112e18f8aef3c72,5db449725ea722c2e2a44f67e3e91def8fe6e882,,True,True,Tests_passed,1a2b1ba3728035d8b24cceaaa6069010ba7fae94dedc1728bd939c4e8f340d2a,True,32,363.0,True,Tests_passed,0094fb38ae2dbcabe386255214a5697ff8a0e8b20b32736deba65a62e584cf62,True,True
99,refs/heads/main,513a65b6cd7768e781a59f7c9000b73a72c46817,e5b3f5e4235a46e88b7337d05b2f307a55af71f4,07f1acb5466ab03069b42e4a5d9d595f1f4823b2,,False,True,,,True,16,142.0,,,,False,False
100,refs/heads/main,e5b3f5e4235a46e88b7337d05b2f307a55af71f4,1f5e0cb19e07f02407b0ef62c1a390ee10c2813f,4459c0e15d21d5f7592545e4d657bb778df2e5a7,,False,True,,,True,32,358.0,,,,False,False
101,refs/heads/main,491621769ff66345a1725bb8c6e37a2e8674cdf3,ff044ed5a181da2b3c366ad4d1831bdcf48b656b,0820fce44bf02cb8c1d8a7e47ecb27bb180654d0,,False,True,,,True,30,349.0,,,,False,False
105,refs/heads/main,be6f0ad4089406b2f9f29476ac701469e43d7e38,db2b4cacea96a29912138626fe1ed5985cb5d073,ab90c4fda4c024528ccd8a28960be14afa4a861d,,False,False,,,True,19,370.0,,,,False,False
106,refs/heads/main,8ca2063ab540c38361e26b57423ff9910f707e1c,7ce59fe25beab1a0d422e616b4f553ee17607a39,f7f58ef3460ee23d66e2c1141cc71d0a985454ad,,False,True,,,True,124,1318.0,,,,False,False
107,refs/heads/main,7ce59fe25beab1a0d422e616b4f553ee17607a39,effd5c77acd6f45af64a336683a60d7a555f53b8,f76100e70960c5f327fe775ba676390d83018d98,,False,False,,,True,12,61.0,,,,False,False
110,refs/heads/main,0d60d4bbcc74dcfa0953103a7c07c162ad4b215c,560a3039dfc1e6ea9b051670861823bf602c586f,8a22e0210f8d4343e8f9922bd1a1143f9d0197f2,,False,True,,,True,106,1014.0,,,,False,False
113,refs/heads/main,8dc8144c6beb0a48167b9d8e475350ab1ea478e0,0ec0605bd16df0327641badf6824c587cd40ead5,1f9fdac1c356fdbc01c0da68584045069a2bf2f2,,False,False,,,True,64,334.0,,,,False,False
114,refs/heads/main,0ec0605bd16df0327641badf6824c587cd40ead5,22eefaf9d4346bac5829e8841bb8e0b7b89a9eff,203031881b2f914a5b64538df7e54d1bb731f613,,False,False,,,True,66,373.0,,,,False,False
116,refs/heads/main,a269618b02f56006391985174a32054407f57163,8d890e827cd253953e07b2811359e59d197929d4,8dea6e4f5848c234bb8757c16350e3a13323486c,,False,True,,,True,60,1111.0,,,,False,False
117,refs/heads/main,82de1332fe8e59ff9f696f206950b724a144a86c,55bc3b37419ba9cd91e97d105bac8478908e3ddf,8dea6e4f5848c234bb8757c16350e3a13323486c,,False,True,,,True,102,1176.0,,,,False,False
119,refs/heads/main,67658ca1de8fffc6354be5e0e8cf96957ac97c6a,fef56ecf6f868c84bfd7ab8aac5ac530a0821d97,664b914ec1829057f1cde920cb4000766cf26fc3,,True,True,Tests_passed,0afa75215212b6e2af68d7917b84abf1d30dcc133e501d8fbea077889c279f22,True,29,671.0,True,Tests_passed,3328e97f09a6da0ca74ee3fcd0cf6c574bdce1904ddd0b23a91e0403329937d4,True,True
121,refs/heads/main,963640f69aed3374e403e0568e8a763e32105ff3,f938f64a4590ac92fef3aaebd3e6991882541483,7893ca9a60fdfa2d04ba8f888693c5dbaad10d1b,,False,True,,,True,31,387.0,,,,False,False
125,refs/heads/main,25984dab45d163edb09fc4f5d37aaf4fa12eb655,2fa9baf46cb2fce3c5a786c62afb8ea86267b4a1,96b67880237369dbc38f31d27a99cbffe2969681,,True,True,Tests_passed,3b3dfeb1579d838bbc39af235cf97b2e23b1c145fa02b54f6ba477059fb9e2a6,True,25,353.0,True,Tests_passed,0d9673210f87ef46327a7409f7869d0bcfd0e892e014c7cd1c62d649b0d51d5d,True,True
127,refs/heads/main,5835b5179747907c5ef3b76311ff13c5c44edb32,d9a41ed828504af00c97120a97a880607f1f2166,640ac834c659acc1e4144ca2e62b06957260b24f,,False,False,,,True,4,57.0,,,,False,False
130,refs/heads/main,556c1e2d4a5b491e1f9a28ac14f8b45b8f0e372e,e8afc406aaa883d353baf788b70ee7278bce1fac,574499ab645bd757481ebeb81f8684c6faa0abf7,,False,False,,,True,5,46.0,,,,False,False
132,refs/heads/main,c0de66197007cb81e65b478618e2ed612f404050,b73e7cacc6c22a07208be18fad408086fd82564f,5779fe52a642d76821ff2d9b7f893bb5badca402,,False,False,,,True,3,10.0,,,,False,False
135,refs/heads/main,a5d33e4a0fad05b7b2c86fc4a9852061dd1ea281,3816caa15f0a7e4d023a54772c1fb8fdbf1eb658,d8269ec3456a52eca37c0caad0966eb8dce6cae9,,False,True,,,True,50,1323.0,,,,False,False
136,refs/heads/main,3bba54e9928ebc9d26d9f978885c60537d12c1f1,674dd0adbf9aa76b4c6a72367c47eba327fbe8a5,b2d66c157b6e6392969285b0b780d4803aba8fcd,,True,True,Tests_passed,cb1ded913c4f96d1d3555d419ede10f8a466e4c71aefdee158846d54718b7f3d,True,39,1243.0,True,Tests_passed,a850f46791f720fdf4bb7c349f2c8f229d2b24ac63546e1e1f4fa9e370209b47,True,True
141,refs/heads/main,d6eddd4b49883e7e59e7b253425c8a3ac83be171,546524ce2c251a2a8b9e18630a40eea452430f3d,dd6501cc1dd4aaeb8a463c24fba4b3334fa623a8,,True,True,Tests_failed,f3e78e1694afe03e720b0064888feaa3bac92e94c0b004650ab1078f2b9e6267,True,22,285.0,False,Tests_failed,0b4268d690764e6e8cd0afee69dfe5c7607afeaf5c89e5ba21530357d329ed85,False,False
143,refs/heads/main,790015fd3069bb189ef7f03cb8139c1f159f635a,9fa0f7f5a3f4d4de9b25b39a0a903c36c8c5d7fe,a515c0ec9796253e8ddae508ebdbd9db0dac1f26,,False,True,,,True,21,282.0,,,,False,False
144,refs/heads/main,9fa0f7f5a3f4d4de9b25b39a0a903c36c8c5d7fe,ab8826b6b0602660701d6abcddc9694b1cabfc5e,dd6501cc1dd4aaeb8a463c24fba4b3334fa623a8,,False,True,,,True,20,271.0,,,,False,False
146,refs/heads/main,b141e57a420daddb0fd68c5df8191357a5103e45,4d5638b48d31c72c7d4650fb7d27ec5244efa3be,a15f42450dd4b2ae650e7ab347fad08436e15b71,,False,False,,,True,7,39.0,,,,False,False
147,refs/heads/main,4d5638b48d31c72c7d4650fb7d27ec5244efa3be,01d8bb6001a289d1478aebb3c4daa8baabf9bf1a,e05a220aad0be909b514c7e9e5eee8dc99c5b624,,False,False,,,True,6,37.0,,,,False,False
152,refs/heads/main,5f46663ddb63b20c89463cb6980f7575646e8923,febdfe112a479f83721fa08d8533750bfa7f92d1,870d668d95d011c6082d5596ab88ffe7399f1933,,False,True,,,True,123,2473.0,,,,False,False
161,refs/heads/main,10fb97ac3afe3caf9c3f83ba0c516f4a7dc56f25,fbc3861f74a88fc975575a610ad49a8af9e71a27,3ff3f60c36ca00d7ff58bb4da2611baa4561f839,,False,True,,,True,76,1731.0,,,,False,False
164,refs/heads/main,ea2ef8bdaea835ac2f286cf13eb33e8509866e7d,2902a41f0542e9db2d46164d0bdeceaa2fc87df3,b8268bc30e72f2a2a5275001d11ce4e68030dbaf,,False,True,,,True,39,1321.0,,,,False,False
172,refs/heads/main,fd94f3e330396a57b34722310d41ee45f5a8df05,50444d8fc5290f758a62c9e6b49f18fd434d7eae,0fb3845d3b4e61d9f91112abf703233cd4669de6,,False,True,,,True,12,226.0,,,,False,False
187,refs/heads/main,ca3cce3e4e64450c53ac64d7f8400f5da27fbae4,5a1ecfdca9ed98967b172da23d99804919a0b052,1b5f805d2916dce67620e8862a17527b3d8c5daf,,False,True,,,True,28,367.0,,,,False,False
190,refs/heads/main,8f3d860edaaadbda8c3cbde043c25a9233b33325,ad33b22ca01f2c5e6db63c616056bfa1d46d4534,36081c2713661236db97a9f4c67f9b81b7f7e4a6,,True,True,Tests_failed,8c103d8364557eae0be54c09bc699e42ec849103689ebfb2f2be0b29a6972e4c,True,28,365.0,False,Tests_failed,ee2bdb32242bce53415d5a8fc45b69ca2cafb20552cb3ec3c6d1342edcbdcffd,False,False
192,refs/heads/main,877429fed1b42f5305235f24e56a1071666b4d3d,2a10c792db63ad302679799ef13dc9f91af5c072,f5242e57b48b83c9c721c0c1187f583f0fcedc9e,,False,True,,,True,8,20.0,,,,False,False
193,refs/heads/main,2a10c792db63ad302679799ef13dc9f91af5c072,70dae04a6f2e0908a227990941cdb5cdb20e38d8,2576e60adc4e7d0bfac8bae10ee6eafd9fbd5842,,False,True,,,True,26,361.0,,,,False,False
195,refs/heads/main,fbe09c2f553b17a48994b4927e331d6f717fbdea,0ae068e5c58db2a0f8f6b70fd47cca878e88bf43,ec09d1981581f9dfe7a778fc7a8e8af284ff3766,,False,True,,,True,22,346.0,,,,False,False
196,refs/heads/main,0ae068e5c58db2a0f8f6b70fd47cca878e88bf43,3f7219b34e001ad5a079bb0952edaaa540d22042,ee5d52f478ef8bd5d0be4477a92e0d400070a252,,False,True,,,True,21,346.0,,,,False,False
197,refs/heads/main,3f7219b34e001ad5a079bb0952edaaa540d22042,9272b8c1475acc7cedacc465ccbee50fb6a2f93e,15aeb05a80c53aba3dc5c5ef7f8205b876e1140c,,False,True,,,True,20,318.0,,,,False,False
201,refs/heads/main,5a1ecfdca9ed98967b172da23d99804919a0b052,57f13329db4784d97acbe5f9e9b24d157556fc7b,f71a3bb5c93f7e8f095ba01de5e0f30cf9d472e8,,False,True,,,True,14,45.0,,,,False,False
202,refs/heads/main,f71a3bb5c93f7e8f095ba01de5e0f30cf9d472e8,72869b1197379506ee46f49618320d8b64bc69e5,66bcac5ea25e2209dc2993883e0290e206565856,,False,True,,,True,13,43.0,,,,False,False
208,refs/heads/main,8fe159e55e2679a25576e8a42d04f931b27eac17,5f5c548b1934408e2836406450137156b7ddc18a,7cf6fb029d4aa277071cdbb15f8fb820c05b82a4,,False,False,,,False,0,0.0,,,,False,False
217,refs/heads/main,311b76be00e45187dc7ff03dd25d4cb23cbb658a,0a85941ededf1064fc2ec1a117d38af5371db153,19b8dedac65bcf5697f8e79d80ca811b388c62b6,,False,True,,,True,34,211.0,,,,False,False
218,refs/heads/main,0a85941ededf1064fc2ec1a117d38af5371db153,cba80108e490a31773ec8e47c07842e29025a145,77c3c7a6e5f19aaeadcddd2a78017226d1a60d4b,,False,True,,,True,33,211.0,,,,False,False
221,refs/heads/main,f54341e84568fd7ee3c059d6e5031540cf5a5a7b,0ee1cecff0105a76baeee98f717462b16816cabe,8ffadcc727c3d289579efa8b6a1797833d571189,,False,True,,,True,21,146.0,,,,False,False
228,refs/heads/main,f17d09b634fdb03b3a1ccd6e4d230ba21d662a13,9c3b82f6d4109fd7427c45c1620a771130faa247,2ea7a3298754cb96a3c8d3fa24d198d02444f0cc,,False,True,,,True,12,87.0,,,,False,False
231,refs/heads/main,9d42f6c0c8714ecab4d925f9254d84e3c40bc48c,dd65b30623c6ca67c4c2278802c8163588154c72,ea70960cf9d79b0966ad540b0f80af9848587cbc,,False,True,,,True,11,85.0,,,,False,False
234,refs/heads/main,74c29d0caafc247ace76d10c1a8596673ddbb4f1,29f28923e0f0204118e51f07d999740aabce1695,37255969f1071aa35db31a194fffe84f6ca7e665,,False,True,,,True,5,69.0,,,,False,False
