idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
2,refs/heads/master,8ae4254658b4fc2565e2c941232a4c2cdf5b5425,2e2519d7794ad3da36b63d67c9b8721cb109d2e2,b337ac2085c4b42d43f6f43a31818f33c1cdae7b,,False,True,,,True,26,320,,,,False,False
5,refs/heads/master,38e0fdfb6681e65e9ca472c27e7d78dc092b244e,e788b18a270cd0adae5f21ef6cc1fd0fa93b0b37,2831cc9702a2b3e0249d225cd32bb7ca184cd343,,False,True,,,True,51,908,,,,False,False
9,refs/heads/master,0771a3c540741856dcd82eab05240072a1dba281,c5e55ce70004f9414496e95f47af1fff337578fc,f7705b922f19db756ff6a08a0f3448491e8c931c,,True,True,Tests_failed,a0e119c764eba5d431cd779404eb272a392040317e593543f1064964d14341e5,True,16,263,False,Tests_failed,3b7fa20953375251b893b0e3bdba2887d89c09dd6568e0c7286336553c08b029,False,False
10,refs/heads/master,f7705b922f19db756ff6a08a0f3448491e8c931c,fe9130e61eea3143c87dadb84e4f03b544c18b77,0493bd44ad8be99e5484b29fb7a4c2627e052f6c,,False,True,,,True,3,15,,,,False,False
11,refs/heads/master,0493bd44ad8be99e5484b29fb7a4c2627e052f6c,a37d67c69f24a9fa8711eb76fe623ad9bee5fb61,0afc1fef99482624ff746cc20d1b46e545c44022,,False,True,,,True,45,656,,,,False,False
12,refs/heads/master,952323abcbff54d15bc964dfb7adfb6e1e64be21,8610f65bd5fda2f7c8c89441fe315a5cdc89ebff,0afc1fef99482624ff746cc20d1b46e545c44022,,False,False,,,True,2,0,,,,False,False
14,refs/heads/master,a37d67c69f24a9fa8711eb76fe623ad9bee5fb61,78910551f317150fb94e1a2664e39a636bef1879,78d1a8fda41672a2544e507001ed3df0d6edb779,,True,True,Tests_failed,a8e1081a9ae9ed0448c456c0640a9cf1cfd026906345d7448dbb896b63ac0b21,True,44,671,False,Tests_timedout,b0ec743bb1faf92e5c66b683e92cd1524452819c9dd0bbda21a64600c8eb12b5,False,False
16,refs/heads/master,58155811aaec71b3197926dda6ce4c7ce7b3d1a0,d55fbdbef5bca81018401de2bb139fa673fb1d18,78910551f317150fb94e1a2664e39a636bef1879,,False,True,,,True,16,259,,,,False,False
17,refs/heads/master,78910551f317150fb94e1a2664e39a636bef1879,69de8bf33406f83077fe96d64c58cf6ead0e62c1,ebcb9ad9c480773c9129f5fe40f2525d47012c5b,,False,True,,,True,6,52,,,,False,False
19,refs/heads/master,69de8bf33406f83077fe96d64c58cf6ead0e62c1,920433de06487167df5f18a3dc0ca9592e4db898,7adbb4a988c3d6f6f1c9ed6b23fe10f274598c01,,False,False,,,True,6,25,,,,False,False
20,refs/heads/master,2cf9f5857d346ba6b2c2c219142ad391d46421f3,d138a159203da184715eeac8e3da42cc439bdb04,7adbb4a988c3d6f6f1c9ed6b23fe10f274598c01,,False,True,,,True,3,45,,,,False,False
