idx,branch_name,merge,left,right,notes,test merge,diff contains java file,sampled for testing
4,refs/heads/master,7ee7de6081ee28e33d956edcbc1e48c07902f93e,5fe3e0e477ac0f65daf2ce42fe7d7c0500fa8f9f,37d03ffa5c67c76897e59c6392c97695c79df9ed,,False,False,False
5,refs/heads/master,5fe3e0e477ac0f65daf2ce42fe7d7c0500fa8f9f,222dd330377fab7e2e964b5532a6d7f30c2a5cbf,6d1f1f29084da42489132c2fe323e6cfbe5237c1,,False,False,False
6,refs/heads/master,222dd330377fab7e2e964b5532a6d7f30c2a5cbf,f23fc5b93310e145385230e3529b6f500dd7b00b,f2a7f0299725f451f7faecd091d9671e1a78f9fb,,False,False,False
8,refs/heads/master,fbd671f780e87730ec6085adccdd91f937f74005,72ca69129fca897e89a8352bdbe5265dda919081,f5f958f185cc5082408f4730b028ae4941aafe1e,,False,False,False
10,refs/heads/master,f0baf46bcf3998003a0221c0b557f097fc3abc6e,0682c1b432843d584c1c994f30356fe0d0256d9c,6f0765c0b36ec12f892680280ba9b25612260d5b,,False,False,False
12,refs/heads/master,e60a847d7e0d705f6a0e72152ee884c8e55d1924,349bc14cab443103017a32d6224b759e46b4ae6b,e945f36a0a5f0d8ff81b4a8d6e4ef763c4defe5d,,False,False,False
13,refs/heads/master,349bc14cab443103017a32d6224b759e46b4ae6b,62102fe54ca61220ab39ac66b56109bd46d0e2eb,05b8e0348cb8c7492b51f1be1f7d5c4d723e41ac,,False,False,False
14,refs/heads/master,62102fe54ca61220ab39ac66b56109bd46d0e2eb,ce61f70dfbedf06766a85380bc2b786a5a17d662,f97f73e42643d353c0ebbe33b9293c29ae7eb7c0,,False,False,False
15,refs/heads/master,ce61f70dfbedf06766a85380bc2b786a5a17d662,7f3540d1e2ae008c6f522734cf70c3e75a9eb8cc,34859c7e83d56a1f68f9a8295b38af90bc8247ec,,False,False,False
16,refs/heads/master,7f3540d1e2ae008c6f522734cf70c3e75a9eb8cc,d5b8cb1f66fb5059d9eeb0702a7c2055a63cd8a7,d67075cb50e2ad4703ebf97c21cb524458b5a768,,False,False,False
18,refs/heads/master,fb8461787531bdd52ad9c00c1bb54c2be875eb88,4afccf1031c57ab821ef21d42609a84611d98fcf,de91f210f39dc05620cdd30e8ada378b49ee9632,,False,False,False
19,refs/heads/master,4afccf1031c57ab821ef21d42609a84611d98fcf,852d40265919d7e3337fba386addab97a817b0a0,0b90d37206792dd5348113414202aab1cd061e07,,False,False,False
20,refs/heads/master,852d40265919d7e3337fba386addab97a817b0a0,ed748c55f2207aac55a1aeb8268546f73f8dc4d8,c2e3a9d286b5534e497a1e0a94814e79702f83b0,,False,False,False
21,refs/heads/master,ed748c55f2207aac55a1aeb8268546f73f8dc4d8,651acb2f3551493b6a2dea19b02acc5187c6ee8c,c1464b385039a43e4d9b68ca98b696d6d055ba30,,False,False,False
23,refs/heads/master,44a57a449a34bb6310b5ce4b17f1ce42f9b17beb,cecfb5597758d9b67902e48fb1e48dcbb71c5bbd,cc743a2c407eeef64f339b4b7d0d839b9ae9d734,,False,False,False
25,refs/heads/master,724c249d523cf72366c931ec328c1ee9a1111ec4,e68bdd5ced4441bdd601c8fbfba1414520efa1cb,9a012a5d688d4b65ee1b764e438778f0217cdd6e,,False,False,False
26,refs/heads/master,e68bdd5ced4441bdd601c8fbfba1414520efa1cb,77c79fadfb7bc9bf2710a6a483c42c253799c064,852234d32d7619fea8ce13013c3ce0bd2061c21a,,False,False,False
28,refs/heads/master,323555a04ae9bb2983e2f54ebedf3674d7eacd83,58f734f68769f68135650ec4d23dfdcb323e4522,774855714e40ac7b59dd55c1b4916c1b1c3990c9,,False,False,False
30,refs/heads/master,08f1991f7f28ff734985c8f44b91c4f2006f3fb0,5f1e660e179e141ef1e14a88ffdd0412aac124fa,d5ef69294b35f8952fb108460c604094864b6deb,,False,False,False
35,refs/heads/master,799698f68c046945567e229660e41c9efc705fb6,4a5e072ce3644d6fa5763eb9ae4d1c8df7d0c59a,fc1e02f5e6edc15f3eee448a7bac5bcd6aebbe48,,False,False,False
40,refs/heads/master,871cdade383271687829caf2d8067696ed7ff7bc,4208285666af03042ef4065635b7f29f42018d89,508435022e6f55c4077c9b3140dc0760f2e69b1b,,False,False,False
41,refs/heads/master,4208285666af03042ef4065635b7f29f42018d89,2e8338b18a2c59e44a7c8edc0cc6eff0607a66a8,ea81f94f15d05b442c438cf2bcd6bf2f123aed61,,False,False,False
44,refs/heads/master,09c9acedafa8eecca3a9bd232db9e8c42c73e63b,e9a82b2e08f465d520edd80aa9acfeb13f41c6e8,bf22655f75912f6766a5eb0976ffa48acb5c6442,,False,False,False
47,refs/heads/master,9adae780a6626c496103d3b5e4dd141ee4d0b874,3103db11d07ec2c1d2e71d85de4a5fc02fe6ab22,eec315c1e640b64492a13a2da0aff1db8b95288d,,False,False,False
49,refs/heads/master,1079103590ffe47b26c153ca768aa984f2d3a71c,251875b43125f931ab27682bbc03eb643e99c958,cbde71ea9697c5fe22353feea8ba73e825e8d363,,False,False,False
53,refs/heads/master,f34d9f81e92a6c7fcf96d90b8cea733e2ec45667,0472a262a70a47bf08c1c0955bdfc5cd85d961d1,d048d370c9ed010c5428548ebe2c13ac352584a2,,False,False,False
57,refs/heads/master,8f8aee0b677da9c24ee1bf9488d8e98a677bc2d8,f792a7d420a8c00edd136d32ab30162f9e73f8ae,a06fc22a06ca9096f3bc88a1bf32008f074e72ef,,False,False,False
67,refs/heads/master,9370a25cc8759dd0d1ebdc4a17a6019dc6570167,f8aabdca8282e84537149b3a7839029f69b3b0b8,d2d1ed5676d986c44c7e65e3f1a1ceedba17d7db,,False,False,False
69,refs/heads/master,704e091e771aa33e4ddbae280cfe8f0aa74b1922,9f895448aac533e00a5930abee294d6e1a85c853,7d1ccc6f8d28e0e8452bd1007046f242eac5a02e,,False,False,False
76,refs/heads/master,b9e089d638a0aa39429556bce5359f107bd50875,5e3e7bcb926437b9002018b473513eb83bc9849d,2fbbe3051571e4bf615ce2461f273283e3a7acfd,,False,False,False
77,refs/heads/master,5e3e7bcb926437b9002018b473513eb83bc9849d,4c30eb96f9b076bee8109719d2fded4b287387f6,d568465e37228455870a42757fedfc7ac450ef14,,False,False,False
78,refs/heads/master,4c30eb96f9b076bee8109719d2fded4b287387f6,1cf0ba4a574ee353956634ee540329b127422860,6413963999e89f44c489c92b3a934845b9e74c39,,False,False,False
79,refs/heads/master,1cf0ba4a574ee353956634ee540329b127422860,b318d0cad741a0860a5ca508f05a8af7432f029e,f000ea88615298847f2a78c1388981d844172e48,,False,False,False
82,refs/heads/master,da23468319fc0e9bd291224e24d711e3f7d6f720,4b8bc2f3b205d5393389c082296e2a57c2870940,bf2dd1d90466d9df8878e4d60773705e92780930,,False,False,False
85,refs/heads/master,deea1fe6f20fa2c0d2291a75a63915e572d2f97f,d3938c10478e4b319514660d1d9169bbf2981f57,83e4a4db5469b1cabee7ed2ac5fd2b4aa9667715,,False,False,False
