idx,repository,head hash,head tree fingerprint,head test result
3797,eirslett/frontend-maven-plugin,4045aaf962f497f1ae7b1661537c2b1437360ded,8cc7dd128ccfbb6e6a2ecb0037a572d6b66fac960452e80bffebdfff7fcc0aa2,Tests_passed
3824,elasticjob/elastic-job-lite,0b3a6eb993ee1abcb8ae81efa6ccaeb9b494ea5c,3d508c6e61cefd9035d5eecd9b1a981116938e930531a889826aff9e4c4aa0a9,Tests_passed
3880,elunez/eladmin,2a879115bc5fa364f0ae8042c76edc4be84fa7e7,45ee6ea3f92440194810038eaf7c19066c21ae354d1c5edccd2459ee0feccef9,Tests_passed
4039,esotericsoftware/kryo,3e7f49919079e20a2186575ec053c8bab2d53153,7cb4da8ea35d8771cfdab1b11f77238b873d08e58f8a352ee06ca051e5194cdd,Tests_passed
4094,eugenp/tutorials,ea2d4a577fc7529947a1a064f0d55ab81fdcd09e,58981ba14a57ecac88468f22d0ea1bfb01ce6c0cb97d4aacd560cb9d88e6fc54,Tests_passed
4370,fasterxml/jackson-annotations,0cef59c9f0566a1d0f450181956a0389163b7871,d6665a2217a2fe0fb51ccd3299f12b20dadef584db45ed8505a34c6139454c06,Tests_passed
4371,fasterxml/jackson-core,7c5281fb69cbc9cf8ec16346937744007d624314,66f0dc7aefe4d41f054d9a6dc6f78965360416ab6f847fb6d2d30240c8db40a8,Tests_passed
4492,ffay/lanproxy,6d3c97f5a3ca914cdf3fa849b7d615fb2e892def,fce672baac13fc2832a38cf75788eebcead72c3a9ada0f79b19b9d8c2741a91f,Tests_passed
5020,gephi/gephi,a42603fd0cb2c209f96c79481dcc1f7195058822,a2883d219b00fd1bc570a1a6e8f22fb59ea88c650054d855108e452011c3e00c,Tests_passed
5348,google/error-prone,88a224c9f00deca8757fd864a8d29941cff1ac12,21daa2cec37bf4a1b268161af1b825f257af59b0776afe27eb4996f5975b7f1b,Tests_passed
5364,google/google-java-format,53390d99b56edae23cfab5adcafd7df28d9984c8,d8ca8d36c376d86d839e2c3045125559073497c72fe5d3bfd1b0fd17e71de2d1,Tests_passed
5375,google/guice,e23d3b4369fbacfd7f077022c4dead4030e15f22,a8ba540163f3bfaa030b4efa883af56fefc587007af6e9cdd389177a08b5810a,Tests_passed
5386,google/jimfs,a62ae2c2bdc7b28e1e3bc857ae47e01150445aba,32ed7eb3818950f25417a3043f3a6bca8337a670cd03b08a3c134d2c512e269f,Tests_passed
5437,google/truth,c36962776539775f88865efb0d93cef49012d9a8,ac4a893bc2f75e8fa9bf22b4e20475cd80f979334ba85b17734b2a75fe94f10c,Tests_passed
5589,graphhopper/graphhopper,0748dcc99cfa063a697f49c7f60f60fbd612e817,aab413f915d57bbb609b27d16940efb79e0c438ab80ec30cdc09157ec497c8c1,Tests_passed
5793,h2oai/h2o-2,be350f3f2c2fb6f135cc07c41f83fd0e4f521ac1,4c4ebd1af967c0bfdf3142fb7f110cf8f2657d6ce49e83799a37681d7e23018c,Tests_passed
5953,hdrhistogram/hdrhistogram,3904a74e1896c22dc8a8afb0b29176a04fee7a28,ff8f35792770ea6b06716cb72df635f1e3ed1afcf51bc70d4508b6cbca2e2e82,Tests_passed
6131,hope-for/hope-boot,bdd4a5c4eda9884e6cd3171f4dadf94785e3f903,7a7e6a3a7a5e3d201bb20eb0c67316b120005acaf3039f718a699e484bb4ac00,Tests_passed
6385,ict-bda/easyml,b3a7bb57476090496b0ae4c6def83f1e171f4339,95e44bea4b398fadcc013c0e094c0c090b92fbfd8b0a4d37a8da1ace6efe9369,Tests_passed
6723,j-easy/easy-rules,d4450831533e47a5c0cb361edb80dad43db228a4,b1fdc50f90f60d3a82f63f0c4785fb242d4f83dfa3dacd73306e4953761d4d61,Tests_passed
6784,jakewharton/disklrucache,3e016356cfc7e5f9644a7a732fe0223e9742e024,159884670fbacca4a8b9e3ac888fad81a8eeba9c5120accf786614ea11b70194,Tests_passed
6791,jakewharton/rxrelay,842359253c99177c3293594dbd66f90462d33374,221188816f7e5e04b2e40d5ab735810bba1539a1b8fdabe0175e9e750a9385ae,Tests_passed
6908,java8/java8inaction,4786c46a24e2f7d0a749d34d585bb2c1d9f64c53,5fdba5bf255aeb8d1972b315ebe5bf6f39ec10b661e6754c4b00fbd25b546994,Tests_passed
6925,javen205/ijpay,4605f295c9554426175a4b3e4519c3d3dcefdde5,338c52f1f1613414730b37b17e36824b3ecaf808c66ef195552140d3e7387b85,Tests_passed
7112,jfinal/jfinal,076e76a4941c989d7f535035295aa3d055123131,1724cb8103288360a42d15f6048dd1b8cba3d914957b4b8df1edbf29333d3fea,Tests_passed
7131,jgrapht/jgrapht,4ec044c3e3078d6b837fcb04fad8cbc66f9fdc2f,0ddfc08231f29375f98fa003f4ed3ab37f2d63e5e4eca0cc75aff1b090ac07cf,Tests_passed
7138,jhalterman/failsafe,e8d99288a91df892340d325ad4562d064d405296,ffd2e4502a50e69c2ee643f47f9f848872b757be616d4172ce80f87d3c25aa28,Tests_passed
7263,jodaorg/joda-time,1b5c2a0899c9fcf705d0892946deab00c4619a97,d1bc631d459dc1e53293f149bdb4481bc3b86ee2637f2cbbfff2b9b5ac8228bf,Tests_passed
7272,joel-costigliola/assertj-core,8ec30c71d4e2a27f362546750ff874a04f9923de,3512a87287842020ae7bf82d38a45255b0ebaf8d25cf31ebebc3f63829232ac2,Tests_passed
7297,johncarl81/parceler,52e6b14709eb0b84835907e71d9380124f3c6b6e,2bc5fdebd8b5c849868dc2c14b0a04e78b1b60b1ce4f9ead0f04ea8b4b846159,Tests_passed
7409,jooq/jooq,54ae05e5a737cafcf06c71e3226eee844d6e6030,c1f5036976a693e637214226b0f2fdb45cee361a75d443e89f79a8254f9d27ea,Tests_passed
7609,jtablesaw/tablesaw,02d3e524110982ec2b420ff8f9126707d483374f,2f279e8e45c3d7ff7a66e6c82f0d184338d358464d617f8ad3b1c64d75ee3567,Tests_passed
7658,junit-team/junit4,16228f3ccea3c6f1170488e0e268f3601d130f75,3e9588a301134286d3f09e4de1cdb2a92f147b7e6f2cabe4c0922b621306a31c,Tests_passed
7710,jvm-profiling-tools/async-profiler,6ab9f83aec0e4d216d3a5b911a6123db6139c544,710e6e170e3ee9dad1999497c19353dfe5e47fe501d3d167a64b09e316d0d108,Tests_passed
7726,jwtk/jjwt,917ffbb5d92d70b261159572a4e6bad39fe972e8,b4a24abe73d80815442a5209b3584ddd7a8a7db46f2e879f9e83c6673217bbd7,Tests_passed
7922,kevin-wayne/algs4,a9c8fcf2d2f6dfa9da404dc6d951c34f245a3aee,3ce6ffad4aadda21469accdc19244affee05d422ae2e8f210b7471ba3fc06282,Tests_passed
7979,killme2008/aviator,44feeb1e061031d3266f352cf57cb535eb48449d,ff2c61ee798e025aa53fb9a2667d112cd23d2ba3098fab0080b82ee63b13173d,Tests_passed
8039,knightliao/disconf,872e69c71bc34ad6f3d6bead1bb1f96a5e9cfdb4,e99bd05ede79c8015f802dd373cd4a1ce66f2436bb463fd881184ca8c533454d,Tests_passed
8085,kong/unirest-java,a28595f6d969a89ca4caa8db5a0739e9f80680f5,5f901252bdb014f8162194d1bc767d7f9f8d50dab82e9014fc18b5db241d2ab5,Tests_passed
8087,konloch/bytecode-viewer,eda6416609c2f2833b17608f6d58f3cd7c574cd9,65f6a2d0ddf03ad6aa7ac0e97a4bb42bf1184328b61a5c771832836a0727b819,Tests_passed
8427,lettuce-io/lettuce-core,bc4aa0658ac73c496e6006cdf0680e602cb35945,6b12c1c926c7e945bb5d5da1d47b1e16d43624f093b2a4aae8e48fde21c23c45,Tests_passed
8512,lihengming/spring-boot-api-project-seed,c305af6a6bb2b698b02d731ac27218bff51c5c1c,019943b505f85329c227bd9fb62aa5265349bc500c0bde4f7b1c9c1919fefdd9,Tests_passed
8546,linlinjava/litemall,47ea5c7420f126081e7ef17a7182890def32457d,89e4402018c2c6cc3841222a888f478d841e1d54f94f2716c1e5eb1d0390c30e,Tests_passed
8569,liquibase/liquibase,40e77a15a8b7b5010f3c58781cb7805c08dccd84,192315a46fea9e26f8951ae7b5e0bd509a98d5a4d23f40fdedbfa943e0e69899,Tests_passed
8617,liyiorg/weixin-popular,864994ee4841b08535db3ea6062489663adb672f,5444861830de0500c0c7faaa00558c7082e239270025e1b68dd0000d2de43845,Tests_passed
8680,logstash/logstash-logback-encoder,b1e7653914fba93baf6042b15d44e54909879e4f,fc6790f62eb49f6f50a846e608592f2b4637ce21620dce9e58136aa6f1024e8e,Tests_passed
8865,macrozheng/mall,3a63e174671f27f49074203ceffcd571c457d64e,c152e8defedb907cc226232dc86a434361cc2a89641850b8d3ee3483e5e61cc2,Tests_passed
9258,medcl/elasticsearch-analysis-ik,13c39692387d314fa0b9afda605ec54a3ac2ffe7,e282d50d8be61b6a5c4db8268034128f0293dc4e2e87fe2dc464a3c2d9c9f934,Tests_passed
9259,medcl/elasticsearch-analysis-pinyin,cb04ca46eae601d2be3a64ba205a86b69b025429,f4efdf0b29c89204161b0043702bc067d1a984146ece5b9171af33c66879971a,Tests_passed
9761,mojohaus/exec-maven-plugin,4c2980a7e73515be2128976b63a73439e7747648,3a6ef4cbd7606fe4cce4ae2bc61eb75f621b941da164ee5966ba92631ff24555,Tests_passed
9825,moquette-io/moquette,39b1688cb720876d61aad4d323a99b5cf884692d,b7ed59ef6ed429ec4b3ae493591c1ae904d36b169cf4f9b9149f71cdc66170fd,Tests_passed
9913,mpusher/mpush,f8d5c97f30b2bde12f1b60d11709ae1b75587a2e,605f9ddbe1b2acb19abd6a7fbbb17c5f7680bc962b5540f34789e8cdc2d220a5,Tests_passed
10023,mybatis/mybatis-3,3eca96cc5d09273fd9d02c27e87eb5e3b0bfd5c2,1149ac8b5fedd54a00af7653abd3c66710ab6e3323b846dc39a87197cdaa048a,Tests_passed
10024,mybatis/spring,bc7e2855f3608f08e0239ab455e2300fd194aa0a,cac949625ecd98438752c46b9a01ce996de289d7cdbf68e6442ada4678a4e03e,Tests_passed
10080,nanohttpd/nanohttpd,efb2ebf85a2b06f7c508aba9eaad5377e3a01e81,23512010e0bbef318d2fba7d53130ac20fbe4c206f5ff1d4c7ff228454c5ee9a,Tests_passed
10181,nepxion/discovery,0653cc911fbc5b3a1fa23864411023a81a043019,354add77fdda7e9fe7b6826f9fa73c3d820878c069a0865b045d4d8cda6777b0,Tests_passed
10246,newbee-ltd/newbee-mall,613a662adf1da7623ec34459bc83e3c1b12d8ce7,5f7010ee0ba50ebd40bb6434ac9fd12838f30f1aecda036e3caaf1072ad33193,Tests_passed
10358,ninjudd/drip,a4bd00df0199e78243847f06cc04ecaea31f8f08,79c9065affa899aa8715cbafd9de6effea75022193d904f80f01e0d8063d2281,Tests_passed
10734,oldmanpushcart/greys-anatomy,383d17d4dbc2f0cfcf73ce5b1477204b86f1992a,fb8b1268e5b2ba57c21ff0e2bee5bf74419eaa7853021a07ebb75089ff4368e1,Tests_passed
10762,omcljs/om,3a1fbe9c0e282646fc58550139b491ff9869f96d,a77379e92da182149a63466cdc11ff6c73436b57d5fc0a25698a27e3160f9905,Tests_passed
10833,openapitools/openapi-generator,0d2a01611c8350b596a2b883964da2589e7baa93,cd03396f94be5ddc0818f3dce0c3a4ebf30dcae146428387002a3942c1da66ef,Tests_passed
10865,openhft/chronicle-map,017b0ef69f1e3de95ca4b1933a51cd695580aae8,5355b624fa42e91884b6b3daee2e733600041d031db9d41435dac97a70c0a98b,Tests_passed
10882,openrefine/openrefine,6afbd94843a5ce54fe40f565927235f2dc9b1605,288b59b84d78a99a5e6cfcc9e8c4852b68d12de1d1336ee130447a55542dd621,Tests_passed
10916,openzipkin/zipkin,f2f9aac85579e685798b0bbb8e7c244c494a477f,0f905b2f05a43bce7864df72a6e781076b8adb4c6ee4cf490f0bd5e5423f6c7e,Tests_passed
11046,pac4j/pac4j,fe97dae393cce6140f4e853c43302a343c4fba01,366588679041e52d579277731fa8520d10aaf2ffc1a0679cdfd8ec8b0b478e2a,Tests_passed
11057,pagehelper/mybatis-pagehelper,1ae113e493b480452c69af931124ebd5c1ce09f6,d6de39e37044ca3d65815831bdb1ad82f43af7a2368a300f856115b44ca8b5d3,Tests_passed
11210,pedrovgs/algorithms,b04396ba1a8bf094494f9ba514ecbe806fdb9776,3c7ee13d6f66c42510e5edb8cff2102d8c61ed625f7cc871397eaa2b1e529895,Tests_passed
11234,perwendel/spark,1973e402f5d4c1442ad34a1d38ed0758079f7773,03dc14618ea152b519fb37bc05f82db533ee40f627beefdb7b25e416f2a1e7b6,Tests_passed
11487,pmd/pmd,bdc08e44fd92380d59cdc50cf9d8dd36e537c369,ad933ebc7179d429e867ab5cbdec003af9f081c573143a11a4fb23c54eebbb5d,Tests_passed
11873,qihoo360/xlearning,0cafa45084ada26919d827fc59bb0efd27f9e67e,108ef7b7d2e4b6a580d20e509e456dc4416224cb19e3e601f7a95173d5cb97ce,Tests_passed
11932,querydsl/querydsl,cd608f04ed7534b1b62a78a28beb141071d149b6,5ec4b79ef9ca3347cba34277f721b4c05e359a0716686f930f42eb978086bdbd,Tests_passed
11941,quil/quil,583c9016dfd4a0aeebac08c932f5b62ee5b67079,c77e2b213d7cb5d8c07830412c64f67aca1323fd006ab0ab8caad4b846ee2d66,Tests_passed
11945,qunarcorp/qmq,4942bb43d3e89f7c2c97014ed1bfe58b9e158b4e,fa72691d886ff27506900381bf3333e4e1b22bef82a27b7972a4c0dea70642b4,Tests_passed
12406,rest-assured/rest-assured,718ad4b684656547a4561c1bbbbcfbec409efadf,7c733b3240936680792b33e9bdf8a013aa1118843933733c2c29a2688a4e9ded,Tests_passed
12573,robotiumtech/robotium,75e567c38f26a6a87dc8bef90b3886a20e28d291,2c4eb4bb5fd5cf530fb9f89ecd11d58e6a4953e4d4e5d5e62cb77bb6e72ac439,Tests_passed
12619,roncoo/roncoo-pay,9428382af21cd5568319eae7429b7e1d0332ff40,1b788b2acee5ceabfc8099b8080138706a9267a30dc12e6a7c6a8977d5ca5862,Tests_passed
12717,rubenlagus/telegrambots,f343d17ae4d3b793cb70ed51bd2cc2e05c2a6e4a,76c091ad2cc0b6bc5cf8be141256c70298aa16e8bccdc63900ca92eef28aada1,Tests_passed
12763,runelite/runelite,bbaf9709e2372f45592d549e95e9cb54ffd93a70,49fd458f8a127b53535ef1edea72d1ffeafbcf5fdf56ec2024041093430f348d,Tests_passed
12913,sap/openui5,3bbcad1277cd5fbacdff13615aaf7e3add37993a,56c2b78d83ed677e068f9808db66b013f4bcb8aa20494056893195c7079c1070,Tests_passed
13025,scribejava/scribejava,b62f73aa5c3a0b103c92d85719e7e15f7d17cf83,7d9a95bbd07075b6cbc07b07d3f784540f377aa75c23ed9be194172e4a72110c,Tests_passed
13054,seaswalker/spring-analysis,4379cce848af96997a9d7ef91d594aa129be8d71,5809552d55f6fe6fb387ac145ff2fcf7543526658eb2f0abcc244d1ef9d2fff0,Tests_passed
13303,shopizer-ecommerce/shopizer,054a3bde1ea8894d13b0a8fb4e28f9db17262224,752655a9c72e8cd62c1f287d8140f1ea354b68f6a24df890fd897c59d196ecfd,Tests_passed
13332,shzlw/poli,5b90d6adc6f839866cb77854ad33f3cd9e1e26e8,46af3d0c0968c33a40e1c472cf6327ad24023a69b41377e6fc148b774d634d21,Tests_passed
13759,soabase/exhibitor,d345d2d45c75b0694b562b6c346f8594f3a5d166,23054c38b035cabba27245f420c94f715a20581013760c7045ecb5112443d9c2,Tests_passed
13774,socketio/socket.io-client-java,ad3a930e346ad54acd8e895b01418f7b936776dd,e62048974128400343cf5644101f37d360ef2716fef00d25c686fca8a061489e,Tests_passed
13789,sofastack/sofa-bolt,829be5568bb06e9c599f86b06f3b4dc1d282db97,e15d90409e4bdd4367a1c92d027c26a7f0b8d79211fbd45efed68053c61198b3,Tests_passed
13791,sofastack/sofa-jarslink,c84f885fda4a1d53345ae37606214e0805b002d8,5f013bcd78b52f3e8eb5526acaa06385486aa930a91b8db499a691ccd5f0f58e,Tests_passed
13804,sohutv/cachecloud,18217954a1e5fd0fdd1db7126d500518b0140761,c115dada9bddbdfea375069b313e14f9f6bde7da56737f931ad022011657ce91,Tests_passed
13930,spotify/apollo,a03105ee1f98f8c5878f4e3c4d03c8732c6384bd,a36b1e5acfbd8a0f9c0ff1c9105e0a0a99a03c8bf93b8bbe2b37d642939b03f1,Tests_passed
13934,spotify/dockerfile-maven,986f960cb82085d2f666acd6c2682672d47f5bb0,a567d3f8eb5c6043219c4e2421194eba0fd182e7f8797677cdb976b28fc53d57,Tests_passed
13953,spring-projects/spring-data-elasticsearch,ddd795a3d31b491fe21c171c72a18933c9842309,ceb41a9ae0fd253fa45e7ada1b0c466506525937cc307629f64e63cdf24c7f20,Tests_passed
13994,square/javapoet,d682f2013751d25725349d79b449870d0e77354c,2bda792b152a5ee044889a9b719472eb2bce40e2bc09dcaa045a552a76e40aef,Tests_passed
14185,stylefeng/guns,9597d2af9e972a8941c0efd8012537b2aec25ff3,589223c01cefe16aa07c89c269e67ef4e751b71a4555d4c0af4d083bbe0d0439,Tests_passed
14276,swagger-api/swagger-codegen,a41f458ef96f74a630b81657b0130cb3f4519acf,a9947442939a5ad0a5a208e43534d28701433e5670631756d286f32198b3530a,Tests_passed
14408,szerhusenbc/jwt-spring-security-demo,dcf718c67c0d403f78ee390c23715c3f5e6f5f4c,fde53e37c0eea56b14a94826ae94d9eab9f11549c6ba64c9789653a9a26036ab,Tests_passed
14516,tdebatty/java-string-similarity,93240df9aab3ecea98b869c9536aa7ebc555b281,83b87b880a020e51233487c12deec2efa3af80e2b48758b81067717628a07197,Tests_passed
14713,thealgorithms/java,c527dff92da2046b850ffe9a3b8d0c2aae15d588,16754416e752adf672532100fcdf0b44a183f5ceb4fe22f05f4ebdbc648b2d5e,Tests_passed
14778,thinkgem/jeesite,857cc884991184ae3e4c283f9d8bcea272382415,82fa69ecf0c3473e8359a3dc5cddc6e57319a8512dd0852b8badb495da451600,Tests_passed
14844,thx/rap,ef873adad4682671fc1ceab725e005698de48c3b,f167a6859c83435e471ac31efedff7f3e9d461704673807ffbfdc2ca2ff031e0,Tests_passed
14923,tipsy/javalin,c32b71646ac90bd09ba345fccd5be65204426804,4c7c91b719831675f7d0276a30d5331a6694ab1816c4a03d9115c4e2ddb5d88c,Tests_passed
15001,tomakehurst/wiremock,bb6aa06046979618497b08fa96321abe7db1a5f6,384591531b5b5030ae85075a3175ae017f3d995b2919d0f189934a6218919b74,Tests_passed
15075,torodb/stampede,bd8fb8bb3d45e8e20ebe255e82a2267fa9c87561,d0fb854dac275853355775c0a6d77ab1392f7e21f0cb227147dd816e4a3346e8,Tests_passed
15540,vdurmont/emoji-java,9a90624aa0a50f1785d6a10e1fcb2a296ce468f7,45f2c33ea3fa523ccf994b70a29d02c3e0cdb39745ac982a55890081d88f2600,Tests_passed
15556,verbalexpressions/javaverbalexpressions,af9201eab97599e78a036a02c6e06c9ffdbd759f,4f3f706fa3e8c81e35de50bcd20863fb43dc6231a74728b0d1ed6e8c99db8757,Tests_passed
