repo-idx,merge-idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,repository
3227,16,refs/remotes/origin/pull/41,2843e7c28f7d41968a890a2dfe0beafae6f9a2bf,a5fdaec8e4cf1372a1405fe9d3e1fba099ed4e1a,1b3e7c133ab76a26c9c5b3653679d77d0cd6358d,,True,True,True,19.0,79,508.0,3,True,19,Tests_passed,4d7ed55ba79333acc6e479655571c5d872a6655fe3f89191d8d1de1c731915f0,True,Tests_passed,da227242290d3f32093a77341357e3051c107dc3d912ad8e3e77394641e28162,True,Merge_failed,6d17990373a6f5b8e6f5274b69769b188fbc1986e1a8ab327c10868d521e2ff1,Merge_failed,6d17990373a6f5b8e6f5274b69769b188fbc1986e1a8ab327c10868d521e2ff1,Merge_failed,6d17990373a6f5b8e6f5274b69769b188fbc1986e1a8ab327c10868d521e2ff1,Merge_failed,6d17990373a6f5b8e6f5274b69769b188fbc1986e1a8ab327c10868d521e2ff1,Merge_failed,6d17990373a6f5b8e6f5274b69769b188fbc1986e1a8ab327c10868d521e2ff1,Merge_failed,6d17990373a6f5b8e6f5274b69769b188fbc1986e1a8ab327c10868d521e2ff1,Merge_failed,6d17990373a6f5b8e6f5274b69769b188fbc1986e1a8ab327c10868d521e2ff1,Merge_failed,109bcc155f93f4c7318760ac764d0a2a4cbd44b5bf7871f2c6be98c40704e0f4,Merge_failed,87385c3c39e0cf8f384953d8309359bb976bb2efb0c4973024ff28e1b2493498,Tests_failed,ffebe6d28949a12f2314abf0a090790984423f9ed842aef0fe2271dcdc938519,Tests_failed,8ac7873650a0138d29417f2066c72baaebed3c15831f67e1684bfa699a69536d,Tests_failed,c29a700ba1a9a0a3d1ffc50f6b0deebb0960101042b5302f442f52aacb77c659,Tests_failed,c29a700ba1a9a0a3d1ffc50f6b0deebb0960101042b5302f442f52aacb77c659,Merge_failed,6d17990373a6f5b8e6f5274b69769b188fbc1986e1a8ab327c10868d521e2ff1,Tests_failed,c29a700ba1a9a0a3d1ffc50f6b0deebb0960101042b5302f442f52aacb77c659,Merge_failed,6d17990373a6f5b8e6f5274b69769b188fbc1986e1a8ab327c10868d521e2ff1,deemopen/zkui
3433,187,refs/remotes/origin/pull/355,9f0019116a78779121bacbbbc45375a3aae1046b,a8599db53b65e97a41ce54d783cef056ab4f09b0,78c43e30374143db36633e009987ef99f818ec23,,True,True,True,112.0,339,44911.0,5,True,112,Tests_passed,9841a551cbfa71c156e5f4ff95041cf447840db58274b4de1e8862d7b4d95775,True,Tests_passed,c706755e5ec5086a88acd6e6da1a06362e2faf917c8e8eb084b90432514b3671,True,Merge_failed,e844e9de07d70675dd8646a039c887775dfd0d07518e7c1528a7a1c5d469a81c,Merge_failed,d2f88c90097d57e4ef4f78f6ae3f1b763bd286e768da8644c776ff8295bfb250,Merge_failed,e844e9de07d70675dd8646a039c887775dfd0d07518e7c1528a7a1c5d469a81c,Merge_failed,d2f88c90097d57e4ef4f78f6ae3f1b763bd286e768da8644c776ff8295bfb250,Merge_failed,e844e9de07d70675dd8646a039c887775dfd0d07518e7c1528a7a1c5d469a81c,Merge_failed,e844e9de07d70675dd8646a039c887775dfd0d07518e7c1528a7a1c5d469a81c,Merge_failed,e844e9de07d70675dd8646a039c887775dfd0d07518e7c1528a7a1c5d469a81c,Merge_failed,e2d9171e4783fd326cfb041ccd94f4b961e0305e34617d1c9be25c7db4d79ce8,Merge_failed,2b3d8183f1e3163657f51900c935f7f30ad550a2f17ef6841fd71e7895d53a23,Tests_failed,4ae705e39e572060bb46adcb1327cc2fb577300402d3dd064f185ad72a48e58d,Merge_failed,c4544ab8c886681b3430964ff65c1218f872f1894edad10abba63bb5b0385aeb,Merge_failed,e844e9de07d70675dd8646a039c887775dfd0d07518e7c1528a7a1c5d469a81c,Merge_failed,2633b258010ba1dce058fc7e7c4b732c8bd245ec38a215bab97c4d5baa723bf2,Merge_failed,dfaafb5ccbc641d2f2e4e37e5a0513dfa2d4320d88382a219ceaf592a78612d4,Merge_failed,e844e9de07d70675dd8646a039c887775dfd0d07518e7c1528a7a1c5d469a81c,Merge_failed,e844e9de07d70675dd8646a039c887775dfd0d07518e7c1528a7a1c5d469a81c,dius/java-faker
3900,151,refs/heads/master,d543d86d84b8296cc62f5c5b070d78fb863df5af,6382abfc7ec127ab0037ef86cb9ba5a5b18a34b1,ef5e91e1bf7e7e31d99276276af672e49c817443,,True,True,True,39.0,847,3899.0,5,True,39,Tests_passed,bb82b505bce1357682df8327c7c54e8355f415c18d0bdd57ed5480f378cf0e1b,True,Tests_passed,88f1557414079ceef5fa3548f4e3747ba0bb64fe1351e9de67870030afc32ae5,True,Merge_failed,c4194b9990d069bdfc703ec90fad911af32e1a6d0a7470777042abf31e340fe4,Merge_failed,263d9b92cb6a9ff647ce49406743c3c10bd2b66cf12487b75d6856d7ba5d8b25,Merge_failed,c4194b9990d069bdfc703ec90fad911af32e1a6d0a7470777042abf31e340fe4,Merge_failed,263d9b92cb6a9ff647ce49406743c3c10bd2b66cf12487b75d6856d7ba5d8b25,Merge_failed,c4194b9990d069bdfc703ec90fad911af32e1a6d0a7470777042abf31e340fe4,Merge_failed,c4194b9990d069bdfc703ec90fad911af32e1a6d0a7470777042abf31e340fe4,Merge_failed,c4194b9990d069bdfc703ec90fad911af32e1a6d0a7470777042abf31e340fe4,Merge_failed,de0bef9d5db56d12ef9f76b19443dfcfe66029ddc300f07ee11a4295fb315181,Tests_failed,07b5385dd2497b50186653febdcfabe61240892b596a54424d6bb575a615dfd0,Tests_failed,15eee3ccdc9ab4e98b1d4f4a7f675a634f2f828ea3f12ea9fb990c5a3b8eb1ea,Tests_failed,e1e9848534298b9e367a1e45cebfa7f42245c638effdf7e4e47b3f0621a32a2b,Merge_failed,c4194b9990d069bdfc703ec90fad911af32e1a6d0a7470777042abf31e340fe4,Merge_failed,263d9b92cb6a9ff647ce49406743c3c10bd2b66cf12487b75d6856d7ba5d8b25,Tests_failed,07b5385dd2497b50186653febdcfabe61240892b596a54424d6bb575a615dfd0,Merge_failed,c4194b9990d069bdfc703ec90fad911af32e1a6d0a7470777042abf31e340fe4,Merge_failed,c4194b9990d069bdfc703ec90fad911af32e1a6d0a7470777042abf31e340fe4,eirslett/frontend-maven-plugin
3900,162,refs/heads/master,b8126d032da8c01574726c828ebf070199c43849,9e51042d584cb87a1725e3ec25119c89e4040c7b,6bc9552098468d844a4042cf1b047de608b35842,,True,True,True,21.0,60,334.0,2,True,21,Tests_passed,9dc6f803dbf5b44b0335a012da3fe698dcbd4ecb7a092e5646368e2a7ded2c99,True,Tests_passed,c362548937ebc46b0b012c05ccd4c37411419e4c3fdcd7b7ef2e196ae38a2842,True,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,48d81f28515f383d3d5a89002d250ca24b77df80af5f924c924b44be146b5cf5,Tests_failed,60475a25244fa2b341ba258508976f1d204d4172ac0c2a06ee70096a7bc42762,Tests_passed,1c29af6d082ac41e9da6ad6f4e92f905097a1a4d7deb7b427a5642886f07dc93,Tests_failed,798caa74f828d6c84464e91ea439062d3e3c860e822f5b9b3d16449498762d9e,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,Merge_failed,4df2c07bec09f5fdf1ac2501cc22c3e2bf38740392eefe400d2c4103fbdb53c9,eirslett/frontend-maven-plugin
3928,287,refs/remotes/origin/pull/2092,6381f6c7e98de6ac0957cc2f89400aa9dabc2edb,c5e2c9f23096117dca0e9c0c3f17dcfe56c549b4,9fec9e51c2d031381a107372fe804d1c5feb3b47,,True,True,True,15.0,38,237.0,2,True,15,Tests_passed,4d12a0f19d8becc50f1199d646c3e9c9caa29d36fe29f8865ebfdffee8747a6b,True,Tests_passed,c4a0f983c33a243b7ea436dc48fb9c04cd56024e681bba66458fad1a06d00e58,True,Merge_failed,99c959753bad4b706bd352fea114744ccfabfe1574d59d447cb8ca9bfb33cdf7,Merge_failed,65f4d0775d6e6b717a84878b8795beb3a0156e1e9650e850fb7a9b7a7cec7197,Merge_failed,99c959753bad4b706bd352fea114744ccfabfe1574d59d447cb8ca9bfb33cdf7,Merge_failed,65f4d0775d6e6b717a84878b8795beb3a0156e1e9650e850fb7a9b7a7cec7197,Merge_failed,b1b298127f649c6054115c8f3e6bb62c24631ee80aae6b869a0d232005641df8,Merge_failed,b1b298127f649c6054115c8f3e6bb62c24631ee80aae6b869a0d232005641df8,Merge_failed,b1b298127f649c6054115c8f3e6bb62c24631ee80aae6b869a0d232005641df8,Merge_failed,add0cd7cc21dc334c10856c168c52f01b88025fafde646e3130f708e336fa05e,Tests_passed,46f3cf434a6fa26036edaa5f0afd5040e21dfdd9a829abb9371105abab84f817,Tests_failed,61782daea1847febb109062d92e45568bf2a3f85ff8e579fe4e781951db6c369,Tests_failed,27d596b306468f82ce4ea2625169d3c986da5ecf40d1df53432d68e7525de8bf,Merge_failed,99c959753bad4b706bd352fea114744ccfabfe1574d59d447cb8ca9bfb33cdf7,Merge_failed,65f4d0775d6e6b717a84878b8795beb3a0156e1e9650e850fb7a9b7a7cec7197,Tests_passed,09baf24803cbaf3648e4505fa626246a34bcbd7b1fe166ec5ae7bfe7bc2eecb8,Merge_failed,99c959753bad4b706bd352fea114744ccfabfe1574d59d447cb8ca9bfb33cdf7,Merge_failed,99c959753bad4b706bd352fea114744ccfabfe1574d59d447cb8ca9bfb33cdf7,elasticjob/elastic-job-lite
3928,316,refs/remotes/origin/pull/682,5d47fcb87ba7a968b1fb87fc517ac025373877de,e4d6157fedf5efd837121f1c6ae7c9332ba1c88e,c7ab2b4f652dab0920a7174e296e443ec8ec3532,,True,True,True,116.0,273,1376.0,6,True,117,Tests_passed,7bef60443f661cd839ded27045c5c3fcd2a90744e8a28ab9b1d15b9cb78da944,True,Tests_passed,abe63c84b9f6386936c8435b3de8ba3a6b023ff0ba6993e6ab7b44fdb8b56233,True,Merge_failed,0c4e5d6cd0b3422890f454e844c8681da5847d40bcaa451f526879f4c89cd6ef,Merge_failed,f53d278adff172a1f9a7668ea83e2de7972374f5720c55e19fc225616f0cf39e,Merge_failed,0c4e5d6cd0b3422890f454e844c8681da5847d40bcaa451f526879f4c89cd6ef,Merge_failed,f53d278adff172a1f9a7668ea83e2de7972374f5720c55e19fc225616f0cf39e,Merge_failed,0c4e5d6cd0b3422890f454e844c8681da5847d40bcaa451f526879f4c89cd6ef,Merge_failed,0c4e5d6cd0b3422890f454e844c8681da5847d40bcaa451f526879f4c89cd6ef,Merge_failed,0c4e5d6cd0b3422890f454e844c8681da5847d40bcaa451f526879f4c89cd6ef,Merge_failed,5226bae8621e3cf133e656b6524d457e15ec5b062c33f950ebe19a95cb393442,Merge_failed,e9d896f8d9309ffc3c2228dcf4c2bea52d3ca0d966bda181d0988e1075787dd1,Tests_failed,b4f3df5081e80ef8efbf2584138f130d32050f15852596e19bcbb91856d1054d,Tests_failed,53bad03aa9b6c58e1516ce92bd9399968efccec44b1ef673393cb86da9c64ca1,Merge_failed,09c1b6820e5df53aef615cfc390f3349d627239b09ad584bb3bc32b21b6251c8,Merge_failed,890e8f5fbc8e080c4836f9230193393cb5b4ff3fc8352b7fec5894fede33817f,Merge_failed,f75d4bbcd4ac58767e9a966f5c0fbb6a53b28bd1b0df15935a2cb519eb795dc1,Merge_failed,09c1b6820e5df53aef615cfc390f3349d627239b09ad584bb3bc32b21b6251c8,Merge_failed,f75d4bbcd4ac58767e9a966f5c0fbb6a53b28bd1b0df15935a2cb519eb795dc1,elasticjob/elastic-job-lite
4492,106,refs/remotes/origin/master,7751bf6722ef91c8b8083a2700d6290bb1074b9c,c501760f993aba300775124679d34de33571b170,85965247ff2c19bf16e0ab68c607108ec0ba1c1c,,True,True,True,48.0,316,1276.0,22,True,48,Tests_passed,1fe3d036b3f3f413c0551c52a88eddec09779003b74d90ac6470dfc58acb1772,True,Tests_passed,a38ffc7dca1ae2139d9aa6e6e4ed4c6839b21933af2a1ae92ee18b1265761699,True,Merge_failed,9d05cd9c31651d4a9d8008af57b89d3b96c6367e0bdb80cd8502518cdfba049d,Tests_passed,6a0e1467a4e10082a53c2284868830d8fc4d07ffe28870b8e24c4d5211cc95ad,Merge_failed,9d05cd9c31651d4a9d8008af57b89d3b96c6367e0bdb80cd8502518cdfba049d,Tests_passed,6a0e1467a4e10082a53c2284868830d8fc4d07ffe28870b8e24c4d5211cc95ad,Merge_failed,b4192499f633f2356b8fd1b615da31bf1c018ba81df3e2d1192bf419648aee3a,Merge_failed,b4192499f633f2356b8fd1b615da31bf1c018ba81df3e2d1192bf419648aee3a,Merge_failed,1c90128b4ce429bbe0b6d5e3623674223f0bca6fc9c5a9e31207d4cf54b7b9c7,Merge_failed,7aa01ba3150b4e4d68e7646af4dce1a980dc032ddc3d8950668825ff9260ea18,Merge_failed,1efdb3d33ec6665765a7898d96b0920e5647308f65ea591c798a86977f7d7d68,Merge_failed,932e8429dd0e6ccd01bbd42838310c60e1b0b92e87c488f170184b6730c5f1db,Merge_timedout,,Merge_failed,c93674d185e972e1362b73287758c65a5085f343dd61f73a18f6a9ba2b741899,Tests_failed,00f3ac59bd055e34bdba2fe8cedc81318272ab74bb6da8250d5d975e001da4a7,Merge_failed,f042bf9a5b558075a438fdeecacbe53a3fa060111eb536ac40a786ee4ac31d73,Merge_failed,c93674d185e972e1362b73287758c65a5085f343dd61f73a18f6a9ba2b741899,Merge_failed,c93674d185e972e1362b73287758c65a5085f343dd61f73a18f6a9ba2b741899,fasterxml/jackson-annotations
4493,293,refs/heads/2.17,df37ed361269fb0d9defba5e46b3e714fa908f26,e887c94b540f53859897a21ea8012b6bc485a730,9bdda3fb87a1a768feb840c4ce27fc643d22a3f7,,True,True,True,22.0,101,639.0,4,True,22,Tests_passed,6761468f08cb91c8438affc47834d7c56f5ff99dd0a10a1b59427ac1481fb4cb,True,Tests_passed,922d50f4e18ed73c91dc20d501941638292ad3d28fb1603c671dd2173a5cea57,True,Merge_failed,ca45b4153ccf6bc5cb5ba26b53dbed6905b7db1d2aadf7a8b8bb059f2e434777,Merge_failed,ca45b4153ccf6bc5cb5ba26b53dbed6905b7db1d2aadf7a8b8bb059f2e434777,Merge_failed,ca45b4153ccf6bc5cb5ba26b53dbed6905b7db1d2aadf7a8b8bb059f2e434777,Merge_failed,ca45b4153ccf6bc5cb5ba26b53dbed6905b7db1d2aadf7a8b8bb059f2e434777,Merge_failed,ca45b4153ccf6bc5cb5ba26b53dbed6905b7db1d2aadf7a8b8bb059f2e434777,Merge_failed,ca45b4153ccf6bc5cb5ba26b53dbed6905b7db1d2aadf7a8b8bb059f2e434777,Merge_failed,ca45b4153ccf6bc5cb5ba26b53dbed6905b7db1d2aadf7a8b8bb059f2e434777,Merge_failed,b79475c0f7df10d83179069780fec2cafae448ddc85253a009bdf1aa4000d19b,Tests_passed,58de7780f83a6ff31c55b57feedd6d9f35e7e7982a58defcb885403e622a7aaa,Tests_failed,7b4ac7987b8383f2066d4185b57a000d7ac2c13cc10028b27acdc2db383a6b16,Tests_failed,e9e9da43ddf3db81d406b73131ab3300b8e639633863f12d2fee362f7e9dc73e,Merge_failed,11f3fd02a07c129b32987b4f6d524ddf3b88381bffbde56528db3885f1b96016,Merge_failed,11f3fd02a07c129b32987b4f6d524ddf3b88381bffbde56528db3885f1b96016,Tests_passed,58de7780f83a6ff31c55b57feedd6d9f35e7e7982a58defcb885403e622a7aaa,Merge_failed,11f3fd02a07c129b32987b4f6d524ddf3b88381bffbde56528db3885f1b96016,Merge_failed,11f3fd02a07c129b32987b4f6d524ddf3b88381bffbde56528db3885f1b96016,fasterxml/jackson-core
4493,649,refs/remotes/origin/master,f54299aeaeb9e244aeffdf1df42af1eadec19d8b,bf5c5e12656b029e7b98737b903e82dff1eb4ed3,21c94df8fcfcd15c8441d18a433c89a801a0469b,,True,True,True,602.0,5904,184876.0,4,True,602,Tests_passed,503dae0f40b6dbfc2b1a15c3cf8e714d11d16cbcc0dd8b0873181f585148c7cd,True,Tests_passed,e32bed80c49b6b03c8ae90a3f766c15c6750e1272b1b4e567c3a85da75c37ecf,True,Merge_failed,6720dcc315d5fe18e213b373081ac65c61475ef6083a5db430cb3f6e3ee84e22,Merge_failed,6720dcc315d5fe18e213b373081ac65c61475ef6083a5db430cb3f6e3ee84e22,Merge_failed,6720dcc315d5fe18e213b373081ac65c61475ef6083a5db430cb3f6e3ee84e22,Merge_failed,6720dcc315d5fe18e213b373081ac65c61475ef6083a5db430cb3f6e3ee84e22,Merge_failed,6720dcc315d5fe18e213b373081ac65c61475ef6083a5db430cb3f6e3ee84e22,Merge_failed,6720dcc315d5fe18e213b373081ac65c61475ef6083a5db430cb3f6e3ee84e22,Merge_failed,6720dcc315d5fe18e213b373081ac65c61475ef6083a5db430cb3f6e3ee84e22,Merge_failed,2256f209d5056b79620f52c0e8cc55672ff45a8dcb179ce633911f2f4360e679,Tests_failed,6903ddcdb8bab6d071afb38fe2143362e4be5e6ffb3da21bc04ad5e426458944,Merge_failed,45e6ec5462579eb5cd8987fc00666632cd7ba73d40bb45c4e8ad45197efdb6cc,Merge_failed,45e6ec5462579eb5cd8987fc00666632cd7ba73d40bb45c4e8ad45197efdb6cc,Merge_failed,a9df0c793c3b32c4f7e1f013ae16b5065de787a846f917849fe3967600fd2b55,Merge_failed,a9df0c793c3b32c4f7e1f013ae16b5065de787a846f917849fe3967600fd2b55,Merge_failed,a9df0c793c3b32c4f7e1f013ae16b5065de787a846f917849fe3967600fd2b55,Merge_failed,a9df0c793c3b32c4f7e1f013ae16b5065de787a846f917849fe3967600fd2b55,Merge_failed,a9df0c793c3b32c4f7e1f013ae16b5065de787a846f917849fe3967600fd2b55,fasterxml/jackson-core
4493,651,refs/remotes/origin/master,73f8e4ccb4693b38ed91070710be528ff33b6936,cc9c5097dcc9ef1b2d8411023ad60428fa48d128,d737866ba58e3fac5adb24897d47e3dba238696a,,True,True,True,602.0,5891,184853.0,3,True,602,Tests_passed,6a2e3e4f661479eca79eb6d16d0c1f12b7bad5ed8f6025390aef43bc4d54ea3f,True,Tests_passed,63de8e6f3cae80dc7df0fadbf436edd8ebfd5b62b95a76add096b49e242c423b,True,Merge_failed,42af9b3b0872052ce8fc19be2c821c8394414c02fa757650491c3f62a8185ba9,Merge_failed,ab9dd67e5ca5e0962e32e6f9c61a7395e4bc1e2d72280354c14dfc7aa3962e3f,Merge_failed,42af9b3b0872052ce8fc19be2c821c8394414c02fa757650491c3f62a8185ba9,Merge_failed,ab9dd67e5ca5e0962e32e6f9c61a7395e4bc1e2d72280354c14dfc7aa3962e3f,Merge_failed,42af9b3b0872052ce8fc19be2c821c8394414c02fa757650491c3f62a8185ba9,Merge_failed,42af9b3b0872052ce8fc19be2c821c8394414c02fa757650491c3f62a8185ba9,Merge_failed,42af9b3b0872052ce8fc19be2c821c8394414c02fa757650491c3f62a8185ba9,Merge_failed,3349ea8666062b1ad87e48146644936092d72e5b4c65e3cea0dc23c4c90e77de,Tests_failed,48f5e2b22f9bb05f5ec378ea73aa0932c99001edaae9b7703620bfad3d236eca,Merge_failed,c9285486b55aa9a8ef8e7df1e4b696bd41663e6404a5168a599cadddeaa2ef41,Merge_timedout,,Merge_failed,d11b57758a824366210b21a87b8bb4b0cb9b17a635954ef6e6b951111c227f53,Merge_failed,70e827bbbf3816694e36ca116716b72e81a80910bcceba355b40758e00ccb85c,Merge_failed,d11b57758a824366210b21a87b8bb4b0cb9b17a635954ef6e6b951111c227f53,Merge_failed,d11b57758a824366210b21a87b8bb4b0cb9b17a635954ef6e6b951111c227f53,Merge_failed,d11b57758a824366210b21a87b8bb4b0cb9b17a635954ef6e6b951111c227f53,fasterxml/jackson-core
4493,940,refs/remotes/origin/master,fc2a4585ca846c519c47c8628f99a7ad16a62833,d93bcb2cc0c833061b122e07496208b723337271,b40a79c130e4e0330fafa856ece933f93d9dcf57,,True,True,True,236.0,1948,16407.0,3,True,236,Tests_passed,7093de0d2c5f408acd36c34c35614d6729bfaff336255e94df9a0b3d75a5ebdc,True,Tests_passed,b9891721e152ace534282761076e3fa905f89d41fc750b116d4c899f5b798b24,True,Merge_failed,846c0896b67665fc7dfe76ef0e06575a8322ed8657d8d709a216a16d1e7cba0c,Merge_failed,3e8a15bcf21a677ab37e35e60ab0d83efa4e45c6e7289c7e78bb763ac99a2bdc,Merge_failed,846c0896b67665fc7dfe76ef0e06575a8322ed8657d8d709a216a16d1e7cba0c,Merge_failed,3e8a15bcf21a677ab37e35e60ab0d83efa4e45c6e7289c7e78bb763ac99a2bdc,Merge_failed,846c0896b67665fc7dfe76ef0e06575a8322ed8657d8d709a216a16d1e7cba0c,Merge_failed,846c0896b67665fc7dfe76ef0e06575a8322ed8657d8d709a216a16d1e7cba0c,Merge_failed,846c0896b67665fc7dfe76ef0e06575a8322ed8657d8d709a216a16d1e7cba0c,Merge_failed,815bb4675f51741e859a834e163f6463eb39ae6e1ddac438fa7e04e30155ebe4,Tests_failed,22c197c780ecf06d2f7e8f666a5781f6198c902e805a64d00e8dba992db13a6d,Merge_failed,8dfcc8c65f05d85662b416e209332a883baa409b4f6a441c11c78cc890be5ed6,Merge_timedout,,Merge_failed,0afcf37b58896a1dfc684a04981acd29eca1baf928b17bf530290b96ce45a23a,Merge_failed,b5bef8a7602faf5aadcd169d10cca260193379c4c48fd9f37ae75f2976c75e13,Merge_failed,0afcf37b58896a1dfc684a04981acd29eca1baf928b17bf530290b96ce45a23a,Merge_failed,0afcf37b58896a1dfc684a04981acd29eca1baf928b17bf530290b96ce45a23a,Merge_failed,0afcf37b58896a1dfc684a04981acd29eca1baf928b17bf530290b96ce45a23a,fasterxml/jackson-core
4493,1079,refs/remotes/origin/pull/827,d15c22641b87b5aa1891afe192992e8714a8b9d3,6acdf0746c6fa7d43c4fc37bfc336e4b06816138,e95dd282dd0f0d5d65cbfd15b607789dcd7959d9,,True,True,True,13.0,109,276.0,6,True,14,Tests_passed,6cf9b9c0d313bff99372cd3cbf394c7b0dad2a12f6d7ce1ebe9acc8745cb3e4f,True,Tests_passed,ffab2a699fc5042a55c7220a2b72c186f4b31e47638d4fc80004951cb8926b28,True,Merge_failed,86b487eea85fa05fd755e874a74c6c603da892276d0f5205cd9668db193161ac,Tests_passed,a389fdcbf36c1b000f6002640ba309beaa0bfcde9475f5049ef703cb199787a2,Merge_failed,86b487eea85fa05fd755e874a74c6c603da892276d0f5205cd9668db193161ac,Tests_passed,a389fdcbf36c1b000f6002640ba309beaa0bfcde9475f5049ef703cb199787a2,Merge_failed,86b487eea85fa05fd755e874a74c6c603da892276d0f5205cd9668db193161ac,Merge_failed,86b487eea85fa05fd755e874a74c6c603da892276d0f5205cd9668db193161ac,Merge_failed,86b487eea85fa05fd755e874a74c6c603da892276d0f5205cd9668db193161ac,Merge_failed,dfd1cdb064a38110ffda751f5283e249ac3f75939a1db0832892318171f04473,Merge_failed,fd497565ea0c58758ee19f39c74c4de48e1959a24ff40c8dcdba8afe0d125c50,Merge_failed,498d1e0419c1bfd84456ef6f433b9ae5897f394929124e461b85be39c3cefcd8,Tests_failed,fd7266ca5c03f353f5f91dcfff6032bb6ecb224365dc746208721f6b699dc3e6,Tests_passed,d98e99cb8a3ca682f5f861a4b6ddf8c35d0dfda6ce6903971e069d233de2d644,Tests_passed,a389fdcbf36c1b000f6002640ba309beaa0bfcde9475f5049ef703cb199787a2,Tests_failed,e51defc7876d45254298a53aa27371f47f98c0681dee0187420703123b77503f,Merge_failed,5906e2c55aef4c6fd97bb49dee7911764aeb3700b4e0ba8ee8edec40c474ea85,Merge_failed,5906e2c55aef4c6fd97bb49dee7911764aeb3700b4e0ba8ee8edec40c474ea85,fasterxml/jackson-core
