idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
2,refs/heads/master,6c0298774dd125ea3f60e128a840e105eac8e110,8aff94dd10e9f806f4c301c2155048952bd2a345,4af1250ce3ea4fdf9a8287cb15ec1c6e1306aea6,,False,False,,,True,3,4,,,,False,False
3,refs/heads/master,8aff94dd10e9f806f4c301c2155048952bd2a345,2ae0a8e175d2979d39d1e515f52d09d3892f19ce,31200a53cde5782dc786173cfcaa022526fcd855,,False,False,,,True,4,4,,,,False,False
5,refs/heads/master,4af1250ce3ea4fdf9a8287cb15ec1c6e1306aea6,224481e00b14a64c631add6e3d2a179c33454cb4,deb04acd2f5561f17a9c05a0121bdaa446240d94,,False,False,,,True,3,4,,,,False,False
6,refs/heads/master,b79d86db2d5a6f53541123fb66c620fad351e7f8,a3db9357e3c2319464acddec3787f7f40bcf5e2f,c79f14b4d1f94708d353da48637091442aed89bb,,False,True,,,True,6,158,,,,False,False
7,refs/heads/master,a3db9357e3c2319464acddec3787f7f40bcf5e2f,8f44f0f84ce680227a3f4a937efe887f1ad4e266,95fefb6de0bc2c25ab3e82b1584504d486a785e6,,False,True,,,True,9,188,,,,False,False
8,refs/heads/master,8f44f0f84ce680227a3f4a937efe887f1ad4e266,9855305c7475ca958734a13884ac02cd130dd1ef,99bca601a6f240008c4d583d565343f852f1ae20,,False,True,,,True,8,187,,,,False,False
9,refs/heads/master,9855305c7475ca958734a13884ac02cd130dd1ef,e45ecba4162a6572f857db46ad49d94faad1ae38,4ef8ff95f9bb40cccdb53932b9e3845fd56e04ff,,False,False,,,True,4,3,,,,False,False
12,refs/heads/master,e152e37ca37697d3f99e385aba2d5351bb352d79,d2748ef5ada405e54c78536c353d01899097ec22,d4c043f42ec27a3532f4604cf1cd0c659955f729,,False,False,,,True,2,16,,,,False,False
15,refs/heads/master,54e0dfc94f0cefd9eeb7ced7f5985fbee56ca141,fffe69ccc1f4b2363d14a1d50a14a3663c1f8234,b9308a9d27c573e7a7a3bcc9626cddbef0a9b789,,False,True,,,True,4,60,,,,False,False
19,refs/heads/master,2395ab4543851026ba83ac9e2acc76d26fa57bd6,415a6117c1e67300ee6f78230bc9f4c3d4a80af4,e32b62a785558b2b90b8814ed3f93aca4fff2d58,,False,False,,,True,3,171,,,,False,False
25,refs/heads/master,7e822c0f59855290167217d5218fb54bf48ffed3,ad1af63b28d7955be54c2a89f87a2dfeb2ebdef9,9f14edb79e11cd2df20d9b14276377e999bdc7be,,False,True,,,True,21,297,,,,False,False
32,refs/heads/master,fe9d974a745e43f9d3548374afe301a58fed6817,926fd9b02bb362bd982128b30070c5748375caac,99aad5db7e561b1888dc0af0f75054d9bf207799,,False,True,,,True,14,161,,,,False,False
36,refs/heads/master,751d8761dc355e1028e6fb45cd795bd2af57396f,e63bfe97ef83775f41d7bb08951b029314fd37ea,1981fab9182a40737ab043a33c402b05d57c6101,,False,True,,,True,4,35,,,,False,False
43,refs/heads/master,32ad9920f77722eb0249d914ac13f115e8c924e9,acf393ac16f6df047e12e8b9fd77bcf9192caebc,0ac89a56899902b3a947695166c9c3820b6b4ec2,,False,True,,,True,18,296,,,,False,False
47,refs/heads/master,22d8cf0f83bcd8b9b5254a258cdc7e302f5d72f4,db6fa7c809245de103490accf161b42cd5e73e83,912b83e42daa98295afbd50043c82804ca380a1d,,False,True,,,True,16,657,,,,False,False
50,refs/heads/master,5a62f4ededc96a9d8ca67a4ebbf4d7f537e8ad42,3a0c2e7c4a633597ff1c9fe5ac8f768f298b9d0a,06157909242b5db314c9e9caabd0abcad75e7348,,True,True,Tests_passed,629f212f89c64c8a65bad61a09ce9b12d0b6f93303ee14210cdb83d9404ec6f1,True,11,274,True,Tests_passed,f38f4f9336f6241c11faa338ec12e01956434d05e6dbefb3e0bff1d818a360b6,True,True
57,refs/heads/master,e278ace2cb84789adb9af30d186f0f123170901b,e4a024eee0e4f0e9c610a786258a2ad45c1773ec,4c417c57120553f5ec0e0ef18440e80fac0f1d79,,True,True,Tests_passed,ccae829e89e397eec0f774bc8ad65456d564cf6fd326ad5f71eb0b1988a27d7e,True,6,105,True,Tests_passed,137899cd882d0ae5aa68dc9449e0e49328abbc8a6c0875413c2d4a81a0b9a74e,True,True
73,refs/heads/master,f00b973b8acb6fc4a450030d8d0c27d22be3dd21,e1bacabb4f70e2b7d5c0cdccbb36113a26d24075,33e0d618a5cf2706854648e8d6e4371f44a8ee20,,False,False,,,True,3,6,,,,False,False
75,refs/heads/master,33e0d618a5cf2706854648e8d6e4371f44a8ee20,b5ca14c0ec8ec72a2bacd88b097f8015a4ff504d,efde68e16bf96241781ec1956a507f9c0f8ad8e6,,False,False,,,True,6,27,,,,False,False
78,refs/heads/master,d86af718971fb508a9a862baecfc88f73d31498b,f873f3a802c3cff5c1be3e573dbe1ee0ab47f02d,8e05ce7d2948d0b680fe645d3c70c2a1301bfd2a,,False,False,,,True,3,2,,,,False,False
