idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
65,refs/heads/master,8b2c257efe1aa01d49cc595d4af6f8d386d9b535,95c48c0fde2cbf37c4f074a0f38201acd2c7eae2,59da0517716f701678301ecb4cdb88f7046c8d26,,True,True,f145b2ae80a7ea5341bcb8457cd401440a0ff2199a11922d2a1341dcb7cd270d,Tests_passed,a6a20fdb76c4dd47788113f767bd7d533858319364d44fda4211f89eca78d96d,Tests_passed,True,True,Merge_failed,c8a6daef5aa92dd7be5db2094d72fa7dd7338a227ad3136448cb8ddf85fed651,Merge_failed,c8a6daef5aa92dd7be5db2094d72fa7dd7338a227ad3136448cb8ddf85fed651,Merge_failed,c8a6daef5aa92dd7be5db2094d72fa7dd7338a227ad3136448cb8ddf85fed651,Merge_failed,c8a6daef5aa92dd7be5db2094d72fa7dd7338a227ad3136448cb8ddf85fed651,Merge_failed,c8a6daef5aa92dd7be5db2094d72fa7dd7338a227ad3136448cb8ddf85fed651,Merge_failed,c8a6daef5aa92dd7be5db2094d72fa7dd7338a227ad3136448cb8ddf85fed651,Merge_failed,c8a6daef5aa92dd7be5db2094d72fa7dd7338a227ad3136448cb8ddf85fed651,Merge_failed,460c06e1d80c310d8283982ab2e16bcdbe37306d56ab7682870a5938fad5d53b,Merge_failed,703c714d0beb4c3dc91b5b4dd2ed262fd6f89032635641fc68cad9b7a32a18fe,Merge_failed,c8a6daef5aa92dd7be5db2094d72fa7dd7338a227ad3136448cb8ddf85fed651,Merge_failed,c8a6daef5aa92dd7be5db2094d72fa7dd7338a227ad3136448cb8ddf85fed651,Tests_passed,af6e334697c3e77133797e9fadd6c202818a0d2a46b0c5e0719358e47afcd99c,Tests_passed,f2cbd7efbb9cfa3fc35b0adb9fc88939a36d7efab90daf83bd40f443f41964a2,Merge_failed,4d69243853cd7bb4a39daa9eed68b1dec4c9b7e4e3dfc5541fe8ea0111c142d1
80,refs/heads/master,2f4556b9770ad12dbf1ed15974eca509fd9fa1a3,86f08edf79a3939db96b71b87913c340cb7ca581,29b4ce17dda3c7ce2722402d193e040292c323b3,,True,True,7a4d8011a037cc69da5abbfcd51de68d7d5dd32398631057603bfbe3564f863a,Tests_passed,84be1e81989202e76e3f284b6f0c57e21626943a2c53e280740ea4918e52a7b4,Tests_passed,True,True,Merge_failed,82cf205c12ab0903f0f082b25ba7a6b3e9e46ac2c725ef9e0e0befefa9539658,Merge_failed,ee6b6f68045a4bd52c04cef8857c485c67649e8de27914aeed680315edbf2088,Merge_failed,82cf205c12ab0903f0f082b25ba7a6b3e9e46ac2c725ef9e0e0befefa9539658,Merge_failed,ee6b6f68045a4bd52c04cef8857c485c67649e8de27914aeed680315edbf2088,Merge_failed,82cf205c12ab0903f0f082b25ba7a6b3e9e46ac2c725ef9e0e0befefa9539658,Merge_failed,82cf205c12ab0903f0f082b25ba7a6b3e9e46ac2c725ef9e0e0befefa9539658,Merge_failed,82cf205c12ab0903f0f082b25ba7a6b3e9e46ac2c725ef9e0e0befefa9539658,Merge_failed,b0b969f3d931457033cbb319c220f58ee0fcac4058901c0f5bee7589dc866e6a,Merge_failed,ef48769e34d007ee3d1c5e95419a037e3cedf2847d80fcd4958441e20fe3b1fb,Merge_failed,82cf205c12ab0903f0f082b25ba7a6b3e9e46ac2c725ef9e0e0befefa9539658,Merge_failed,ee6b6f68045a4bd52c04cef8857c485c67649e8de27914aeed680315edbf2088,Merge_failed,374b1e409556b2885a479706b38d8bdea9e85a99bf3bf5138e4eb39f94e2dd18,Tests_passed,9ef38735225c4b813fc8ab4c7caecc64540c6f58dd4272cdc21a774c0aa24fe2,Merge_failed,f61cefd49160f4b77b8776e5733ca51e60b3f40ca189ce066c80062261c7f571
148,refs/remotes/origin/async-http-client,3f7bdcaadc669ba2d14a424104ee4e09433edf88,95b959c0c8278609a3df395ed2fabed9ee3fadd8,0b8d271b5b6a8f809c1ecf6283d9b4c431c645ce,,True,True,d8b8c49fe3772e8c4ef43fc7469fa5b6e98ded243d2d10d462284d157af02229,Tests_passed,a594bad429bd8edb90b62993736c17e4c639d317bd57ac5076fe7fb561abaad1,Tests_passed,True,True,Merge_failed,587d12106814bb97a3ed3b3a948a117c3f67219bcbce21bb18af44f274b21cc3,Merge_failed,587d12106814bb97a3ed3b3a948a117c3f67219bcbce21bb18af44f274b21cc3,Merge_failed,587d12106814bb97a3ed3b3a948a117c3f67219bcbce21bb18af44f274b21cc3,Merge_failed,587d12106814bb97a3ed3b3a948a117c3f67219bcbce21bb18af44f274b21cc3,Merge_failed,587d12106814bb97a3ed3b3a948a117c3f67219bcbce21bb18af44f274b21cc3,Merge_failed,587d12106814bb97a3ed3b3a948a117c3f67219bcbce21bb18af44f274b21cc3,Merge_failed,587d12106814bb97a3ed3b3a948a117c3f67219bcbce21bb18af44f274b21cc3,Merge_failed,37eda9f45b6715a56a7126f7de8e66f5bc95124134feae98260cef2385070a3b,Merge_failed,a63bf329e4664ea17d184390b5fc66c7d656e65a52832eada70548dceb426404,Merge_failed,ea653b7d600c73c1a9beae73b3a38505162158dbae7f6c3e71f0550656c4b626,Merge_failed,ea653b7d600c73c1a9beae73b3a38505162158dbae7f6c3e71f0550656c4b626,Merge_failed,be94983a5c1f458f20a36af90362231c46c34d92082ecfbbf99eb70c7ebcb4df,Merge_failed,236b1617eeb64bde13182ba7bae0e3b0df320bddb5c7d4b5a2ca9616533460a6,Merge_failed,28a29bb408cf64d9a5c0c99bc5f1f466423999e72092fa08c86c2c01ad3c477b
