idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
6,refs/heads/master,c9e25de39abf63a0fec72180c6b178dfade7c607,47c5a12cbd2a67fc4571d52625c19893c3558a6f,767714676574c20f7ca3a7634ab56c79acc34cac,,False,True,True,4,19,216,1,False,4,False
15,refs/heads/master,3dfb4e4b8afcd580a72b7826083778404abd7c8b,3afb5b4da80507f18f9168e8d7437c8d397219b9,f431475c36ab4207cdaf8a6bb0825514adbc33c7,,False,True,True,3,9,38,1,False,3,False
