idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
1,refs/heads/main,060f31b66092ec61c15aca82e5ffd1b4344822e5,3ecac0d82bed34d22844250671c3f4a509072ffc,85c9a627a97e1bdee6adfffce2003ae6cd8259b0,,False,,True,29.0,,False,False
2,refs/heads/main,f8f0d994330abbd2ead6507f89aea7406a9fce26,a604c4f02ee2c0bb2e0217ffd89c3247f2586e05,40c3330859d13aba6b92b88acc616ef4266c486d,,False,True,True,72.0,590.0,False,False
7,refs/heads/main,4f20c427d61f01e42bb81399c905fe72422a5d86,c1b14a85a7fefb0f43863f6dee6016dbd2b9e1e6,29313184ee580d6bdcf6b5829fbbe383ef232e9a,,False,True,True,56.0,116.0,False,False
8,refs/heads/main,9cc283fc8ee67108e3164b9253925ba827c9bbb7,c73c241fd45176b891660c98653be62d9e8061c7,81f16c1310a864517c66989f79dc26d1d871a957,,False,True,True,41.0,129.0,False,False
10,refs/heads/main,7b9e0255bda433f1d3aae39af19f2d6cea7dfe4c,9dc6f5ad23ad3b7e73a7dbd768235672db103c60,ca08b6558b10e32e24276be29dc1f7c01696fb78,,False,True,True,11.0,268.0,False,False
12,refs/heads/main,ca08b6558b10e32e24276be29dc1f7c01696fb78,64ffe062b054b8c759167fae439bf0f0d9952e2c,399d0f5a5ee52acdc2d73358eaf7481041884255,,False,False,True,3.0,1.0,False,False
13,refs/heads/main,4b276e708e11b6c1448c148ad8f4d35d00ab3101,f58d991d277de170eb0c68238fb91a944e0c73ef,0043bd5f78f7c9a6ce823d0c1ce7841fd1bca917,,False,True,True,135.0,142.0,False,False
14,refs/heads/main,c281339a44b1cc4c313b388b68cea595937ef58f,7a18f2a156e28b86690a492515ced7414a1229da,e852927586d52f9655c999ef07bff4be6a817ae1,,False,True,True,24.0,73.0,False,False
15,refs/heads/main,7a18f2a156e28b86690a492515ced7414a1229da,5c3fedf3b496f660ae8743b883f74c321f9c1fad,36abf51931d2b6df66f0925f7592c147ba759c0b,,False,True,True,30.0,77.0,False,False
16,refs/heads/main,5c3fedf3b496f660ae8743b883f74c321f9c1fad,54c741ecd28b11e2998f33f30d6f9ad579e3aa8a,b0bdcefc36d8b6984c9b9d8153d7c5a2fa290c81,,False,True,True,13.0,71.0,False,False
17,refs/heads/main,6cdce382741f6ced48f27493ddc3bffab8eb0d23,965ee45a4aaa1216d14ee414e8e72e9048a29d97,eba4ac07ca16892a54a19c90eaf38415803823d0,,False,True,True,50.0,11.0,False,False
18,refs/heads/main,76f81ea4e9f1f9cdede1da7d38b15ec4e240adbd,12185a2a8a76606a595a946c1546fd4e68051e78,27e8690839603fc4495117c6f8ea93da29403034,,False,True,True,20.0,4.0,False,False
19,refs/heads/main,c958dfb33c91c40363f9566af4762236925e2d8f,f20c303d04867a7527fff589fd3a42d879911100,34029a4413efd242169bf2164b78917b6d81b5bb,,False,True,True,135.0,514.0,False,False
20,refs/heads/main,a2418469b7b085ed133a692016fafefee7ba721e,b51d60ec76900c8b42d25448537c9d3ffa37c5cf,f9c31a0e2540371a4559ef94e614bc2698d5b80a,,False,True,True,12.0,13.0,False,False
21,refs/heads/main,c1002ad0cd1963c5d59e06710f6c9b98131edecc,5c2d10e93ff0957c5dc17a507fcf7a30f32de2d4,cdf941c28d8036f84c6e6f61cabc68919aba3b9b,,False,True,True,19.0,23.0,False,False
22,refs/heads/main,5c2d10e93ff0957c5dc17a507fcf7a30f32de2d4,e6d46d3dc41c6d0e2a4a33e3afaef1648edaa346,aa6a0b3ba7d640654a19193b2de0cc17d6b0ceb2,,False,True,True,26.0,21.0,False,False
23,refs/heads/main,ecd55a94a981fe682764f7ec3e6655530bbc9f75,fdd7711001f0943420642731b6b35917d7f87642,05daf7d9f71cccfc7dab52600f1174a69c9d2ca8,,False,True,True,80.0,254.0,False,False
24,refs/heads/main,f42fcce12f01202bcef15a42611ec07af547a83b,e48efcf64c3568be32d96c1dc2a139b56206e9a5,5e7044770ab5e212b8e3d41c74834f000232ec20,,False,True,True,8.0,0.0,False,False
25,refs/heads/main,78b16ca53f064be8dd27deac98169dc0ccde3948,2f6e1c5f7b684c2c0d8d51308d367f63e3ae02f8,32893a0af955d3cc2692803c4ce1d6ac5f0bea50,,False,False,True,4.0,53.0,False,False
27,refs/heads/main,dd4a0405aab13d5fb4bbc239aabf402dcd95e26a,1e06c152864b2fa25477aa61fc56a1f95b9048cc,2c4ac7a8bfbb5ce347d5049e80ed963b39ebbe27,,False,True,True,52.0,2.0,False,False
30,refs/heads/main,aca44d9c42292300aa3ad8d6023818a665a0efcb,aff7216804a83ba73dc7a96931cbd7d638d91f19,7af5f063ea9fca822172dd6e807483147838457d,,False,True,True,11.0,16.0,False,False
31,refs/heads/main,aff7216804a83ba73dc7a96931cbd7d638d91f19,9ed16ed5c2fa1507b58202b8441229e5acb6f814,2705e8d1616191feccd204fc06d779d9ca30e7f0,,False,True,True,5.0,14.0,False,False
32,refs/remotes/origin/core-handles-active-rules,d1295c19a7264c182c1565ff0c5b301eba445e6b,54894b15c650f2ee519b7d40d723de85daf086f0,829cd34a02d4ddea7444ff057944e3ac67f1600e,,False,True,True,21.0,172.0,False,False
33,refs/remotes/origin/pull/1017,9f3d17997db5c9dd82cf4b2f1d0d7501d2aaf69e,a8922c0af29f93ed20c19b1ca6a1b021a1a6f47b,caafde041db4ccd00633e96ea9861b5e663ea2f1,,False,True,True,80.0,217.0,False,False
34,refs/remotes/origin/pull/1017,21e0172b7ccd0f07fad856f9f31011744206057a,cdae616dc37f2f7781a448a233dc59ada427aa80,0434b519c80fb2dee0d0e28d63f63f3ee09307ec,,False,True,True,277.0,476.0,False,False
35,refs/remotes/origin/pull/1017,73d493e34a832b3a7371cf6244efb48239f7349f,2b802498b720b6b149fe5cb8f723815bcd24448a,931438327e7aefac0eddbb4b141e8e72ffe5f1ad,,False,True,True,87.0,335.0,False,False
36,refs/remotes/origin/pull/1017,0434b519c80fb2dee0d0e28d63f63f3ee09307ec,2b802498b720b6b149fe5cb8f723815bcd24448a,3fb48aeaccb1024fc07e8a27cb49eeb3ec5a5bf9,,False,True,True,274.0,459.0,False,False
37,refs/remotes/origin/pull/1017,2aa3fcd9ca6fbb9894889e0e81aac8e6d3f3f29b,3a0a00aad0a5c3c763bcb9c928f7743ec959f506,b7a528accf48488636206ceadd2a40d8bf242cdc,,False,True,True,89.0,327.0,False,False
38,refs/remotes/origin/pull/1017,3f4afc475a3254bcfe376c93e8f900a3446ee75c,70da7b093510ef9576483774449b21024336d2e1,8c5fc377be977a005c5f35cf59665a2cf7b457e5,,False,True,True,61.0,172.0,False,False
39,refs/remotes/origin/pull/1017,2b802498b720b6b149fe5cb8f723815bcd24448a,a10cd6d6c9ccc2bd39ec5913e12f48703fc54195,8c5fc377be977a005c5f35cf59665a2cf7b457e5,,False,True,True,20.0,3.0,False,False
40,refs/remotes/origin/pull/1017,243cd1a9a2466e2784dda731f70ba814491f9f05,511052a83be3c027d6ded62182754206509fcbf0,a10cd6d6c9ccc2bd39ec5913e12f48703fc54195,,False,True,True,136.0,604.0,False,False
41,refs/remotes/origin/pull/1017,a10cd6d6c9ccc2bd39ec5913e12f48703fc54195,c7221616103e292f7201876ff3a726b55a1ee356,3fe527b939ec9b3e51c16132bd287cfcf8d243c9,,False,True,True,33.0,18.0,False,False
