idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
1,refs/heads/master,52237b468b09ba5b7c52d290984dbe0326c96df7,2816b2b48ff2c78e7f4f017031f35e4f6ff3bf38,61fd6919ea2a5ff67752eec58d140bbac6324283,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/2816b2b48ff2c78e7f4f017031f35e4f6ff3bf38_61fd6919ea2a5ff67752eec58d140bbac6324283_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/2816b2b48ff2c78e7f4f017031f35e4f6ff3bf38_61fd6919ea2a5ff67752eec58d140bbac6324283_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/2816b2b48ff2c78e7f4f017031f35e4f6ff3bf38_61fd6919ea2a5ff67752eec58d140bbac6324283_left_right.log'}",False,True,8,513,False,False
4,refs/heads/master,d2f95990a60dad3fde69887a7c0f1211bb8e26d9,7cb6153df0d68c26df6b220d5d9cb958b2720529,ce01c30c91e6de4065315ea7358a9dd176446acf,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/7cb6153df0d68c26df6b220d5d9cb958b2720529_ce01c30c91e6de4065315ea7358a9dd176446acf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/7cb6153df0d68c26df6b220d5d9cb958b2720529_ce01c30c91e6de4065315ea7358a9dd176446acf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/7cb6153df0d68c26df6b220d5d9cb958b2720529_ce01c30c91e6de4065315ea7358a9dd176446acf_left_right.log'}",True,True,5,148,False,False
8,refs/heads/master,19725b60cbf4a6fecd8eb10399707670ea737222,474e6b7fbaba53885634cadb9a408e10f6d32cb1,b79aa9ee780c1468c68de0a125fa261397e64321,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/474e6b7fbaba53885634cadb9a408e10f6d32cb1_b79aa9ee780c1468c68de0a125fa261397e64321_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/474e6b7fbaba53885634cadb9a408e10f6d32cb1_b79aa9ee780c1468c68de0a125fa261397e64321_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/474e6b7fbaba53885634cadb9a408e10f6d32cb1_b79aa9ee780c1468c68de0a125fa261397e64321_left_right.log'}",True,True,8,40,False,False
9,refs/heads/master,474e6b7fbaba53885634cadb9a408e10f6d32cb1,46edb76e473b431c85c14ec2952efba44abd0f5a,e1b8cbce87a9d7b89d53cc250349783ef7f81723,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/46edb76e473b431c85c14ec2952efba44abd0f5a_e1b8cbce87a9d7b89d53cc250349783ef7f81723_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/46edb76e473b431c85c14ec2952efba44abd0f5a_e1b8cbce87a9d7b89d53cc250349783ef7f81723_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/46edb76e473b431c85c14ec2952efba44abd0f5a_e1b8cbce87a9d7b89d53cc250349783ef7f81723_left_right.log'}",True,True,25,3842,False,False
10,refs/heads/master,1458ec0c621a14af2f832dd11d710892358693fa,a4aba898eb3282f92f0380f279cea741b3da5a15,76b80f65acaafee98c257835f2f0eb75a9e5fa04,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/a4aba898eb3282f92f0380f279cea741b3da5a15_76b80f65acaafee98c257835f2f0eb75a9e5fa04_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/a4aba898eb3282f92f0380f279cea741b3da5a15_76b80f65acaafee98c257835f2f0eb75a9e5fa04_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/a4aba898eb3282f92f0380f279cea741b3da5a15_76b80f65acaafee98c257835f2f0eb75a9e5fa04_left_right.log'}",True,True,8,297,False,False
11,refs/heads/master,f887993f622585e653d50874167b526b9bcb2906,f94c306b0b7714fadbfd85da639f24d9c3f7bf5d,21193d5dfe229031af57f0b7b5d5c1c0e8c91432,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/f94c306b0b7714fadbfd85da639f24d9c3f7bf5d_21193d5dfe229031af57f0b7b5d5c1c0e8c91432_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/f94c306b0b7714fadbfd85da639f24d9c3f7bf5d_21193d5dfe229031af57f0b7b5d5c1c0e8c91432_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/f94c306b0b7714fadbfd85da639f24d9c3f7bf5d_21193d5dfe229031af57f0b7b5d5c1c0e8c91432_left_right.log'}",False,True,3,9,False,False
12,refs/heads/master,f94c306b0b7714fadbfd85da639f24d9c3f7bf5d,81d52fb3b274c9af471734fd06a47b9960102938,88ad5cdb16e507fca45b90741e3bdcda39639c0c,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/81d52fb3b274c9af471734fd06a47b9960102938_88ad5cdb16e507fca45b90741e3bdcda39639c0c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/81d52fb3b274c9af471734fd06a47b9960102938_88ad5cdb16e507fca45b90741e3bdcda39639c0c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/81d52fb3b274c9af471734fd06a47b9960102938_88ad5cdb16e507fca45b90741e3bdcda39639c0c_left_right.log'}",True,True,6,131,False,False
13,refs/heads/master,81d52fb3b274c9af471734fd06a47b9960102938,4413cf4c008abc537b0364bedb32d87a0dde27ae,c23a6338915efb5afa56920ada158730388a9ed2,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/4413cf4c008abc537b0364bedb32d87a0dde27ae_c23a6338915efb5afa56920ada158730388a9ed2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/4413cf4c008abc537b0364bedb32d87a0dde27ae_c23a6338915efb5afa56920ada158730388a9ed2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/4413cf4c008abc537b0364bedb32d87a0dde27ae_c23a6338915efb5afa56920ada158730388a9ed2_left_right.log'}",True,True,62,8046,False,False
14,refs/heads/master,4413cf4c008abc537b0364bedb32d87a0dde27ae,1f208e74b2df61f04e869a31ca9a255039dbeaf7,56d8c14a7f77df3aa51b4ecb5a76b614107383ca,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/1f208e74b2df61f04e869a31ca9a255039dbeaf7_56d8c14a7f77df3aa51b4ecb5a76b614107383ca_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/1f208e74b2df61f04e869a31ca9a255039dbeaf7_56d8c14a7f77df3aa51b4ecb5a76b614107383ca_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/1f208e74b2df61f04e869a31ca9a255039dbeaf7_56d8c14a7f77df3aa51b4ecb5a76b614107383ca_left_right.log'}",False,True,2,16,False,False
15,refs/heads/master,1f208e74b2df61f04e869a31ca9a255039dbeaf7,643858ca46e036eb98ad21f3a2e348512628aaba,1c3a96ab8bfeb8a3c23ff1ccf804e70dbdaa6ecb,,False,"{'base_left': 'cache/diff_analyzer/logs/robocup-atan/atan/643858ca46e036eb98ad21f3a2e348512628aaba_1c3a96ab8bfeb8a3c23ff1ccf804e70dbdaa6ecb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/robocup-atan/atan/643858ca46e036eb98ad21f3a2e348512628aaba_1c3a96ab8bfeb8a3c23ff1ccf804e70dbdaa6ecb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/robocup-atan/atan/643858ca46e036eb98ad21f3a2e348512628aaba_1c3a96ab8bfeb8a3c23ff1ccf804e70dbdaa6ecb_left_right.log'}",True,True,97,3606,False,False
