idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing
4,refs/heads/master,27d4b968c9d751fbb91d4cee195554315e249189,78aef55242729482aa1cde8d314b23ec06590d9b,25e57c79fe7b06b0003e05b826e5b8ff0b3ef53b,,4,10,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/78aef55242729482aa1cde8d314b23ec06590d9b_25e57c79fe7b06b0003e05b826e5b8ff0b3ef53b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/78aef55242729482aa1cde8d314b23ec06590d9b_25e57c79fe7b06b0003e05b826e5b8ff0b3ef53b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/78aef55242729482aa1cde8d314b23ec06590d9b_25e57c79fe7b06b0003e05b826e5b8ff0b3ef53b_left_right.log'}",,,,,,False,False
5,refs/heads/master,78aef55242729482aa1cde8d314b23ec06590d9b,72fb505143d8b5af696f5434ca2fd64c8076a90c,3416be81cf39c3361744c72d29f469518920c131,,4,8,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/72fb505143d8b5af696f5434ca2fd64c8076a90c_3416be81cf39c3361744c72d29f469518920c131_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/72fb505143d8b5af696f5434ca2fd64c8076a90c_3416be81cf39c3361744c72d29f469518920c131_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/72fb505143d8b5af696f5434ca2fd64c8076a90c_3416be81cf39c3361744c72d29f469518920c131_left_right.log'}",,,,,,False,False
7,refs/heads/master,646b5feecd47b88afc280e4b0ec0903ed39fe7f6,da2161c2902ed654df4aea829e4405bc6f2438c4,b812a3cbc100b72e55a3f87091bdd837f0899044,,3,20,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/da2161c2902ed654df4aea829e4405bc6f2438c4_b812a3cbc100b72e55a3f87091bdd837f0899044_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/da2161c2902ed654df4aea829e4405bc6f2438c4_b812a3cbc100b72e55a3f87091bdd837f0899044_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/da2161c2902ed654df4aea829e4405bc6f2438c4_b812a3cbc100b72e55a3f87091bdd837f0899044_left_right.log'}",,,,,,False,False
8,refs/heads/master,da2161c2902ed654df4aea829e4405bc6f2438c4,b12dc7f3f6216b1fcd6c4272497ae7d57e19d2bc,f8c7b6b95c3f3a1d1db0391264fcf605b981a8b7,,3,2,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/b12dc7f3f6216b1fcd6c4272497ae7d57e19d2bc_f8c7b6b95c3f3a1d1db0391264fcf605b981a8b7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/b12dc7f3f6216b1fcd6c4272497ae7d57e19d2bc_f8c7b6b95c3f3a1d1db0391264fcf605b981a8b7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/b12dc7f3f6216b1fcd6c4272497ae7d57e19d2bc_f8c7b6b95c3f3a1d1db0391264fcf605b981a8b7_left_right.log'}",,,,,,False,False
20,refs/heads/master,0d67aff81eb85092a580920f2bfbd4d8ab346f0b,ab6eef0d0454fbee4c6ddb7ca025eca7eaec5742,3fb5643f37c96cf41ac83f147313d9dec2f2275b,,19,437,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/ab6eef0d0454fbee4c6ddb7ca025eca7eaec5742_3fb5643f37c96cf41ac83f147313d9dec2f2275b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/ab6eef0d0454fbee4c6ddb7ca025eca7eaec5742_3fb5643f37c96cf41ac83f147313d9dec2f2275b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/ab6eef0d0454fbee4c6ddb7ca025eca7eaec5742_3fb5643f37c96cf41ac83f147313d9dec2f2275b_left_right.log'}",,,,,,False,False
22,refs/heads/master,b9232f7be24a81e6095171ef0e10035aef658132,6996eb100485b2d716ee92b4b3d0c1a7ee25a104,dec62f8dcd4863f3705cd5dddfac6b6dea9ff2ae,,16,401,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/6996eb100485b2d716ee92b4b3d0c1a7ee25a104_dec62f8dcd4863f3705cd5dddfac6b6dea9ff2ae_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/6996eb100485b2d716ee92b4b3d0c1a7ee25a104_dec62f8dcd4863f3705cd5dddfac6b6dea9ff2ae_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/6996eb100485b2d716ee92b4b3d0c1a7ee25a104_dec62f8dcd4863f3705cd5dddfac6b6dea9ff2ae_left_right.log'}",,,,,,False,False
23,refs/heads/master,6ddda1c4b11cd83d4bd70c6d485e96ce48893439,529888204428f677254b44ca63869f9a21d5419d,1d0eb3c514c83072e070828255053952aad06219,,2,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/529888204428f677254b44ca63869f9a21d5419d_1d0eb3c514c83072e070828255053952aad06219_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/529888204428f677254b44ca63869f9a21d5419d_1d0eb3c514c83072e070828255053952aad06219_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/529888204428f677254b44ca63869f9a21d5419d_1d0eb3c514c83072e070828255053952aad06219_left_right.log'}",,,,,,False,False
25,refs/heads/master,8174d16c857e41e593475eb89cf3a329f6d9ed56,4aedf772efa92960854a8b9ca5151f94edb7c372,4089e2e4ba1bee802e3bfb06294b879b1ff71825,,2,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/4aedf772efa92960854a8b9ca5151f94edb7c372_4089e2e4ba1bee802e3bfb06294b879b1ff71825_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/4aedf772efa92960854a8b9ca5151f94edb7c372_4089e2e4ba1bee802e3bfb06294b879b1ff71825_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/4aedf772efa92960854a8b9ca5151f94edb7c372_4089e2e4ba1bee802e3bfb06294b879b1ff71825_left_right.log'}",,,,,,False,False
27,refs/heads/master,dc47e21f531b548816d1070d2de8a7c61b1bcce6,27aad03ebc6f04ae005076a81d9a039c3ba35664,bc7203165f60cf3ca07fac45da7116e4f8b33233,,10,267,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/27aad03ebc6f04ae005076a81d9a039c3ba35664_bc7203165f60cf3ca07fac45da7116e4f8b33233_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/27aad03ebc6f04ae005076a81d9a039c3ba35664_bc7203165f60cf3ca07fac45da7116e4f8b33233_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/27aad03ebc6f04ae005076a81d9a039c3ba35664_bc7203165f60cf3ca07fac45da7116e4f8b33233_left_right.log'}",d361df7e82708b8a408c985c572601f581277a05f8370151c771b973a2983342,Tests_passed,ce10faa7cf21dfc5dc1249b4ea1da10225526258ebbde312f62d1f7d273530ba,Tests_failed,False,False,False
28,refs/remotes/origin/pull/52,0169998b6f6590e8eacc1ef1bbd68e5b0d45f7fa,63b7d790a78ccd26fd88228d3e4845be035a0c51,4339287519ace81d69776ddfc5abc63ad9c483f0,,7,31,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/63b7d790a78ccd26fd88228d3e4845be035a0c51_4339287519ace81d69776ddfc5abc63ad9c483f0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/63b7d790a78ccd26fd88228d3e4845be035a0c51_4339287519ace81d69776ddfc5abc63ad9c483f0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/DanielYWoo/fast-object-pool/63b7d790a78ccd26fd88228d3e4845be035a0c51_4339287519ace81d69776ddfc5abc63ad9c483f0_left_right.log'}",,,,,,False,False
