idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/revamp,4013c74350a395206fdcea870494a43bce66030e,88223a941191eb604eaec022e7080d4b3f7c84af,fa16008d5685b7029e8d04ee02227531e33cc087,,False,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/88223a941191eb604eaec022e7080d4b3f7c84af_fa16008d5685b7029e8d04ee02227531e33cc087_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/88223a941191eb604eaec022e7080d4b3f7c84af_fa16008d5685b7029e8d04ee02227531e33cc087_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/88223a941191eb604eaec022e7080d4b3f7c84af_fa16008d5685b7029e8d04ee02227531e33cc087_left_right.log'}",True,True,14,291,False,,,,,,False
2,refs/heads/revamp,3585f54406c532417ae3068f33f5b12e27ebb717,a6014277fb6a0e281406d41e65a49018db0781fd,9dc191a256a30d1d90c76f219e109c88699d3757,,False,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/a6014277fb6a0e281406d41e65a49018db0781fd_9dc191a256a30d1d90c76f219e109c88699d3757_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/a6014277fb6a0e281406d41e65a49018db0781fd_9dc191a256a30d1d90c76f219e109c88699d3757_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/a6014277fb6a0e281406d41e65a49018db0781fd_9dc191a256a30d1d90c76f219e109c88699d3757_left_right.log'}",True,True,5,78,False,,,,,,False
4,refs/heads/revamp,5f8547d9368c73ccbc2ba422b1efa3775af4ac61,6ca6e931a18ca02f2a9d420de96a459c6e7a6281,5668256c052e477a1344916db73f2ad1e3ba6db1,,True,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/6ca6e931a18ca02f2a9d420de96a459c6e7a6281_5668256c052e477a1344916db73f2ad1e3ba6db1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/6ca6e931a18ca02f2a9d420de96a459c6e7a6281_5668256c052e477a1344916db73f2ad1e3ba6db1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/6ca6e931a18ca02f2a9d420de96a459c6e7a6281_5668256c052e477a1344916db73f2ad1e3ba6db1_left_right.log'}",True,True,17,279,True,Tests_passed,af5f52231d7c7c13c4d7af0320ab353265a2f86076e8ec9076d76e97e1c87474,True,Tests_passed,74a8fdaa096d6b359b0c9271cd2ca6840521036dd80b904698bdcd85543a6c0d,True
5,refs/heads/revamp,fed445e891a43dcf41b4533716513813c022baa4,a070522a722d11d7cce663959b7c3704fb4673d9,fdc6cfbd4b38e2ba2026b3296048ebaa65002fe8,,False,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/a070522a722d11d7cce663959b7c3704fb4673d9_fdc6cfbd4b38e2ba2026b3296048ebaa65002fe8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/a070522a722d11d7cce663959b7c3704fb4673d9_fdc6cfbd4b38e2ba2026b3296048ebaa65002fe8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/a070522a722d11d7cce663959b7c3704fb4673d9_fdc6cfbd4b38e2ba2026b3296048ebaa65002fe8_left_right.log'}",True,True,3,50,False,,,,,,False
6,refs/heads/revamp,a070522a722d11d7cce663959b7c3704fb4673d9,0555e473e00fe016a8b30708acefe440f717bd1a,42b069476e534b8609296608edf297e8ee415620,,False,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/0555e473e00fe016a8b30708acefe440f717bd1a_42b069476e534b8609296608edf297e8ee415620_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/0555e473e00fe016a8b30708acefe440f717bd1a_42b069476e534b8609296608edf297e8ee415620_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/0555e473e00fe016a8b30708acefe440f717bd1a_42b069476e534b8609296608edf297e8ee415620_left_right.log'}",True,True,4,193,False,,,,,,False
7,refs/heads/revamp,0555e473e00fe016a8b30708acefe440f717bd1a,6257739f9b25be746679889a8fa4c92c6c56adf1,53e7fc0460c66d556fd613002ba99232e6a7a30d,,False,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/6257739f9b25be746679889a8fa4c92c6c56adf1_53e7fc0460c66d556fd613002ba99232e6a7a30d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/6257739f9b25be746679889a8fa4c92c6c56adf1_53e7fc0460c66d556fd613002ba99232e6a7a30d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/6257739f9b25be746679889a8fa4c92c6c56adf1_53e7fc0460c66d556fd613002ba99232e6a7a30d_left_right.log'}",True,True,196,575,False,,,,,,False
8,refs/heads/revamp,6257739f9b25be746679889a8fa4c92c6c56adf1,262f1d41528483e1466e3100e34e3214fd2ae9ab,5741b0175ccfce24c675921da5c5e4d10e2bc6e6,,False,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/262f1d41528483e1466e3100e34e3214fd2ae9ab_5741b0175ccfce24c675921da5c5e4d10e2bc6e6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/262f1d41528483e1466e3100e34e3214fd2ae9ab_5741b0175ccfce24c675921da5c5e4d10e2bc6e6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/262f1d41528483e1466e3100e34e3214fd2ae9ab_5741b0175ccfce24c675921da5c5e4d10e2bc6e6_left_right.log'}",True,True,5,78,False,,,,,,False
9,refs/heads/revamp,262f1d41528483e1466e3100e34e3214fd2ae9ab,652d8eb753bbdfa4159d98b241afc3abf635cba8,f6ee14e102b1afc7fd162c04afaa4d149bfc77ff,,False,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/652d8eb753bbdfa4159d98b241afc3abf635cba8_f6ee14e102b1afc7fd162c04afaa4d149bfc77ff_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/652d8eb753bbdfa4159d98b241afc3abf635cba8_f6ee14e102b1afc7fd162c04afaa4d149bfc77ff_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/652d8eb753bbdfa4159d98b241afc3abf635cba8_f6ee14e102b1afc7fd162c04afaa4d149bfc77ff_left_right.log'}",True,True,86,1790,False,,,,,,False
10,refs/heads/revamp,004679e5bb6d1227b91f9e1aeaf79b72c317a397,d5844b55b3f6efe95d71450b49a3723a0b9acae5,ed227f8eaca49f6d1a65ccbcea8fad55b38d591c,,True,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/d5844b55b3f6efe95d71450b49a3723a0b9acae5_ed227f8eaca49f6d1a65ccbcea8fad55b38d591c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/d5844b55b3f6efe95d71450b49a3723a0b9acae5_ed227f8eaca49f6d1a65ccbcea8fad55b38d591c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/d5844b55b3f6efe95d71450b49a3723a0b9acae5_ed227f8eaca49f6d1a65ccbcea8fad55b38d591c_left_right.log'}",True,True,15,367,True,Tests_passed,06f41e3da5a99fa1855b1ab414f6b95d5c330ab6b27fe8841c590f052e994045,True,Tests_passed,cc3198654698c2e4774f971abbf38f0045361de1ec29fe479b44312c7a19fbd5,True
11,refs/heads/revamp,b53a148ca59225dcbceb1fc65321f98a0c5c13f9,0328aebe181d4896b2205893c521c1015eb69ae4,6dcfd0c9bf20779e4b23a3aa05d29ee6cde7364b,,True,"{'base_left': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/0328aebe181d4896b2205893c521c1015eb69ae4_6dcfd0c9bf20779e4b23a3aa05d29ee6cde7364b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/0328aebe181d4896b2205893c521c1015eb69ae4_6dcfd0c9bf20779e4b23a3aa05d29ee6cde7364b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/TridentSDK/TridentSDK/0328aebe181d4896b2205893c521c1015eb69ae4_6dcfd0c9bf20779e4b23a3aa05d29ee6cde7364b_left_right.log'}",True,True,75,1163,True,Tests_passed,cbee04c3151cae68ef2e931fb88dbe19fd26676962d2194b8acdef0be7b956e4,True,Tests_passed,7793f3445f483bdfc586988358a2a5506cbc255cf216f4ebd32dbf102a61e56e,True
