idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing
2,refs/heads/master,163f2dfaf33d878f641f9cd00f17fc9d45a6b2ec,fd93dad90083227d01101c7045292bea0fb12e32,093133eb8065d747e19b109fa2bbfdd39baab85c,,True,True,f2d3a753bdf79e67e41279c26b9dc41a8c55682d9f144cd3958d7cdf1a53fc87,Tests_passed,0.0,2868f6985b45cf3db353d4c646b3371ef78625e6a00fc7ebf2d7862b8a81947e,Tests_passed,0.0,True,True
3,refs/heads/master,b3f77cb4c5e5f6e9fdefad432dc6c4f8761f1e06,9907e7aeefdfb456b7181f5a4acfe811500e0a9e,baf668b94d9174aed5e2c0b45343d7c198e5891d,,False,True,16b883c9db907bbcf28d8e86690d4592d61c2f86b1b89748f1bb3668b573424c,Tests_failed,0.0,5d06630fc34ce72f178db88fbd1211a0ca4a803bb1a367f356043673d69fa9b3,Tests_failed,0.0,False,False
4,refs/heads/master,d7bfc466068f41a494462cf1112a0e2a858ba197,c7368f4380e2925af4c2fbaf59790f3fde448ccb,3aaa723cc3d6734f43e14aea428c6d56ebaa8340,,False,False,,,,,,,,False
6,refs/heads/master,6a4e0ade2b6a99912b061ec9186bdb594b80f864,faa9e09ffac639032f2e3336907161003633fdf8,82496d001c950dd1a6702b49940cb3e0ed765982,,False,True,89eb38fcb6146420e01d955b3f37e9d2132b84ab07b167406c0022795c1520ee,Tests_failed,0.0,663a0c385315096faf101f41e8a561aa9ed9fae530dd0753339df7a50db45e4c,Tests_failed,0.0,False,False
7,refs/heads/master,82496d001c950dd1a6702b49940cb3e0ed765982,53cf488880984876c5d2540ae710306e84a0d1d1,eb7c4500867d6852b270ec7671f66edbad31ee22,,False,True,98a5d5b0dea7e8a9541cafbb4590cf7ba2a7337628d192085ec7188d65e31619,Tests_failed,0.0,c64a25b74dd4be49e909c79df64e30bc7439191d62ad3ba00ed8e669cb5b63f8,Tests_failed,0.0,False,False
9,refs/heads/master,55d2a85446752262c06dce61f4193efbc596cb12,c3276626c3abf9bbfbef5b8e8f1bcefa7e750eac,031814cd8b8b1a8d8687f312f06f007f85be14d5,,False,True,ad8f6f4f47be376c8db69afe4df0c0f37006afe628ad7f066d267fc62d7107ab,Tests_failed,0.0,f7dd2408000405e11b37930ffca9721fa6049922945f5e200595724a292c84aa,Tests_failed,0.0,False,False
10,refs/heads/master,031814cd8b8b1a8d8687f312f06f007f85be14d5,a85c0f4c5a2394aea348ce97f92838fbc01eb611,07580b775897684239f1bf205478db21215ea3f3,,False,True,f9eee7a9ee7f13d6f5858d1065ccbe751ef76f12162c89b6729db8360c069d0c,Tests_failed,0.0,14ea4ea4cd4e1a9eefd8a71d21b8a9a0579c8bd4f1f5e3f66b1a8b6a8b4964b4,Tests_failed,0.0,False,False
12,refs/heads/master,be67acd1540d525e6ca7b5f5e20a49849e2ddf69,908b3ea2a7878265d5a17e17be2ee439fea663fc,386ca4278a55e5fb085b1f9c4b7277398e81a4eb,,False,True,3f9419b722f1762d780f5151af7b7b6c54bd18d5ed0ccf9944c6cdaf4ab8b72f,Tests_timedout,0.0,bf53fa3e71a529f48bb2057878a950786f918af00561d161752c2fba0affc741,Tests_timedout,0.0,False,False
14,refs/heads/master,d4a92eb542dbd3a7c45005e99db7aa1c9d94f16f,3b2ab7a53a26979ee75b8668a449d990aef39ec7,9880b7164a21604219a29aea9b959ede174847a9,,False,True,9d96249ff74c9ed8fbad5bc2697b0df7c4ef2e57675ac74a03dc11214deb6fd2,Tests_failed,0.0,2c5ab65548199558ee7ef668f0373ac9f8f687f23614e87481cac163545a0ab1,Tests_failed,0.0,False,False
15,refs/heads/master,7a70fa654144ea15d862f25b73e5d86a22dd4936,e23ed6094ed9ef3ecac6b9547a80f3291a2bfd0b,e52c44fb05227f0651a0a9136e27dd7bdbe2eab3,,False,True,d945fd6c5509049526aceced20eb021411e15406acf945f9918fd371530b2873,Tests_failed,0.0,288a6af799050793a60e5565dc782313a2160992c6481fe8535ad47a6aef52bb,Tests_failed,0.0,False,False
16,refs/heads/master,101ca478043522008b8d74009cbc6137e41f6877,927ac6a93b831c58eaf1d9f1d9f5213b159c1850,a360839595ca750fc4e469c87e68c7179983a1cb,,False,False,,,,,,,,False
18,refs/heads/master,ddae4a5975d45cadc394be7383b678a9cd9238c3,560e5d1dbe692f147eed2011d1e17cfdfa374d36,696093e416b4fedd3c050ee10647ab797dbb4f1c,,False,True,263c15407f5b154112f6173e3f7038a7f0c198fc991e22e0eb1ae393724aa359,Tests_failed,0.0,7782fad1c46e892b493f904d8f33e1e79dccf3d2d28834088ea5898dddb8613a,Tests_failed,0.0,False,False
19,refs/heads/master,6ba864e157fd8296265edf1aac09671c4453a762,764d62995192ea93dc820a3679da4c059309157c,0b7adbc3cc9790fa866f010f359da2ade6ad7fd8,,False,False,,,,,,,,False
20,refs/heads/master,e1d7b0d06a56c5deeee55be5f92fefe7a627d874,abcf889234a8ceeef1a645a6ef69fd5868d208ac,4fce8ddfbcea91dc6afac209fe3082e9de175a02,,False,True,e1f8f22f9c2d501a0c1e1fdba77b0c0df151e72a61d390a27ecae3b6d6c2c9e2,Tests_failed,0.0,4c82665441a5ce6f541484d45f4377a60b2b47ce7497d6e2fc0cc3ff6d8c711a,Tests_failed,0.0,False,False
