idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
2,refs/heads/master,d4415b36930d0d13221d1b74083d8152292138dd,fc563acf7b7a2f3859f7fecba88b44a28b9879b2,7ddd4fabb2f4ffd82ad61df6e3ec1132d20f9b35,,True,75e722134b9da983206e6087fbbde66ecb4d38690bc96cb9bb549a01ec485b4b,c6ce8b3b2b99c41b4fcd43a4e32d5efbd503159adce296030c1b081ee1d39c63,283,True,Tests_passed,0.5448742876299028,Tests_passed,0.5372854660004345,True,True
6,refs/heads/master,392bf59d41f6d67ee229659fe971675c77759c2a,5451e129b028ca1da5f2e4ea8a7524fd57ff203c,78b84e59386f4e5c525673db4804d026b652a764,,False,,,18,False,,,,,,False
11,refs/heads/master,da3126875f6733c3e1beda21169f0b5696661620,ee158263469ae21e872b51bf313caa02de819f74,18c7f4ba51afeb4c02a9e4e47ca2920ee931d7e1,,True,3bbd415eb77e7a2d0fe424c19feb530365e1446292bcf79351f60f8072d73cc2,6c24b7d215380dafa43557e66c5db1e07deb1a0fc77d823b14e7293799ce4103,183,True,Tests_passed,0.5356153107422142,Tests_passed,0.5366192957093369,True,True
12,refs/heads/master,18c7f4ba51afeb4c02a9e4e47ca2920ee931d7e1,ea20a8a99caae3cdaaab5b56e98ad48d9c884c54,e2281c2b0494cffbcce0dc6d3ec9414caffe768c,,True,0e7c79b38349afd4d8f045fe1c5cf4ac636a3bd9bda86e1fe7f1dbd0a3111a87,7c6e7e03e1873bb0e99bc7e65aa13e7e3425259fa53aaeec8afc0d444a746d79,154,True,Tests_passed,0.5356334764066207,Tests_passed,0.536632934180737,True,True
13,refs/heads/master,ea20a8a99caae3cdaaab5b56e98ad48d9c884c54,5f0721c0800ce31b523a32c4436ec1fbb8db4ab6,4d54b758c3c9ad6dedafe3fbce8e88cd0cd404a3,,False,,,28,False,,,,,,False
15,refs/heads/master,732e884143210cffb68e5319b8b99581f249c8b5,efffdb54b387c74c1f9532c613b66420fdd6d96d,55164ef9aff43a835e7b43403b0bddf1eb720ccc,,True,5bd0541a7825b0620a49d6901ed7dbe7cb384bc117fb4f03939bcf12a96f0105,e073201bc60d70238b915040243b7e8e57dbec0c036615810d22648e12ac4ee2,1318,True,Tests_passed,0.5343278010681675,Tests_passed,0.535926215242089,True,True
17,refs/heads/master,70c13d8a65e13324a543fa5325334341fe379635,7ec7ae3da2b4c1bcb98720f6c1b207cf565f7cc1,8f7fa291b20dee45a0c56cb1abadc6c076168682,,False,,,183,False,,,,,,False
19,refs/heads/master,eb6c698603e67d6a9204280412473c19fe13ae5d,c053a2390b21d56ee5893df3df8fc68eab043be1,562db5443dc2618e94fa3a1f244ca339197d4da6,,True,c112742d418ac9579ee00e5c93a6d2341c2d355fdc18196394c7fb537fd98b9c,dc6a47eed0fcecf846a6ec74c4f55447bf43a0afc74ef90812302cc3e3af4359,220,True,Tests_passed,0.5356209291913984,Tests_passed,0.5339036001190122,True,True
21,refs/heads/master,b5b04103d8bcda2b8ad8832f4578350bbdb56386,0fb4c16cf6c62d14489368298c53b98f9f1e319f,0302ffa9b5e42d509598125f23d6dd573a1db8f3,,False,,,4,False,,,,,,False
22,refs/heads/master,eef0329aa69f04d7c4e71538ea29bb1f350e9e54,2f8589097b35aa3d142dfeff40da50855d382870,be684f0f0079c6ce3e89f70b58084d3d0e1d1917,,True,fefa9610145ce915cfb34b940ed07544ff9dbcd807c5b4558e345c31b5f70044,6485872f9470e43c5b9702b6464da6785caaff6599b711377dab1e8e7b78ecb1,71,True,Tests_passed,0.5362913946412218,Tests_passed,0.5321136968956032,True,True
25,refs/heads/master,7c38c80c7bbc1c29e55060bbc546d109625b73f7,c1ffea3a7caac953d0bc931f0f033bfce3ccdcf8,63ed2dfa98601695ccdfc29a3b55c051bb5847d8,,False,,,71,False,,,,,,False
27,refs/heads/master,18dd19ba575a1be441bdd8ba51f9a7179555c4f9,315bba1a946bd18083084c04454bfb4ee9f32d7b,b556aa6d1a61e9ea4cdf5dbced1331d197a92d26,,True,aa56807a7859219997f9f149c221e0b34cbfa64c5c881088367f4edc6dce5705,fcacfa3fda9b0c75d2bb464c7abd60b4f92b079449d7c305dc426d438ce1e18c,296,True,Tests_passed,0.533318429093077,Tests_passed,0.5311596265939433,True,True
35,refs/heads/master,dd2f4977f996d53bd5ddd2d8ea717ebe4e8118f5,7c826b23347261e31f70eecb7c6dc090ae105fe8,ce7eef8cf214171a40e2df6d00be709c15a1aa72,,False,,,896,False,,,,,,False
37,refs/heads/master,932b1911091fd3fd8a299e8009008f8501c155e5,0b894212718a00e77800433ff3537f73ed5d4d4b,0771aff5c5ff72a99b3f915a4b653303e0622fde,,False,,,2,False,,,,,,False
44,refs/heads/master,76b7ce33ce91e16e5b76cb0f08afec9373013fcd,d1967961a5b282b9cb7dd232e5d4eb1e1b9cbb38,66cc6584f51bbc108a6f4a01f3bb82ced002775d,,False,,,18,False,,,,,,False
45,refs/heads/master,599d5f5d4cfbff02652c849275c641b5daa7f490,d60fdc06819694debdd61869e1554d09b32b1713,56440854963af9c567be95d86fa04e6324112691,,True,26379920219096bb14b3a56391d6e09b961e98ce18c4f8dc965a456694427199,4ee5280b6a2ec44edbb89b84af479351ba51a732e1d19faecb8bfc81845666e7,2215,True,Tests_passed,0.4743035452460619,Tests_passed,0.4890070795830517,True,True
47,refs/heads/master,b6faa8a377bd5d62d2d74dfdddd287e3647c40aa,5dec78351c1d61b195b68fd6c37e4414f140cf47,669c838d56845721a864043c9fe34092f5db2832,,True,d63bbb83688bd11a2d0d65f673d7821c92addf7106a03beab70d73f80989f3a5,9cca0b6cd34e3caa30f2856e78cf7974576e102a82c9c53206957c098ec603a3,2,True,Tests_passed,0.4736653799077299,Tests_passed,0.4743621127954053,True,True
64,refs/heads/master,8b16f5427c044e74265c127110b814b4d25b2e9e,2b1dbc1ffbafd8f0e93b63f3609f5b3aa0338800,fbeb07d91da5e6cd3d88a1ce1bc4a1bf510fddf6,,True,37cbae6b3251539139d033a9b270485f60166a49e13a5f20b043846dcf967d3f,94b886ddc4ff521fc20c3f50a6625c4671f4378695a270f65ceb505b69c06f64,14,True,Tests_passed,0.4475695886996261,Tests_passed,0.4376282010615576,True,True
67,refs/heads/master,2a8928aca03688d0ce672f9dffe5b31adbba6fe3,88d67412f1b6c07823aaf4e2aa59ef22a304d89e,0179bf26861145953fb50640547039fc932bfb1b,,True,30e4e64965e5c9469c3593d9a7553bc022fcb2d1fb5d5df488e8801629499eb9,5bd20df03c68aa0721d86303d014a0a2b3fe7bb72a668684aaa9bd0881d6ab5d,381,True,Tests_passed,0.435579375027013,Tests_passed,0.4361423738910282,True,True
