idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
4,refs/heads/master,1fa285c875f2945cf1a637efac71603e78e632d8,701aa69b9e43b8d444aa7128b840c4e2b2aefcf0,694e8095c9edb25bca4a62ac4b0ec72fc104a01e,,True,True,03b5fd1250152d954b59c565233846d16491d15e2d97cdfbb2a142e604ed8595,Tests_passed,0.0,66a44a615d2d8b908785d6c7f67248b80bb5edc0d05f45ad5629a5388dd3aadd,Tests_passed,0.0,True,True,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Tests_passed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27,Merge_failed,3a6c9649a4dbb5b090f6592abe56cef48cee97d3ef344f245fe6234d6678ac27
13,refs/heads/master,178ead74ecddcd18b28d33b5bb9b688ee794a5e7,db3b9a74d9fc1cfb0a4b0a39fab852d1b34a7bbf,e53b22451afcdb71c34d9de1280c35acfa40021d,,True,True,75085c7b83c28cafe81b5e3baa116bc0b487c6dbff356b31d3ef5e12d015e74b,Tests_passed,0.0,570fdbbbd9c38722f0da7bb105c73aa19d9cfcee1d54981d48f68a1cdcfeda8e,Tests_passed,0.0,True,True,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Tests_passed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734,Merge_failed,2a8eb637846156f0ee66e4e1ed5cbbb0c37200c09f5feebf54a313988e75b734
18,refs/heads/master,46fad45f57ff3dfecf87337382c2fcab4bd8e0d2,98c154ae5778ecd03b3135815bc304d22d72900d,32598154f7ba313361138c93db7e9f25932d74a7,,True,True,a364d1c51ffbdd546f26b54c777b347c6ff221b622493613841d6ea252d4dae2,Tests_passed,0.0,489f53ba607870594a1ec5f4a724d641c7f601d095136c7ab4b5ba01581843f5,Tests_passed,0.0,True,True,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Tests_passed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83,Merge_failed,565b6b187ab9b2d1df34fed7940ad43844717635aea085ac0365bc62981c5d83
21,refs/heads/master,643b7f6efc0eb27393dbfe0f82c1520e8925b7ca,9ba7c63cd02aec8959193286114ffe7b5efeb6d4,fc9bcc1cf3db14161c3b4fce207c421494f76dd0,,True,True,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,0.0,0159a3213b7f6bba8964a77b4db64a1a281cc07fb756a8a25a781767bd36e182,Tests_passed,0.0,True,True,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Tests_passed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266,Merge_failed,8da2310fba11d7dcb396a6cacacdb1e3e66d51d9bc82d7a73b1c84c051af9266
22,refs/heads/master,9ba7c63cd02aec8959193286114ffe7b5efeb6d4,7eecf286f4fd18ea2e66f12f8cb00c89d7d012df,6247c4d6bd96d7a72de1bb855b7a2c623cbd2194,,True,True,d77735bf697ea2ca598263e7c94c5a9a332399f43f8d582ae403e4e36107f362,Tests_passed,0.0,688a9d0762000ea7c9e5efc2ded27e86fd125252851f2bd5e379812bb63159a4,Tests_passed,0.0,True,True,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Tests_passed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392,Merge_failed,460c59458eece8099ac6e63bacfb1ed3630c8db13fc5418a2be2fa7d488e7392
25,refs/heads/master,39afe27f65a1a60e871eb9cdab09bba0a490843c,29f2463dffdeab436626e79e6ba3ac60a7970b61,9c9369cfeffbd95b7fceb2310581883ac1096db6,,True,True,1a8c9e95a1f6ca3df9739b07e819c8186809967bee404b5a4b45c020fbc0679a,Tests_passed,0.0,a15c1abc26a0aab1e5cc5485bd21adc5ee6edaa5374ea72f49f9938c8bbc9f28,Tests_passed,0.0,True,True,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Tests_passed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298,Merge_failed,9894a7855322f1ba700efcf7b643579598a92de72a7042001ff9cd58805d4298
28,refs/heads/master,b71198cefddb7631622875248b52739334a4a82a,9a8d8126b6876fd38133c077c65028a067b74882,3b607b289da0983049051b27a6a20a4b7a49b0e4,,True,True,d9c9624814b3e0ce420b17ee91c45f3ba0c69e43911c22a78efe625a10f52a95,Tests_passed,0.0,2066779d0dc314b95b14c5b33dc771131ef736ad4824a35466919f1e1c47b83c,Tests_passed,0.0,True,True,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Tests_passed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e,Merge_failed,e98d1eab03d03f525a55f40c0852650271a0306aa9b9bcc954e7f5b3366ff76e
35,refs/heads/master,7451d881d7c35c61ff0b527c392075f54f4a575a,0078b288a9caa42eec3ab3ee8832ebda21e6e9a4,809deb58cb7ab1773fe2cdd848e7ba3be28aeb7a,,True,True,7c9db5cf99c18cac4b153f9c52bef70500ecd97cf1d2a889761b9993c536e307,Tests_passed,0.0,f59748c44d22fb5bbf2fc8a8d86934e886400af54bff1eb052aff921db1ef775,Tests_passed,0.0,True,True,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Tests_passed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18,Merge_failed,fd2569bf6d99a2236e36b79a4fb4e237bd72231f0a7f6ba8adf39232ded43f18
40,refs/heads/master,68b49c2b7f641bc6c5b7b54bc6bb5e9bdb9bf0e8,318a1a176ba76dabdd3bc3dd566c6cc803be5d03,3a0ec03405fcca66e1205a615d8ade691eee45d2,,True,True,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,0.0,79075efcb797e88703ff0c10619666b8b299eaa6de501cc945d38f72c940d8a2,Tests_passed,0.0,True,True,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Tests_passed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056,Merge_failed,46f049fb9b13509f6694a8b79be25e370fcb2b0ebd33cce9256fa201f8337056
41,refs/heads/master,318a1a176ba76dabdd3bc3dd566c6cc803be5d03,00884d54568a23706aff876243e6b0a49c3d8729,e92fa857f29c50cf820e0a8aedd7dd6a461ad957,,True,True,a725289c7b6e2d487db5016d31b18c1212e631654eb066c78faa88e93ccbda5b,Tests_passed,0.0,461c95b858c7ce721adaaf4c1fb9a2ab39a521ae8987fa9f89936f0790705177,Tests_passed,0.0,True,True,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Tests_passed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681,Merge_failed,94082b8482ca0b11eebd9cb1e88f41c04304a51c5d0a2758c63021e8a53a6681
