idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
1,refs/heads/master,8a38d782b34714fde973fa872eb4690a351f6888,ffb1c91714472c0090e02af72c2e1a1fdde7c58e,ea70e9f23922c56e2be9c360e5032578b029ce8e,,4,1,7,4,False,False,True,4,False,False
2,refs/heads/master,da17896d6c738141fc20663e5ce25780b740159d,52d6ebd8b8d9b3fe4a38fcef0319aee6b803b015,bacafa634c5cd7da5ff661e7c5b3b6ec04e37318,,31,1,960,103,False,True,True,31,False,False
3,refs/heads/master,ae17f9a4999954bd42789e15886f3fa4d722a1a6,78525de286ad0dc1c69c2cec1e900d8618823924,f0d47c198330c828dcd3085756b51e615d56f38f,,6,1,51,11,False,True,True,6,False,False
4,refs/heads/master,e90ae04a84a54e3826a9d13a7cc862f8a351b69b,a215ee703ad052727d08f6eb9eafea7da83ca962,cb2edcd805f601fcf123dc851b2294d67510aaf9,,18,0,856,49,False,True,True,18,False,False
5,refs/heads/master,a215ee703ad052727d08f6eb9eafea7da83ca962,0ab39750f638a04674a850c9eeca709099a16326,fb61492c54bdf4b43e5c50efa7c094647cd1d6db,,8,0,133,30,False,True,True,8,False,False
6,refs/heads/master,0ab39750f638a04674a850c9eeca709099a16326,9c918bff1176b89aad3a76e01047d9318b9b5113,2c81a3d37c4478461c9e9be4c3360c0f47924c4c,,4,0,59,10,False,True,True,4,False,False
7,refs/heads/master,9c918bff1176b89aad3a76e01047d9318b9b5113,27629e256ebd827d66c15a79e16c2a04d4be4bd0,7e3b262cdef902992e66f8e9d09411a8ed92965b,,2,0,9,2,False,True,True,2,False,False
8,refs/heads/master,27629e256ebd827d66c15a79e16c2a04d4be4bd0,a3d1c1f1fc2108d90fd5ab129f5db574f3044c28,fd9073aff4fee24d24301b8699d5f4185fca2116,,11,0,496,25,False,True,True,11,False,False
9,refs/heads/master,a3d1c1f1fc2108d90fd5ab129f5db574f3044c28,c0a0386c3c225563f845f22c86029a3c7d32ed52,e2eaa391d3b08c0d7b65ef24b53b00eaa599b307,,30,0,1047,101,False,True,True,30,False,False
10,refs/heads/master,c0a0386c3c225563f845f22c86029a3c7d32ed52,42c9a4ffdc218bffe4f3f947035450b7f7633207,aef6478ea2c79cb67f480df9484c0d4724cb8fe5,,13,0,658,31,False,True,True,13,False,False
11,refs/heads/master,42c9a4ffdc218bffe4f3f947035450b7f7633207,22e4807bc5e0ce890b45be77aee1d6ca29cb1d13,107c9c0af36cf09de49163c1533c6663ad1daa0a,,42,16,1145,114,False,True,True,27,False,False
