idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/main,6ed98185d5db491ed391fa25d4c9b4509989f966,e119a3d830ba8f2e830b017a11361786e2aa04a9,c73353530ceb2c1875b866e0658ad6919e2b3ecf,,129,1,801,729,False,True,,,True,129,,,,False,False
5,refs/heads/main,02fe20fc291fd127546c703cce697ac85dea09a8,8b8a1a284992f9d595eb28bde5cb3c703c9ba91f,fd6310c3745ff6d61487df6b8804760bea9cb866,,40,5,744,82,True,True,Tests_passed,e65e65953d6c3a627854b5f20e304a6ea7f061d5822ee65557007f1eb03fa190,True,38,True,Tests_passed,47a5f174e4385faf9c4058f8b0dcadda1f5cdab5ed5c4e76c8550a2e7e572823,True,True
9,refs/heads/main,eedd4f622a331867d834bb42f962b2d69ae1affc,0814b6f0c8f5abd75ea0d231cb16ae5b0519f361,b355bb880488bb79413f67d13973235f8cbd6c75,,4,1,16,8,False,False,,,True,4,,,,False,False
12,refs/heads/main,1da0e2349af32efeef7b5a1874bcc20c67c51fc1,3e7b519565d03b9d669338f591cb2deb0e33845d,8b187686848386bcbfc37c35c830ae50213c0120,,39,2,731,80,True,True,Tests_passed,c926970c508bc1f6f9b6bbc74f5b4491c644db587348e97016dd882ee3b9fc84,True,39,True,Tests_passed,f2c40051dea0b73f98eb69bb0335c4687c8c285053386a888f534aa7c4903db1,True,True
14,refs/heads/main,dd97df546e02d03daeca43439efe5292dddcea6e,87e6aaeceb62b1927565cfb1befd6fcbcf6bb7d2,4b94b5515e11ef644e247ffba64a49541b6cfc3c,,31,1,632,66,False,True,,,True,31,,,,False,False
15,refs/heads/main,4b94b5515e11ef644e247ffba64a49541b6cfc3c,5543407ffe7147cca23a8f73143ae75c3a9317f2,548dcc03ce58a4022c3a4cfff88ad4cab3df8f27,,2,0,5,2,False,False,,,True,2,,,,False,False
16,refs/heads/main,87e6aaeceb62b1927565cfb1befd6fcbcf6bb7d2,da589107feedd69e106606b29d1da65502b64989,7bc8a8d79d8d1a9b28c9f10be9efe821f444a62b,,34,2,639,69,False,True,,,True,34,,,,False,False
18,refs/heads/main,da589107feedd69e106606b29d1da65502b64989,dc33eed7eb33ae9f9e884bf6f2f4c7585fa0a7cf,d4fd47ae7d8d72a4252d379785138a0dbf9bce78,,31,2,629,65,False,True,,,True,31,,,,False,False
20,refs/heads/main,78383c89fe574af0ea6195bd71080646c1b31790,06e9bdb2fd7c9c73bc54e8c9d6ec211c4b0fa131,d3b9fa3027d039500c7d53bdc90ba64d5d8d274b,,27,1,609,57,False,True,,,True,27,,,,False,False
21,refs/heads/main,06e9bdb2fd7c9c73bc54e8c9d6ec211c4b0fa131,84752cf85e3afe93aa8027d64376366707bee9e7,794a18724471cebd879cbdc87cb4d309fc4a4feb,,27,1,619,61,False,True,,,True,27,,,,False,False
22,refs/heads/main,84752cf85e3afe93aa8027d64376366707bee9e7,a0bf068fb58851eb37b005fa976c860cc7e17014,d3d71076b19de16712de3e17f038dc904920fd98,,29,1,664,62,False,True,,,True,29,,,,False,False
23,refs/heads/main,a0bf068fb58851eb37b005fa976c860cc7e17014,26c05a2307b4fa93897869860206174b12395edd,7803bcffee6543322cc5d6909a9acf32bf85bdb6,,28,1,611,58,False,True,,,True,28,,,,False,False
24,refs/heads/main,26c05a2307b4fa93897869860206174b12395edd,868afefbb4efa5ab31cfdd9130758c2117d44948,bc841f65bf5556b4e61ca9c1a1adf54df842a865,,30,1,636,64,False,True,,,True,30,,,,False,False
25,refs/heads/main,868afefbb4efa5ab31cfdd9130758c2117d44948,f6270f89a8ed8b0f8322298dce22b45305fca316,c91fd39e62301264325af0f9870908fd29b9c4cd,,51,28,617,58,True,True,Tests_passed,4891b44f4179f8dcd678ade404a709b473294f84615052813a5ddb4a1d052d6c,True,28,True,Tests_passed,1b60fcfb5cf6137b329651b2e4c0a39d1b896e5e3333632e3f5b40bd36c33d4c,True,True
28,refs/heads/main,15b5feb96e99ef3cd22876475e17ffb5d5f534ba,04c43857764b51b03cc0bfb3131ec1f43b43956e,9896cd6fd828d4e9b06f6d3bdb411096cdcfcecf,,22,2,585,45,True,True,Tests_passed,3738b3b7a929e2c6870ee9a07d20e4677a746aa2b3332001b55c6293fae1731a,True,22,True,Tests_passed,5255c1794e2589943ea9370f98960b054fa3a8d62319f34f1728fb15cfcfd86c,True,True
29,refs/heads/main,7568df864fc6e0584aa273ecc073a12392fde0a9,500e47ca3721812cf59181097728fb3afd908676,c33e98a713b37ec33f0b3dbc48505a7de8d09001,,18,3,503,32,True,True,Tests_failed,9bdb9d73b1b40727e0dced2ca309688f9704c5556a9627b5c0904f3b61079c9f,True,18,False,Tests_passed,53e27055de97b2e8285b36fa7b11358274b2f0254b91b8cb218b812055ad2ad8,False,False
30,refs/remotes/origin/2.0,6f954ddca85e8cf23b721d063775364eb5208f9b,d319193711debb7bf659a769bf3f2f283973183e,f6f4e60ffc32a100c96566f34934c3392288b95b,,16,1,133,25,False,True,,,True,16,,,,False,False
