idx,branch_name,merge,left,right,notes,left parent test result,left_tree_fingerprint,test merge,sampled for testing,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test coverage,right parent test result,right parent test coverage,parents pass
2,refs/heads/master,9f964fce7da1f2ae0e83629bcc9a97b1a69af0d5,abf26c89f75255b23e28e49ec8e1508f095be0a9,291ccc6ef02396204b8119fdfbaabf4a25fe5f8c,,Git_checkout_failed,,False,False,,,,,,,
