idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
2,refs/heads/master,4b6d43e0c1f22174768c58d5680f000a0e6d62ff,0564ac1f58f8c3938d536ab17fd39c8fa59ce150,ab46b270159a4cce2b4d933b7d99ba7b0c9b8416,,5,7,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/0564ac1f58f8c3938d536ab17fd39c8fa59ce150_ab46b270159a4cce2b4d933b7d99ba7b0c9b8416_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/0564ac1f58f8c3938d536ab17fd39c8fa59ce150_ab46b270159a4cce2b4d933b7d99ba7b0c9b8416_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/0564ac1f58f8c3938d536ab17fd39c8fa59ce150_ab46b270159a4cce2b4d933b7d99ba7b0c9b8416_left_right.log'}",False,,,,,,False
6,refs/heads/master,d5a016603e744e34e76ab975d24b7f3fdc3ab7e1,bcd454aa23ae24a24ed633e6e65cda9c7f86fa6f,5d4e418f4dda816816765e30cc31d0a888868918,,39,3879,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/bcd454aa23ae24a24ed633e6e65cda9c7f86fa6f_5d4e418f4dda816816765e30cc31d0a888868918_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/bcd454aa23ae24a24ed633e6e65cda9c7f86fa6f_5d4e418f4dda816816765e30cc31d0a888868918_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/bcd454aa23ae24a24ed633e6e65cda9c7f86fa6f_5d4e418f4dda816816765e30cc31d0a888868918_left_right.log'}",False,,,,,,False
11,refs/heads/master,61e2a61c2620348a1dc9dfb325ca7f80d29f6360,628396fef7b85d3740d099fe578f5ad4fc313877,e505c6a607882dc125b4b1b9b3d733e1ab9bb182,,2,8,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/628396fef7b85d3740d099fe578f5ad4fc313877_e505c6a607882dc125b4b1b9b3d733e1ab9bb182_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/628396fef7b85d3740d099fe578f5ad4fc313877_e505c6a607882dc125b4b1b9b3d733e1ab9bb182_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/628396fef7b85d3740d099fe578f5ad4fc313877_e505c6a607882dc125b4b1b9b3d733e1ab9bb182_left_right.log'}",False,,,,,,False
24,refs/heads/master,ad54326176a6eb88a3da52e487ed9b51aa35a934,223942833de1aa904b0b9081b7a06cff776854fc,203108501e981e4fcdac5c227cda9456de501259,,33,223,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/223942833de1aa904b0b9081b7a06cff776854fc_203108501e981e4fcdac5c227cda9456de501259_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/223942833de1aa904b0b9081b7a06cff776854fc_203108501e981e4fcdac5c227cda9456de501259_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/223942833de1aa904b0b9081b7a06cff776854fc_203108501e981e4fcdac5c227cda9456de501259_left_right.log'}",False,f01071cf29e9add677dd72ba25f07c15949761da93ba4313d02556234ac0ec2a,Tests_failed,7e76ee8cb0e1e8b1a4d2555c4461957a0509d79800f100a8b39e268b16337b38,Tests_failed,False,False
27,refs/heads/master,cb0767663ee133a7557060a97a33499323084700,4dce08720a381ba283192859226743f07b45c8a9,0aed284efbf122402e3ab218d2cbea339c23ee9f,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/4dce08720a381ba283192859226743f07b45c8a9_0aed284efbf122402e3ab218d2cbea339c23ee9f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/4dce08720a381ba283192859226743f07b45c8a9_0aed284efbf122402e3ab218d2cbea339c23ee9f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/4dce08720a381ba283192859226743f07b45c8a9_0aed284efbf122402e3ab218d2cbea339c23ee9f_left_right.log'}",False,,,,,,False
29,refs/heads/master,5f0a57bbb1593f2e1303b1ae7f6c08271d083698,582859290ab8454a9d6409c132b221a0b711e29e,22a4e709b6c1ad8a612005b942381d4a4ca94c48,,4,145,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/582859290ab8454a9d6409c132b221a0b711e29e_22a4e709b6c1ad8a612005b942381d4a4ca94c48_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/582859290ab8454a9d6409c132b221a0b711e29e_22a4e709b6c1ad8a612005b942381d4a4ca94c48_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/582859290ab8454a9d6409c132b221a0b711e29e_22a4e709b6c1ad8a612005b942381d4a4ca94c48_left_right.log'}",False,20cbc700288b138d8e40d4dae2e99678a999e1abdcccbcb954e3c136f5040b04,Tests_failed,fdbfc929fc8a89f36a4fafd30f66d19cfa6d749382c30363048d9371abece1bd,Tests_failed,False,False
30,refs/heads/master,5d4e418f4dda816816765e30cc31d0a888868918,1ed3cadd505d3143ee47ca062e1e9b76680a6b11,ec34078fb35d91953ec94ae2c5c540656013c60b,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/1ed3cadd505d3143ee47ca062e1e9b76680a6b11_ec34078fb35d91953ec94ae2c5c540656013c60b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/1ed3cadd505d3143ee47ca062e1e9b76680a6b11_ec34078fb35d91953ec94ae2c5c540656013c60b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/1ed3cadd505d3143ee47ca062e1e9b76680a6b11_ec34078fb35d91953ec94ae2c5c540656013c60b_left_right.log'}",False,,,,,,False
31,refs/heads/master,a551a75c1088bb402f1c43bc461ed0e284737602,bf6c0e43b80afe2e8eabc55280718dc6deb8772e,af74d35f49791b1ac73fa7a6f932aec81ff0398f,,41,815,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/bf6c0e43b80afe2e8eabc55280718dc6deb8772e_af74d35f49791b1ac73fa7a6f932aec81ff0398f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/bf6c0e43b80afe2e8eabc55280718dc6deb8772e_af74d35f49791b1ac73fa7a6f932aec81ff0398f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/bf6c0e43b80afe2e8eabc55280718dc6deb8772e_af74d35f49791b1ac73fa7a6f932aec81ff0398f_left_right.log'}",False,,,,,,False
32,refs/heads/master,bf6c0e43b80afe2e8eabc55280718dc6deb8772e,6d4e8084644a964baa9211945b4967b7c46525ee,108916f47bbdfbca7d842f6a0c5769812faf0e57,,40,809,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/6d4e8084644a964baa9211945b4967b7c46525ee_108916f47bbdfbca7d842f6a0c5769812faf0e57_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/6d4e8084644a964baa9211945b4967b7c46525ee_108916f47bbdfbca7d842f6a0c5769812faf0e57_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/6d4e8084644a964baa9211945b4967b7c46525ee_108916f47bbdfbca7d842f6a0c5769812faf0e57_left_right.log'}",False,,,,,,False
33,refs/heads/master,57e5e7596dd14442393c666d238c0ecbee3875fc,fe6e40c8e16019f29ae742af264441670b3b9e3f,04f06059c8237aebe35f68c97ba56c1ab9cfeafd,,6,9,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/fe6e40c8e16019f29ae742af264441670b3b9e3f_04f06059c8237aebe35f68c97ba56c1ab9cfeafd_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/fe6e40c8e16019f29ae742af264441670b3b9e3f_04f06059c8237aebe35f68c97ba56c1ab9cfeafd_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/fe6e40c8e16019f29ae742af264441670b3b9e3f_04f06059c8237aebe35f68c97ba56c1ab9cfeafd_left_right.log'}",False,,,,,,False
34,refs/heads/master,0382cb5a174aa222fb78958c6f847275cbe12a93,c7948344e3e9b8d900a49892da4ba3018ce13f33,96349141b5e26996dce6796ea858941c44c8e1bb,,6,6,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/c7948344e3e9b8d900a49892da4ba3018ce13f33_96349141b5e26996dce6796ea858941c44c8e1bb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/c7948344e3e9b8d900a49892da4ba3018ce13f33_96349141b5e26996dce6796ea858941c44c8e1bb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/c7948344e3e9b8d900a49892da4ba3018ce13f33_96349141b5e26996dce6796ea858941c44c8e1bb_left_right.log'}",False,,,,,,False
35,refs/heads/master,76c4374c99a461f99c7e239e620767a2a1339f3c,56b6817e76221e7f0ba1e9341a51762426c85b34,a85afa233874f685af2b67e47b3f14bb76888c8e,,13,27,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/56b6817e76221e7f0ba1e9341a51762426c85b34_a85afa233874f685af2b67e47b3f14bb76888c8e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/56b6817e76221e7f0ba1e9341a51762426c85b34_a85afa233874f685af2b67e47b3f14bb76888c8e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/56b6817e76221e7f0ba1e9341a51762426c85b34_a85afa233874f685af2b67e47b3f14bb76888c8e_left_right.log'}",False,75b3fb60c945b4503977263714186f4be734c44cd8d1478365aa2c4c583d31a6,Tests_failed,2070f688fdcc43656ddd572df46fad75bef1dc272ca5a8c14f0ce1187266dd23,Tests_failed,False,False
36,refs/heads/master,3122f902a1254e0d32a6d1c770e2d9cec97f8361,6a9525f806dc41aaf294ac9f2f4564ee8563a50d,ea78292b573d776bb90a35a4983290e850c6f4c4,,7,91,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/6a9525f806dc41aaf294ac9f2f4564ee8563a50d_ea78292b573d776bb90a35a4983290e850c6f4c4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/6a9525f806dc41aaf294ac9f2f4564ee8563a50d_ea78292b573d776bb90a35a4983290e850c6f4c4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/6a9525f806dc41aaf294ac9f2f4564ee8563a50d_ea78292b573d776bb90a35a4983290e850c6f4c4_left_right.log'}",False,,,,,,False
37,refs/heads/master,ea78292b573d776bb90a35a4983290e850c6f4c4,d3c3b4eb367dbd3aade40abdf84610679c835ebf,fcbd5ac94561e87d2ed759d5ec6f63c9e670b15e,,30,6,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/d3c3b4eb367dbd3aade40abdf84610679c835ebf_fcbd5ac94561e87d2ed759d5ec6f63c9e670b15e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/d3c3b4eb367dbd3aade40abdf84610679c835ebf_fcbd5ac94561e87d2ed759d5ec6f63c9e670b15e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/d3c3b4eb367dbd3aade40abdf84610679c835ebf_fcbd5ac94561e87d2ed759d5ec6f63c9e670b15e_left_right.log'}",False,,,,,,False
38,refs/heads/master,7704303b1787682ea943a89c49cca11a74f8c21c,dafa7ac8bfd73df800d7e84b21a29bf8c355be3a,d691758a2186420869842b6bb948c84c78a11c81,,17,103,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/dafa7ac8bfd73df800d7e84b21a29bf8c355be3a_d691758a2186420869842b6bb948c84c78a11c81_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/dafa7ac8bfd73df800d7e84b21a29bf8c355be3a_d691758a2186420869842b6bb948c84c78a11c81_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/dafa7ac8bfd73df800d7e84b21a29bf8c355be3a_d691758a2186420869842b6bb948c84c78a11c81_left_right.log'}",False,84fe5cd8296b0d72f03b3b61e645f304f9bb2cd8963527f9d9eb595bd4fe536b,Tests_failed,1646323c33a2885c3dd5c48f0635be5d67ab087f2fe5ca3bf1cb906e496c45e3,Tests_failed,False,False
39,refs/heads/master,914bcd44933fcc2b36e92f6d3d72bfd0751448f5,bf839bf4bbd53650097df9b03aaf8a76f477dfa6,fd2addb69a2365dda203ab2b52844030d0033c7f,,22,579,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/bf839bf4bbd53650097df9b03aaf8a76f477dfa6_fd2addb69a2365dda203ab2b52844030d0033c7f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/bf839bf4bbd53650097df9b03aaf8a76f477dfa6_fd2addb69a2365dda203ab2b52844030d0033c7f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/bf839bf4bbd53650097df9b03aaf8a76f477dfa6_fd2addb69a2365dda203ab2b52844030d0033c7f_left_right.log'}",False,e83dc094bcf9a1100c86d7980cf034edc3bb4df6e3c5f18f804c3901cb1b6454,Tests_failed,8076fe0a42c60ab4f5dba3b43dfabb43267d42ec4fd2d5156fc4378a870bd199,Tests_failed,False,False
40,refs/heads/master,64cf78c78a038e55aa1bf78f13c067eb27611927,95ed3e7614475109e262fe80a8e1512ead77c925,5a4e9f142f1e8682eae0613f5d79feb798caaffc,,4,64,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/95ed3e7614475109e262fe80a8e1512ead77c925_5a4e9f142f1e8682eae0613f5d79feb798caaffc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/95ed3e7614475109e262fe80a8e1512ead77c925_5a4e9f142f1e8682eae0613f5d79feb798caaffc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/95ed3e7614475109e262fe80a8e1512ead77c925_5a4e9f142f1e8682eae0613f5d79feb798caaffc_left_right.log'}",False,,,,,,False
41,refs/heads/master,5a4e9f142f1e8682eae0613f5d79feb798caaffc,6d32fd3d4e8c746068d06ca8ad5228d427e22a3d,afdde24f4c80e2696974688c2afce5615b0091ac,,9,323,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/6d32fd3d4e8c746068d06ca8ad5228d427e22a3d_afdde24f4c80e2696974688c2afce5615b0091ac_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/6d32fd3d4e8c746068d06ca8ad5228d427e22a3d_afdde24f4c80e2696974688c2afce5615b0091ac_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/6d32fd3d4e8c746068d06ca8ad5228d427e22a3d_afdde24f4c80e2696974688c2afce5615b0091ac_left_right.log'}",False,,,,,,False
42,refs/heads/master,f2a9da5c427f5807f25b17b4a4318fe533beae40,55806c1fcfcb5a381d3a00a2222a470d742335e7,25ab755a0da3c9ab21f4115ef69a4a0f5cb303f5,,15,248,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/55806c1fcfcb5a381d3a00a2222a470d742335e7_25ab755a0da3c9ab21f4115ef69a4a0f5cb303f5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/55806c1fcfcb5a381d3a00a2222a470d742335e7_25ab755a0da3c9ab21f4115ef69a4a0f5cb303f5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/55806c1fcfcb5a381d3a00a2222a470d742335e7_25ab755a0da3c9ab21f4115ef69a4a0f5cb303f5_left_right.log'}",False,,,,,,False
43,refs/heads/master,46840cf5362766d0c5c47945d5a7f80d41d36411,e4e0db4add5a03b2e4948b142004d3f952b70c1e,28286b3b7f5c61659652ab34e8f24f90b0231ec7,,11,191,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/e4e0db4add5a03b2e4948b142004d3f952b70c1e_28286b3b7f5c61659652ab34e8f24f90b0231ec7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/e4e0db4add5a03b2e4948b142004d3f952b70c1e_28286b3b7f5c61659652ab34e8f24f90b0231ec7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/e4e0db4add5a03b2e4948b142004d3f952b70c1e_28286b3b7f5c61659652ab34e8f24f90b0231ec7_left_right.log'}",False,8f10ad3458a26591a890f18ec638d39758ac61c7d74d781eedd043e82903806d,Tests_failed,3169f812380e4730067d9c0a8136a048cd67d127cea0fb09581cebe8fdade3e3,Tests_failed,False,False
44,refs/heads/master,7eceef8b0a855327c12fc12c0e592ed002b01740,7c860846fd0d1c1b39afd3b86a305f745e5a230e,e9f839b1694231e9b6830bcd9f622ae116d45221,,25,210,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/7c860846fd0d1c1b39afd3b86a305f745e5a230e_e9f839b1694231e9b6830bcd9f622ae116d45221_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/7c860846fd0d1c1b39afd3b86a305f745e5a230e_e9f839b1694231e9b6830bcd9f622ae116d45221_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/7c860846fd0d1c1b39afd3b86a305f745e5a230e_e9f839b1694231e9b6830bcd9f622ae116d45221_left_right.log'}",False,675ab062ed6e91a6367d11aa9e506819be0c5d4397f916e45aa9b235a34a5d50,Tests_failed,7e88f17620b7ef4359a55d9d028af542d4d8dbb180fbacd7d4c8c091f2f7352b,Tests_failed,False,False
45,refs/heads/master,be7f29f23163fd2841fa561afad60a1f3aedf3a4,59558ba4aa79ab8c1669686293cc5cda0109b1a7,612586af63984e0aedd3c802b5fdb59c1567ff79,,21,139,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/59558ba4aa79ab8c1669686293cc5cda0109b1a7_612586af63984e0aedd3c802b5fdb59c1567ff79_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/59558ba4aa79ab8c1669686293cc5cda0109b1a7_612586af63984e0aedd3c802b5fdb59c1567ff79_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/59558ba4aa79ab8c1669686293cc5cda0109b1a7_612586af63984e0aedd3c802b5fdb59c1567ff79_left_right.log'}",False,be413388296fd3a54439c22cb51204fb4304cb99a6896f9a69f2d8a118fb098d,Tests_failed,5ff6eadbee143b7daa3a1854e9c80532a53ed65749d864e35f308ce16dfb3235,Tests_failed,False,False
46,refs/heads/master,4c3a9bfc9abf79a1a5758285b9786744b3c8ac20,40d1f06082497d0f0066969346a4090f00473445,48d4bd6360431ba88db0e4c3fb7435621254a2f3,,11,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/40d1f06082497d0f0066969346a4090f00473445_48d4bd6360431ba88db0e4c3fb7435621254a2f3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/40d1f06082497d0f0066969346a4090f00473445_48d4bd6360431ba88db0e4c3fb7435621254a2f3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/40d1f06082497d0f0066969346a4090f00473445_48d4bd6360431ba88db0e4c3fb7435621254a2f3_left_right.log'}",False,,,,,,False
47,refs/heads/master,48d4bd6360431ba88db0e4c3fb7435621254a2f3,6305cb6eb18f6f907dcb9598828ff071dae47c93,e86d0563f348c56f4cfe92185137b0955e7fbe09,,3,12,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/6305cb6eb18f6f907dcb9598828ff071dae47c93_e86d0563f348c56f4cfe92185137b0955e7fbe09_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/6305cb6eb18f6f907dcb9598828ff071dae47c93_e86d0563f348c56f4cfe92185137b0955e7fbe09_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/6305cb6eb18f6f907dcb9598828ff071dae47c93_e86d0563f348c56f4cfe92185137b0955e7fbe09_left_right.log'}",False,,,,,,False
48,refs/heads/master,59558ba4aa79ab8c1669686293cc5cda0109b1a7,6b050bcd6455d8c23310e4458be7eb057edf9cd1,b0e7038173b814487e49eafa21adde0b08e28f95,,8,44,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/minyans/optimize/6b050bcd6455d8c23310e4458be7eb057edf9cd1_b0e7038173b814487e49eafa21adde0b08e28f95_base_left.log', 'base_right': 'cache/diff_analyzer/logs/minyans/optimize/6b050bcd6455d8c23310e4458be7eb057edf9cd1_b0e7038173b814487e49eafa21adde0b08e28f95_base_right.log', 'left_right': 'cache/diff_analyzer/logs/minyans/optimize/6b050bcd6455d8c23310e4458be7eb057edf9cd1_b0e7038173b814487e49eafa21adde0b08e28f95_left_right.log'}",False,,,,,,False
