idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,28c60fbb163a1c687417b94b08065835ed5d1e60,1c48723a3b844b559ab70e79a121c85f54a9e9c2,b67f5921201bc2c3b536aa8a076254da5028a759,,False,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/1c48723a3b844b559ab70e79a121c85f54a9e9c2_b67f5921201bc2c3b536aa8a076254da5028a759_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/1c48723a3b844b559ab70e79a121c85f54a9e9c2_b67f5921201bc2c3b536aa8a076254da5028a759_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/1c48723a3b844b559ab70e79a121c85f54a9e9c2_b67f5921201bc2c3b536aa8a076254da5028a759_left_right.log'}",True,True,6,351,False,,,,,,False
3,refs/heads/master,3130bfb41d18d971cc9089ada8795bf7a9de2587,9c7075f10d0ee3dc321b5d9d897ea6c2421b8b54,1832a71e55329b9e9c86f38677a7e2a234a938aa,,False,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/9c7075f10d0ee3dc321b5d9d897ea6c2421b8b54_1832a71e55329b9e9c86f38677a7e2a234a938aa_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/9c7075f10d0ee3dc321b5d9d897ea6c2421b8b54_1832a71e55329b9e9c86f38677a7e2a234a938aa_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/9c7075f10d0ee3dc321b5d9d897ea6c2421b8b54_1832a71e55329b9e9c86f38677a7e2a234a938aa_left_right.log'}",True,True,11,604,False,,,,,,False
4,refs/heads/master,e2a2b1b4b8616b64447ac5714122600e3d8c2e69,4c74f16ac0076223655a2ba4b3e277e0c836beb9,e268ff1f9cff85c1b85612c8ab62194d3000b0fb,,False,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/4c74f16ac0076223655a2ba4b3e277e0c836beb9_e268ff1f9cff85c1b85612c8ab62194d3000b0fb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/4c74f16ac0076223655a2ba4b3e277e0c836beb9_e268ff1f9cff85c1b85612c8ab62194d3000b0fb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/4c74f16ac0076223655a2ba4b3e277e0c836beb9_e268ff1f9cff85c1b85612c8ab62194d3000b0fb_left_right.log'}",True,True,10,515,False,,,,,,False
5,refs/heads/master,2a7408a530c1c5470843b146eec16bf3e55f3836,23ca6c5ef24ef4a56429d91ea157e18de7371877,4cf228ec18f027af2489ff4bd1185ab7a64727a9,,False,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/23ca6c5ef24ef4a56429d91ea157e18de7371877_4cf228ec18f027af2489ff4bd1185ab7a64727a9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/23ca6c5ef24ef4a56429d91ea157e18de7371877_4cf228ec18f027af2489ff4bd1185ab7a64727a9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/23ca6c5ef24ef4a56429d91ea157e18de7371877_4cf228ec18f027af2489ff4bd1185ab7a64727a9_left_right.log'}",True,True,14,408,False,,,,,,False
6,refs/heads/master,dcb79121758eea51377e739ad8b762cfc2d1f489,876ccab95602de12d58e05ecaa9ec75121ecff3c,196fe28a22ef51562be6525d0c0faee2bcddb890,,False,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/876ccab95602de12d58e05ecaa9ec75121ecff3c_196fe28a22ef51562be6525d0c0faee2bcddb890_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/876ccab95602de12d58e05ecaa9ec75121ecff3c_196fe28a22ef51562be6525d0c0faee2bcddb890_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/876ccab95602de12d58e05ecaa9ec75121ecff3c_196fe28a22ef51562be6525d0c0faee2bcddb890_left_right.log'}",False,True,15,187,False,,,,,,False
7,refs/remotes/origin/JDK16,a635d729a6d94a95554a1292ec2c9783bf228b02,6176ccccc515a09c83d6e12ea6301be343f91852,85b8eaa364222a89f829533ea9473d96ab21dbb1,,True,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/6176ccccc515a09c83d6e12ea6301be343f91852_85b8eaa364222a89f829533ea9473d96ab21dbb1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/6176ccccc515a09c83d6e12ea6301be343f91852_85b8eaa364222a89f829533ea9473d96ab21dbb1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/6176ccccc515a09c83d6e12ea6301be343f91852_85b8eaa364222a89f829533ea9473d96ab21dbb1_left_right.log'}",True,True,29,1550,False,Tests_failed,043a02550f48723cbdcde241cacdf8dd4f9e4882c0895f3719153f02d1e08e5b,False,Tests_failed,5f2ca2a7f1b6f41d2b242ac76cf0e9fa639e06ca9326bc708249d8a9276d0ca4,False
8,refs/remotes/origin/JDK16,b3ab8b1acad3e0fa45c3a213c1711e91c92b9633,adeefab3776771f5a70b11c13b31c4c50b5e3d59,7966e322a38e3aca6bd3b24bf082715fe2b99de3,,False,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/adeefab3776771f5a70b11c13b31c4c50b5e3d59_7966e322a38e3aca6bd3b24bf082715fe2b99de3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/adeefab3776771f5a70b11c13b31c4c50b5e3d59_7966e322a38e3aca6bd3b24bf082715fe2b99de3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/adeefab3776771f5a70b11c13b31c4c50b5e3d59_7966e322a38e3aca6bd3b24bf082715fe2b99de3_left_right.log'}",True,True,13,266,False,,,,,,False
9,refs/remotes/origin/JDK16,adeefab3776771f5a70b11c13b31c4c50b5e3d59,6238fd2d72344f867a0bf75611c1505f5dbee86e,8f44edeed63bd3424d1b67e04572d6b0f67803d2,,True,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/6238fd2d72344f867a0bf75611c1505f5dbee86e_8f44edeed63bd3424d1b67e04572d6b0f67803d2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/6238fd2d72344f867a0bf75611c1505f5dbee86e_8f44edeed63bd3424d1b67e04572d6b0f67803d2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/6238fd2d72344f867a0bf75611c1505f5dbee86e_8f44edeed63bd3424d1b67e04572d6b0f67803d2_left_right.log'}",True,True,22,859,False,Tests_failed,7ed30087501c53581d1dc1fb62d114ae5e816c9d29b4fc468c4dd010431d3169,False,Tests_failed,6f854f62a56a39b4ecb59ef73c4ec7c0a5388d89a45d3b89dde32ba474c17088,False
10,refs/remotes/origin/JDK16,b89b0ddf08e7cc51170694f06852b56f9c749fe5,8890dcbeb113cce4f0b77670322dca6ede76927e,d806b2c5b2daf723252d1dc4115335e63c8f88b6,,True,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/8890dcbeb113cce4f0b77670322dca6ede76927e_d806b2c5b2daf723252d1dc4115335e63c8f88b6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/8890dcbeb113cce4f0b77670322dca6ede76927e_d806b2c5b2daf723252d1dc4115335e63c8f88b6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/8890dcbeb113cce4f0b77670322dca6ede76927e_d806b2c5b2daf723252d1dc4115335e63c8f88b6_left_right.log'}",True,True,6,351,False,Tests_failed,3cac657f0d81545a61b2198a3519bae86bf18fc57df7f65269898415e494e9f3,False,Tests_failed,296d1aa5c0dcfbd2165a1ca1fbd55f632e44e2219f0dd23963b6b6fc7c800a18,False
11,refs/remotes/origin/JDK16,5d945a75fce126ddbd1d44b0247807fe5449248a,fc265580ecefa5a31d931fda63880a72c7fd79bb,ac5c4c196fb3a5708324967d3d2412fea357db01,,True,"{'base_left': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/fc265580ecefa5a31d931fda63880a72c7fd79bb_ac5c4c196fb3a5708324967d3d2412fea357db01_base_left.log', 'base_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/fc265580ecefa5a31d931fda63880a72c7fd79bb_ac5c4c196fb3a5708324967d3d2412fea357db01_base_right.log', 'left_right': 'cache/diff_analyzer/logs/BjoernKW/ZenQuery/fc265580ecefa5a31d931fda63880a72c7fd79bb_ac5c4c196fb3a5708324967d3d2412fea357db01_left_right.log'}",True,True,18,930,False,Tests_failed,18c43e49e2b0b7612153a21ff2bf1ea0034f57e82e1acedd1fa3510c2b5f1e9f,False,Tests_failed,b909f953b31fb837f674e1b5a287e5558255f5fef72784edc039c0f0e3ffad7f,False
