idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
2,refs/heads/master,33364b8fad65fde9f76f5222dbdac0b56b18805f,a31ea23d0225a8b1f512b533f16c779e37342851,0322df673d4ade89627b0f004cb7234ffdd6b379,,False,True,True,10,22,226,5,False,12,False
7,refs/heads/master,794fc0b6e7cdcf79c5d552ce80f8241b9bd28613,b12a683135a0f7f01b35ad33adf5f15829962045,b5d82918486a299cd3294748ac52fe7720ffbf0c,,False,True,True,22,126,674,0,False,22,False
