idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/master,4958d5857861f675730efffabfe9499a2852ef03,81ba96f174321946d81375a3e34eb7dd588dfdb3,2d296f7811455cc517a63d00b16d7fbac5609663,,False,False,True,2,1,2,2,False,3,False
2,refs/heads/master,4ed4162327d756c45225b5fd1d05d32439dbdc6a,f88572a316428f1b686bd3d89ffb86b52b67068b,8e1ade020d0ac12fadea45aeb93fcf5bdddc93f0,,False,False,True,2,1,2,5,False,5,False
