idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
3,refs/heads/windows,a4f25c36e9b8d1ff215759edc8b9289c455606ea,eac8bc653ddaac5d7aa6879fec226c5af63ef71f,95a6bbbd0fcdeb9dbbe20f1f63922357bb4819dc,,10,20,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/eac8bc653ddaac5d7aa6879fec226c5af63ef71f_95a6bbbd0fcdeb9dbbe20f1f63922357bb4819dc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/eac8bc653ddaac5d7aa6879fec226c5af63ef71f_95a6bbbd0fcdeb9dbbe20f1f63922357bb4819dc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/eac8bc653ddaac5d7aa6879fec226c5af63ef71f_95a6bbbd0fcdeb9dbbe20f1f63922357bb4819dc_left_right.log'}",False,False
4,refs/heads/windows,95a6bbbd0fcdeb9dbbe20f1f63922357bb4819dc,193f20f9ad6d72c97fac40f1fea87eacef11fd4f,35748aa494bd2dca7e8d821669b6d93eaaecaacc,,0,0,False,False,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/193f20f9ad6d72c97fac40f1fea87eacef11fd4f_35748aa494bd2dca7e8d821669b6d93eaaecaacc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/193f20f9ad6d72c97fac40f1fea87eacef11fd4f_35748aa494bd2dca7e8d821669b6d93eaaecaacc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/193f20f9ad6d72c97fac40f1fea87eacef11fd4f_35748aa494bd2dca7e8d821669b6d93eaaecaacc_left_right.log'}",False,False
6,refs/heads/windows,1d1333e44e42ef503675a7474c081ecdaca635dd,b9f07b9df61fade91854ebb382ba4b0e9537cb74,c17eb1bd272df7fe7b7e797ba33dfda423a81b4d,,2,0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/b9f07b9df61fade91854ebb382ba4b0e9537cb74_c17eb1bd272df7fe7b7e797ba33dfda423a81b4d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/b9f07b9df61fade91854ebb382ba4b0e9537cb74_c17eb1bd272df7fe7b7e797ba33dfda423a81b4d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/b9f07b9df61fade91854ebb382ba4b0e9537cb74_c17eb1bd272df7fe7b7e797ba33dfda423a81b4d_left_right.log'}",False,False
8,refs/heads/windows,8c85f2679ae5d48c7c332321b17a86cc414bfb5a,884c4d9eeca8ba30399c334589abd3d79625bd74,c5f262ff2de822cb4a8cf05061eb5883119d2cc6,,4,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/884c4d9eeca8ba30399c334589abd3d79625bd74_c5f262ff2de822cb4a8cf05061eb5883119d2cc6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/884c4d9eeca8ba30399c334589abd3d79625bd74_c5f262ff2de822cb4a8cf05061eb5883119d2cc6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/884c4d9eeca8ba30399c334589abd3d79625bd74_c5f262ff2de822cb4a8cf05061eb5883119d2cc6_left_right.log'}",False,False
9,refs/heads/windows,2a116c60656555ea33e6d37629ba34c41ffea1bf,ffbbc6fb7efe0a1c9b6578b7e69c5506a5148512,f555320a2e36d87851a09f388ad10b3dd9a7881b,,71,2,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/ffbbc6fb7efe0a1c9b6578b7e69c5506a5148512_f555320a2e36d87851a09f388ad10b3dd9a7881b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/ffbbc6fb7efe0a1c9b6578b7e69c5506a5148512_f555320a2e36d87851a09f388ad10b3dd9a7881b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/ffbbc6fb7efe0a1c9b6578b7e69c5506a5148512_f555320a2e36d87851a09f388ad10b3dd9a7881b_left_right.log'}",False,False
10,refs/heads/windows,f67f871a7027c2363f65f724ae14a70b8669ca17,d4dab7884c856bd96da811aad305cf9d3b37c5f6,bfb20f41880d9002c7cc56f60f1d2701bd82c976,,9,0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/d4dab7884c856bd96da811aad305cf9d3b37c5f6_bfb20f41880d9002c7cc56f60f1d2701bd82c976_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/d4dab7884c856bd96da811aad305cf9d3b37c5f6_bfb20f41880d9002c7cc56f60f1d2701bd82c976_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/d4dab7884c856bd96da811aad305cf9d3b37c5f6_bfb20f41880d9002c7cc56f60f1d2701bd82c976_left_right.log'}",False,False
11,refs/heads/windows,237a5c573f8cbd17669c79a13644ebf604d39ea4,d9c710d5bd838b99a1c43c6f0ad057b3b4ab9965,89b9f7fc5b5d7d9ac3abaef4dd3fc49c4c3a2aca,,3,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/d9c710d5bd838b99a1c43c6f0ad057b3b4ab9965_89b9f7fc5b5d7d9ac3abaef4dd3fc49c4c3a2aca_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/d9c710d5bd838b99a1c43c6f0ad057b3b4ab9965_89b9f7fc5b5d7d9ac3abaef4dd3fc49c4c3a2aca_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/d9c710d5bd838b99a1c43c6f0ad057b3b4ab9965_89b9f7fc5b5d7d9ac3abaef4dd3fc49c4c3a2aca_left_right.log'}",False,False
12,refs/heads/windows,aaf64b8039c705ed8788241efbaef9c5c7af168d,c821db20c57d960c585d3c5967bcf6eccd2994bc,8fcd475b2f2d196ec51c583ceda18d333393c882,,0,0,False,False,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/c821db20c57d960c585d3c5967bcf6eccd2994bc_8fcd475b2f2d196ec51c583ceda18d333393c882_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/c821db20c57d960c585d3c5967bcf6eccd2994bc_8fcd475b2f2d196ec51c583ceda18d333393c882_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/c821db20c57d960c585d3c5967bcf6eccd2994bc_8fcd475b2f2d196ec51c583ceda18d333393c882_left_right.log'}",False,False
13,refs/heads/windows,c821db20c57d960c585d3c5967bcf6eccd2994bc,4e86d51ed6b0621fea86e3faef48faa972b9ad7f,a622ac50d88eaa1bdc4618572ea16667fcadd5e2,,4,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/4e86d51ed6b0621fea86e3faef48faa972b9ad7f_a622ac50d88eaa1bdc4618572ea16667fcadd5e2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/4e86d51ed6b0621fea86e3faef48faa972b9ad7f_a622ac50d88eaa1bdc4618572ea16667fcadd5e2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/4e86d51ed6b0621fea86e3faef48faa972b9ad7f_a622ac50d88eaa1bdc4618572ea16667fcadd5e2_left_right.log'}",False,False
14,refs/heads/windows,4068edc524d3069a9829ada67f14ef2f715328a4,e1fdef4e4800431a5beab25cc04c690242131ab5,726793202028f8a9acd58daefa2344b06622860f,,3,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/caoxinyu/redisclient/e1fdef4e4800431a5beab25cc04c690242131ab5_726793202028f8a9acd58daefa2344b06622860f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/e1fdef4e4800431a5beab25cc04c690242131ab5_726793202028f8a9acd58daefa2344b06622860f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/caoxinyu/redisclient/e1fdef4e4800431a5beab25cc04c690242131ab5_726793202028f8a9acd58daefa2344b06622860f_left_right.log'}",False,False
