idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
44,refs/heads/master,be81c51ad09673318d39334d8b61065154f6cf28,dcd7bb2eea033fd1acab3e20bbf99e881077f6da,9227bffe053333454d88ddb8088f92cca159f5ec,,True,True,2de97e5c3df6490ed251b3184db36772e6c29b89f81972a053cde7015cddd5e9,Tests_passed,fa3b945e2f9a7d0d09f0a740b2685a5332a9694ade8b0bed86b5a69b6c2cbf86,Tests_passed,True,True,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb,Tests_passed,d53822221421a3dcd49383b32660a8da024edaddf67cc2faa33200ecae5b6541,Tests_timedout,193feb6fa34a14a94d601d764ccb499e1d6f76b25c3c73d2b9eaedbc71ec30cb
52,refs/heads/master,bfe39aacea8a68e5921a48b372db7b2f0a170a6c,000e02a6ebf85ca64776d410451aa835746979ba,df62c72f1f0980fd0c1da9308fa844528bb23a73,,True,True,acebf4b0eccd2315f0de058d9813e50ccf3c9b6536332480645593c97f42f8dc,Tests_passed,342cdb4b75f376d413041c15ef8dd7d8f8081f556c54309a797d25bf51380a6d,Tests_passed,True,True,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511,Tests_passed,e79ca76382ef53a0285bf3c1568544a5105fa762d639ddc5d8cb433f86db631c,Tests_passed,a9af76bde3ca32410c888dd5233659a377e4e740dac91d6ecbf9332dad2d2511
