idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_resolve,plumelib_resolve_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,adjacent,adjacent_merge_fingerprint,imports,imports_merge_fingerprint,version_numbers,version_numbers_merge_fingerprint
4,refs/heads/master,c54c76bac35c50d72514642ee6390435c3a93590,7ce2822d12b3e6cf2e23bc42ff6e2ff540544357,94cabd7011843fa8d95c448be63db95183b1bf4b,,True,True,True,10,31,181,3,True,10,Tests_passed,178ade38a2ad32d0c458f2476afa73460be8fc83af2a76721571a596867aa453,True,Tests_passed,2ee8b274c7b1d22c925932b64d8d4d3b95b6a6c35c042ce8da6920c5c42fbb63,True,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,f5e2d351c9bbab5044fdf67f3b34cdd560f71afc963f318c9fdfb19cb574c501,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,f5e2d351c9bbab5044fdf67f3b34cdd560f71afc963f318c9fdfb19cb574c501,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a,Tests_passed,ff9e5a237a2dcdd6ed58e673a1658317831077bc60d88c17ec7f6c0c36943b8a
