idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
2,refs/heads/master,7f36badb5e72494180cbcec01ededc654ceb51e8,47d7247940bb815c6c463cae1b5f8836ff60dca3,dacd6988a9a24df1e9e02973ecc658fccafe885f,,6,53,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/47d7247940bb815c6c463cae1b5f8836ff60dca3_dacd6988a9a24df1e9e02973ecc658fccafe885f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/47d7247940bb815c6c463cae1b5f8836ff60dca3_dacd6988a9a24df1e9e02973ecc658fccafe885f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/47d7247940bb815c6c463cae1b5f8836ff60dca3_dacd6988a9a24df1e9e02973ecc658fccafe885f_left_right.log'}",False,False
5,refs/heads/master,b92c3342ec8383656a1f6708988329d124f7763c,5dfc3d25d511863ff7351de0fce79b38b0af196f,5ce6c0ecd9c9228b3912a9e476b247429c4b28e0,,3,7,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/5dfc3d25d511863ff7351de0fce79b38b0af196f_5ce6c0ecd9c9228b3912a9e476b247429c4b28e0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/5dfc3d25d511863ff7351de0fce79b38b0af196f_5ce6c0ecd9c9228b3912a9e476b247429c4b28e0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/5dfc3d25d511863ff7351de0fce79b38b0af196f_5ce6c0ecd9c9228b3912a9e476b247429c4b28e0_left_right.log'}",False,False
6,refs/heads/master,5dfc3d25d511863ff7351de0fce79b38b0af196f,5351d7531eb8cbe89208426f88f86cb48484e92b,f4d97206d78030d0c8baa3102fd3e6590411c5d7,,2,0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/5351d7531eb8cbe89208426f88f86cb48484e92b_f4d97206d78030d0c8baa3102fd3e6590411c5d7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/5351d7531eb8cbe89208426f88f86cb48484e92b_f4d97206d78030d0c8baa3102fd3e6590411c5d7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/5351d7531eb8cbe89208426f88f86cb48484e92b_f4d97206d78030d0c8baa3102fd3e6590411c5d7_left_right.log'}",False,False
9,refs/remotes/origin/pull/8,4a1a0fddc34b3d1ddbed9f73268ac99ecab0751c,e686d75f29ddb4d24f2f7bf71e6b0d5e24d5cbe9,d8a69d3a7ec3bf0a0bfde214f16fe12ed3ab02f6,,7,42,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/e686d75f29ddb4d24f2f7bf71e6b0d5e24d5cbe9_d8a69d3a7ec3bf0a0bfde214f16fe12ed3ab02f6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/e686d75f29ddb4d24f2f7bf71e6b0d5e24d5cbe9_d8a69d3a7ec3bf0a0bfde214f16fe12ed3ab02f6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/e686d75f29ddb4d24f2f7bf71e6b0d5e24d5cbe9_d8a69d3a7ec3bf0a0bfde214f16fe12ed3ab02f6_left_right.log'}",False,False
10,refs/remotes/origin/pull/8,e686d75f29ddb4d24f2f7bf71e6b0d5e24d5cbe9,583a784f31c0f7ebc7295e0ca4eceac216a96cc2,31a2785384fe9fdf3dc670f0772ea5eddc9aa44a,,6,50,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/583a784f31c0f7ebc7295e0ca4eceac216a96cc2_31a2785384fe9fdf3dc670f0772ea5eddc9aa44a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/583a784f31c0f7ebc7295e0ca4eceac216a96cc2_31a2785384fe9fdf3dc670f0772ea5eddc9aa44a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/583a784f31c0f7ebc7295e0ca4eceac216a96cc2_31a2785384fe9fdf3dc670f0772ea5eddc9aa44a_left_right.log'}",False,False
13,refs/remotes/origin/pull/8,151765d00e61fa0c0243804deee280bab2633c97,62c1203e211bb5d6a562a3bb84a21a01af363a29,712af17e480baf09dad07dc8ab540185f4fbd2bb,,8,53,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/62c1203e211bb5d6a562a3bb84a21a01af363a29_712af17e480baf09dad07dc8ab540185f4fbd2bb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/62c1203e211bb5d6a562a3bb84a21a01af363a29_712af17e480baf09dad07dc8ab540185f4fbd2bb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/62c1203e211bb5d6a562a3bb84a21a01af363a29_712af17e480baf09dad07dc8ab540185f4fbd2bb_left_right.log'}",False,False
15,refs/remotes/origin/pull/8,5708f47bf0763a6f2bb8c7f9fc5047bce5073da2,40c0e14a4289329425883442c71aa15cc86afe88,a5040cfb4a358b2c545666259338af75970cdfdd,,14,163,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/40c0e14a4289329425883442c71aa15cc86afe88_a5040cfb4a358b2c545666259338af75970cdfdd_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/40c0e14a4289329425883442c71aa15cc86afe88_a5040cfb4a358b2c545666259338af75970cdfdd_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/40c0e14a4289329425883442c71aa15cc86afe88_a5040cfb4a358b2c545666259338af75970cdfdd_left_right.log'}",False,False
16,refs/remotes/origin/pull/8,8d1a043154869a91811d5ec29728fe81c69a8657,2c937aac66072a13b5e664968842bc2e4a8be273,ab42b3a27aca414fad35b9764a20307d7a8ac097,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/2c937aac66072a13b5e664968842bc2e4a8be273_ab42b3a27aca414fad35b9764a20307d7a8ac097_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/2c937aac66072a13b5e664968842bc2e4a8be273_ab42b3a27aca414fad35b9764a20307d7a8ac097_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/2c937aac66072a13b5e664968842bc2e4a8be273_ab42b3a27aca414fad35b9764a20307d7a8ac097_left_right.log'}",False,False
18,refs/remotes/origin/pull/8,8ca9d5c1d1e645176bd8112ec32cab0d137094a0,3c2887af8a8438737dd98946b69bc42f80267529,dacd6988a9a24df1e9e02973ecc658fccafe885f,,5,35,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/3c2887af8a8438737dd98946b69bc42f80267529_dacd6988a9a24df1e9e02973ecc658fccafe885f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/3c2887af8a8438737dd98946b69bc42f80267529_dacd6988a9a24df1e9e02973ecc658fccafe885f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/3c2887af8a8438737dd98946b69bc42f80267529_dacd6988a9a24df1e9e02973ecc658fccafe885f_left_right.log'}",False,False
19,refs/remotes/origin/pull/8,3c2887af8a8438737dd98946b69bc42f80267529,f857d907d030cd809bc485cd847a2abde8e50d42,cc196771fc1b45edfab1e44ecff0c1b499ea4e78,,3,13,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/f857d907d030cd809bc485cd847a2abde8e50d42_cc196771fc1b45edfab1e44ecff0c1b499ea4e78_base_left.log', 'base_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/f857d907d030cd809bc485cd847a2abde8e50d42_cc196771fc1b45edfab1e44ecff0c1b499ea4e78_base_right.log', 'left_right': 'cache/diff_analyzer/logs/nhuray/dropwizard-spring/f857d907d030cd809bc485cd847a2abde8e50d42_cc196771fc1b45edfab1e44ecff0c1b499ea4e78_left_right.log'}",False,False
