idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
35,refs/heads/master,3cef56ea97e470dd1fb6a9e57b6ad6627cb9d847,7d998e9004c32778367e2e7dfb490844091af6fa,1940a8eedeace328218ec67c7c6a4e6e108aed7b,,False,False,True,4,6.0,False,,,,,,False
53,refs/heads/master,de3231d8adc8fb3b4da2bb48ce57e6775f1c21e4,525610f44bee8d915660508a867d7bbea16d4f28,4b3d8bad96c113902a805121598f3689e4468b0b,,False,True,True,8,264.0,False,,,,,,False
66,refs/heads/master,9401b758e80cfbc1def39171ea4bd54d5a299e08,de62324bb8cb6bb3ae02392153e5d09c6f6b05b2,a980661fda886fc5d984b5cb152b06fdd5ff9a15,,False,True,True,15,277.0,False,,,,,,False
76,refs/heads/master,5c959dcc8b692a564ab9c14bc83c8ef68184f55b,54fe49e9907767812941ab46062c4e264786695c,e851256ebcf9abbc769a58432e3e305d3ca74a5d,,False,True,True,22,214.0,False,,,,,,False
79,refs/heads/master,a6cd0c0b8a64c6aaa5bfd847c95afd8e1ea588d1,711f39bc1ad66d4c1aa411f5e7f29235c57c1ff3,cbba76e515b7a8245e77b478c7c9e77807e12119,,False,False,False,0,0.0,False,,,,,,False
97,refs/heads/master,b9fc2320e674ea66406ab594b3cda4fa0e4ee7b1,f3de9f0b4a321f4ba84697232e7887be30bfcf04,54d7064d806a0fb2aec2c4f2d70a8a0f8bdfdb90,,False,True,True,3,2.0,False,,,,,,False
99,refs/heads/master,75b3538dd00ae385ddb527874fd6fd10234028e7,26f0db8f39dd56333e597107a7ff582c6b56227d,31ece213bcac1552f14af3678396b688b0856888,,False,True,True,181,13981.0,False,,,,,,False
100,refs/heads/master,98fcc0b71dc9dcf9eb9bec0a03b1eaaf0619c898,30635c1bd62b15d21cea68a5d301e0497383a9d3,4083a88a4df17e926ac3991babaf37fac60f3bca,,False,True,True,45,1309.0,False,,,,,,False
111,refs/heads/master,1e8d03c1b12f29f75e9700e0fadaa911a608e62a,0d14859260a2ad9a910a417ded91677a72fe6409,a686d562e848d9862becc9c5ac953f3836500892,,False,True,True,5,114.0,False,,,,,,False
117,refs/heads/master,25c50c9e6a50fe79409e54616960ee6d5f1fc024,c2b2a125aa9b1c2e0cd18f72f7e30bb736634429,f272b4985eb4f18cb91ce4a740933efd98dcc51d,,False,True,True,17,203.0,False,,,,,,False
125,refs/heads/master,8d04c0512d6681751763ce98d11c6233ee278d34,49732a108896f8cc319f2b4e97186a713f5ddf59,ba91fe818bfc700d3a3f91c5f71e465628524f74,,False,True,True,6,21.0,False,,,,,,False
130,refs/heads/master,9c5afa106c74b4b7a5a88992a51f47efbda3f577,fe49b11d3dc5d40f49cc8f5a9191325ec5e9f675,b2035e75b0ab661f96a6cf51724c45f1ac5b378d,,False,True,True,4,38.0,False,,,,,,False
137,refs/heads/master,36b6e3568e6a54549fee80b96e7161eec014d281,81b4dda62459900e154518653ff222e30c1c420a,9a2a75ab9fb33c90243eaacd158b08e57ea46f89,,False,True,True,135,416.0,False,,,,,,False
146,refs/heads/master,fe096eba51b728f5f0b836f31490b32a842e93b4,a9358d2dea7e519ad6cdd01f568af37194476984,2ec5bbb076fcc057638f54ba532af10c95dc19e9,,True,True,True,140,2319.0,True,Tests_passed,9b73d58fb2aba12280b83dff7434c66dd97a8a99027d33f8c999eab5e72b5e9e,True,Tests_passed,68cadf6c862d69cf36107a9025df2899a2d4a2f27af93d5b9511f2dd23675a6d,True
150,refs/heads/master,b7a3fe25fb9e814b3593915bcc0943fe9fc4e845,26e492276443be01e08b20d8b14c67ac00d050ae,af59fdd75c953aff8bd232cd43a3ef58ec941e30,,False,True,True,27,484.0,False,,,,,,False
153,refs/heads/master,41a398414f1cca3a82d62121158ee82662144fa3,45acd024e1b331fda75fe66942aa36a52aa4d82d,837758135a7b49391643fb56f24ef3c3193ff18b,,True,True,True,88,2692.0,True,Tests_passed,0c7e779d6c042228d34f6ced134ffc15c1775c3c85a7e5efc1fe41f60aac6817,True,Tests_passed,9c03a2a1254fc044b3ebc32ba232d54a53087a00204919352e24a66fd2112dd6,True
156,refs/heads/master,2f8ebb746a1b6c3d7e2a7616288953386d1c417d,5c13f0e6468b6979887d74b44a8afe4bd705a83f,17707db43006caef9098ef094e9fcc6638a5a75e,,False,True,True,2,17.0,False,,,,,,False
160,refs/heads/master,764600211e14871dfa43e68b6961403a113edb56,a57cd75a62d88f4dc87b23f95b5007ccb82b3378,008452082678aa5e21593eb4c2fccd745f610efb,,True,True,True,293,4793.0,True,Tests_passed,4e88667f477a920519dda58bb58f7459f6626fb02447338c6f5eb1400a4d5aa3,True,Tests_passed,d2f8ead59255eb4042cf87c3cb8b172e0f195f3663e92d194d2f4ca53cc3ad1c,True
162,refs/heads/master,f43d1a1ffa5822813ade34343ad936e1d525f683,82e84442fce61dbe8f3a31aae9f64552103083a4,e92fd9491541d5f92399d6e90918ca3b3b668ccd,,False,True,True,17,252.0,False,,,,,,False
170,refs/heads/master,80c1bcb538516bdd455f68172e385edbdd66aa51,bbe89ce929224b4fa4db09c649bade68b01a7034,c0e2de20373820e6331b31799d1afbb84d6d2fa9,,False,True,True,617,7195.0,False,,,,,,False
172,refs/heads/master,62cc354e06b77d9620476ee59f08766a6752c0c6,82ffac2ffed1acc72cbaac622ec16cbfe1e2ac1d,db5bf84fdfed56a3df6bad89941c0751a11f4b84,,False,True,True,27,302.0,False,,,,,,False
214,refs/heads/master,f4f32290818afa5a9b975fdfebe179212e5a562e,53bdf450139c4ad14b9b0598bfdccf4b6464e1fe,fcaa4fbb2051625341e34f8e759a160a58a577af,,False,True,True,9,96.0,False,,,,,,False
215,refs/heads/master,4052d96de9ea5172d8e37495f9a63c91cfa6153c,49e1a6363cd7ff084bf851a234907f8117f526c0,8310b90776c42d22338aa3fe595072f8d0b9a74a,,False,True,True,7,167.0,False,,,,,,False
