idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_resolve_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_ort_adjacent_run_time,gitmerge_ort_imports_run_time,gitmerge_ort_imports_ignorespace_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time
5,refs/heads/master,f1b45352cf9c8510a94fd97c943d4fe526cc94ad,98fb6a09755102f18ced62474bc1d08093fe06af,dc0f7cdf4f2186ff65e8ac4fb1edd7b2930d6171,,8d2a1271a18045a380a928f3f87fa85f72215fafeaa6cd022459005e346aa220,Tests_passed,618dc5d39d5479d4d406718de1ceb91417fc3d2ea9052ad15711cc34fc74e090,Tests_passed,True,True,True,True,Merge_failed,ae820d70cc4492141ee27050662213c4c8302ab098879a2f89129afe10e66b41,Merge_failed,8bdf18cd7965ba65ecc0afbcb4cf232726e86f0f70d9859bee4085d67c271eaa,Merge_failed,3d60a23aa6a36c42c76c04dffeef362638e5712c94aecba00c90c8f26854a10c,Merge_failed,ae820d70cc4492141ee27050662213c4c8302ab098879a2f89129afe10e66b41,Merge_failed,8120a19fb9a4e0eec9188eaf6d13b3a34fcc995e1aa56a8b7a3e9b031a21add2,Merge_failed,ae820d70cc4492141ee27050662213c4c8302ab098879a2f89129afe10e66b41,Merge_failed,ae820d70cc4492141ee27050662213c4c8302ab098879a2f89129afe10e66b41,Merge_failed,ae820d70cc4492141ee27050662213c4c8302ab098879a2f89129afe10e66b41,Merge_failed,ae820d70cc4492141ee27050662213c4c8302ab098879a2f89129afe10e66b41,Merge_failed,ae820d70cc4492141ee27050662213c4c8302ab098879a2f89129afe10e66b41,Merge_failed,8bdf18cd7965ba65ecc0afbcb4cf232726e86f0f70d9859bee4085d67c271eaa,Tests_failed,10ce6614c6e298e11a24f10e09eb97390856b8f1a588f6b9c3a92fee11bc8b7d,Merge_failed,8263c6dc5c01f362bca5d80c6331d8cd4cf7d1ee752b45b503af0cedcc200075,Merge_failed,8655247904befb89cff33e7849e1664bdc0c46370016a0374c5d663b0b6fb727,0.03260231018066406,0.02874016761779785,0.22415494918823242,0.0374603271484375,0.04066061973571777,0.033489227294921875,0.03817892074584961,0.060811758041381836,0.043071746826171875,0.045325517654418945,0.03674721717834473,0.18512439727783203,1.437009334564209,0.1812899112701416
