idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,plumelib_ort_run_time,plumelib_ort_ignorespace_run_time,plumelib_ort_adjacent_run_time,plumelib_ort_imports_run_time,plumelib_ort_version_number_run_time
4,refs/heads/master,6460eed46a2343e156dcb3a6f13b286a75f81667,da1628c7396149475825220594931c207eb15862,96b17fef2e11ceccd9692d47656462c019bbf72e,,13,277,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/trung/InMemoryJavaCompiler/da1628c7396149475825220594931c207eb15862_96b17fef2e11ceccd9692d47656462c019bbf72e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/trung/InMemoryJavaCompiler/da1628c7396149475825220594931c207eb15862_96b17fef2e11ceccd9692d47656462c019bbf72e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/trung/InMemoryJavaCompiler/da1628c7396149475825220594931c207eb15862_96b17fef2e11ceccd9692d47656462c019bbf72e_left_right.log'}",True,859d798bf3f7727b6e254cd7787aab1bf9d5c15dfd8823498c954250295b78cb,Tests_passed,97230600688253da51b6eee31a61603fc85734989eef81ea6fa8f7fba9bd0a94,Tests_passed,True,True,Merge_failed,bee3ab91b54d0bb1a5627c0d5bfeeec29754f47d83d43b4c0d208ea2d3c84bb0,Merge_failed,784367622affc249831e9dbb48599d57bc3025123c3543c590fd02a6231c879f,Merge_failed,bee3ab91b54d0bb1a5627c0d5bfeeec29754f47d83d43b4c0d208ea2d3c84bb0,Merge_failed,7b7a970caa29205339510732139e628322972eafc19b7324780ce2dd86c2fc21,Merge_failed,57badc2a8d4eecb8625eb51c4a9c9522910fd0399a0f6e9ac040d983995d9c2e,Merge_failed,57badc2a8d4eecb8625eb51c4a9c9522910fd0399a0f6e9ac040d983995d9c2e,Merge_failed,57badc2a8d4eecb8625eb51c4a9c9522910fd0399a0f6e9ac040d983995d9c2e,Merge_failed,0412aebef45f173e7cabaa7cdb28aa40e9e502b30955fca48da2de65c4354c45,Merge_failed,1295dbce13d9f9588d70100e1cca04484d4107df07bee8ab8e6b945a1a6fabbd,Merge_failed,04b80fdd569236c3dd35e8ed8e54b6334c9f7a11911f08140b9304eb21d482da,Tests_failed,de6480414d085ef1d577719fac7ceb6e3cfafb9f24043f952999f39c3f7b3da5,Merge_failed,bee3ab91b54d0bb1a5627c0d5bfeeec29754f47d83d43b4c0d208ea2d3c84bb0,Merge_failed,784367622affc249831e9dbb48599d57bc3025123c3543c590fd02a6231c879f,Merge_failed,02f3bc57b5a122ef443a7a9b65d245caae8b2ed83821b580267c5f5fc24c3d14,Merge_failed,bee3ab91b54d0bb1a5627c0d5bfeeec29754f47d83d43b4c0d208ea2d3c84bb0,Merge_failed,bee3ab91b54d0bb1a5627c0d5bfeeec29754f47d83d43b4c0d208ea2d3c84bb0,0.03392291069030762,0.031009912490844727,0.03581714630126953,0.03729104995727539,0.03768277168273926,0.036516427993774414,0.0324857234954834,0.15687203407287598,0.11629796028137207,0.642298698425293,0.3793294429779053,0.19008636474609375,0.14592790603637695,0.08619236946105957,0.09168624877929688,0.1194155216217041
