idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,diff contains java file,test merge,sampled for testing
3,refs/heads/2.0,0ed5ac1f341d6e14721a3e1ac09e2d3a292af82f,7ce4620bb80f9be023e951eaf8189942dabf9721,b9bf0a28ad7320011450e39eaebb63d42be33052,,17b6ec653e13c7e05fd82d2c0d055892a682cf7e9867d17f61fe0dba3870afcb,Tests_passed,0.0401317022872141,48a2fc3282a0857c7ea3de3d9ffcf2170faf43ebd28abf6fe0103e57d9d4262f,Tests_passed,0.04014252059868028,True,True,True,True
5,refs/heads/2.0,a13c1f808d17779dc8ecc05c24d3152d916a9df9,6e81a73ee75609b25e9e6791bec5b5a49526a319,d6e74a43044f85f1be560df08ce3d7f5d1217ba0,,ad6d329c821693b4820552b4174d15f7933ef6fd2fb30491976e22257a14e1ce,Tests_passed,0.04014440263956773,87dbc7fb3b162ef2561a0a82a8d66f7f1268e1bd0f40cd7774ed3643ef1654d9,Tests_passed,0.0401246500076149,True,True,True,True
9,refs/heads/2.0,ac01904309c648db0e7506ae380d3a98037b1531,f96c2fb55256f1a54953cfaf41e40c6365120345,e8f7e68392d2fe629ddbe066a1858a849b3f6ede,,0eae40a3728a6faf0aa02c1249f2eec1fa81c37478e5180394161609b81cd32e,Tests_passed,0.04094587970877617,cb7f8b5f17af41014ca514dd1ea21b63a6f0fc908f1b850f6e8eef259736c0bf,Tests_passed,0.040946858748281426,True,True,True,True
22,refs/heads/2.0,7cf866fe6ad30fc9cdc281d3673f127076b025cb,a1c0ba2d75e8dcaaa19c69209223bc57c41c6834,6c0e7d66ba9c11ac146caabcbc5b56600cbe12de,,,,,,,,,False,False,False
23,refs/heads/2.0,a1c0ba2d75e8dcaaa19c69209223bc57c41c6834,3f1899dc7cd864bcac8f6338ff8a823f29fd5a3c,824c4a150b871f3e75492af29881a1a043d15f24,,0a0f09a2a7c337977d8f3b3f485280a1c4e96c4725c999b7e8b4bf9bb2a57b76,Tests_passed,0.0427707984714903,39c46bae77539eb8b65b4f8350f240def8a6a0ecb322fd45db5bec7970761b14,Tests_passed,0.042944016049150525,True,True,True,True
24,refs/heads/2.0,3f1899dc7cd864bcac8f6338ff8a823f29fd5a3c,a39c5158adebac130e9661e68c42119963ad48f3,fc7c9f4a8a1f9945e08c3b031cee46f56de24a3d,,100db6580acdcd783e39600fffb1c13571e74746d9c58b883564e7a5a7e65669,Tests_passed,0.042779346006844694,d57db2fc0e865508d22345d036c9f5e58b014b2e094cad6f5e00fdaf0330b88e,Tests_passed,0.042966642831156775,True,True,True,True
31,refs/heads/2.0,bf4b253816bc316cd6dc5437f7ca25f35f591863,9c20b62e512757f686df15a748caa633ccf0cd88,c4be5cb68537dd419f2524786e41404f422ee8fb,,ce70921e19a3f1dffaa9a4963a8dcdddacf62da1c4e8cd21687762c526a66be6,Tests_passed,0.04587524611902115,b07213c428a3ced1d96428b0b5994a5a8e6fae59332b29e48d1937e72f556e2f,Tests_passed,0.04387313299003407,True,True,True,True
32,refs/heads/2.0,9c20b62e512757f686df15a748caa633ccf0cd88,afb445cd03aa3aa3f5c57c8d417a50b70648f376,e45fb4f9595a586838e3d1023113a843f87389e8,,c3f3d4502dc021a5d3b94c067d4c8cdb16556c2b3aa445ffab46b0118bb03410,Tests_passed,0.04634704123195172,079c35a57a3f03ec7937a19c4c25529741333ffc8fb09c3a4c8a88d1ffd7f466,Tests_passed,0.046162762487532684,True,True,True,True
34,refs/heads/2.0,0622d90eca7de1aa9b795f7ec9470fbb7298dae0,47e5aafb609de7474aae83e864598b9fa0d732f6,b077c40c23603918f45ce1a7984d95eb149f734b,,400046f60e48abf0238f7970423646f33e075dee3d6c7eb0d84fb349c86d7bfd,Tests_passed,0.04656126374746802,0db79bc441088f4a59f88c6b82d5e7eb1f6a74e132e23ecd73bff303b0e0d8f9,Tests_passed,0.046406698823911983,True,True,True,True
38,refs/heads/2.0,36e093eada24ee37f9e872843efc07a3b2749b93,37e1c1a6ffb6a90980050a09f3d385684d9a0ad6,85c5246349d5dc87ad3c80eec7e7ef46a185f38a,,022604539e2f491bf91175dd9ced3e3341e5969990c7883d9665a8865b335ef4,Tests_passed,0.04655809907019738,bfcaa6bb7d6422db294e3cbdb4a2436291e133302648384b9c1166291abf455b,Tests_failed,0.0,False,True,False,False
39,refs/heads/2.0,37e1c1a6ffb6a90980050a09f3d385684d9a0ad6,1faa1ebdfbfad91860c2bfc85183f9008347aa8e,d3ce6655f82a50255a32ce664fcd3d663ab556dd,,,,,,,,,False,False,False
43,refs/heads/2.0,e6627c1c88b34484b4110b8ad8c9f62e61d2d5f6,04e8208b344eadee6b50c39b03bf56e8f0661b03,b1d0072682380d359582c135413b8f5e5d83f3bb,,02f00d324da09194bc26cb10cd554a10c94659c32a93eeb1bf3a8e5306d9ed19,Tests_passed,0.046661489625481944,0b654a8f8734441b3704af150cdf85d9f49d38e79d292c8ef6751f5835b86698,Tests_passed,0.04666466837429833,True,True,True,True
54,refs/heads/2.0,1d6b9fce75bd2945729ef5755e9147eae00a618e,f740102cdcfce449a2949acf40f77e3d77a2eb9d,cc015eb3184e37844b0574dbc2ede58222d46bdf,,7136ebb853eac13bf820ba00340633c8f22a9389ff2f641c7ba4550c1e51bb2f,Tests_passed,0.04631946544944593,870dbab0b3548b1ffd80ca5ba14537b8b9d023d13aa67f836b2915df4cf9f01d,Tests_passed,0.0,True,True,True,True
77,refs/heads/2.0,5960d97d172432f2204aac23a15df2c963b795e2,b9315da62a5ac5700b9ddf3afffb179fa8ef3e8d,46a7586cdacf2d88d0ed424fc8cd9cce04b2e061,,,,,,,,,False,False,False
79,refs/heads/2.0,31d6eced45ff63edbcea00b4003a4ec964d06913,47e29da92ac3e9ad076994bb54cd8394ffd5d938,aaef34deb8d4b67c37a67f762550986c40c07378,,,,,,,,,False,False,False
83,refs/heads/2.0,8c4d246e48cd92f75c702a513c26a871b579e482,1c0b7cea22d785e88bd4546bcc9843d6e01f619e,b6b148e5f35b2f6d480e0a53bc14648f9b2c6f4b,,9fa6e880f8a7d23b6242d732d301b28ff216bf1021ca82e37bb5fa8c5bb9396e,Tests_passed,0.0,01eebaee93fba6a4b869b05986ea8b0c935be2f631921de424e68b02b5c08394,Tests_passed,0.0,True,True,True,True
85,refs/heads/2.0,ce8c66fb23206fac90baa53beb6350a5df65630a,334e352aa176a01dab52b67c53a272dca6c32037,b907b75f7cdc292775c33c545c012d7422c86692,,67dfaa6ada4ce4a7756e22708ae95bab7dd739f58ef207e1d6f3d59476d26c61,Tests_failed,0.0,589fa3f62f37d417601fdab93bbe3112f16e9b09a6fc2c82790e3c0ae12726e7,Tests_failed,0.0,False,True,False,False
88,refs/heads/2.0,7c655272213ee2f98efb41f41ce93fc2ce0038e5,74979e36e72a5a5a5701729ad359bb1e2a53f122,4759cc685614ff10b3855e341232bcd466c00ca8,,c81994bc4dfd3bf6680891f1fc4f131741ca19a2f309e2b768fa298bc1ffe37b,Tests_passed,0.0,a219f4a952b1e6e53ba72105cffbe1f4cb7440f533f8717f849492ce18c58773,Tests_passed,0.0,True,True,True,True
