idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
4,refs/heads/master,e36d42758d148490e17c578da16fbaaa22d3635c,e345999814ed0573c9c4935aff3e921541890740,d7527dce30ef57fb0c910176c7bba260f37ceff1,,5,41,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/e345999814ed0573c9c4935aff3e921541890740_d7527dce30ef57fb0c910176c7bba260f37ceff1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/e345999814ed0573c9c4935aff3e921541890740_d7527dce30ef57fb0c910176c7bba260f37ceff1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/e345999814ed0573c9c4935aff3e921541890740_d7527dce30ef57fb0c910176c7bba260f37ceff1_left_right.log'}",False,False
5,refs/heads/master,e345999814ed0573c9c4935aff3e921541890740,fe838b37a13fc1ad0f3eb5dacbc3052a205db700,b83d1a83713672879cbe9f59bf1c840405567550,,5,5,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/fe838b37a13fc1ad0f3eb5dacbc3052a205db700_b83d1a83713672879cbe9f59bf1c840405567550_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/fe838b37a13fc1ad0f3eb5dacbc3052a205db700_b83d1a83713672879cbe9f59bf1c840405567550_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/fe838b37a13fc1ad0f3eb5dacbc3052a205db700_b83d1a83713672879cbe9f59bf1c840405567550_left_right.log'}",False,False
7,refs/heads/master,c7d73604683fbca2b43536b721d77f70c5512000,605ac234000cc9e3f8f731636b53701bb5c975f5,9ccfb8b1f1e61054dcbd704ea4d3d4975f6cd0c6,,7,87,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/605ac234000cc9e3f8f731636b53701bb5c975f5_9ccfb8b1f1e61054dcbd704ea4d3d4975f6cd0c6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/605ac234000cc9e3f8f731636b53701bb5c975f5_9ccfb8b1f1e61054dcbd704ea4d3d4975f6cd0c6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/605ac234000cc9e3f8f731636b53701bb5c975f5_9ccfb8b1f1e61054dcbd704ea4d3d4975f6cd0c6_left_right.log'}",False,False
8,refs/heads/master,3dbb494d38353ac8732adacd53ecceeed4a7ae8c,5d4a7fa8b3b6df642b373f6fe04b9fdc2b2bd2c1,fd145b0d3e31d7915b6860dfa8f9392232684a8c,,6,48,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/5d4a7fa8b3b6df642b373f6fe04b9fdc2b2bd2c1_fd145b0d3e31d7915b6860dfa8f9392232684a8c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/5d4a7fa8b3b6df642b373f6fe04b9fdc2b2bd2c1_fd145b0d3e31d7915b6860dfa8f9392232684a8c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/5d4a7fa8b3b6df642b373f6fe04b9fdc2b2bd2c1_fd145b0d3e31d7915b6860dfa8f9392232684a8c_left_right.log'}",False,False
11,refs/heads/master,e7f8a381a18c2b7da335de133827be1277889cc6,488425541434c69b04c21052fb89873fe0c87357,49694b0ace1e17e1b81fd4d959266d4cd082e6e4,,23,772,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/488425541434c69b04c21052fb89873fe0c87357_49694b0ace1e17e1b81fd4d959266d4cd082e6e4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/488425541434c69b04c21052fb89873fe0c87357_49694b0ace1e17e1b81fd4d959266d4cd082e6e4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/488425541434c69b04c21052fb89873fe0c87357_49694b0ace1e17e1b81fd4d959266d4cd082e6e4_left_right.log'}",False,False
12,refs/heads/master,488425541434c69b04c21052fb89873fe0c87357,58beb6f5753174f7b0ceaa6b974c0bcaa9a25dee,bdf37457f53faec26ad4798dd88e243bd8d75c0f,,17,712,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/58beb6f5753174f7b0ceaa6b974c0bcaa9a25dee_bdf37457f53faec26ad4798dd88e243bd8d75c0f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/58beb6f5753174f7b0ceaa6b974c0bcaa9a25dee_bdf37457f53faec26ad4798dd88e243bd8d75c0f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/58beb6f5753174f7b0ceaa6b974c0bcaa9a25dee_bdf37457f53faec26ad4798dd88e243bd8d75c0f_left_right.log'}",False,False
13,refs/heads/master,58beb6f5753174f7b0ceaa6b974c0bcaa9a25dee,bffde2d5b8581a3a70cb2016e20e0fe93e2061ed,3d9f2a9fd42091c5196714c3c104e299c7d0fd13,,15,704,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/bffde2d5b8581a3a70cb2016e20e0fe93e2061ed_3d9f2a9fd42091c5196714c3c104e299c7d0fd13_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/bffde2d5b8581a3a70cb2016e20e0fe93e2061ed_3d9f2a9fd42091c5196714c3c104e299c7d0fd13_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/bffde2d5b8581a3a70cb2016e20e0fe93e2061ed_3d9f2a9fd42091c5196714c3c104e299c7d0fd13_left_right.log'}",False,False
15,refs/heads/master,1a860d40ef02c2cab91b4fd6be0ca1f587420c90,4901b66e26b0febbe71f4c76d0e3eba73ec45fad,91cb04cfd854a3c1ce45b62cb47a3b4a1a6479ce,,41,1089,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/4901b66e26b0febbe71f4c76d0e3eba73ec45fad_91cb04cfd854a3c1ce45b62cb47a3b4a1a6479ce_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/4901b66e26b0febbe71f4c76d0e3eba73ec45fad_91cb04cfd854a3c1ce45b62cb47a3b4a1a6479ce_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/4901b66e26b0febbe71f4c76d0e3eba73ec45fad_91cb04cfd854a3c1ce45b62cb47a3b4a1a6479ce_left_right.log'}",False,False
16,refs/heads/master,9a6e2edc586a986363e1ee192d84ba2581b29a67,0bf2339cda158d0ad44b994193b79b2948736bfd,1e4326625a895070e41a30cc55ea0237dd018a2d,,41,1087,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/0bf2339cda158d0ad44b994193b79b2948736bfd_1e4326625a895070e41a30cc55ea0237dd018a2d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/0bf2339cda158d0ad44b994193b79b2948736bfd_1e4326625a895070e41a30cc55ea0237dd018a2d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/0bf2339cda158d0ad44b994193b79b2948736bfd_1e4326625a895070e41a30cc55ea0237dd018a2d_left_right.log'}",False,False
22,refs/heads/master,a9af40338e4d3493ff0c7b55ebb4d052666f7164,3f7874d6d39b960ab7853e276ab41d39fb0173d8,591ddf95a15ade812923acc3fe7e7809af259117,,26,673,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/contentful/contentful-management.java/3f7874d6d39b960ab7853e276ab41d39fb0173d8_591ddf95a15ade812923acc3fe7e7809af259117_base_left.log', 'base_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/3f7874d6d39b960ab7853e276ab41d39fb0173d8_591ddf95a15ade812923acc3fe7e7809af259117_base_right.log', 'left_right': 'cache/diff_analyzer/logs/contentful/contentful-management.java/3f7874d6d39b960ab7853e276ab41d39fb0173d8_591ddf95a15ade812923acc3fe7e7809af259117_left_right.log'}",False,False
