idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,a4f9b367cfc9a2f4a89c5acc029aaf6691d71054,38bf08cbcfdbdbc71f7eac3fa9745cffe07f0a9c,86599814da82cf84afb6f6ae2667e79f808a4141,,True,True,True,52,228,979,11,False,55,Tests_failed,a1424632ce3c6c214105b29568d7390149e3c544890126657e95f1df128cfb42,False,Tests_passed,cc60cf014bb34b87e8a5edc565de426617f4af7f09638db9f0c70e81e8b14d88,False
2,refs/heads/master,33d4172ea246556eb5e8cc3d537b68c08b4be89e,63858d691c75d3b6e3d586ccd90d503eedb9cbbb,997d073686f353cd2ca70e18eaabb7c762f14e19,,True,True,True,115,330,883,42,False,143,Tests_failed,58d3b00958ed4795efd86713f939e07f8cccbbf2de5a47f16a6d5dd801abf745,False,Tests_failed,dac63cd9184c5431306d6ef74ce9181c96ce359eb38d5e6e7e48f765c056db00,False
3,refs/heads/master,a7df5b685ad8a25ddf2443fe93e5b2b5e8f9f7a5,431852c52dc641c5177c38f60b70df636b351ecf,92309c4119db4d1a120efbe67c1a7dea01c8da24,,False,True,True,193,432,3223,2,False,193,,,,,,False
4,refs/heads/master,431852c52dc641c5177c38f60b70df636b351ecf,c82b3d83eb32a4aac52b0443117e331d21154c8d,56cd48aabf88cbbc759ede2436c8e29187ffa5ee,,False,True,True,57,143,1542,2,False,57,,,,,,False
5,refs/heads/master,c82b3d83eb32a4aac52b0443117e331d21154c8d,5faa1f4718a0b7291d84e296c90c510c147ad266,ba77fe2cfc78177b0fa3cdd590cd543af872230c,,False,True,True,57,142,1538,2,False,57,,,,,,False
6,refs/heads/master,63858d691c75d3b6e3d586ccd90d503eedb9cbbb,d13b4830ae5d8a302109e78e0e66a332dea97680,784f3835be7f684c3c5cd9a01d04f855d8f7c79b,,True,True,True,201,536,2971,8,False,201,Tests_failed,4e9c2182468ef61825c632490d9f1f8f980a14bf7c8aa8dfc95c89d8620b6120,False,Tests_passed,343df77a4fce6f7bb1b2e0da7f5e13bcc688dbdf834dc554f67b264a58a111bb,False
7,refs/heads/master,46ec306cf6bed6dbcfa790383ae80542ebb61324,8b434139ec272993f04775ae7c4c2b3d3597d90a,7c316187356cf8c77c63e56af510fefeeeda73ca,,True,True,True,135,284,1152,2,True,135,Tests_passed,74f567f50a2c83d24c13cf4678bd243ce56b64f2510237cc2af460cfb1252d1c,True,Tests_passed,184bd57cbc90be0e41f6a750b7226c079670824734f7fb14ebeadd0304a3bca8,True
8,refs/heads/master,80abbaa0f107bf6ed66f4c3fa31533caadfb1088,16f9386220565f53b34818b9ba36dc5b2949d4f3,7c316187356cf8c77c63e56af510fefeeeda73ca,,False,True,True,68,205,2155,4,False,69,,,,,,False
9,refs/heads/master,f4fca29dd471e36ec926a9a83bf1e68ababa9dd0,36d75072beb57ff969aa930562819879078ebbde,8b6ab69d10d0b33ccdcbc2ca2fb8e0838a4c0f7e,,False,True,True,20,30,72,1,False,20,,,,,,False
10,refs/heads/master,4ac13b70cc5632137a5b4ade7a5c894f66b5716f,506198ce1fa93fb86d04d0ba72471f8f29b13dd9,b4bf6281ef46b0f85afc20bf472a680a043445b3,,False,False,True,2,6,49,2,False,3,,,,,,False
11,refs/heads/master,c48af4a4fa53f69b302b4317b558d6c5cba9f4c6,c5d524d6dff5f1a0a5b705734c83ed46a928ebd8,8456cdfc109275128d5e9309e85cf1fed3b2ba23,,False,True,True,5,10,67,54,False,58,,,,,,False
12,refs/heads/master,9eadcb597fb71fcb660fb98fec0a3c60188d232f,c558cbd7b1f126cc3e001016b84946e001ec719f,32d2b336a2c7f05e767aa1037c5315ac985292ca,,False,True,True,40,115,1008,0,False,40,,,,,,False
13,refs/heads/master,082dba783928e8967b23a3eb9e12d15434ff5a81,b797ac906fa148ea5abd114d14ed1443a2fd5d97,1ee1c25b4d16d5bc42f427bb84aca2c1227ce187,,False,False,True,17,21,42,2,False,17,,,,,,False
14,refs/heads/master,dbe9425ec26d53f4ad26e1d1d4330bae441bcbe8,5f92ed8ef59bbddaa6b988289582e311dab4da7e,512247116d4d966070ca68aa30685a70babaef3d,,True,True,True,25,177,823,2,False,25,Tests_failed,b809d751221104b06a5f19f6ed6e8abb766d638302253d33ef453291cbd794d6,False,Tests_failed,2c496815125d2b667e149cf0688c5f8c19ff2f59a73d44ff2cdd356ad394346d,False
