idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,git_hires_merge_plus_run_time,intellimerge_plus_run_time,gitmerge_recursive_histogram_plus_run_time,gitmerge_recursive_ignorespace_plus_run_time,gitmerge_recursive_minimal_plus_run_time,gitmerge_recursive_myers_plus_run_time,gitmerge_recursive_patience_plus_run_time,gitmerge_resolve_plus_run_time,spork_plus_run_time,ivn_run_time,ivn_ignorespace_run_time,adjacent_run_time,imports_run_time,version_numbers_run_time
14,refs/heads/wildfirechat,b4b736c0c4bb6cd344dd9a659364030aa7dc17fa,c4e8c5811c189be2d0c1eabaf6022aefd49e58bd,804b2fc610bb048c05097cf714f4577d64c83bf2,,True,False,True,2,2,4,2,True,2,Tests_passed,c68c12abe918e65aead45ea1c7291c88fd1d757d0ea1bdc726e22faeb04b0b36,True,Tests_passed,a3cd98d9492cab858ab0bf8d310c4f05dea84e175fbe12c0c348622ac2cec037,True,Tests_timedout,110d6e6b6e325d1a4a7926a93a5f6b1cf7bb6f7ab51c23d29eae0899502e5eb2,0.04774594306945801,0.05331110954284668,0.05517220497131348,0.042325496673583984,0.05661821365356445,0.0507044792175293,0.05615973472595215,0.13201403617858887,0.11960005760192871,0.04873180389404297,0.7113966941833496,0.07698798179626465,0.1326005458831787,0.04636740684509277,0.04716992378234863,0.047003984451293945,0.04621577262878418,0.04666328430175781,0.0823984146118164,0.05804586410522461,0.04419827461242676,0.046398162841796875,0.03378176689147949,0.046118736267089844,0.03408241271972656
