idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,test merge,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint
30,refs/remotes/origin/5.1.1-dev,b929d2658531c72608f85151ef3b27a265c5214b,aaa9d5bcddb1f0952d9d2b1a01e78269813584c0,ed4d387a4da8018e29e8cba0cad1c06deffec484,,15,453,True,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/MyPureCloud/elasticsearch-lambda/aaa9d5bcddb1f0952d9d2b1a01e78269813584c0_ed4d387a4da8018e29e8cba0cad1c06deffec484_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MyPureCloud/elasticsearch-lambda/aaa9d5bcddb1f0952d9d2b1a01e78269813584c0_ed4d387a4da8018e29e8cba0cad1c06deffec484_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MyPureCloud/elasticsearch-lambda/aaa9d5bcddb1f0952d9d2b1a01e78269813584c0_ed4d387a4da8018e29e8cba0cad1c06deffec484_left_right.log'}",f2b2fa2ddb9720336018c77fac329e4820e187c396ab5cc2e5a605fde7ad178b,Tests_passed,6851cd87583df5f35f5a7e4c7bb5ce82d321a1718b82edded9f3ad80203e34ef,Tests_passed,True,True,Merge_failed,57320389d525693ed0979dee74eeca2ca675e8b8d5d99201ca81786a7c100b65,Merge_failed,57320389d525693ed0979dee74eeca2ca675e8b8d5d99201ca81786a7c100b65,Merge_failed,57320389d525693ed0979dee74eeca2ca675e8b8d5d99201ca81786a7c100b65,Merge_failed,57320389d525693ed0979dee74eeca2ca675e8b8d5d99201ca81786a7c100b65,Merge_failed,57320389d525693ed0979dee74eeca2ca675e8b8d5d99201ca81786a7c100b65,Merge_failed,57320389d525693ed0979dee74eeca2ca675e8b8d5d99201ca81786a7c100b65,Merge_failed,57320389d525693ed0979dee74eeca2ca675e8b8d5d99201ca81786a7c100b65,Merge_failed,b19bd36ec31e10d96df68140ff3f0e49df7d5b865b3889c4ea0fe1508cbf1515,Merge_failed,ec9599c1c693f6699f3942fbe096bffbe35ee49149a1863fb88405e07708e533,Merge_failed,83b158befb58ee93d6c8f04ba3f75fa9f88963acf05533765e9084feb64129d4,Merge_failed,9edb9b4fe5ff5372500cb324d0bef233a96999ad213f2273463fe7b6305e4a23,Tests_passed,27abf30eb4da7ad483efaec4e43a80811cbaf105d844edcd75bdd76a86e81c06,Tests_passed,27abf30eb4da7ad483efaec4e43a80811cbaf105d844edcd75bdd76a86e81c06,Merge_failed,57320389d525693ed0979dee74eeca2ca675e8b8d5d99201ca81786a7c100b65,Merge_failed,57320389d525693ed0979dee74eeca2ca675e8b8d5d99201ca81786a7c100b65,Tests_passed,27abf30eb4da7ad483efaec4e43a80811cbaf105d844edcd75bdd76a86e81c06
32,refs/remotes/origin/5.1.1-dev,9ad6ef3cc4463ad5e7c71ae057264ad3ba7b2f86,4d58e53b86ac42a8ed6d8a66f14a09f356ce119f,a591b944acfe10d8889b1554d1cb335853268272,,29,1021,True,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/MyPureCloud/elasticsearch-lambda/4d58e53b86ac42a8ed6d8a66f14a09f356ce119f_a591b944acfe10d8889b1554d1cb335853268272_base_left.log', 'base_right': 'cache/diff_analyzer/logs/MyPureCloud/elasticsearch-lambda/4d58e53b86ac42a8ed6d8a66f14a09f356ce119f_a591b944acfe10d8889b1554d1cb335853268272_base_right.log', 'left_right': 'cache/diff_analyzer/logs/MyPureCloud/elasticsearch-lambda/4d58e53b86ac42a8ed6d8a66f14a09f356ce119f_a591b944acfe10d8889b1554d1cb335853268272_left_right.log'}",8d90decbf47edf1cf55e9af45b19204deecf1c7e9cc5b7cc04b85000c603c1b1,Tests_passed,10b35739e282c49fbacc1766c18807c0bc5b69268e86a1578c5a16d89a6f2636,Tests_passed,True,True,Merge_failed,6b3e5723839b68317d5b8b8d1fb1f2538b37f45ceb227773e4fe02349617e7c0,Merge_failed,1513aedb62d8661c018c12dc4a2644865454c5444aa85ab78042fbb02e75541d,Merge_failed,6b3e5723839b68317d5b8b8d1fb1f2538b37f45ceb227773e4fe02349617e7c0,Merge_failed,1513aedb62d8661c018c12dc4a2644865454c5444aa85ab78042fbb02e75541d,Merge_failed,6b3e5723839b68317d5b8b8d1fb1f2538b37f45ceb227773e4fe02349617e7c0,Merge_failed,6b3e5723839b68317d5b8b8d1fb1f2538b37f45ceb227773e4fe02349617e7c0,Merge_failed,6b3e5723839b68317d5b8b8d1fb1f2538b37f45ceb227773e4fe02349617e7c0,Merge_failed,9ffa7b6c4a4f032635e9d9d9e2e7e6eb6a841d8aef1015aae095ba9f0f2e1e8c,Merge_failed,fb46db390e1e26001876a7f0fad39fc84372733ff76f5f6a974620091377caba,Merge_failed,11b2253cd118bf5a8693bb0d6f706771dfeaeb67146fed260fcadc93ae748ae4,Merge_failed,656490d1eff78b7d1909b4071b506c2153562fd7c7cd7c22491d2ae8b8bacf74,Merge_failed,9bedfe8b58fda119deef71b68817e6fea755af985d38cef205fbe7bb2b84256b,Merge_failed,00ff1399a6697165835f9a6312ba288d85e53271adc7f380b1ba90a2ad778ad2,Merge_failed,3b3c3dc4f6fcc96a96257f3d65ac6991696ad4ea56f2ce9cd2d620c164f7d90e,Merge_failed,cd8b62333580a42aaf6d66213f6787cf4e6e28f4be97d23ab2fb5b40c6b9ffab,Merge_failed,04dfb5032e569b6abbc55d74a8e36ad01f8075d8f771a119c208001e062413a4
