idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
1,refs/heads/master,cdf768be8d4103b821546c29663bffe3f42655a4,c06f2ccf6b0b26585398aab497196d8691d5b415,b1bc48fe8b41f170aa5f366fee8696bf9b274f55,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/c06f2ccf6b0b26585398aab497196d8691d5b415_b1bc48fe8b41f170aa5f366fee8696bf9b274f55_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/c06f2ccf6b0b26585398aab497196d8691d5b415_b1bc48fe8b41f170aa5f366fee8696bf9b274f55_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/c06f2ccf6b0b26585398aab497196d8691d5b415_b1bc48fe8b41f170aa5f366fee8696bf9b274f55_left_right.log'}",False,True,3,34,False,False
2,refs/heads/master,c06f2ccf6b0b26585398aab497196d8691d5b415,584f193278091ad1bcd4313db6f5ded8ae81c995,78acfe7f5687d3fc3cd5a63852fcd1ab16f2545f,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/584f193278091ad1bcd4313db6f5ded8ae81c995_78acfe7f5687d3fc3cd5a63852fcd1ab16f2545f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/584f193278091ad1bcd4313db6f5ded8ae81c995_78acfe7f5687d3fc3cd5a63852fcd1ab16f2545f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/584f193278091ad1bcd4313db6f5ded8ae81c995_78acfe7f5687d3fc3cd5a63852fcd1ab16f2545f_left_right.log'}",True,True,5,68,False,False
3,refs/heads/master,b1bc48fe8b41f170aa5f366fee8696bf9b274f55,253b10c9f35745e1a768edd930e37972cba374c0,1421f0be598dbcee8a796cfcc2d1289189e332da,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/253b10c9f35745e1a768edd930e37972cba374c0_1421f0be598dbcee8a796cfcc2d1289189e332da_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/253b10c9f35745e1a768edd930e37972cba374c0_1421f0be598dbcee8a796cfcc2d1289189e332da_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/253b10c9f35745e1a768edd930e37972cba374c0_1421f0be598dbcee8a796cfcc2d1289189e332da_left_right.log'}",True,True,3,8,False,False
4,refs/heads/master,253b10c9f35745e1a768edd930e37972cba374c0,35d7e3c5098fc8c85215c96a6f2a25a0c16c2d98,62ad8b409e6821d6075e2c6da9e559138995d2e5,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/35d7e3c5098fc8c85215c96a6f2a25a0c16c2d98_62ad8b409e6821d6075e2c6da9e559138995d2e5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/35d7e3c5098fc8c85215c96a6f2a25a0c16c2d98_62ad8b409e6821d6075e2c6da9e559138995d2e5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/35d7e3c5098fc8c85215c96a6f2a25a0c16c2d98_62ad8b409e6821d6075e2c6da9e559138995d2e5_left_right.log'}",False,True,3,11,False,False
5,refs/heads/master,35d7e3c5098fc8c85215c96a6f2a25a0c16c2d98,584f193278091ad1bcd4313db6f5ded8ae81c995,544a353da3fad74d097647ccf7249f6a4b8087de,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/584f193278091ad1bcd4313db6f5ded8ae81c995_544a353da3fad74d097647ccf7249f6a4b8087de_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/584f193278091ad1bcd4313db6f5ded8ae81c995_544a353da3fad74d097647ccf7249f6a4b8087de_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/584f193278091ad1bcd4313db6f5ded8ae81c995_544a353da3fad74d097647ccf7249f6a4b8087de_left_right.log'}",False,True,3,29,False,False
6,refs/heads/master,584f193278091ad1bcd4313db6f5ded8ae81c995,4728a41ea3464b11428f2fef71b0ef198a390415,1a4239f612f702d76457842bbdf41702b3669095,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/4728a41ea3464b11428f2fef71b0ef198a390415_1a4239f612f702d76457842bbdf41702b3669095_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/4728a41ea3464b11428f2fef71b0ef198a390415_1a4239f612f702d76457842bbdf41702b3669095_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/4728a41ea3464b11428f2fef71b0ef198a390415_1a4239f612f702d76457842bbdf41702b3669095_left_right.log'}",False,True,2,9,False,False
8,refs/heads/master,4728a41ea3464b11428f2fef71b0ef198a390415,e080de10eae5b25d316814f2e99bf2ca496f1711,f47d2c792105b7facab19f4222a2afc86226d243,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/e080de10eae5b25d316814f2e99bf2ca496f1711_f47d2c792105b7facab19f4222a2afc86226d243_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/e080de10eae5b25d316814f2e99bf2ca496f1711_f47d2c792105b7facab19f4222a2afc86226d243_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/e080de10eae5b25d316814f2e99bf2ca496f1711_f47d2c792105b7facab19f4222a2afc86226d243_left_right.log'}",True,True,8,406,False,False
10,refs/heads/master,e080de10eae5b25d316814f2e99bf2ca496f1711,16b274de533dc81a0c06a1a8c72046bcba67e0c9,cb7d7d8084732edec89529707798dea5a2b9e8d1,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/16b274de533dc81a0c06a1a8c72046bcba67e0c9_cb7d7d8084732edec89529707798dea5a2b9e8d1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/16b274de533dc81a0c06a1a8c72046bcba67e0c9_cb7d7d8084732edec89529707798dea5a2b9e8d1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/16b274de533dc81a0c06a1a8c72046bcba67e0c9_cb7d7d8084732edec89529707798dea5a2b9e8d1_left_right.log'}",False,True,3,45,False,False
12,refs/heads/master,16b274de533dc81a0c06a1a8c72046bcba67e0c9,323aea0bd031060c7df547becc5ce561ba6f8842,e24c16f4d5ddeffeee3782b58b7b794cccf275f4,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/323aea0bd031060c7df547becc5ce561ba6f8842_e24c16f4d5ddeffeee3782b58b7b794cccf275f4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/323aea0bd031060c7df547becc5ce561ba6f8842_e24c16f4d5ddeffeee3782b58b7b794cccf275f4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/323aea0bd031060c7df547becc5ce561ba6f8842_e24c16f4d5ddeffeee3782b58b7b794cccf275f4_left_right.log'}",True,True,3,52,False,False
14,refs/heads/master,323aea0bd031060c7df547becc5ce561ba6f8842,04f756e40f71866513a496cdc0c136c7897c48be,6ea58afb4b7c0fdd68b8e626456b95515f744f90,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/04f756e40f71866513a496cdc0c136c7897c48be_6ea58afb4b7c0fdd68b8e626456b95515f744f90_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/04f756e40f71866513a496cdc0c136c7897c48be_6ea58afb4b7c0fdd68b8e626456b95515f744f90_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/04f756e40f71866513a496cdc0c136c7897c48be_6ea58afb4b7c0fdd68b8e626456b95515f744f90_left_right.log'}",False,True,2,6,False,False
16,refs/heads/master,04f756e40f71866513a496cdc0c136c7897c48be,f7d5a45cfd9991349f80fb16407b70138b9afbf0,eb558e9aff5eb82e84d5540fa7bf042caefac6ac,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/f7d5a45cfd9991349f80fb16407b70138b9afbf0_eb558e9aff5eb82e84d5540fa7bf042caefac6ac_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/f7d5a45cfd9991349f80fb16407b70138b9afbf0_eb558e9aff5eb82e84d5540fa7bf042caefac6ac_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/f7d5a45cfd9991349f80fb16407b70138b9afbf0_eb558e9aff5eb82e84d5540fa7bf042caefac6ac_left_right.log'}",False,True,3,9,False,False
20,refs/heads/master,44f909ccc6f0c0788ca1712357d7af7af2f80676,1d34aaddc30f4b8a62cf360b3cbb328b9407b9c6,4976e99157885dbdbe839fd42db09ea2bdf41345,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/1d34aaddc30f4b8a62cf360b3cbb328b9407b9c6_4976e99157885dbdbe839fd42db09ea2bdf41345_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/1d34aaddc30f4b8a62cf360b3cbb328b9407b9c6_4976e99157885dbdbe839fd42db09ea2bdf41345_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/1d34aaddc30f4b8a62cf360b3cbb328b9407b9c6_4976e99157885dbdbe839fd42db09ea2bdf41345_left_right.log'}",True,True,3,141,False,False
22,refs/remotes/origin/pull/3,7f5909bfd76bdec17cf5428b740928deb633a581,ec3a021a8838f0e2caa278824ddcca86d131ef5f,4976e99157885dbdbe839fd42db09ea2bdf41345,,False,"{'base_left': 'cache/diff_analyzer/logs/agmip/agmip-core/ec3a021a8838f0e2caa278824ddcca86d131ef5f_4976e99157885dbdbe839fd42db09ea2bdf41345_base_left.log', 'base_right': 'cache/diff_analyzer/logs/agmip/agmip-core/ec3a021a8838f0e2caa278824ddcca86d131ef5f_4976e99157885dbdbe839fd42db09ea2bdf41345_base_right.log', 'left_right': 'cache/diff_analyzer/logs/agmip/agmip-core/ec3a021a8838f0e2caa278824ddcca86d131ef5f_4976e99157885dbdbe839fd42db09ea2bdf41345_left_right.log'}",True,True,3,80,False,False
