idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing
1,refs/heads/master,cfd1f5e8e666bb6820ba111c66a29239942b48a1,e76281b7899e397b8dbd599c2c4e60f2b09ef5ad,74a707b7040ba4b8573d27fc026a96ba8c0edb11,,10,38,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/e76281b7899e397b8dbd599c2c4e60f2b09ef5ad_74a707b7040ba4b8573d27fc026a96ba8c0edb11_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/e76281b7899e397b8dbd599c2c4e60f2b09ef5ad_74a707b7040ba4b8573d27fc026a96ba8c0edb11_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/e76281b7899e397b8dbd599c2c4e60f2b09ef5ad_74a707b7040ba4b8573d27fc026a96ba8c0edb11_left_right.log'}",False,,,,,,False
2,refs/heads/master,1ca0e04fdaa81f37fde1878edfbe0e14258d3ea4,214b068640db9fb7aa72086c45dc0e004d88adbf,5f3a14ccb6e8eb2d25b910ac6f03705b60dd6549,,32,908,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/214b068640db9fb7aa72086c45dc0e004d88adbf_5f3a14ccb6e8eb2d25b910ac6f03705b60dd6549_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/214b068640db9fb7aa72086c45dc0e004d88adbf_5f3a14ccb6e8eb2d25b910ac6f03705b60dd6549_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/214b068640db9fb7aa72086c45dc0e004d88adbf_5f3a14ccb6e8eb2d25b910ac6f03705b60dd6549_left_right.log'}",False,316bfe8ec26bbc9292e2cc124bdcf378f20bbb7a75a5e2ca4c96df8e188117c5,Tests_failed,7a1723dff7d7089e7fa16e9f1070b4bc8d45f0369b164db751734af555ac04db,Tests_failed,False,False
3,refs/heads/master,214b068640db9fb7aa72086c45dc0e004d88adbf,6740e2978b5d4c74a22abc93b2c3678fc86579ec,d3f93ec9126956ed7a4247a7af125d0f66681f81,,32,880,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/6740e2978b5d4c74a22abc93b2c3678fc86579ec_d3f93ec9126956ed7a4247a7af125d0f66681f81_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/6740e2978b5d4c74a22abc93b2c3678fc86579ec_d3f93ec9126956ed7a4247a7af125d0f66681f81_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/6740e2978b5d4c74a22abc93b2c3678fc86579ec_d3f93ec9126956ed7a4247a7af125d0f66681f81_left_right.log'}",False,73a44f23fb09e4a20957be84eb024b57233d87a65df620fc8c51de1190546783,Tests_failed,8676bd3ebb62096a2a9e5571e65cc43487097efb1bca19aca3274c16c413ed46,Tests_failed,False,False
4,refs/heads/master,6740e2978b5d4c74a22abc93b2c3678fc86579ec,545a595a9b5491b2420622f47787ee5ccab8ceb0,0f6cd66489a21b7cd2c8ff6bfb5bae0600c7f60b,,7,182,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/545a595a9b5491b2420622f47787ee5ccab8ceb0_0f6cd66489a21b7cd2c8ff6bfb5bae0600c7f60b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/545a595a9b5491b2420622f47787ee5ccab8ceb0_0f6cd66489a21b7cd2c8ff6bfb5bae0600c7f60b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/545a595a9b5491b2420622f47787ee5ccab8ceb0_0f6cd66489a21b7cd2c8ff6bfb5bae0600c7f60b_left_right.log'}",False,,,,,,False
5,refs/heads/master,545a595a9b5491b2420622f47787ee5ccab8ceb0,70d5c49d4e9078a588bc5316e12cb774bc960d23,a5e7dfd5f6670d94290f8917f8b45d722209f185,,6,61,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/70d5c49d4e9078a588bc5316e12cb774bc960d23_a5e7dfd5f6670d94290f8917f8b45d722209f185_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/70d5c49d4e9078a588bc5316e12cb774bc960d23_a5e7dfd5f6670d94290f8917f8b45d722209f185_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/70d5c49d4e9078a588bc5316e12cb774bc960d23_a5e7dfd5f6670d94290f8917f8b45d722209f185_left_right.log'}",False,620c4ae446aba0e4243d80aea80cc351e9f3423dbd99d786326371a040972199,Tests_failed,a501674e73ee16871b3490083f2770cdda70fc8d9c550215cc66fd77e9e1b187,Tests_failed,False,False
6,refs/heads/master,70d5c49d4e9078a588bc5316e12cb774bc960d23,bf52ddda9dae7a1dab9a1e546902c39e613b9bde,7aad6325c8e3fe96774e6d391b8d21efbe3f11a8,,6,72,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/bf52ddda9dae7a1dab9a1e546902c39e613b9bde_7aad6325c8e3fe96774e6d391b8d21efbe3f11a8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/bf52ddda9dae7a1dab9a1e546902c39e613b9bde_7aad6325c8e3fe96774e6d391b8d21efbe3f11a8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/bf52ddda9dae7a1dab9a1e546902c39e613b9bde_7aad6325c8e3fe96774e6d391b8d21efbe3f11a8_left_right.log'}",False,,,,,,False
7,refs/heads/master,7aad6325c8e3fe96774e6d391b8d21efbe3f11a8,42f187a330e977cc6863e9305c12e497c444b3c6,7d308751f4896901a569167aa6bfe6884b9ac167,,6,72,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/42f187a330e977cc6863e9305c12e497c444b3c6_7d308751f4896901a569167aa6bfe6884b9ac167_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/42f187a330e977cc6863e9305c12e497c444b3c6_7d308751f4896901a569167aa6bfe6884b9ac167_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/42f187a330e977cc6863e9305c12e497c444b3c6_7d308751f4896901a569167aa6bfe6884b9ac167_left_right.log'}",False,,,,,,False
8,refs/heads/master,bf52ddda9dae7a1dab9a1e546902c39e613b9bde,1be07eb8faebd680ab39e7c5a869e302bfbf4d60,48c995ffede74e3ce6d7191bf0855f0b3bc661b6,,3,73,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/1be07eb8faebd680ab39e7c5a869e302bfbf4d60_48c995ffede74e3ce6d7191bf0855f0b3bc661b6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/1be07eb8faebd680ab39e7c5a869e302bfbf4d60_48c995ffede74e3ce6d7191bf0855f0b3bc661b6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/1be07eb8faebd680ab39e7c5a869e302bfbf4d60_48c995ffede74e3ce6d7191bf0855f0b3bc661b6_left_right.log'}",False,,,,,,False
9,refs/heads/master,c0066f192f0ddc388a6a21fa3f6beb90edf4aa1f,8a93c4e724e5c6c3b8dd2822af94cbf47654fd1b,014f885a82d7d694ed710dfe6c5625a3e4f62caa,,0,0,False,False,False,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/8a93c4e724e5c6c3b8dd2822af94cbf47654fd1b_014f885a82d7d694ed710dfe6c5625a3e4f62caa_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/8a93c4e724e5c6c3b8dd2822af94cbf47654fd1b_014f885a82d7d694ed710dfe6c5625a3e4f62caa_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/8a93c4e724e5c6c3b8dd2822af94cbf47654fd1b_014f885a82d7d694ed710dfe6c5625a3e4f62caa_left_right.log'}",False,,,,,,False
10,refs/remotes/origin/gh-pages,29f751edb6120a815ee0ad463b7b28bdc66a40b8,7ccc6c635c9d20a5d3d591459c5d53a6c0b5e236,e12dde87e31537d3f586275a78b5109b015e9ca3,,6,1,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/eisental/RedstoneChips/7ccc6c635c9d20a5d3d591459c5d53a6c0b5e236_e12dde87e31537d3f586275a78b5109b015e9ca3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/7ccc6c635c9d20a5d3d591459c5d53a6c0b5e236_e12dde87e31537d3f586275a78b5109b015e9ca3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/eisental/RedstoneChips/7ccc6c635c9d20a5d3d591459c5d53a6c0b5e236_e12dde87e31537d3f586275a78b5109b015e9ca3_left_right.log'}",False,,,,,,False
