idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
2,refs/heads/master,2802ccf5c458dc747b15d3ceaa89889d41a4d0d6,2d23774813b99bb9edd75bbe7e9cd6370ac5f7ee,85e1eff2c7d4b171c5dc2139e484ed4dfe7d443b,,6,2,474,109,True,True,Tests_passed,06b2ab0fbb0ed241e3c5d54cc447839d3ad1540efd29e12e625b54b6e85a1a72,True,6,True,Tests_passed,ba91a7277eb2fef18a6cc6e603c9908577fb1b96f951dc260979fe67c29e10df,True,True
