idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,f17a20b8808ad98b61a56dbdf61865d13a92cfc7,11aa1018872d169df6d30f16e3ed31e5fb173767,87a2eb5e68048e6586f2322063a1ab4dc90399d8,,False,True,True,20,36,259,1,False,20,,,,,,False
2,refs/heads/master,fcf314fc820a9e81121de8fe9b2e56a526e5d58a,5a9c4308675d57540a8a0bad461d68e349ba210e,171e3bb07577ad5e9dd5d5bb1403a034bc38151a,,True,True,True,10,37,556,3,False,10,Tests_failed,6f7c68b0bebf0830c51b0a19104256131c679eef60a8d3299b0a8e664bbf871d,False,Tests_failed,0814bc70ce4eab8062449d97a449a5c2e65ef9b5aaa96fac8a0e7b0a177ebfce,False
3,refs/heads/master,5a9c4308675d57540a8a0bad461d68e349ba210e,776e98bac9ced00d8e0f07112aeff7e848570ca4,a9fcdf79905b0c364871df4e2924d033dd6aac05,,False,True,True,7,31,308,1,False,7,,,,,,False
6,refs/heads/master,5c6c39df143e68f4fb27cb51574c781eb54e76df,09b3383634d3717ef8173103baecdbe79e7ac0dd,e8ea7bcc95e9cca42c3480efec3cd84118359eed,,False,True,True,55,156,1764,1,False,56,,,,,,False
7,refs/heads/master,e8ea7bcc95e9cca42c3480efec3cd84118359eed,e9778763c1616a54925d9eb2c11ea1e8e52a1dbf,79e5dd8277ee9bd370ddf770690658a310afd31b,,False,True,True,70,211,1443,1,False,70,,,,,,False
8,refs/heads/master,52610201a73a5332ac39d959a4ae01df84b5c245,bddab1235c6f0ee1431ec67ef20b9215bf901cb7,fd77ca2118c549d44855fea19d6c1825a298a851,,False,True,True,86,251,6102,2,False,86,,,,,,False
9,refs/heads/master,13a30ae6466f96bf65c5f25a57c1b47c2ac81c3a,e84a40d57f57e55ae8846510fd6c143aa7fb7bc9,0c3645804a1d2223c5414564c02ef94f11809bb1,,False,True,True,14,33,634,2,False,14,,,,,,False
10,refs/heads/master,1187483f569eb68f05a45dd1ccbb552c93d0901f,8e439f71d97d632262fa01ae6db0e5e66f772c17,74a9871b269736b828d0bf8486b189508d10d511,,False,False,True,4,19,716,1,False,4,,,,,,False
11,refs/heads/master,f0aa9e2f6cd85f927c5a009c4ff95617c5d69fec,be5c4525c45f51bed9b6b5b93a1eb950122b6965,94748f7baab775818e66494362e417ef7fba94e4,,True,False,True,3,6,37,2,False,3,Tests_failed,70f16aeadad4ceff58974cd6f2384d95fdfdb0eb5bc8a47fc9f59e62558be528,False,Tests_failed,28ba51424f5ff31747a771bdd85963d35b4c3cd9e9c0dc6958ed1905df981435,False
12,refs/heads/master,be5c4525c45f51bed9b6b5b93a1eb950122b6965,85c2da7a12e515ac0242fea00c4c8be9f83baea5,7533b04ebb98ccf3323aa37eb886b44c52069361,,False,False,True,3,3,23,1,False,3,,,,,,False
