idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint
8,refs/heads/main,e9e0b9762242feacadca1c39e4d933b69ff39431,9ba222142dfd5bbbf5b051e69f6bc8a779b66d39,52d0509ec2f68c2bef42e4241cd43075dc95e900,,True,True,True,12,1099,True,Tests_passed,a7360af2df7f3c7706cbaa67897145f1aefa1f30b3ad36854cbdce95b4b1b4f9,True,Tests_passed,4cda574ad110b9c9eeaf097ac7c28d131488af3fd1cd2243f5a85c759eac682d,True,Tests_timedout,3ac5aeb226ee01352f3d759e9afade5000c250213581b6767fe19cca8896b60e
