idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,diff contains java file,test merge,sampled for testing
2,refs/heads/master,3effe20084d4b6cae929027b0483184fd6559902,e8b79540fa92993974c22279e82428bd41c0f7e6,dbba70350c4d377feac265da78f4d445a8e69292,,,,,,,,,False,False,False
4,refs/heads/master,1daa13dc6b4ed899017e592b6e087e0278043c63,48bbae852810e73c0901336dc1f95a0371a8ba1e,33eb58b0a123a06b01439778507bd8736077e8dd,,62e93a490decffa31f5aad52817079d69cf5121c3009aef3e18fe11cfed930bb,Tests_passed,0.0,54f3aecfc1c0cb2ddf32eaae63a4aae5397704de754fc5413473e4aaa0ac92a0,Tests_passed,0.0,True,True,True,True
6,refs/heads/master,75374a4aa348154cebd290b34cbf86b11fb26e71,0f0ff0dfa30719c2889e9e96a5b45bfdb6fe5274,de4e5364d1eedec8616cb8d6c3f7927266ccd165,,,,,,,,,False,False,False
7,refs/heads/master,0f0ff0dfa30719c2889e9e96a5b45bfdb6fe5274,caf3466d2ef49c489d55bd354efa1c53efaee05d,573f55ba82b8e4f1e2d6a5c35e7ac17685adc4ca,,,,,,,,,False,False,False
10,refs/heads/master,5ccd41cd7ae9c6560002b7d482e391e8697c6845,a16b181c4ed56ce0672168194afd6b3bc0303caf,4766634105fd11b03905f7efff7fc0aea53e7df4,,59af16e5467d8a6cf8cf185d8a67eff57b02a8a274e491acc4d68b7f168c392b,Tests_passed,0.0,843c01cf35ba0377f974bacb5c413c8130b8493964435454f382bd1d3da34e3e,Tests_passed,0.0,True,True,True,True
14,refs/heads/master,a1d3b2b86fbb872a8f3ae20d58161b1a13f1f3ea,7fd3b1f5032b8c081490aa135ba0792e9a9d9d9c,e6bf1649823594bbb8525dea1522274e935f4093,,2552ac5b0f5af9a28b19f19a67f5f2c77ca1e83cb85a0be3f719df46afdb942f,Tests_passed,0.0,bf191b1c7373f67f075c6a1dacc8596ce30a74be540871488e6d21585195e68a,Tests_passed,0.0,True,True,True,True
15,refs/heads/master,e6bf1649823594bbb8525dea1522274e935f4093,0915504547683832ed67d32e578277fbffd9cb6f,3a2dd02cd87235e00d3ec5ad5b7e8dfcaa7ce10d,,8c9a5c1c3c1305a5a2c08a7a5bac4bf943a9e550a9131543b2f5db7339d6fdb9,Tests_passed,0.0,bf191b1c7373f67f075c6a1dacc8596ce30a74be540871488e6d21585195e68a,Tests_passed,0.0,True,True,True,True
16,refs/heads/master,0915504547683832ed67d32e578277fbffd9cb6f,93f8d9e875af6fa6a36fb972fd312d2ce854774e,9458f927e11dfe021ef744d1ead4033d42780ef9,,0aea5735e58c23e5bf50142589e40785d0013e77ee13ca8513f0ed703cbec271,Tests_passed,0.0,8c9a5c1c3c1305a5a2c08a7a5bac4bf943a9e550a9131543b2f5db7339d6fdb9,Tests_passed,0.0,True,True,True,True
17,refs/heads/master,93f8d9e875af6fa6a36fb972fd312d2ce854774e,1847e3c89422c396207b1dc934850078e6bb1951,dbe93e551cdb4c20afcd3e170d9b98eb06ac6c0d,,b5eed40ab48c9c9f6580b542eae3bea0ff880f8a8a30ad690c24488956891a34,Tests_timedout,0.0,0aea5735e58c23e5bf50142589e40785d0013e77ee13ca8513f0ed703cbec271,Tests_passed,0.0,False,True,False,False
19,refs/heads/master,cc3859aacb41ab7d89b09d5d8136682503c63933,67d00c195171c8e42fd44f4807454c61c2368c19,f8eb6729cb07429351563d50997efbfdd1f784cb,,f033d52cde4899e1ab7ffbe349ffcb5fc3a852f1966e8dfc0a57eb7f1cceccd9,Tests_failed,0.0,bc8e381a75c80efbf9a1468d55e425f6f8d6bffaaee8cf3d5cd3c30d13961ac3,Tests_passed,0.0,False,True,False,False
20,refs/heads/master,7fd3b1f5032b8c081490aa135ba0792e9a9d9d9c,6923b804affd621b6c04c2bf011a4f2223d0c622,f8eb6729cb07429351563d50997efbfdd1f784cb,,b9fee555c24132e19baa24e679948d97a62461cd9ecbb8d4f6913b3084f9c2aa,Tests_passed,0.0,bc8e381a75c80efbf9a1468d55e425f6f8d6bffaaee8cf3d5cd3c30d13961ac3,Tests_passed,0.0,True,True,True,True
