idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
2,refs/heads/master,7b2b8eb3877d65457e4dbbfa5d8002860a3a1bbb,34ac33b799d4cdb4b976fe846dbdbb63333f9c8d,1ed250187f808ee078a73462c9d3e84e11d8a6ea,,430,14679,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/EmiteGWT/emite/34ac33b799d4cdb4b976fe846dbdbb63333f9c8d_1ed250187f808ee078a73462c9d3e84e11d8a6ea_base_left.log', 'base_right': 'cache/diff_analyzer/logs/EmiteGWT/emite/34ac33b799d4cdb4b976fe846dbdbb63333f9c8d_1ed250187f808ee078a73462c9d3e84e11d8a6ea_base_right.log', 'left_right': 'cache/diff_analyzer/logs/EmiteGWT/emite/34ac33b799d4cdb4b976fe846dbdbb63333f9c8d_1ed250187f808ee078a73462c9d3e84e11d8a6ea_left_right.log'}",False,False
3,refs/heads/master,34ac33b799d4cdb4b976fe846dbdbb63333f9c8d,914a881aa20937a96a2b26ece868f99dc3230d42,9afbe7794eed478bf1c936896b329defc5dd2e7a,,4,238,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/EmiteGWT/emite/914a881aa20937a96a2b26ece868f99dc3230d42_9afbe7794eed478bf1c936896b329defc5dd2e7a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/EmiteGWT/emite/914a881aa20937a96a2b26ece868f99dc3230d42_9afbe7794eed478bf1c936896b329defc5dd2e7a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/EmiteGWT/emite/914a881aa20937a96a2b26ece868f99dc3230d42_9afbe7794eed478bf1c936896b329defc5dd2e7a_left_right.log'}",False,False
5,refs/remotes/origin/pull/21,a8f710cf7430acaece5637916c1bd4f8c350f972,c1d81d239390e3b82d373d6c20c911dd6d407a26,5d4a52d910e4c334975eccf50f18a3d64e46f9f1,,521,924,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/EmiteGWT/emite/c1d81d239390e3b82d373d6c20c911dd6d407a26_5d4a52d910e4c334975eccf50f18a3d64e46f9f1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/EmiteGWT/emite/c1d81d239390e3b82d373d6c20c911dd6d407a26_5d4a52d910e4c334975eccf50f18a3d64e46f9f1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/EmiteGWT/emite/c1d81d239390e3b82d373d6c20c911dd6d407a26_5d4a52d910e4c334975eccf50f18a3d64e46f9f1_left_right.log'}",False,False
