idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
1,refs/heads/master,e3a4c15cc601d322b1bee49221c67521e149731b,6939bb836115fd21e4ae3f7a94887b6055a7db53,f0b973aecb7109a8a270bfadfc6f331b5eed9a25,,False,False,True,2,6,False,False
2,refs/heads/master,6939bb836115fd21e4ae3f7a94887b6055a7db53,9d227b7aab365bdb247288f73507fc870f34c518,717b979e1390a7f3ecff6aab4c4a2fb868c9f0c0,,False,False,True,2,6,False,False
3,refs/heads/master,d863f9fb2906ec4c2c48393d70cd68cc17f0b53a,133c77079ca7a63539cc08b29929eacc3649e5e9,9da66d2728fac362485643640977627e79319c36,,False,False,True,2,4,False,False
4,refs/heads/master,4ea781e7745d43cd56b4b1b6aea6b005887b9b1b,78bed8b385edef014292241edb422875321e682a,ca2505209f562999276c0072591db9b18464834b,,False,False,True,2,6,False,False
5,refs/heads/master,78bed8b385edef014292241edb422875321e682a,d3183b547b431a02a0ccd7b2e941f5213fc9d2de,91e6b9141f2eb6c9f7546c5caafda106c0221dc2,,False,False,True,2,4,False,False
6,refs/heads/master,37c7749d9ea76aa9850e0e5d9809977eafcaa9e3,3849b31f96901c69b259915424ef22f92026f44f,8e1465ca5cb16b2e0a24f75b9a7a76566b8335c9,,False,False,True,2,4,False,False
7,refs/heads/master,c020959d183830d94e9e35e400bed81b6ff76776,d34db0ef9bbd4392c5f4d09a42e0495259ae7df8,499f62943471198af8b46b27cd7182c6dd5616cf,,False,False,True,2,4,False,False
8,refs/heads/master,6abc479bf209a1f93105341e19912a54bd03bce4,90f9a524e971e3a5a8d5b3063365ff683d10fba9,23aa38efa83db0ea09696ee1bc0a041bd01b09c9,,False,False,True,2,4,False,False
9,refs/heads/master,c30c20756c1cd72e2218cf42c6d5151abceb6c7d,4dfeb15c0e643c88db978ed299eecf0108e900ef,bbe9a67a882c8c9490d49b0a91fe8b3658465397,,False,False,True,2,4,False,False
10,refs/heads/master,c5235ee067b2fe1d7456185f477063e41994f5ae,f9438716fb05d3600ae26a085aca3a3d15829f05,850f2ce7a3b6454e605dbd22f256b43c9f89a8ff,,False,False,True,2,4,False,False
11,refs/heads/master,f9438716fb05d3600ae26a085aca3a3d15829f05,4687d6c73b11554b2ea840a98b6ac74ee10e98de,ce08ec4ea0fd427232537d51e4fddb6a2b7daee5,,False,False,True,2,4,False,False
12,refs/heads/master,0fa28d0c3d807017abe705437486eaecb0a50747,8987ca4ca11811609cc44467400cdc44541be193,e0ffc34d6d63184e009acb2c120148fa985c1e1b,,False,False,True,2,6,False,False
13,refs/heads/master,3bf7b9e6de15e333df64986e910565563d57e282,13e4f5ec8f2261fdfd88abc36c7eb3c9387b786c,fadf33bfd5604e1853ed77719790ed81495e0b8a,,False,False,True,2,4,False,False
14,refs/heads/master,c29b0255e5b57b46baf0caeb10c00a4850713c03,18fcebca06d74e540c28de3056dcd9fc3e1ea1bf,7ab2958509e7a30e0db36a7efea8b335b614b765,,False,False,True,2,4,False,False
15,refs/heads/master,18fcebca06d74e540c28de3056dcd9fc3e1ea1bf,54eb27fd96035a75aafe608b64f60a089c31cde8,33b422eaeb0539c5f5ff69854d2225fffebfef3c,,False,False,True,2,4,False,False
16,refs/heads/master,e42c215c6222703e6107088075375cd9dc992529,d65a711ba9f79261dedbdaf8192dfe9c82cf55ed,cd0fdd033f6522f3a4bdfe3371d1529fa9515466,,False,False,True,2,4,False,False
17,refs/heads/master,79261d58e1ba20a76fd0eefc11c81ae171083845,fbaaee2a9037e3b6a32c742a5073df4a3c1b57c6,849b841745cda50a065fb2b239eb0a78a9b13d93,,False,False,True,2,4,False,False
18,refs/heads/master,fbaaee2a9037e3b6a32c742a5073df4a3c1b57c6,551af13d0b2bb02b7f139cefcfc11be253653a04,7f10e206e430f6fff89853ddd118383557330114,,False,False,True,2,4,False,False
19,refs/heads/master,b4c1e8d0e7403f8832e3f640fe6029a1aa9840b0,a924797cbc1990fb2bef0058281f248ef8e33f55,202e0698006b361482021a957d570986abac2de9,,False,False,True,2,4,False,False
20,refs/heads/master,a924797cbc1990fb2bef0058281f248ef8e33f55,fb7d09b1aedac8c1894ad6a013ef3e0487eb294e,d8694d32e797255c19020f101f56bf5801d626b1,,False,False,True,2,4,False,False
21,refs/heads/master,a6586ee08b5be3ca795d1c10f5dd4633edf98fbc,b43b9ea9b96a28da9caa29c5a58c58bc2590cdad,b6febec2470ec004fb831ae8a7b6edf9f595460c,,False,False,True,2,6,False,False
22,refs/heads/master,04aa3f8218078818d7d422d62ec33ad6e812f17f,7da7377c2d6a5f1b5ab666e347b611ef0e46477f,2f0915b31d5e701ac87445d635f084e009813da6,,False,False,True,2,4,False,False
23,refs/heads/master,5fd827175101fc94accaf6de9ef1295260fe6e8c,68fab5893bc0632a4455f403ec1d0b94ed58eb59,b0de0830073d171c15c714e92b7d5d93d2b3c0fd,,False,False,True,2,4,False,False
24,refs/heads/master,68fab5893bc0632a4455f403ec1d0b94ed58eb59,4c987be643ebe75b0dc92a362e71c054910c3f8e,919c15c7db28105b8fbec212a01dd0141105069a,,False,False,True,2,4,False,False
25,refs/heads/master,b87d07519127d2540816c5f09979dec4ff37353c,c1f19c8de49c3a005b31119f4426f8854c47c827,3b84319f57cd8a4607580268800fcdf144e84bbf,,False,False,True,2,4,False,False
26,refs/heads/master,aa143020bda9a42553d2f3b0d163ac6a0876930e,4768bdcf5ca35c0fcb46a77bfe19a8ab4b54674c,ead0e0f07d43bd57c7ea911fb00c41b8c2f275c5,,False,False,True,2,4,False,False
27,refs/heads/master,4768bdcf5ca35c0fcb46a77bfe19a8ab4b54674c,b27074b136450cc915ceacc1f1f6a29440f2c82b,c8d03cf855f67919010374ba8af6130802ed99ef,,False,False,True,2,4,False,False
28,refs/heads/master,c4af8f48ca2a860ea83eb7573faa401084ded6ad,418ad02e090f7352f6bd44115dbde8934e1f52b9,6737935b74dbe122b7a00ac87f6781ecb3b3624d,,False,False,True,2,19,False,False
29,refs/heads/master,418ad02e090f7352f6bd44115dbde8934e1f52b9,08912818d463696cbe006b92ece0794c40325e64,ab072eacb34ec3264564526ac1344c7052f8f2bd,,False,False,True,2,17,False,False
31,refs/heads/master,b8204db2cb40c7a448c53388a680813e12021aaf,81c411f701bc6aa64c69c27062825c09cf111cff,1839947294c7b6715f51905d8f998873320a2627,,False,False,True,2,8,False,False
36,refs/heads/master,d173a8c9255405dfc9dcc7a8d3b949734851ceb2,a8cd16b9e7d81f41ff31d897c23a8bd60c76b3e2,26f73df4c3bbdfe762c9e45b71b7717b39adf9cd,,False,False,True,2,4,False,False
37,refs/heads/master,3e474720ed6abf1e690026934149a6c098ff9af0,3c9e9825d2ee3b1c1b4f54b4c5d27bbd1a2e194e,c868ffb67be2c1bef89f4ace94e236bf2ac11c49,,False,False,True,3,7,False,False
39,refs/heads/master,08ec4898535f0a9cd66b02fe7d490b43f3ca6428,ddf89fc2da55916f2a2528e737d5ae54139f6050,1e8a76303dca37fefe497881bfc47d6094adb6ba,,False,False,True,2,8,False,False
40,refs/heads/master,ddf89fc2da55916f2a2528e737d5ae54139f6050,5f66756926420633ba1741c6c948e480343daf98,dfae7c0a967e87457fef8352361d49cfa2cb2c9d,,False,False,True,2,4,False,False
43,refs/heads/master,a2332b14e734f4a58d1c03d12c1cf378feb95f07,5ab0903544a042f3b55ab1fe8fbbdb929dbcca42,3012739ce5590d2539801619a171d84784a3c525,,False,False,True,5,22,False,False
44,refs/heads/master,5ab0903544a042f3b55ab1fe8fbbdb929dbcca42,ef3bfc6274945d6e27a7ec560d5c6320f20e7049,b161c4601fdef86fb9ce0208568b9eaa58f16bdb,,False,False,True,3,18,False,False
45,refs/heads/master,ef3bfc6274945d6e27a7ec560d5c6320f20e7049,865ca4b7dccc497b76dcf08c42c3a6037c44bcf9,91f5b05845a11623e2195b245479ae3b4a6adbf8,,False,False,True,2,8,False,False
46,refs/heads/master,865ca4b7dccc497b76dcf08c42c3a6037c44bcf9,8fb914f94a89a7322838fc2a0f87174b9bbfac1f,d2987e7df21f04a87b08e4777997f9eb04dc897c,,False,False,True,2,6,False,False
47,refs/heads/master,8fb914f94a89a7322838fc2a0f87174b9bbfac1f,e859a6828eaef04f949511059535165ca0ceecc6,0052c43e5d5f09f5a9890d559ebcbe7785d09d97,,False,False,True,2,4,False,False
49,refs/heads/master,9c14fd4d87096a5adf1670371a83fb1852209553,447699e3166c23ff8a866e1071feb0f64234e6b2,f69a8cef4dc79577d6615beab3cc614d116de17d,,False,False,True,2,14,False,False
50,refs/heads/master,447699e3166c23ff8a866e1071feb0f64234e6b2,5b24150c206706533e50f37aa498ec71eae8ef79,9ba5df1aaba12081336debeb8c30a79bec4f128d,,False,False,True,2,6,False,False
51,refs/heads/master,5b24150c206706533e50f37aa498ec71eae8ef79,43eef4ec9195efb43654cea8f3e3b87e6789e736,670d93667cc0907e199e6cfc5ae03bb136ff6355,,False,False,True,2,4,False,False
53,refs/heads/master,67a9458ea42078ccff74ddc4417e29f8345d27c3,64d9001a27522531eeb5e5feaf32be54de7ce512,8ed2bd2de77dcdf6a1c0fcff7f1c05ac36fb2ae1,,False,False,True,2,6,False,False
55,refs/heads/master,34f6c29d298c7294a3475a364661ef909b5dc997,7b39425f0491b1940844f9387dc4079e58a1f947,a69ce87706a553bc4122f1dd3bcbfb81c4704948,,False,False,True,2,4,False,False
57,refs/heads/master,be015bb50b6de27c6682c7a0f2ce047bc895fc57,e67dfbb963668fb5572dde03e92629f30af27050,93e17dea0e10183d3ab1069287bcf6c10ded700d,,False,False,True,2,4,False,False
59,refs/heads/master,8aff44d02877f71ce2679d7b74b710c813963511,cb511fa04e7ef60dc61e98ae043d29d537010f9b,964a34047b7d13bae6ed03ec4831ffde45ae1242,,False,False,True,2,6,False,False
60,refs/heads/master,cb511fa04e7ef60dc61e98ae043d29d537010f9b,dad86824303864ee0ebdf5fa9fa6d01f90e041df,9e56db4da72f8409178dd4a2496307f37a7f98ed,,False,False,True,2,4,False,False
61,refs/heads/master,dad86824303864ee0ebdf5fa9fa6d01f90e041df,f0a627f984bc47e5fd0afeaa6a6780258852aed6,b5d10f8aec22ea8f8f8ec3e3f02dfe7d23792c88,,False,False,True,2,12,False,False
62,refs/heads/master,f0a627f984bc47e5fd0afeaa6a6780258852aed6,56f611141d49f5e9920698168552ef2e40af6a36,4d0594da3c2c5b6ee165275f17dad974a742843b,,False,False,True,2,12,False,False
63,refs/heads/master,56f611141d49f5e9920698168552ef2e40af6a36,0fe5e3fb604439371ddbb139c41f008afcdb3c8b,46dcb0de5cfdea01db3e5e57e9b443b0a4867a80,,False,False,True,2,10,False,False
64,refs/heads/master,0fe5e3fb604439371ddbb139c41f008afcdb3c8b,6dfde90fbc404483e58946f0dace9a49144d8d3f,b4d0aff9c4b377327dca3dcbca19c56c75bc71b4,,False,False,True,2,8,False,False
65,refs/heads/master,6dfde90fbc404483e58946f0dace9a49144d8d3f,f1b3bd6ed87bd8a527fbab8f73571479fd2ffa69,c41ddfa5679a6d5539de7f3877a2873dafd93c85,,False,False,True,2,6,False,False
66,refs/heads/master,f1b3bd6ed87bd8a527fbab8f73571479fd2ffa69,54fcd5afaf4c1d0b72e007cbe88e4d12d23744e4,ee9ab55deac41bb7a02ef405ba60f5b569f2893f,,False,False,True,2,4,False,False
68,refs/heads/master,c7490a979ea4235e1ddf5279ae76fa8605b9064f,6d4840db7ce5929ee6ad7d2352edd25a2a672ef1,682856338d8207f4779e96b714ed160d669a7f4e,,False,False,True,2,4,False,False
70,refs/heads/master,f23f15a30d0b0ba7c4d2a31536fef667ef08b611,eafbe2bf4103ad8048515baa6b9f02dc8bd000bc,09f00ff67697e0e184cd812838752a538c116457,,False,False,True,4,18,False,False
71,refs/heads/master,eafbe2bf4103ad8048515baa6b9f02dc8bd000bc,704be1d49be6f5b276b1eb41efe709599c19689d,038f10d1fa80d79a0b375a7f91fbb822bf629503,,False,False,True,4,16,False,False
72,refs/heads/master,7175fa0a20c1b8afcd039e5d024e01e2d9425507,d21a1d815436d6edbc1c0dc46fd019c0e6af084c,1764b7060733046e0c49d84902a4347252679ca7,,False,False,True,2,25,False,False
73,refs/heads/master,d21a1d815436d6edbc1c0dc46fd019c0e6af084c,b734c428cf5d8178f29aacf28e257ad19464996e,910d3d889c8f5c3de3a42e552cc85b1c1977b85b,,False,False,True,2,23,False,False
75,refs/heads/master,62d57dc1251ec00dfe23ab3256da88eadd369fa5,cad0a4b667c18f9c4e2e78128b9e7ae67f04e47e,3534ad5e143a71226dfaea6fee78d1af5ce92f49,,False,False,True,2,22,False,False
77,refs/heads/master,9395f5397a2a8c5aa4807d04e21dad399b52c71b,14e26b3ca1204780a925f9795a06655d213f87e0,1b9f128f2bd2ed984a1f4c005970b00c5590bb7e,,False,False,True,3,29,False,False
78,refs/heads/master,14e26b3ca1204780a925f9795a06655d213f87e0,d073033cd0d2e89ae5b4dc74c9fda7293db6b43d,1c7664f3faabef70efc7964bc7d17bb6fa12acd0,,False,False,True,2,19,False,False
79,refs/heads/master,d073033cd0d2e89ae5b4dc74c9fda7293db6b43d,36eb1c09cc6f49052db46a7fe7d633a1ba785f93,97535dbfd82638f2aba6b9102287ffdd1eea3b6e,,False,False,True,2,17,False,False
80,refs/heads/master,36eb1c09cc6f49052db46a7fe7d633a1ba785f93,9defb0ad3e7e79784a6d6b711129c1499bde9168,c987eacb9a593d681f1d7f6d4d149f3dca54905c,,False,False,True,2,15,False,False
81,refs/heads/master,9defb0ad3e7e79784a6d6b711129c1499bde9168,7d3c4892db89ccf7e6acaec9817baa3c959b3e42,0d7bc84a0385c89cc1a3f60d22d65309bc4b5b65,,False,False,True,2,13,False,False
82,refs/heads/master,7d3c4892db89ccf7e6acaec9817baa3c959b3e42,1168b15bcbdd20dd62a19dec3e549af0ab5e25a2,879cf5de0a92cc99ab73cbe98aad822267e8fce7,,False,False,True,2,11,False,False
84,refs/heads/master,1eb0e9045b78eb156950d5e17d19de75530ac9b4,d8ab197578cd3093259295e3519005e632e678a3,b31298a020fbc12cc0628f8ac3972339b6bbc936,,False,False,True,2,21,False,False
85,refs/heads/master,a87bbb4de07597181ffc2fc8049694daf5e5a821,93b1d012516751ccd38922839441dce1dff866a6,78515853f9b31067709edfa1a6a70d98d34de9c5,,False,False,True,2,5,False,False
87,refs/heads/master,104f7f86674adafd91fcdeffaa4797571aad585b,c4619a78d4526308ff88b2ed33b1b0550983dc97,82f21474262f5d7020e52beeb1ee5a08056e3e21,,False,False,True,2,43,False,False
90,refs/heads/master,998cc7130123db4b270bafb930b4df1dca436ff9,cebaebee21b51bd696efbd321aaabeb468989e37,94bfde89dcde7da0933d60f8c05bea00a0015558,,False,False,True,5,22,False,False
91,refs/heads/master,b28891e5e7d0157b517089f94a133246770355ea,6b6adee66be507272fa3d0e178dad9d3eefa055e,e3bbc0a0e30e7beff96700843e1095a900bdc4d2,,False,False,True,3,11,False,False
92,refs/heads/master,ee973a81a2211a1d1568cf184f43fe7ffafa129f,2c7fd7663c5d3143a77517ed70fa5261a5824cd0,d744149ccfed9ad9aadc844fbea9c28140a9cf2a,,False,False,True,2,10,False,False
93,refs/heads/master,b2ad3666de47069094dbe7803b28e7a51fd40852,7ee78e38278e44d4d786ddc6843ea8ae036c2ad9,c346d56a9d1c7aeab38b865d777ad5219e69a811,,False,False,True,3,48,False,False
