idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/master,5b29184a3f324bf29c3cbb3e622e928e95fa1e06,3d541988e5af1f0858648ba518e291459153b55f,763530c9e7ecb2b85306383d7792614b436fd92a,,False,True,True,26,162,615,4,False,26,False
2,refs/heads/master,41298fff17aeec287048e7b79b4477f9d413ad37,b4135c8c7b5b89ed066e61c05c0593e190a94bb3,4455c7f0b7af7c81d1ace10d310e00b9327b878a,,False,False,True,2,5,10,2,False,2,False
3,refs/heads/master,b4135c8c7b5b89ed066e61c05c0593e190a94bb3,0f35eb41a1db3c08d47f17123495b01c5e69ef67,7add3a9423c48d3375266b219289468f789f5d81,,False,False,True,2,3,6,2,False,2,False
4,refs/heads/master,0f35eb41a1db3c08d47f17123495b01c5e69ef67,68555ef89820ab8f411809e1757686af1507c55e,81e549549e68811e3c6061dae59aa7e55a55e024,,False,False,True,2,3,6,2,False,2,False
5,refs/heads/master,2bb9405717d7cbeccc79889a5cbf9b91f4409c99,982058afd327c41b4896ac12badadfa593ef1024,604b42fc35b39d88a0d48cd82b7a71ccd913390f,,False,False,True,10,14,195,1,False,10,False
6,refs/heads/master,773ef827504d4f561e2d5f052a0f82ba47c7d47f,9af81c47a237e1efaa71a792795b90df272e1ca4,f556b80cdaa5b1d8e106287b85f638ee4327487b,,False,False,True,19,18,85,1,False,19,False
7,refs/heads/master,7b1eb46a70feadda58acbdfb5fa4e7c4c3dbecc8,c16cd999127cc83edcdb5981a9695b8fc38b3d44,af8b5cc7fafe4d2207f0d63724afcf5c83b161e1,,False,True,True,17,124,574,1,False,17,False
9,refs/heads/master,ba008629c0c482ccd46b1524e02e83273baff13e,0c84b7f5b16ed368759f1bcefa50043c3a081a1f,025eb133959553cf566f0f916692443d65852af8,,False,False,True,2,2,2,2,False,2,False
12,refs/heads/master,13ec87376bda36ec67dd0b57dd839dc140aa809d,da80f7965f590a6c9c5aa5b95ebe43454f248f5e,06296b6e09ad232929a0aa2e76c23b8ea07b9d7b,,False,True,True,6,6,13,1,False,6,False
13,refs/heads/master,da80f7965f590a6c9c5aa5b95ebe43454f248f5e,99be8a8669b40039becc303c6336dc6cc5ec0a9a,d3a899ad57135bf11304032d3bda3e3ecfb65f87,,False,False,True,2,2,5,2,False,2,False
15,refs/heads/master,bdc249c6fabc2952a2cd4d1d5a3db02e51526a96,c870ea768ce23720640c7fbf8465c255237adb60,9bc81549cfd6a4408b0c82791d39211af4b510f3,,False,False,True,4,3,13,1,False,4,False
16,refs/heads/master,0f089789f5d65731aa8c494b369fe6b408abed41,31477e56f31de372181e47ef2e4a86b9708aacea,9b817f7fb894e482baa8a90ab5f60e3546189bef,,False,False,True,4,3,15,1,False,4,False
17,refs/heads/master,ec9f30d0a3c6b3c12bc60b4cc5fd30e4ac266fa3,499163135e63e107f68ec98d6a6c477cc9776db5,1498121f3ec3ed55737beaf57952daa71470bca9,,False,True,True,4,4,61,1,False,4,False
18,refs/heads/master,bd42f88be185d1263bcfa48164669807f4564874,cd8719b86cfe136a9d4df28f9fb7c52a78988b14,0ffb655eb933167e8c65e18a2a8eb40bbaf86d59,,False,False,True,4,7,24,1,False,4,False
