idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
2,refs/heads/master,602d0c7d9d36bb28e1d62113faa166b5eac43d7a,6f4c8ff732d1de47a27255ba9ed68950b8039ae8,2e074d30e7dd6f5ab2274eefaf16e790d9b2afe5,,6,20,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/6f4c8ff732d1de47a27255ba9ed68950b8039ae8_2e074d30e7dd6f5ab2274eefaf16e790d9b2afe5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/6f4c8ff732d1de47a27255ba9ed68950b8039ae8_2e074d30e7dd6f5ab2274eefaf16e790d9b2afe5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/6f4c8ff732d1de47a27255ba9ed68950b8039ae8_2e074d30e7dd6f5ab2274eefaf16e790d9b2afe5_left_right.log'}",False,False
3,refs/heads/master,6f4c8ff732d1de47a27255ba9ed68950b8039ae8,f1432010a9f12cbd57c101217b12b6e54f62a69e,2afa52561068b0d7b300ed827c071d5d940e075e,,3,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/f1432010a9f12cbd57c101217b12b6e54f62a69e_2afa52561068b0d7b300ed827c071d5d940e075e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/f1432010a9f12cbd57c101217b12b6e54f62a69e_2afa52561068b0d7b300ed827c071d5d940e075e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/f1432010a9f12cbd57c101217b12b6e54f62a69e_2afa52561068b0d7b300ed827c071d5d940e075e_left_right.log'}",False,False
4,refs/heads/master,f1432010a9f12cbd57c101217b12b6e54f62a69e,1a16144bde0387ba679de9cf7d8e64156cd33a58,eb12b3db1906a8e199a6dd02dae6b1c2589e192e,,5,14,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/1a16144bde0387ba679de9cf7d8e64156cd33a58_eb12b3db1906a8e199a6dd02dae6b1c2589e192e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/1a16144bde0387ba679de9cf7d8e64156cd33a58_eb12b3db1906a8e199a6dd02dae6b1c2589e192e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/1a16144bde0387ba679de9cf7d8e64156cd33a58_eb12b3db1906a8e199a6dd02dae6b1c2589e192e_left_right.log'}",False,False
5,refs/heads/master,1a16144bde0387ba679de9cf7d8e64156cd33a58,e25adcdfc19a69376ff5d9d40a021aa517e8571a,1111e1791aaa53472470e96a781839962d3f2b42,,5,12,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/e25adcdfc19a69376ff5d9d40a021aa517e8571a_1111e1791aaa53472470e96a781839962d3f2b42_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/e25adcdfc19a69376ff5d9d40a021aa517e8571a_1111e1791aaa53472470e96a781839962d3f2b42_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/e25adcdfc19a69376ff5d9d40a021aa517e8571a_1111e1791aaa53472470e96a781839962d3f2b42_left_right.log'}",False,False
7,refs/heads/master,7703377b3312bad714a47023dda48a42a40ea88c,c0ad0904e0c22f5050ea6b93d11b8d5d9bd050c7,df575898ef6ff6fef19d31a941bf6fdd14c0ecbc,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/c0ad0904e0c22f5050ea6b93d11b8d5d9bd050c7_df575898ef6ff6fef19d31a941bf6fdd14c0ecbc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/c0ad0904e0c22f5050ea6b93d11b8d5d9bd050c7_df575898ef6ff6fef19d31a941bf6fdd14c0ecbc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/c0ad0904e0c22f5050ea6b93d11b8d5d9bd050c7_df575898ef6ff6fef19d31a941bf6fdd14c0ecbc_left_right.log'}",False,False
8,refs/heads/master,c0ad0904e0c22f5050ea6b93d11b8d5d9bd050c7,095197c7f71cabe51bd826dbf352037eb35144d8,1d65d396eb6a0970e073011770ec06bc04eddf01,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/095197c7f71cabe51bd826dbf352037eb35144d8_1d65d396eb6a0970e073011770ec06bc04eddf01_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/095197c7f71cabe51bd826dbf352037eb35144d8_1d65d396eb6a0970e073011770ec06bc04eddf01_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/095197c7f71cabe51bd826dbf352037eb35144d8_1d65d396eb6a0970e073011770ec06bc04eddf01_left_right.log'}",False,False
9,refs/heads/master,095197c7f71cabe51bd826dbf352037eb35144d8,299a7f3e231d9639bc2e8576528d4bc579eecacf,d60e8fa1ad624b1fd54bed0c83c3c0be096d2686,,12,76,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/299a7f3e231d9639bc2e8576528d4bc579eecacf_d60e8fa1ad624b1fd54bed0c83c3c0be096d2686_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/299a7f3e231d9639bc2e8576528d4bc579eecacf_d60e8fa1ad624b1fd54bed0c83c3c0be096d2686_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/299a7f3e231d9639bc2e8576528d4bc579eecacf_d60e8fa1ad624b1fd54bed0c83c3c0be096d2686_left_right.log'}",False,False
11,refs/heads/master,df90e2817a64a70c19e153622aaafef326b2c00a,4c56d83a31ce6841b56952518d1083701d792aef,7ef684949576fcec74689f7577304abb06c1f49d,,11,67,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/4c56d83a31ce6841b56952518d1083701d792aef_7ef684949576fcec74689f7577304abb06c1f49d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/4c56d83a31ce6841b56952518d1083701d792aef_7ef684949576fcec74689f7577304abb06c1f49d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/4c56d83a31ce6841b56952518d1083701d792aef_7ef684949576fcec74689f7577304abb06c1f49d_left_right.log'}",False,False
12,refs/heads/master,7ff1359a1cf6f304ac55e49f07c1541f2f54b9e8,26bc4a64be591d7405ba87fcddba4d385677f373,6850cb0ae6bdb68da78f48c49d9f7d41f6f2eb8b,,4,12,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/26bc4a64be591d7405ba87fcddba4d385677f373_6850cb0ae6bdb68da78f48c49d9f7d41f6f2eb8b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/26bc4a64be591d7405ba87fcddba4d385677f373_6850cb0ae6bdb68da78f48c49d9f7d41f6f2eb8b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/26bc4a64be591d7405ba87fcddba4d385677f373_6850cb0ae6bdb68da78f48c49d9f7d41f6f2eb8b_left_right.log'}",False,False
13,refs/heads/master,73010bed3618d3f0a0bb51663574e23b4b786b01,fd7614a0f2fd6a9d37496c8638d334e80502251f,e0b2d9046a0d282413fb8fd04afacfad2329d852,,3,2,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jcabi/jcabi/fd7614a0f2fd6a9d37496c8638d334e80502251f_e0b2d9046a0d282413fb8fd04afacfad2329d852_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jcabi/jcabi/fd7614a0f2fd6a9d37496c8638d334e80502251f_e0b2d9046a0d282413fb8fd04afacfad2329d852_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jcabi/jcabi/fd7614a0f2fd6a9d37496c8638d334e80502251f_e0b2d9046a0d282413fb8fd04afacfad2329d852_left_right.log'}",False,False
